證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓
2406,2014年01月01日至2014年03月31日,,,,              3130821,,              2692874,                437947,                437947,,,                 47397,,                 83369,,                 46889,                177655,                260292,,,                  5996,,                216345,,                 13229,,                     93,                209205,                469497,,                 52183,                417314,                417314,,,                  4727,                 46213,                 50940,                 50940,                468254,,                259496,                157818,,                310857,                157397,,                              0.88,,                              0.80,,,,,,,
2406,2013年第3季,,,              1847820,              1847820,,              1678770,                169050,                169050,,,                 26937,,                 61713,,                 40319,                128969,                 40081,,,                 15100,,               -138922,,                 15798,,                   -466,               -140086,               -100005,,                 40948,               -140953,               -140953,,,,,,                 22024,               -118929,,               -169537,                 28584,,               -147130,                 28201,,                             -0.58,,                             -0.58,                 -6786,                 28810,,,,,
2406,2013年第2季,,,,              2127281,,              1944020,                183261,                183261,,,                 28259,,                 61003,,                 50217,                139479,                 43782,,,                 33598,,                -70692,,                 15392,,                   -414,                -52900,                 -9118,,                 11134,                -20252,                -20252,,,,,,                  2095,                -18157,,                -71952,                 51700,,                -70525,                 52368,,                             -0.24,,                             -0.24,                 -9772,                 11867,,,,,
2406,2013年度,,,,              8554816,,              7775407,                779409,                779409,,,                133279,,                249830,,                201348,                584457,                194952,,,                 47714,,               -538947,,                 63902,,                 -2448,               -557583,               -362631,,                105062,               -467693,               -467693,,,,,,                 25094,               -442599,,               -708988,                241295,,               -685423,                242824,,                             -2.43,,                             -2.43,                 -6596,                 27940,                  3750,,,,
2406,2013年07月01日至2013年09月30日,,,              1847820,              1847820,,              1678770,                169050,                169050,,,                 26937,,                 61713,,                 40319,                128969,                 40081,,,                 15100,,               -138922,,                 15798,,                   -466,               -140086,               -100005,,                 40948,               -140953,               -140953,,,,,,                 22024,               -118929,,               -169537,                 28584,,               -147130,                 28201,,                             -0.58,,                             -0.58,                 -6786,                 28810,,,,,
2406,2013年04月01日至2013年06月30日,,,,              2127281,,              1944020,                183261,                183261,,,                 28259,,                 61003,,                 50217,                139479,                 43782,,,                 33598,,                -70692,,                 15392,,                   -414,                -52900,                 -9118,,                 11134,                -20252,                -20252,,,,,,                  2095,                -18157,,                -71952,                 51700,,                -70525,                 52368,,                             -0.24,,                             -0.24,                 -9772,                 11867,,,,,
2406,2013年01月01日至2013年12月31日,,,,              8554816,,              7775407,                779409,                779409,,,                133279,,                249830,,                201348,                584457,                194952,,,                 47714,,               -538947,,                 63902,,                 -2448,               -557583,               -362631,,                105062,               -467693,               -467693,,,,,,                 25094,               -442599,,               -708988,                241295,,               -685423,                242824,,                             -2.43,,                             -2.43,                 -6596,                 27940,                  3750,,,,
2406,2013年01月01日至2013年09月30日,,,              5942940,              5942940,,              5466475,                476465,                476465,,,                 92146,,                179536,,                135776,                407458,                 69007,,,                 57369,,               -171052,,                 46538,,                 -1597,               -161818,                -92811,,                 73986,               -166797,               -166797,,,,,,                 29538,               -137259,,               -316935,                150138,,               -288321,                151062,,                             -1.09,,                             -1.09,                  1988,                 27550,,,,,
2406,2013年01月01日至2013年06月30日,,,,              4095120,,              3787705,                307415,                307415,,,                 65209,,                117823,,                 95457,                278489,                 28926,,,                 42269,,                -32130,,                 30740,,                 -1131,                -21732,                  7194,,                 33038,                -25844,                -25844,,,,,,                  7514,                -18330,,               -147398,                121554,,               -141191,                122861,,                             -0.50,,                             -0.50,                  8774,                 -1260,,,,,
2406,2013年01月01日至2013年03月31日,,,,              1967839,,              1843685,                124154,                124154,,,                 36950,,                 56820,,                 45240,                139010,                -14856,,,                  8671,,                 38562,,                 15348,,                   -717,                 31168,                 16312,,                 21904,                 -5592,                 -5592,,,,,,                  5419,                   -173,,                -75446,                 69854,,                -70666,                 70493,,                             -0.26,,                             -0.26,                 18546,                -13127,,,,,
2406,2012年07月01日至2012年09月30日,,,              1367770,              1367770,,              1272317,                 95453,                 95453,,,                 27826,,                 49233,,                 47295,                124354,                -28901,,,                 25811,,               -141343,,                 16088,,                   -199,               -131819,               -160720,,                  8123,               -168843,               -168843,,,,,,                 -6482,               -175325,,               -203980,                 35137,,               -210637,                 35312,,                             -0.70,,                             -0.70,                  2687,                 -9169,,,,,
2406,2012年04月01日至2012年06月30日,,,,              1892810,,              1599362,                293448,                293448,,,                 27769,,                 63027,,                 55676,                146472,                146976,,,                 22339,,                -18866,,                 15476,,                    -76,                -12079,                134897,,                 34288,                100609,                100609,,,,,,                -25618,                 74991,,                 14545,                 86064,,                -10690,                 85681,,                              0.05,,                              0.05,                 -5091,                -20527,,,,,
2406,2012年01月01日至2012年12月31日,,,,              6186892,,              5598624,                588268,                588268,,,                143406,,                228602,,                200506,                572514,                 15754,,,                 40222,,                 45894,,                 61562,,                   -486,                 24068,                 39822,,                 77280,                -37458,                -37458,,,,,,                -42367,                -79825,,               -255383,                217925,,               -295330,                215505,,                             -0.87,,                             -0.87,                 -3414,                -11955,                -26998,,,,
2406,2012年01月01日至2012年09月30日,,,              4890728,              4890728,,              4315400,                575328,                575328,,,                 79825,,                171712,,                151600,                403137,                172191,,,                 54657,,                147062,,                 47569,,                   -275,                153875,                326066,,                 65356,                260710,                260710,,,,,,                -32840,                227870,,                 69994,                190716,,                 37638,                190232,,                              0.24,,                              0.24,                 -2852,                -29988,,,,,
2406,2012年01月01日至2012年06月30日,,,,              3522958,,              3043083,                479875,                479875,,,                 51999,,                122479,,                104305,                278783,                201092,,,                 28846,,                288405,,                 31481,,                    -76,                285694,                486786,,                 57233,                429553,                429553,,,,,,                -26358,                403195,,                273974,                155579,,                248275,                154920,,                              0.94,,                              0.89,                 -5539,                -20819,,,,,
2406,2012年01月01日至2012年03月31日,,,              1630148,              1630148,,              1443721,                186427,                186427,,,                 24230,,                 59452,,                 48629,                132311,                 54116,,,                  6507,,                307271,,                 16005,,                              0,                297773,                351889,,                 22945,                328944,                328944,,,,,,                   -740,                328204,,                259429,                 69515,,                258965,                 69239,,                              0.89,,                              0.84,                   -448,                   -292,,,              1657990,                 16805,                 11037
