證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
6289,2014年01月01日至2014年06月30日,,                121237,,                234334,               -113097,               -113097,,,                  5263,,                 40661,,                  5529,                 51453,               -164550,,,                 17733,,                 67842,,                  5941,,                 21684,                101318,                -63232,,                              0,                -63232,,                              0,                -63232,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                 -9728,                              0,                 -9728,                 -9728,                -72960,,                -63232,                              0,,                -72960,                              0,,                             -0.23,                              0.00,                             -0.23,,,,,
6289,2014年01月01日至2014年03月31日,,                 64461,,                134807,                -70346,                -70346,,,                  2968,,                 18390,,                  2219,                 23577,                -93923,,,                 11772,,                 17773,,                  2819,,                 13346,                 40072,                -53851,,                              0,                -53851,,                              0,                -53851,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                 -1512,                              0,                 -1512,                 -1512,                -55363,,                -53851,                              0,,                -55363,                              0,,                             -0.20,                              0.00,                             -0.20,,,,,
6289,2013年第3季,,                 92392,,                148150,                -55758,                -55758,,,                  2742,,                 21136,,                  4130,                 28008,                -83766,,,                  3150,,                 15818,,                  2452,,                -10268,                  6248,                -77518,,                 -1186,                -76332,,                              0,                -76332,,,,,,,,,,,,,,,,                 -9670,                -86002,,                -76332,                              0,,                -86002,                              0,,                             -0.28,                              0.00,                             -0.28,                 -4906,                              0,,,                 -4764
6289,2013年第2季,,                112948,,                215667,               -102719,               -102719,,,                  2515,,                 16984,,                  5596,                 25095,               -127814,,,                  3204,,                 -1187,,                  1532,,                 13235,                 13720,               -114094,,                -21688,                -92406,,                              0,                -92406,,,,,,,,,,,,,,,,                 14615,                -77791,,                -92406,                              0,,                -77791,                              0,,                             -0.34,                              0.00,                             -0.34,                  7549,,,,                  7066
6289,2013年第1季,,                 93787,,                192488,                -98701,                -98701,,,                  2950,,                 16382,,                 11278,                 30610,               -129311,,,                  2964,,                -29237,,                  1945,,                -16409,                -44627,               -173938,,                              0,               -173938,,                 28850,               -145088,,,,,,,,,,,,,,,,                 25875,               -119213,,               -147102,                  2014,,               -121227,                  2014,,                             -0.65,                              0.10,                             -0.55,                 12439,,,,                 13436
6289,2013年度,,                389183,,                743952,               -354769,               -354769,,,                 29252,,                 72337,,                 24188,                125777,               -480546,,,                 15992,,               -201666,,                  8221,,                 34429,               -159466,               -640012,,                -21857,               -618155,,                 28850,               -589305,,,,,,,,,,,,,,,,                 36943,               -552362,,               -591318,                  2013,,               -554375,                  2013,,                             -2.30,                              0.10,                             -2.20,                 22675,                              0,                   -896,,                 15164
6289,2013年07月01日至2013年09月30日,,                 92392,,                148150,                -55758,                -55758,,,                  2742,,                 21136,,                  4130,                 28008,                -83766,,,                  3150,,                 15818,,                  2452,,                -10268,                  6248,                -77518,,                 -1186,                -76332,,                              0,                -76332,,,,,,,,,,,,,,,,                 -9670,                -86002,,                -76332,                              0,,                -86002,                              0,,                             -0.28,                              0.00,                             -0.28,                 -4906,,,,                 -4764
6289,2013年04月01日至2013年06月30日,,                112948,,                215667,               -102719,               -102719,,,                  2515,,                 16984,,                  5596,                 25095,               -127814,,,                  3202,,                 -1185,,                  1532,,                 13235,                 13720,               -114094,,                -21688,                -92406,,                              0,                -92406,,,,,,,,,,,,,,,,                 14615,                -77791,,                -92406,                              0,,                -77791,                              0,,                             -0.34,                              0.00,                             -0.34,                  7549,,,,                  7066
6289,2013年01月01日至2013年12月31日,,                389183,,                743952,               -354769,               -354769,,,                 29252,,                 72337,,                 24188,                125777,               -480546,,,                 15992,,               -201666,,                  8221,,                 34429,               -159466,               -640012,,                -21857,               -618155,,                 28850,               -589305,,,,,,,,,,,,,,,,                 36943,               -552362,,               -591318,                  2013,,               -554375,                  2013,,                             -2.30,                              0.10,                             -2.20,                 22675,,                   -896,,                 15164
6289,2013年01月01日至2013年09月30日,,                299127,,                556305,               -257178,               -257178,,,                  8207,,                 54502,,                 21004,                 83713,               -340891,,,                  9318,,                -14606,,                  5929,,                -13442,                -24659,               -365550,,                -22874,               -342676,,                 28850,               -313826,,,,,,,,,,,,,,,,                 30820,               -283006,,               -315839,                  2013,,               -285019,                  2013,,                             -1.27,                              0.10,                             -1.17,                 15082,                              0,,,                 15738
6289,2013年01月01日至2013年06月30日,,                206735,,                408155,               -201420,               -201420,,,                  5465,,                 33366,,                 16874,                 55705,               -257125,,,                  6168,,                -30424,,                  3477,,                 -3174,                -30907,               -288032,,                -21688,               -266344,,                 28850,               -237494,,,,,,,,,,,,,,,,                 40490,               -197004,,               -239507,                  2013,,               -199017,                  2013,,                             -0.99,                              0.10,                             -0.89,                 19988,,,,                 20502
6289,2013年01月01日至2013年03月31日,,                 93787,,                192488,                -98701,                -98701,,,                  2950,,                 16382,,                 11278,                 30610,               -129311,,,                      2,,                -18824,,                  1945,,                -16409,                -37176,               -166487,,                              0,               -166487,,                 21399,               -145088,,,,,,,,,,,,,,,,                 25875,               -119213,,               -147102,                  2014,,               -121227,                  2014,,,,                             -0.55,                 25875,,,,
6289,2012年07月01日至2012年09月30日,,                183399,,                296643,               -113244,               -113244,,,                  4684,,                 21290,,                  8959,                 34933,               -148177,,,                  2795,,                130299,,                  1589,,                -34399,                 97106,                -51071,,                              0,                -51071,,                 14722,                -36349,,,,,,,,,,,,,,,,                 -6861,                -43210,,                -38379,                  2030,,                -45240,                  2030,,                             -0.19,                              0.05,                             -0.14,                 -3207,,,,                 -3654
6289,2012年04月01日至2012年06月30日,,                198108,,                332389,               -134281,               -134281,,,                  4784,,                 14214,,                  9122,                 28120,               -162401,,,                  3153,,                -43753,,                  1811,,                -34810,                -77221,               -239622,,                 -3141,               -236481,,                 34933,               -201548,,,,,,,,,,,,,,,,                  2854,               -198694,,               -203821,                  2273,,               -200967,                  2273,,                             -0.88,                              0.12,                             -0.76,                  1304,,,,                  1550
6289,2012年01月01日至2012年12月31日,,                654878,,              1138419,               -483541,               -483541,,,                 18091,,                 77623,,                 38574,                134288,               -617829,,,                 25866,,                101923,,                  7126,,               -122235,                 -1572,               -619401,,                 -3468,               -615933,,                 94095,               -521838,,,,,,,,,,,,,,,,                -28284,               -550122,,               -529522,                  7684,,               -557788,                  7666,,                             -2.29,                              0.32,                             -1.97,                -11806,,                 -1314,,                -15164
6289,2012年01月01日至2012年09月30日,,                543692,,                882975,               -339283,               -339283,,,                 12580,,                 50576,,                 30529,                 93685,               -432968,,,                 10276,,                 83412,,                  5462,,                -91990,                 -3764,               -436732,,                              0,               -436732,,                 66820,               -369912,,,,,,,,,,,,,,,,                -27140,               -397052,,               -375328,                  5416,,               -402468,                  5416,,                             -1.62,                              0.23,                             -1.39,                -11884,,,,                -15256
6289,2012年01月01日至2012年06月30日,,                360293,,                586332,               -226039,               -226039,,,                  7896,,                 29286,,                 21570,                 58752,               -284791,,,                  7481,,                -46887,,                  3873,,                -57591,               -100870,               -385661,,                              0,               -385661,,                 52098,               -333563,,,,,,,,,,,,,,,,                -20279,               -353842,,               -336949,                  3386,,               -357228,                  3386,,                             -1.43,                              0.18,                             -1.25,                 -8677,,,,                -11602
6289,2012年01月01日至2012年03月31日,,                162185,,                253943,                -91758,                -91758,,,                  3112,,                 15072,,                 12448,                 30632,               -122390,,,                     23,,                  4705,,                  2062,,                -22781,                -20115,               -142505,,                  3141,               -145646,,                 13631,               -132015,,,,,,,,,,,,,,,,                -23133,               -155148,,               -133128,                  1113,,               -156261,                  1113,,,,                             -0.49,                -23133,,,,
