證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 備供出售金融資產未實現評價損益,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　　 其他收入－其他,　　 國外營運機構財務報表換算之兌換差額,　　 其他綜合損益,　　 備供出售金融資產未實現評價損益,　　 與其他綜合損益組成部分相關之所得稅
6409,2014年01月01日至2014年06月30日,,,              3134152,              3134152,,,              2325318,              2325318,                808834,                808834,,,                 84972,,                 91503,,                116451,                292926,                515908,,,                 17166,,                   -637,,                  2598,                 13931,                529839,,                 94401,                435438,                435438,,,                -14548,                 -2473,                -12373,                -12373,                423065,,                435438,,                423065,,                              6.41,,                              6.37,                   -298,,,,,,,
6409,2014年01月01日至2014年03月31日,,,              1496263,              1496263,,,              1116534,              1116534,                379729,                379729,,,                 39923,,                 45854,,                 58123,                143900,                235829,,,                  3799,,                 17957,,                  1376,                 20380,                256209,,                 52569,                203640,                203640,,,                    683,                    116,                    490,                    490,                204130,,                203640,,                204130,,                              3.13,,                              3.11,                    -77,                              3.13,                              3.11,,,,,
6409,2013年第3季,,,              1484625,              1484625,,,              1120749,              1120749,                363876,                363876,,,                 46738,,                 49227,,                 58463,                154428,                209448,,,                  2171,,                -21044,,                  1033,                -19906,                189542,,                 39240,                150302,                150302,,,,,,                 -5201,                145101,,                150302,,                145101,,                              2.33,,                              2.32,,                              2.33,                              2.32,                  2171,                 -6267,                  1066,                              0,
6409,2013年第2季,,,              1299313,              1299313,,,                988255,                988255,                311058,                311058,,,                 38271,,                 43131,,                 56897,                138299,                172759,,,                  2366,,                -10522,,                  1333,                 -9489,                163270,,                 25371,                137899,                137899,,,,,,                  9996,                147895,,                137899,,                147895,,                              2.35,,                              2.33,,                              2.35,                              2.33,                  2366,                 12044,                 -2048,                              0,
6409,2013年度,,,              5491112,              5491112,,,              4168291,              4168291,              1322821,              1322821,,,                166401,,                158733,,                235007,                560141,                762680,,,                  9679,,                -14530,,                  5069,                 -9920,                752760,,                142222,                610538,                610538,,,,,,                 27326,                637864,,                610538,,                637864,,                              9.72,,                              9.65,,                              9.72,                              9.65,                  9679,                 32923,                 -5597,,
6409,2013年07月01日至2013年09月30日,,,              1484625,              1484625,,,              1120749,              1120749,                363876,                363876,,,                 46738,,                 49227,,                 58463,                154428,                209448,,,                  2171,,                -21044,,                  1033,                -19906,                189542,,                 39240,                150302,                150302,,,,,,                 -5201,                145101,,                150302,,                145101,,                              2.45,,                              2.44,,                              2.45,                              2.44,                  2171,                 -6267,                  1066,,
6409,2013年04月01日至2013年06月30日,,,              1299313,              1299313,,,                988255,                988255,                311058,                311058,,,                 38271,,                 43131,,                 56897,                138299,                172759,,,                  2366,,                -10522,,                  1333,                 -9489,                163270,,                 25371,                137899,                137899,,,,,,                  9996,                147895,,                137899,,                147895,,                              2.35,,                              2.33,,                              2.35,                              2.33,                  2366,                 12044,                 -2048,,
6409,2013年01月01日至2013年12月31日,,,              5491112,              5491112,,,              4168291,              4168291,              1322821,              1322821,,,                166401,,                158733,,                235007,                560141,                762680,,,                  9679,,                -14530,,                  5069,                 -9920,                752760,,                142222,                610538,                610538,,,,,,                 27326,                637864,,                610538,,                637864,,                             10.20,,                             10.13,,                             10.20,                             10.13,                  9679,                 32923,                 -5597,,
6409,2013年01月01日至2013年09月30日,,,              4103799,              4103799,,,              3118907,              3118907,                984892,                984892,,,                127792,,                129548,,                165226,                422566,                562326,,,                  6449,,                -14074,,                  3759,                -11384,                550942,,                103116,                447826,                447826,,,,,,                 17397,                465223,,                447826,,                465223,,                              7.20,,                              7.14,,                              7.20,                              7.14,                  6449,                 20961,                 -3564,                              0,
6409,2013年01月01日至2013年06月30日,,,              2619174,              2619174,,,              1998158,              1998158,                621016,                621016,,,                 81054,,                 80321,,                106763,                268138,                352878,,,                  4278,,                  6970,,                  2726,                  8522,                361400,,                 63876,                297524,                297524,,,,,,                 22598,                320122,,                297524,,                320122,,                              5.11,,                              5.07,,                              5.11,                              5.07,                  4278,                 27228,                 -4630,                              0,
6409,2013年01月01日至2013年03月31日,,,              1319861,              1319861,,,              1009903,              1009903,                309958,                309958,,,                 42783,,                 37190,,                 49866,                129839,                180119,,,                  1912,,                 17492,,                  1393,                 18011,                198130,,                 38505,                159625,                159625,,,,,,                 12602,                172227,,                159625,,                172227,,                              2.77,,                              2.75,,                              2.77,                              2.75,                  1912,                 15184,                 -2582,                              0,
6409,2012年07月01日至2012年09月30日,,,              1267032,              1267032,,,                973368,                973368,                293664,                293664,,,                 32616,,                 29645,,                 39651,                101912,                191752,,,                  1119,,                 -8739,,                  1691,                 -9311,                182441,,                 35791,                146650,                146650,,,,,,                 -6921,                139729,,                146650,,                139729,,                              2.57,,                              2.51,,                              2.57,                              2.51,                  1119,                 -8339,                  1418,,
6409,2012年04月01日至2012年06月30日,,,              1155455,              1155455,,,                906112,                906112,                249343,                249343,,,                 28479,,                 32660,,                 39627,                100766,                148577,,,                  1577,,                 16108,,                  1682,                 16003,                164580,,                 24049,                140531,                140531,,,,,,                  1464,                141995,,                140531,,                141995,,                              2.51,,                              2.41,,                              2.51,                              2.41,                  1577,                  1764,                   -300,,
6409,2012年01月01日至2012年12月31日,,,              4762711,              4762711,,,              3693283,              3693283,              1069428,              1069428,,,                118423,,                121614,,                162942,                402979,                666449,,,                  6394,,                -22451,,                  5907,                -21964,                644485,,                124442,                520043,                520043,,,,,,                -11800,                508243,,                520043,,                508243,,                              9.20,,                              9.07,,                              9.20,                              9.07,                  6394,                -14216,                  2416,,
6409,2012年01月01日至2012年09月30日,,,              3531191,              3531191,,,              2739539,              2739539,                791652,                791652,,,                 91995,,                 95019,,                113230,                300244,                491408,,,                  4263,,                 -5218,,                  4589,                 -5544,                485864,,                 93067,                392797,                392797,,,,,,                -12104,                380693,,                392797,,                380693,,                              6.97,,                              6.71,,                              6.97,                              6.71,                  4263,                -14583,                  2479,,
6409,2012年01月01日至2012年06月30日,,,              2264159,              2264159,,,              1766171,              1766171,                497988,                497988,,,                 59379,,                 65374,,                 73579,                198332,                299656,,,                  3144,,                  3521,,                  2898,                  3767,                303423,,                 57276,                246147,                246147,,,,,,                 -5183,                240964,,                246147,,                240964,,                              4.40,,                              4.23,,                              4.40,                              4.23,                  3144,                 -6244,                  1061,,
6409,2012年01月01日至2012年03月31日,,,              1108704,              1108704,,,                860059,                860059,                248645,                248645,,,                 30900,,                 32714,,                 33952,                 97566,                151079,,,                  1567,,                -12587,,                  1216,                -12236,                138843,,                 33227,                105616,                105616,,,,,,                 -6647,                 98969,,                105616,,                 98969,,                              1.99,,                              1.93,,,,,                 -8008,,,                 -1361
