證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
1513,2014年01月01日至2014年03月31日,,              1885924,,              1516662,                369262,                369262,,,                 82048,,                130811,,                 66406,                279265,                 89997,,,                 51064,,                 -1923,,                  5191,,                 -4355,                 39595,                129592,,                 36520,                 93072,                 93072,,,                -13240,                 20296,                  4495,,                -29199,                -17648,                -17648,                 75424,,                 94653,                 -1581,,                 77810,                 -2386,,                              0.20,,,,,,
1513,2013年第3季,,              2612670,,              2232211,                380459,                380459,,,                112717,,                118606,,                 84917,                316240,                 64219,,,                 72049,,                -12976,,                  5108,,                 -4067,                 49898,                114117,,                 27888,                 86229,                 86229,,,,,,,,,                 24432,                110661,,                 87331,                 -1102,,                115071,                 -4410,,                              0.19,                -38215,                 61769,                 -2348,,,                  3226
1513,2013年第2季,,              2438132,,              1919102,                519030,                519030,,,                 93309,,                198401,,                 57050,                348760,                170270,,,                 53148,,                -16756,,                  3503,,                   -600,                 32289,                202559,,                 61456,                141103,                141103,,,,,,,,,                 69640,                210743,,                145736,                 -4633,,                211516,                   -773,,                              0.31,                 53501,                   -333,                  1259,,,                 15213
1513,2013年度,,             10095327,,              8195457,              1899870,              1899870,,,                382598,,                648201,,                280408,              1311207,                588663,,,                172406,,                  1007,,                 16798,,                 -2223,                154392,                743055,,                161638,                581417,                581417,,,,,,,,,                409641,                991058,,                588060,                 -6643,,                985481,                  5577,,                              1.25,                162783,                 82693,                  3788,                 12360,,                148017
1513,2013年07月01日至2013年09月30日,,              2612670,,              2232211,                380459,                380459,,,                112717,,                118606,,                 84917,                316240,                 64219,,,                 72049,,                -12976,,                  5108,,                 -4067,                 49898,                114117,,                 27888,                 86229,                 86229,,,,,,,,,                -19443,                 66786,,                 87331,                 -1102,,                 71196,                 -4410,,                              0.19,                -38215,                 17894,                 -2348,,,                  3226
1513,2013年04月01日至2013年06月30日,,              2438132,,              1919102,                519030,                519030,,,                 93309,,                198401,,                 57050,                348760,                170270,,,                 53148,,                -16756,,                  3503,,                   -600,                 32289,                202559,,                 61456,                141103,                141103,,,,,,,,,                 69640,                210743,,                145736,                 -4633,,                211516,                   -773,,                              0.31,                 53501,                   -333,                  1259,,,                 15213
1513,2013年01月01日至2013年12月31日,,             10095327,,              8195457,              1899870,              1899870,,,                382598,,                648201,,                280408,              1311207,                588663,,,                172406,,                  1007,,                 16798,,                 -2223,                154392,                743055,,                161638,                581417,                581417,,,,,,,,,                371016,                952433,,                588060,                 -6643,,                946856,                  5577,,                              1.25,                162783,                 44068,                  3788,                 12360,,                148017
1513,2013年01月01日至2013年09月30日,,              7257187,,              5987917,              1269270,              1269270,,,                297562,,                461214,,                193121,                951897,                317373,,,                137584,,                 -4064,,                 11251,,                  2240,                124509,                441882,,                105022,                336860,                336860,,,,,,,,,                213300,                550160,,                342624,                 -5764,,                547914,                  2246,,                              0.73,                105868,                 73773,                  2459,,,                 31200
1513,2013年01月01日至2013年06月30日,,              4644517,,              3755706,                888811,                888811,,,                184845,,                342608,,                108204,                635657,                253154,,,                 65535,,                  8912,,                  6143,,                  6307,                 74611,                327765,,                 77134,                250631,                250631,,,,,,,,,                188868,                439499,,                255293,                 -4662,,                432843,                  6656,,                              0.54,                144083,                 12004,                  4807,,,                 27974
1513,2013年01月01日至2013年03月31日,,              2206385,,              1836604,                369781,                369781,,,                 91536,,                144207,,                 51154,                286897,                 82884,,,                 12387,,                 25668,,                  2640,,                  6907,                 42322,                125206,,                 15678,                109528,                109528,,,,,,,,,                119228,                228756,,                109557,                    -29,,                221327,                  7429,,                              0.23,                 90582,                 12337,                  3548,,,                 12761
1513,2012年07月01日至2012年09月30日,,              2406532,,              1893307,                513225,                513225,,,                 87207,,                204613,,                 64957,                356777,                156448,,,                 60597,,                -23163,,                  1955,,                 28761,                 64240,                220688,,                 38462,                182226,                182226,,,,,,,,,                -44006,                138220,,                180566,                  1660,,                139825,                 -1605,,                              0.38,                -26662,                  5554,                 -1380,,,                -21518
1513,2012年04月01日至2012年06月30日,,              2098295,,              1665994,                432301,                432301,,,                 92502,,                129860,,                 79451,                301813,                130488,,,                 23814,,                 -9924,,                  1807,,                  5694,                 17777,                148265,,                 15089,                133176,                133176,,,,,,,,,                -12427,                120749,,                127605,                  5571,,                115127,                  5622,,                              0.27,                 10793,                -23732,                  2442,,,                 -1930
1513,2012年01月01日至2012年12月31日,,              9720110,,              7769067,              1951043,              1951043,,,                355777,,                683696,,                269763,              1309236,                641807,,,                129705,,               -221640,,                 11020,,                 88014,                -14941,                626866,,                113055,                513811,                513811,,,,,,,,,               -123755,                390056,,                513929,                   -118,,                395590,                 -5534,,                              1.09,               -105897,                 37248,                    324,                -59734,,                  4304
1513,2012年01月01日至2012年09月30日,,              6931331,,              5510960,              1420371,              1420371,,,                259931,,                522703,,                208869,                991503,                428868,,,                 95577,,                -48960,,                  5909,,                 37984,                 78692,                507560,,                 74638,                432922,                432922,,,,,,,,,                -53205,                379717,,                428601,                  4321,,                383464,                 -3747,,                              0.91,                -99744,                 34519,                  1062,,,                 10958
1513,2012年01月01日至2012年06月30日,,              4524799,,              3617653,                907146,                907146,,,                172724,,                318090,,                143912,                634726,                272420,,,                 34980,,                -25797,,                  3954,,                  9223,                 14452,                286872,,                 36176,                250696,                250696,,,,,,,,,                 -9199,                241497,,                248035,                  2661,,                243639,                 -2142,,                              0.53,                -73082,                 28965,                  2442,,,                 32476
1513,2012年01月01日至2012年03月31日,,              2426504,,              1951659,                474845,                474845,,,                 80222,,                188230,,                 64461,                332913,                141932,,,                 11166,,                -15873,,                  2147,,                  3529,                 -3325,                138607,,                 21087,                117520,                117520,,,,,,,,,                  3228,                120748,,                120430,                 -2910,,                128512,                 -7764,,                              0.26,                -83875,                 52697,                              0,,,                 34406
