證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　 當期所得稅費用（利益）,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　　　 投資性不動產減損迴轉利益,　　 備供出售金融資產未實現評價損益,　　 與其他綜合損益組成部分相關之所得稅,　 停業單位損益,　　 停業單位損益合計,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　　 沖銷逾期應付款利益
2538,2014年01月01日至2014年03月31日,,,,                164917,                164917,                  1200,                163717,                163717,,,                 74882,                 74882,                 74882,                 88835,                 88835,,,                  8042,,                 24211,                 32253,                 56582,,,,,,                 16502,                 16502,,                     26,,                     94,,,                              0,                -15603,,                  5572,                  5572,,,                  3176,                 -1497,                 55085,,                    124,                    124,                 54961,                 54961,,,,,                  6810,                  6810,                  6810,                 61771,,                 54961,                              0,,                 61771,                              0,,                              0.13,                              0.13,,                              0.12,                              0.12,                 15723,,                              0,,,,,,,,,,,,,
2538,2013年第3季,,,,              1529131,              1529131,                              0,              1529131,              1529131,,,                814651,                814651,                814651,                714480,                714480,,,                 56620,,                 60351,                116971,                597509,,,,                  3770,                  3770,                    781,                  4551,,                     23,                              0,                    285,,,                              0,                 -4269,,                  3797,                  3797,,                  9283,                  9283,                  5768,                603277,,,                 44306,                558971,                558971,,,,,,,                 -4699,                554272,,                558971,,,                554272,                              0,,                              1.37,                              1.37,,                              1.28,                              1.28,                  4577,,,                 44306,,,                 -4699,                 -4699,,,,,,,,
2538,2013年第2季,,,,                292745,                292745,                    131,                292614,                292614,,,                269076,                269076,                269076,                 23538,                 23538,,,                              0,,                 24249,                 24249,                   -711,,,,,,                 53953,                 53953,,                     29,                  5905,                   -118,,,                              0,                  5816,,                  3567,                  3567,,                 12234,                 12234,                 68436,                 67725,,,                 13282,                 54443,                 54443,,,,,,,                  3335,                 57778,,                 54443,                              0,,                 57778,                              0,,,                              0.14,,,                              0.13,                              0,                              0,,                 13282,,,                  3335,                  3335,,,,,,,,
2538,2013年度,,,,              2615428,              2615428,                  5174,              2610254,              2610254,,,              1515540,              1515540,              1515540,              1094714,              1094714,,,                109091,,                164263,                273354,                821360,,,,,                 15744,                 91663,                107407,,                    732,                 27534,                  1080,,,                 18286,                 11060,,                 12933,                 12933,,                 35980,                 35980,                141514,                962874,,,                 66506,                896368,                896368,,,,,,,                 15163,                911531,,                896368,,,                911531,,,                              2.22,                              2.22,,                              1.88,                              1.88,,                              0,,                 66506,                    -86,,                 15249,                 15249,,,,,,,,
2538,2013年07月01日至2013年09月30日,,,,              1529131,              1529131,                              0,              1529131,              1529131,,,                814651,                814651,                814651,                714480,                714480,,,                 56620,,                 60351,                116971,                597509,,,,                  3770,                  3770,                    781,                  4551,,                     23,                              0,                    285,,                              0,                              0,                 -4269,,                  3797,                  3797,,                  9283,                  9283,                  5768,                603277,,,                 44306,                558971,                558971,,,,,,,                 -4699,                554272,,                558971,,,                554272,                              0,,                              1.37,                              1.37,,                              1.28,                              1.28,                  4577,                              0,,                 44306,,,                 -4699,                 -4699,                              0,                              0,                              0,,                              0,,,
2538,2013年04月01日至2013年06月30日,,,,                292745,                292745,                    131,                292614,                292614,,,                269076,                269076,                269076,                 23538,                 23538,,,                              0,,                 24249,                 24249,                   -711,,,,                  3108,                  3108,                 50845,                 53953,,                     29,                  5905,                   -118,,                              0,                              0,                  5816,,                  3567,                  3567,,                 12234,                 12234,                 68436,                 67725,,,                 13282,                 54443,                 54443,,,,,,,                  3335,                 57778,,                 54443,                              0,,                 57778,                              0,,,                              0.14,,,                              0.13,,                              0,,                 13282,,,                  3335,                  3335,                              0,                              0,,,,,,
2538,2013年01月01日至2013年12月31日,,,,              2615428,              2615428,                  5174,              2610254,              2610254,,,              1515540,              1515540,              1515540,              1094714,              1094714,,,                109091,,                164263,                273354,                821360,,,,,                 15744,                 91663,                107407,,                    732,                 27534,                  1080,,                              0,                 18286,                 11060,,                 12933,                 12933,,                 35980,                 35980,                141514,                962874,,,                 66506,                896368,                896368,,,,,,,                 15163,                911531,,                896368,                              0,,                911531,                              0,,                              2.22,                              2.22,,                              1.88,                              1.88,,,,                 66506,                    -86,,                 15249,                 15249,                              0,                              0,                              0,,,,,
2538,2013年01月01日至2013年09月30日,,,,              1838749,              1838749,                    131,              1838618,              1838618,,,              1096160,              1096160,              1096160,                742458,                742458,,,                 56620,,                106971,                163591,                578867,,,,                  8362,                  8362,                 91304,                 99666,,                    105,                 11818,                   -644,,,                              0,                 11279,,                 11637,                 11637,,                 31846,                 31846,                131154,                710021,,,                 57588,                652433,                652433,,,,,,,                 10962,                663395,,                652433,,,                663395,                              0,,                              1.62,                              1.62,,                              1.52,                              1.52,                              0,,,                 57588,,,                 10962,                 10962,,,,,,,,
2538,2013年01月01日至2013年06月30日,,,,                309618,                309618,                    131,                309487,                309487,,,                281509,                281509,                281509,                 27978,                 27978,,,                              0,,                 46620,                 46620,                -18642,,,,,,                 95115,                 95115,,                     82,                 16395,                   -929,,,                              0,                 15548,,                  7840,                  7840,,                 22563,                 22563,                125386,                106744,,,                 13282,                 93462,                 93462,,,,,,,                 15661,                109123,,                 93462,                              0,,                109123,                              0,,,                              0.23,,,                              0.23,                              0,                              0,,                 13282,,,                 15661,                 15661,,,,,,,,
2538,2013年01月01日至2013年03月31日,,,,                 16873,                 16873,                              0,                 16873,                 16873,,,                 12433,                 12433,                 12433,                  4440,                  4440,,,                              0,,                 22371,                 22371,                -17931,,,,,,                 41162,                 41162,,                     53,                 10490,                   -811,,,,                  9732,,                  4273,                  4273,,,                 10329,                 56950,                 39019,,,                              0,                 39019,                 39019,,,,,,,                 12326,                 51345,,                 39019,,,                 51345,,,                              0.10,                              0.10,,                              0.10,                              0.10,                              0,,,                              0,,,                 12326,                 12326,,,,,,,,
2538,2012年07月01日至2012年09月30日,,,,                152484,                152484,                      3,                152481,                152481,,,                 77107,                 77107,                 77107,                 75374,                 75374,,,                  4318,,                 45424,                 49742,                 25632,,,,                     30,                     30,                  1187,                  1217,,                     87,                              0,                     16,,                              0,                    291,                   -188,,                  4240,                  4240,,                              0,                 -1517,                 -4728,                 20904,,,                              0,                 20904,                 20904,,,,,,,                 -6561,                 14343,,                 20904,,,                 14343,                              0,,                              0.05,                              0.05,,                              0.05,                              0.05,                              0,                  1517,,                              0,,,                 -6561,                 -6561,                              0,                              0,                              0,,                              0,,,
2538,2012年04月01日至2012年06月30日,,,,                259716,                259716,                              0,                259716,                259716,,,                180776,                180776,                180776,                 78940,                 78940,,,                 10562,,                 24067,                 34629,                 44311,,,,                    158,                    158,                 19944,                 20102,,                     91,                              0,                      7,,                    946,                    327,                    717,,                  6019,                  6019,,                              0,                 -1459,                 13341,                 57652,,,                  8373,                 49279,                 49279,,,,,,,                  4338,                 53617,,                 49279,                              0,,                 53617,                              0,,,                              0.12,,,                              0.00,,                  1459,,                  8373,,,                  4338,                  4338,                    946,                              0,,,,,,
2538,2012年01月01日至2012年12月31日,,,,              2381002,              2381002,                  2574,              2378428,              2378428,,,              1353896,              1353896,              1353896,              1024532,              1024532,,,                145744,,                161303,                307047,                717485,,,,,                 53667,                 22554,                 76221,,                 38873,                 -2045,                    625,,                    946,                  7434,                 30965,,                 19801,                 19801,,                  7037,                  7037,                 94422,                811907,,,                  8374,                803533,                803533,,,,,,,                -98606,                704927,,                803533,                              0,,                704927,                              0,,                              2.03,                              2.03,,                              1.99,                              1.99,,,,                  8374,                  1397,,                -15826,                -15826,                    946,                -84177,                              0,,,,,
2538,2012年01月01日至2012年09月30日,,,,                433688,                433688,                    974,                432714,                432714,,,                271709,                271709,                271709,                161005,                161005,,,                 17856,,                 86305,                104161,                 56844,,,,                 53088,                 53088,                 22046,                 75134,,                 38551,                              0,                     34,,                    946,                    919,                 38612,,                 16261,                 16261,,                              0,                 -3951,                 93534,                150378,,,                  8373,                142005,                142005,,,,,,,                -96023,                 45982,,                142005,,,                 45982,                              0,,                              0.36,                              0.36,,                              0.36,                              0.36,                              0,                  3951,,                  8373,,,                -11846,                -11846,                    946,                -84177,                              0,,                              0,,,
2538,2012年01月01日至2012年06月30日,,,,                281204,                281204,                    971,                280233,                280233,,,                194602,                194602,                194602,                 85631,                 85631,,,                 13538,,                 40881,                 54419,                 31212,,,,                 53058,                 53058,                 20558,                 73616,,                 38464,                              0,                     18,,                    946,                    327,                 39101,,                 12021,                 12021,,                              0,                 -2434,                 98262,                129474,,,                  8373,                121101,                121101,,,,,,,                -89462,                 31639,,                121101,                              0,,                 31639,                              0,,,                              0.31,,,                              0.00,,                  2434,,                  8373,,,                 -5285,                 -5285,                    946,                -84177,,,,,,
2538,2012年01月01日至2012年03月31日,,,,                 21488,                 21488,                    971,                 20517,                 20517,,,                 13826,                 13826,                 13826,                  6691,                  6691,,,                  2976,,                 16814,                 19790,                -13099,,,,                 52900,                 52900,                    614,                 53514,,                 38373,                              0,                     11,,,,                 38384,,                  6002,                  6002,,,                   -975,                 84921,                 71822,,,,                 71822,                 71822,,,,,,,                -93800,                -21978,,                 71822,,,                -21978,,,                              0.18,                              0.18,,                              0.00,                              0.00,,,,,,,                 -9623,                 -9623,,                -84177,,,,                              0,                              0,                              0
