證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 違約金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　　 銷貨收入,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 遞延所得稅費用（利益）
3130,2014年01月01日至2014年03月31日,,,,                560343,                  2439,                557904,                557904,,,                292615,                292615,                292615,                265289,                265289,,,                142066,,                 24306,,                 36284,                202656,                 62633,,,,                  2324,,                    105,                  2429,,                    262,,                     15,                     15,                  2676,                 65309,,                 11774,                 11774,                 53535,                 53535,,,                   -366,                   -366,                   -366,                 53169,,                 52265,                  1270,,                 51947,                  1222,,                              1.58,,                              1.57,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,
3130,2013年第3季,,,,                592743,                  2868,                589875,                589875,,,                298835,                298835,                298835,                291040,                291040,,,                146584,,                 23954,,                 36998,                207536,                 83504,,,,                  2150,,                    594,                  2744,,                    -65,,                     38,                     38,                  2641,                 86145,,,                 15030,                 71115,                 71115,,,,,                    -89,                 71026,,                 70540,                    575,,                 70485,                    541,,                              2.18,,                              2.16,,,,,,,,,,,,,,,,,,,,,,,                     48,                      1,                              0,                    112,                 15030,                    -89,,                              0,
3130,2013年第2季,,,,                555839,                  2440,                553399,                553399,,,                280323,                280323,                280323,                273076,                273076,,,                143648,,                 20423,,                 31806,                195877,                 77199,,,,                  2116,,                   -498,                  1618,,                   -257,,                     39,                     39,                  1322,                 78521,,,                 13542,                 64979,                 64979,,,,,                    572,                 65551,,                 63703,                  1276,,                 64230,                  1321,,                              1.96,,                              1.94,,,,,,,,,,,,,,,,,,,,,,,                     47,                     46,                              0,                    258,                 13542,                    572,,                              0,
3130,2013年度,,,,              2208095,                 10134,              2197961,              2197961,,,              1123542,              1123542,              1123542,              1074419,              1074419,,,                556654,,                 88891,,                144659,                790204,                284215,,,,,,,                 11061,,                 -2668,,                    157,                    157,                  8236,                292451,,,                 48133,                244318,                244318,,,,,                  8085,                252403,,                241423,                  2895,,                249378,                  3025,,                              7.46,,                              7.37,,,,,,,,,,,,,,,,,,,,              2208095,                              0,                              0,                    188,                  1892,                    225,                    739,                 48133,                  2476,                  6758,                  1149,
3130,2013年07月01日至2013年09月30日,,,,                592743,                  2868,                589875,                589875,,,,,                298835,                291040,                291040,,,                146584,,                 23954,,                 36998,                207536,                 83504,,,,,,,                  2744,,                    -65,,,                     38,                  2641,                 86145,,,                 15030,                 71115,                 71115,,,,,                    -89,                 71026,,                 70540,                    575,,                 70485,                    541,,                              2.18,,                              2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,                 15030,                    -89,,                              0,
3130,2013年04月01日至2013年06月30日,,,,                555839,                  2440,                553399,                553399,,,,,                280323,                273076,                273076,,,                143648,,                 20423,,                 31806,                195877,                 77199,,,,,,,                  1618,,                   -257,,,                     39,                  1322,                 78521,,,                 13542,                 64979,                 64979,,,,,                    572,                 65551,,                 63703,                  1276,,                 64230,                  1321,,                              1.96,,                              1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,                 13542,                    572,,                              0,
3130,2013年01月01日至2013年12月31日,,,,              2208095,                 10134,              2197961,              2197961,,,              1123542,              1123542,              1123542,              1074419,              1074419,,,                556654,,                 88891,,                144659,                790204,                284215,,,,                  8455,,                  2606,                 11061,,                 -2668,,                    157,                    157,                  8236,                292451,,,                 48133,                244318,                244318,,,,,                  8085,                252403,,                241423,                  2895,,                249378,                  3025,,                              7.46,,                              7.37,,,,,,,,,,,,,,,,,,,,,                     11,,                    188,                  1892,                    236,                    739,                 48133,                  2476,                  6758,                  1149,
3130,2013年01月01日至2013年09月30日,,,,              1635350,                  6783,              1628567,              1628567,,,                823574,                823574,                823574,                804993,                804993,,,                425670,,                 66540,,                103267,                595477,                209516,,,,                  6170,,                    817,                  6987,,                   -632,,                    121,                    121,                  6234,                215750,,,                 36921,                178829,                178829,,,,,                  1391,                180220,,                176001,                  2828,,                177340,                  2880,,                              5.42,,                              5.35,,,,,,,,,,,,,,,,,,,,,,,                    144,                    122,                    236,                    418,                 36921,                  1391,,                              0,
3130,2013年01月01日至2013年06月30日,,,,              1042607,                  3915,              1038692,              1038692,,,                524739,                524739,                524739,                513953,                513953,,,                279086,,                 42586,,                 66269,                387941,                126012,,,,                  4020,,                    223,                  4243,,                   -567,,                     83,                     83,                  3593,                129605,,,                 21891,                107714,                107714,,,,,                  1480,                109194,,                105462,                  2252,,                106855,                  2339,,                              3.25,,                              3.21,,,,,,,,,,,,,,,,,,,,,,,                     96,                    121,                    236,                    306,                 21891,                  1480,,                              0,
3130,2013年01月01日至2013年03月31日,,,,                486768,                  1475,                485293,                485293,,,                244416,                244416,                244416,                240877,                240877,,,                134834,,                 22163,,                 34463,                191460,                 49417,,,,                  1904,,                    117,                  2021,,                   -310,,                     44,                     44,                  1667,                 51084,,,                  8349,                 42735,                 42735,,,,,                    908,                 43643,,                 41759,                    976,,                 42625,                  1018,,                              1.28,,                              1.27,,,,,,,,,,,,,,,,,,,,,,,                     49,                     75,                    236,                     48,                  8349,                    908,                              0,                              0,
3130,2012年07月01日至2012年09月30日,,,,                560432,                  7602,                552830,                552830,,,,,                294978,                257852,                257852,,,                129493,,                 23839,,                 36187,                189519,                 68333,,,,,,,                  3248,,                     23,,,                     58,                  3213,                 71546,,,                 10120,                 61426,                 61426,,,,,                   -256,                 61170,,                 60441,                    985,,                 60192,                    978,,                              1.78,,                              1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,                 10120,                   -256,,                              0,
3130,2012年04月01日至2012年06月30日,,,,                593440,                  9122,                584318,                584318,,,,,                328918,                255400,                255400,,,                144654,,                 17535,,                 28907,                191096,                 64304,,,,,,,                  4055,,                    344,,,                    114,                  4285,                 68589,,,                  8479,                 60110,                 60110,,,,,                    300,                 60410,,                 59886,                    224,,                 60185,                    225,,                              1.76,,                              1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,                  8479,                    300,,                              0,
3130,2012年01月01日至2012年12月31日,,,,              2146283,                 22626,              2123657,              2123657,,,              1163417,              1163417,              1163417,                960240,                960240,,,                520057,,                 97540,,                126852,                744449,                215791,,,,                  8664,,                  8131,                 16795,,                   -694,,                    278,                    278,                 15823,                231614,,,                 38793,                192821,                192821,,,,,                 -2619,                190202,,                191891,                    930,,                189289,                    913,,                              5.67,,                              5.57,,,,,,,,,,,,,,,,,,,,,                    238,,                     13,                   -425,                  1410,                    -40,                 38793,                 -1266,                 -1631,                   -278,
3130,2012年01月01日至2012年09月30日,,,,              1709787,                 50608,              1659179,              1659179,,,,,                940769,                718410,                718410,,,                406040,,                 62973,,                 97230,                566243,                152167,,,,,,,                  9639,,                 -1067,,,                    277,                  8295,                160462,,,                 22286,                138176,                138176,,,,,                   -640,                137536,,                137188,                    988,,                136565,                    971,,                              4.03,,                              3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,                 22286,                   -640,,                              0,
3130,2012年01月01日至2012年06月30日,,,,              1149355,                 43006,              1106349,              1106349,,,,,                645791,                460558,                460558,,,                276547,,                 39134,,                 61043,                376724,                 83834,,,,,,,                  6391,,                 -1090,,,                    219,                  5082,                 88916,,,                 12166,                 76750,                 76750,,,,,                   -384,                 76366,,                 76747,                      3,,                 76373,                     -7,,                              2.26,,                              2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,                 12166,                   -384,,                              0,
3130,2012年01月01日至2012年03月31日,,,,                555915,                 33884,                522031,                522031,,,,,                316873,                205158,                205158,,,                131893,,                 21599,,                 32136,                185628,                 19530,,,,,,,                  2336,,                 -1434,,,                    105,                    797,                 20327,,,                  3687,                 16640,                 16640,,,,,                   -684,                 15956,,                 16861,                   -221,,                 16188,                   -232,,                              0.50,,                              0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,                  3687,                   -684,,                              0,                              0
