證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益
3042,2014年01月01日至2014年03月31日,,,,              2165532,,,,              1656129,                509403,                509403,,,                104625,,                 90777,,                 99845,                295247,                214156,,,                 38376,,                  6965,,                 11431,,                  4982,                 38892,                253048,,                 30936,                222112,                222112,,,                 59389,                  1124,,                              0,                 60513,                 60513,                282625,,                222112,,                282625,                              0,,                              0.72,                              0.72,,                              0.68,                              0.68,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                 60513,                 60513,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,
3042,2013年第3季,,,              2445669,              2445669,,,              1888243,              1888243,                557426,                557426,,,                101924,,                 89232,,                113872,                305028,                252398,,,                 37272,,                 13645,,                 11875,,                  3461,                 42503,                294901,,                 31081,                263820,                263820,,,,,,,,                -50911,                212909,,                263820,,                212909,                              0,,                              0.85,                              0.85,,                              0.81,                              0.81,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                -58793,                  7882,,
3042,2013年第2季,,,              2330874,              2330874,,,              1764826,              1764826,                566048,                566048,,,                129326,,                 95164,,                103710,                328200,                237848,,,                 15960,,                  9685,,                 11603,,                  2156,                 16198,                254046,,                 34276,                219770,                219770,,,,,,,,                 51029,                270799,,                219770,,                270799,                              0,,                              0.71,                              0.71,,                              0.68,                              0.68,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                 54113,                 -3084,,
3042,2013年度,,,              9503583,              9503583,,,              7309553,              7309553,              2194030,              2194030,,,                473499,,                339735,,                429642,              1242876,                951154,,,                 91970,,                 51025,,                 45830,,                 13446,                110611,              1061765,,                126604,                935161,                935161,,,,,,,,                179040,              1114201,,                935161,,              1114201,                              0,,                              3.02,                              3.02,,                              2.82,                              2.82,,                              0,,,,,,,,,,,,,,,,,,,,,,                172667,                 13105,                -10164,                  3432
3042,2013年07月01日至2013年09月30日,,,              2445669,              2445669,,,              1888243,              1888243,                557426,                557426,,,                101924,,                 89232,,                113872,                305028,                252398,,,                 37272,,                 13645,,                 11875,,                  3461,                 42503,                294901,,                 31081,                263820,                263820,,,,,,,,                -50911,                212909,,                263820,,                212909,                              0,,                              0.85,                              0.85,,                              0.81,                              0.81,,,                              0,,,,,,,,,,,,,,,,,,,,,                -58793,                  7882,,
3042,2013年04月01日至2013年06月30日,,,              2330874,              2330874,,,              1764826,              1764826,                566048,                566048,,,                129326,,                 95164,,                103710,                328200,                237848,,,                 15960,,                  9685,,                 11603,,                  2156,                 16198,                254046,,                 34276,                219770,                219770,,,,,,,,                 51029,                270799,,                219770,,                270799,,,                              0.71,                              0.71,,                              0.68,                              0.68,,,,,,,,,,,,,,,,,,,,,,,,                 54113,                 -3084,,
3042,2013年01月01日至2013年12月31日,,,              9503583,              9503583,,,              7309553,              7309553,              2194030,              2194030,,,                441526,,                371708,,                429642,              1242876,                951154,,,                 91970,,                 51025,,                 45830,,                 13446,                110611,              1061765,,                126604,                935161,                935161,,,,,,,,                179040,              1114201,,                935161,,              1114201,                              0,,                              3.02,                              3.02,,                              2.82,                              2.82,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                172667,                 13105,                -10164,                  3432
3042,2013年01月01日至2013年09月30日,,,              7103523,              7103523,,,              5458339,              5458339,              1645184,              1645184,,,                342425,,                276121,,                316523,                935069,                710115,,,                 75825,,                 28765,,                 33597,,                  6711,                 77704,                787819,,                 94795,                693024,                693024,,,,,,,,                110555,                803579,,                693024,,                803579,                              0,,                              2.24,                              2.24,,                              2.11,                              2.11,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                106502,                  4053,,
3042,2013年01月01日至2013年06月30日,,,              4657854,              4657854,,,              3570096,              3570096,              1087758,              1087758,,,                240501,,                186889,,                202651,                630041,                457717,,,                 38553,,                 15120,,                 21722,,                  3250,                 35201,                492918,,                 63714,                429204,                429204,,,,,,,,                161466,                590670,,                429204,,                590670,                              0,,                              1.39,                              1.39,,                              1.32,                              1.32,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                165295,                 -3829,,
3042,2013年01月01日至2013年03月31日,,,              2326980,              2326980,,,              1805270,              1805270,                521710,                521710,,,                111175,,                 91725,,                 98941,                301841,                219869,,,                 22593,,                  5435,,                 10119,,                  1094,                 19003,                238872,,                 29438,                209434,                209434,,,,,,,,                110437,                319871,,                209434,,                319871,                              0,,                              0.68,                              0.68,,                              0.64,                              0.64,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                111182,                   -745,,
3042,2012年07月01日至2012年09月30日,,,              2973907,              2973907,,,              2292575,              2292575,                681332,                681332,,,                116607,,                 98333,,                111449,                326389,                354943,,,                 35912,,                 18000,,                  9690,,                  1339,                 45561,                400504,,                 37655,                362849,                362849,,,,,,,,                -76003,                286846,,                362849,,                286846,                              0,,                              1.20,                              1.20,,                              1.14,                              1.14,,,                              0,,,,,,,,,,,,,,,,,,,,,                -77179,                  1176,,
3042,2012年04月01日至2012年06月30日,,,              2578966,              2578966,,,              1957836,              1957836,                621130,                621130,,,                101623,,                 93523,,                103615,                298761,                322369,,,                  6798,,                  2912,,                  8275,,                  2230,                  3665,                326034,,                 63985,                262049,                262049,,,,,,,,                 24743,                286792,,                262049,,                286792,,,                              0.87,                              0.87,,                              0.82,                              0.82,,,,,,,,,,,,,,,,,,,,,,,,                 28380,                 -3637,,
3042,2012年01月01日至2012年12月31日,,,             10928495,             10928495,,,              8420200,              8420200,              2508295,              2508295,,,                448520,,                378749,,                422614,              1249883,              1258412,,,                 93865,,                -22710,,                 35555,,                  9365,                 44965,              1303377,,                153843,              1149534,              1149534,,,,,,,,               -102329,              1047205,,              1149534,,              1047205,                              0,,                              3.79,                              3.79,,                              3.57,                              3.57,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,                -97331,                  5028,                -10026,                              0
3042,2012年01月01日至2012年09月30日,,,              7947214,              7947214,,,              6122672,              6122672,              1824542,              1824542,,,                337353,,                270444,,                310257,                918054,                906488,,,                 50782,,                 15769,,                 25637,,                  4990,                 45904,                952392,,                129363,                823029,                823029,,,,,,,,               -129211,                693818,,                823029,,                693818,                              0,,                              2.72,                              2.72,,                              2.57,                              2.57,,,                              0,,,,,,,,,,,,,,,,,,,,,               -130441,                  1230,,
3042,2012年01月01日至2012年06月30日,,,              4973307,              4973307,,,              3830097,              3830097,              1143210,              1143210,,,                220746,,                172111,,                198808,                591665,                551545,,,                 14870,,                 -2231,,                 15947,,                  3651,                    343,                551888,,                 91708,                460180,                460180,,,,,,,,                -53208,                406972,,                460180,,                406972,,,                              1.52,                              1.52,,                              1.44,                              1.44,,,,,,,,,,,,,,,,,,,,,,,,                -53262,                     54,,
3042,2012年01月01日至2012年03月31日,,,              2394341,              2394341,,,              1872261,              1872261,                522080,                522080,,,                119123,,                 78588,,                 95193,                292904,                229176,,,                  8072,,                 -5143,,                  7672,,                  1421,                 -3322,                225854,,                 27723,                198131,                198131,,,,,,,,                -77951,                120180,,                198131,,                120180,                              0,,                              0.66,                              0.66,,                              0.63,                              0.63,,                              0,,,,,,,,,,,,,,,,,,,,,,                -81642,                  3691,,
