證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　 停業單位損益,　　 停業單位損益合計,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）
1514,2014年01月01日至2014年03月31日,,                638535,,                549086,                 89449,,                              0,                 89449,,,                 37840,,                 29267,,                 21154,                 88261,                  1188,,,                  2957,,                  8393,,                  2019,,                  9333,                 18664,                 19852,,                 -3003,                 22855,                 22855,,,                    -13,                     88,,,                     75,                     75,                 22930,,                 23070,                   -215,,                 23179,                   -249,,                              0.12,,                              0,,,,,,,,,,
1514,2013年第3季,,                761236,,                676380,                 84856,                     73,,                 84783,,,                 32888,,                 31286,,                 20078,                 84252,                    531,,,                  3155,,                 -3239,,                  2233,,                  6990,                  4673,                  5204,,                  4328,                    876,                    876,,,,,,,,                 -1130,                   -254,,                  1232,                   -356,,                    324,                   -578,,                              0.01,,,                 -1185,                     55,,,                              0,,,                              0,,
1514,2013年第2季,,                913797,,                787156,                126641,                    220,,                126421,,,                 39491,,                 32703,,                 23980,                 96174,                 30247,,,                  2902,,                  1807,,                  2313,,                 -3746,                 -1350,                 28897,,                  6958,                 21939,                 21939,,,,,,,,                  2397,                 24336,,                 22457,                   -518,,                 24539,                   -203,,                              0.12,,,                  1709,                     13,,,                    675,,,,                              0.12,
1514,2013年度,,              3457016,,              3018044,                438972,                              0,                     67,                439039,,,                160976,,                128382,,                 83048,                372406,                 66633,,,                 13474,,                  6852,,                  8154,,                -12710,                   -538,                 66095,,                 -1903,                 67998,                 67998,,,,,,,,                 28806,                 96804,,                 69647,                 -1649,,                 97167,                   -363,,                              0.36,,,                  6384,                    164,                 25988,,                    583,                  4313,,,,
1514,2013年07月01日至2013年09月30日,,                761236,,                676380,                 84856,                     73,                              0,                 84783,,,                 32888,,                 31286,,                 20078,                 84252,                    531,,,                  3155,,                 -3239,,                  2233,,                  6990,                  4673,                  5204,,                  4328,                    876,                    876,,,,,,,,                 -1130,                   -254,,                  1232,                   -356,,                    324,                   -578,,                              0.01,,,                 -1185,                     55,,,                              0,,,                              0,                              0.01,                              0.00
1514,2013年04月01日至2013年06月30日,,                913797,,                787156,                126641,                    220,                              0,                126421,,,                 39491,,                 32703,,                 23980,                 96174,                 30247,,,                  2902,,                  1807,,                  2313,,                 -3746,                 -1350,                 28897,,                  6958,                 21939,                 21939,,,,,,,,                  2397,                 24336,,                 22457,                   -518,,                 24539,                   -203,,                              0.12,,,                  1709,                     13,,,                    675,,,                              0,                              0.12,                              0.00
1514,2013年01月01日至2013年12月31日,,              3457016,,              3018044,                438972,                              0,                     67,                439039,,,                160976,,                128382,,                 83048,                372406,                 66633,,,                 13474,,                  6852,,                  8154,,                -12710,                   -538,                 66095,,                 -1903,                 67998,                 67998,,,,,,,,                 28806,                 96804,,                 69647,                 -1649,,                 97167,                   -363,,                              0.36,,,                  6384,                    164,                 25988,,                    583,                  4313,,                              0,                              0.36,                              0.00
1514,2013年01月01日至2013年09月30日,,              2655753,,              2329519,                326234,                    273,,                325961,,,                111675,,                 96476,,                 62197,                270348,                 55613,,,                  9036,,                  4748,,                  5817,,                  2115,                 10082,                 65695,,                 13836,                 51859,                 51859,,,,,,,,                  5297,                 57156,,                 53446,                 -1587,,                 57903,                   -747,,                              0.28,,,                  4502,                    120,,,                    675,,,                              0,,
1514,2013年01月01日至2013年06月30日,,              1894517,,              1653139,                241378,                    200,,                241178,,,                 78787,,                 65190,,                 42119,                186096,                 55082,,,                  5881,,                  7987,,                  3584,,                 -4875,                  5409,                 60491,,                  9508,                 50983,                 50983,,,,,,,,                  6427,                 57410,,                 52214,                 -1231,,                 57579,                   -169,,                              0.27,,,                  5687,                     65,,,                    675,,,,                              0.27,
1514,2013年01月01日至2013年03月31日,,                980720,,                865983,                114737,,                     20,                114757,,,                 39296,,                 32487,,                 18139,                 89922,                 24835,,,                  2979,,                  6180,,                  1271,,                 -1129,                  6759,                 31594,,                  2550,                 29044,                 29044,,,,,,,,                  4030,                 33074,,                 29757,                   -713,,                 33040,                     34,,                              0.15,,,                  3978,                     52,,,,,,,                              0.15,
1514,2012年07月01日至2012年09月30日,,              1098777,,                952707,                146070,                              0,                    545,                146615,,,                 39593,,                 32632,,                 21604,                 93829,                 52786,,,                  3127,,                 -3489,,                  1309,,                  7851,                  6180,                 58966,,                 14731,                 44235,                 44235,,,,,,,,                 -1062,                 43173,,                 43689,                    546,,                 42757,                    416,,                              0.23,,,                 -1083,                     21,,,                              0,,,                              0,                              0.23,                              0.00
1514,2012年04月01日至2012年06月30日,,                935971,,                798715,                137256,                     79,                              0,                137177,,,                 67307,,                 31340,,                 20769,                119416,                 17761,,,                  3316,,                  5128,,                  1207,,                   -314,                  6923,                 24684,,                  1943,                 22741,                 22741,,,,,,,,                    120,                 22861,,                 23003,                   -262,,                 23050,                   -189,,                              0.12,,,                    406,                    -74,,,                   -212,,,                              0,                              0.12,                              0.00
1514,2012年01月01日至2012年12月31日,,              3823457,,              3279466,                543991,                      8,                              0,                543983,,,                192119,,                129129,,                 90879,                412127,                131856,,,                 14484,,                  1206,,                  5938,,                 -7900,                  1852,                133708,,                 32663,                101045,                106635,,,,,,,,                -20301,                 86334,,                107616,                   -981,,                 87916,                 -1582,,                              0.56,,,                 -4302,                     32,                -15721,,                   -310,                              0,,                  5590,                              0.53,                              0.03
1514,2012年01月01日至2012年09月30日,,              2891436,,              2488092,                403344,                     13,                              0,                403331,,,                144038,,                 94357,,                 61937,                300332,                102999,,,                  9566,,                  2084,,                  4069,,                  6637,                 14218,                117217,,                 24185,                 93032,                 98796,,,,,,,,                 -4436,                 94360,,                 99993,                 -1197,,                 96211,                 -1851,,                              0.52,,,                 -4264,                     40,,,                   -212,,,                  5764,                              0.49,                              0.03
1514,2012年01月01日至2012年06月30日,,              1792659,,              1535385,                257274,                    558,                              0,                256716,,,                104445,,                 61725,,                 40333,                206503,                 50213,,,                  6439,,                  5573,,                  2760,,                 -1214,                  8038,                 58251,,                  9769,                 48482,                 54561,,,,,,,,                 -3374,                 51187,,                 56304,                 -1743,,                 53454,                 -2267,,                              0.29,,,                 -3181,                     19,,,                   -212,,,                  6079,                              0.26,                              0.03
1514,2012年01月01日至2012年03月31日,,                856688,,                736670,                120018,                    479,                              0,                119539,,,                 37141,,                 30382,,                 19564,                 87087,                 32452,,,                  3123,,                    445,,                  1553,,                   -900,                  1115,                 33567,,                  7622,                 25945,                 31820,,,,,,,,                 -3494,                 28326,,                 33301,                 -1481,,                 30404,                 -2078,,                              0.17,,,                 -1735,                     93,,,                 -1852,,,                  5875,                              0.14,                              0.03
