證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 其他費用,　　　 什項支出,　　　 減損損失,　　　　 不動產、廠房及設備減損損失,　　　　 投資性不動產減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2353,2014年01月01日至2014年03月31日,,             76724224,,             70349801,              6374423,              6374423,,,              4548073,,              1163156,,                672818,              6384047,,                136868,                127244,,,                 57386,,                113461,,                153739,,                  1592,                 18700,                145944,,                144817,                  1127,                  1127,,,              1135913,                262861,                    755,              1398019,              1398019,              1399146,,                  1118,                      9,,              1399149,                     -3,,                              0.00,,                              0.00,                              0,,,,,,,,,,,,,
2353,2013年第3季,,             92145560,,             85872246,              6273314,              6273314,,,              5286841,,              2849418,,                752296,              8888555,,                 45572,             -2569669,,,                282216,,            -10192109,,                145376,,                   -463,            -10055732,            -12625401,,                494241,            -13119642,            -13119642,,,,,,,               -741233,            -13860875,,            -13119673,                     31,,            -13861065,                    190,,                             -4.82,,                             -4.82,                              0,,,,,,,,,               -681779,                 15014,                -73446,                   -490,                    532
2353,2013年第2季,,             89377739,,             81899561,              7478178,              7478178,,,              5996672,,              1399903,,                736259,              8131522,,                 40064,               -613280,,,                 99576,,                171405,,                193285,,                  2142,                 79838,               -533442,,               -189988,               -343454,               -343454,,,,,,,                107104,               -236350,,               -343490,                     36,,               -236067,                   -283,,                             -0.13,,                             -0.13,                 -1312,,,,,,,,,                397580,               -231609,                -88813,                    884,                -29062
2353,2013年度,,            360132042,,            337581776,             22550266,             22550266,,,             21802936,,              8006491,,              3091790,             34194440,,                234508,            -11409666,,,                530124,,             -9279893,,                909476,,                  5175,             -9654070,            -21063736,,               -544387,            -20519349,            -20519349,,,,,,,              2262505,            -18256844,,            -20519428,                     79,,            -18256899,                     55,,                             -7.54,,                             -7.54,              1293223,               -808082,,                143102,                  1523,              9943350,             10087975,,                              0,              1966965,               -274147,                402433,                178404,                 11150
2353,2013年07月01日至2013年09月30日,,             92145560,,             85872246,              6273314,              6273314,,,              5286841,,              2849418,,                752296,              8888555,,                 45572,             -2569669,,,                282216,,            -10192109,,                145376,,                   -463,            -10055732,            -12625401,,                494241,            -13119642,            -13119642,,,,,,,               -741233,            -13860875,,            -13119673,                     31,,            -13861065,                    190,,                             -4.82,,                             -4.82,,,,,,,,,,               -681779,                 15014,                -73446,                   -490,                    532
2353,2013年04月01日至2013年06月30日,,             89377739,,             81899561,              7478178,              7478178,,,              5996672,,              1399903,,                736259,              8131522,,                 40064,               -613280,,,                 99576,,                171405,,                193285,,                  2142,                 79838,               -533442,,               -189988,               -343454,               -343454,,,,,,,                107104,               -236350,,               -343490,                     36,,               -236067,                   -283,,                             -0.13,,                             -0.13,                 -1312,,,,,,,,,                397580,               -231609,                -88813,                    884,                -29062
2353,2013年01月01日至2013年12月31日,,            360132042,,            337581776,             22550266,             22550266,,,             21802936,,              8006491,,              3091790,             34194440,,                234508,            -11409666,,,                530124,,             -9279893,,                909476,,                  5175,             -9654070,            -21063736,,               -544387,            -20519349,            -20519349,,,,,,,              2262505,            -18256844,,            -20519428,                     79,,            -18256899,                     55,,                             -7.54,,                             -7.54,              1293223,               -808082,,                143102,                  1523,              9943350,             10087975,,,              1966965,               -274147,                402433,                178404,                 11150
2353,2013年01月01日至2013年09月30日,,            273496296,,            251912467,             21583829,             21583829,,,             17003969,,              5618887,,              2235937,             24858793,,                120728,             -3154236,,,                459433,,             -9487263,,                531453,,                  4673,             -9554610,            -12708846,,                239680,            -12948526,            -12948526,,,,,,,              1310669,            -11637857,,            -12948612,                     86,,            -11637925,                     68,,                             -4.76,,                             -4.76,                              0,,,,,,,,,              1104651,               -202858,                396085,                 24898,                 12107
2353,2013年01月01日至2013年06月30日,,            181350736,,            166040221,             15310515,             15310515,,,             11628424,,              2769469,,              1483641,             15970238,,                 75156,               -584567,,,                177217,,                704846,,                386077,,                  5136,                501122,                -83445,,               -254561,                171116,                171116,,,,,,,              2051902,              2223018,,                171061,                     55,,              2223140,                   -122,,                              0.06,,                              0.06,                 88704,,,,,,,,,              1786430,               -217872,                469531,                 25388,                 11575
2353,2013年01月01日至2013年03月31日,,             91972997,,             84140660,              7832337,              7832337,,,              5631752,,              1369566,,                747382,              7838716,,                 35092,                 28713,,,                 77641,,                533441,,                192792,,                  2994,                421284,                449997,,                -64573,                514570,                514570,,,,,,,              1944798,              2459368,,                514551,                     19,,              2459384,                    -16,,                              0.19,,                              0.19,                 90016,,,,,,,,,              1388850,                 13737,                558344,                 24504,                 40637
2353,2012年07月01日至2012年09月30日,,            104449718,,             95821309,              8628409,              8628409,,,              6677294,,                941243,,                703040,              8321577,,                 36347,                343179,,,                258991,,               -188786,,                183503,,                  3802,               -109496,                233683,,                110826,                122857,                122857,,,,,,,             -1779204,             -1656347,,                124109,                 -1252,,             -1656237,                   -110,,                              0.05,,                              0.05,,,,,,,,,,               -895947,                 46619,               -929975,                     16,                    -83
2353,2012年04月01日至2012年06月30日,,            110572751,,            101306110,              9266641,              9266641,,,              6602129,,              1443677,,                835927,              9109534,,                 30960,                188067,,,                170699,,                829160,,                259602,,                 58624,                798881,                986948,,                434698,                552250,                552250,,,,,,,                -67095,                485155,,                553457,                 -1207,,                484337,                    818,,                              0.20,,                              0.20,                227801,,,,,,,,,                 -7447,               -137912,                 78307,                              0,                     43
2353,2012年01月01日至2012年12月31日,,            429627192,,            394405154,             35222038,             35222038,,,             25590482,,              5843110,,              2875809,             34597452,,                313911,                938497,,,                670568,,             -3084273,,                904097,,                108406,             -3209396,             -2270899,,                190059,             -2460958,             -2460958,,,,,,,             -2810851,             -5271809,,             -2461098,                    140,,             -5271735,                    -74,,                             -0.90,,                             -0.90,                288051,               -411841,,                              0,                              0,              3496114,              3496114,,,             -2042400,                -50883,               -637375,                -79575,                    618
2353,2012年01月01日至2012年09月30日,,            328086946,,            301723678,             26363268,             26363268,,,             19834297,,              3785418,,              2172638,             25792353,,                242727,                813642,,,                558386,,                997952,,                686255,,                105099,                975182,              1788824,,                825979,                962845,                962845,,,,,,,             -3086236,             -2123391,,                965319,                 -2474,,             -2123027,                   -364,,                              0.35,,                              0.35,,,,,,,,,,             -1907998,                 88339,             -1266826,                     16,                   -233
2353,2012年01月01日至2012年06月30日,,            223637228,,            205902369,             17734859,             17734859,,,             12929202,,              2844175,,              1469598,             17470776,,                206380,                470463,,,                299395,,              1186738,,                502752,,                101297,              1084678,              1555141,,                715153,                839988,                839988,,,,,,,             -1307032,               -467044,,                841210,                 -1222,,               -466790,                   -254,,                              0.31,,                              0.31,                227801,,,,,,,,,             -1012051,                 41720,               -336851,                              0,                   -150
2353,2012年01月01日至2012年03月31日,,            113064477,,            104596259,              8468218,              8468218,,,              6327073,,              1400498,,                633671,              8361242,,                175420,                282396,,,                128696,,                357578,,                243150,,                 42673,                285797,                568193,,                280455,                287738,                287738,,,,,,,             -1239937,               -952199,,                287753,                    -15,,               -952095,                   -104,,                              0.11,,                              0.11,                              0,,,,,,,,,             -1004604,                179632,               -415158,                              0,                   -193
