證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分投資損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 銷貨退回,　　　　 銷貨收入,　　　 銷貨成本,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　　 銀行存款利息,　　　 處分不動產、廠房及設備利益,　　　 處分投資性不動產利益,　　　 處分無形資產利益,　　　 按攤銷後成本衡量之金融負債利益,　　　 當期原始認列生物資產之利益,　　　 生物資產當期公允價值減出售成本之變動之利益,　　　 公允價值調整利益－投資性不動產,　　　 不動產、廠房及設備重估價利益,　　　 無形資產重估價利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 權益工具投資之利益（損失）,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 其他綜合損益
2393,2014年01月01日至2014年03月31日,,,,              6463546,,              6253665,              6253665,,,              4649387,              4649387,              1604278,              1604278,,,                419911,,                525882,,                172183,              1117976,                486302,,,,                 31549,                 33618,                 65167,,                 41235,                 71242,                 -7098,                 30239,,,                              0,                 75140,,,                 42168,,                -55667,                 42472,                528774,,                114158,                414616,                414616,,,                -31234,               -272257,,                  2639,                  3423,               -304275,               -304275,                110341,,                418540,                 -3924,,                110101,                    240,,                              1.00,,                              0.85,                              0,,                 55667,                209881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年第3季,,,,              7035604,                 47051,              6988553,              6988553,,,              5258679,              5258679,              1729874,              1729874,,,                391530,,                511426,,                189232,              1092188,                637686,,,,                 28046,                141598,                169644,,                  4215,                  3458,                 -7482,                 23504,                              0,,                 81396,               -104709,,                 36964,                 36964,,                -24931,                  3040,                640726,,                154656,                486070,                486070,,,,,,,,,               -362226,                123844,,                497000,                -10930,,                143620,                -19776,,                              1.18,,                              1.16,,,,,,,,,,               -106401,               -254971,,,                   -527,                    327,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年第2季,,,,              6024771,                 89685,              5935086,              5935086,,,              4369808,              4369808,              1565278,              1565278,,,                326238,,                456399,,                202687,                985324,                579954,,,,                 25098,                 46338,                 71436,,                              0,                 34157,                   -488,                 19702,                 42688,,                 50000,                -78721,,,                 24418,,                 10764,                -20939,                559015,,                158083,                400932,                400932,,,,,,,,,                 85777,                486709,,                383997,                 16935,,                452529,                 34180,,                              0.92,,                              0.91,                              0,                 10764,                              0,,,,,,,                180442,                -95084,,,                    851,                    432,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年度,,,,             25243227,,             24725947,             24725947,,,             18541682,             18541682,              6184265,              6184265,,,              1548787,,              1867250,,                757764,              4173801,              2010464,,,,                 96451,                208423,                304874,,                              0,                114529,                 12699,                 98869,                 35803,,                151396,               -158840,,,                124441,,               -100422,                -78829,              1931635,,                469847,              1461788,              1461788,,,,,,,,,                578945,              2040733,,              1470635,                 -8847,,              2007021,                 33712,,                              3.51,,                              3.44,,,                100422,                517280,             25243227,             18541682,                              0,                              0,                469847,                514891,                 54957,                  2963,,                 19160,                 13026,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年07月01日至2013年09月30日,,,,              7035604,                 47051,              6988553,              6988553,,,              5258679,              5258679,              1729874,              1729874,,,                391530,,                511426,,                189232,              1092188,                637686,,,,                 28046,                141598,                169644,,                  4215,,                 -7482,                104900,                              0,,,               -104709,,                 36964,                 36964,,                -24931,                  3040,                640726,,                154656,                486070,                486070,,,,,,,,,               -362226,                123844,,                497000,                -10930,,                143620,                -19776,,                              1.18,,                              1.16,                 -3458,,,,,,,,,               -106401,               -254971,,,                   -527,                    327,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年04月01日至2013年06月30日,,,,              6024771,                 89685,              5935086,              5935086,,,              4369808,              4369808,              1565278,              1565278,,,                326238,,                456399,,                202687,                985324,                579954,,,,                 25098,                 46338,                 71436,,,                 34157,                   -488,                 69702,                 42688,,,                -78721,,,                 24418,,                 10764,                -20939,                559015,,                158083,                400932,                400932,,,,,,,,,                 85777,                486709,,                383997,                 16935,,                452529,                 34180,,                              0.92,,                              0.91,                              0,                 10764,                              0,,,,,,,                180442,                -95084,,,                    851,                    432,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年01月01日至2013年12月31日,,,,             25243227,,             24725947,             24725947,,,             18541682,             18541682,              6184265,              6184265,,,              1548787,,              1867250,,                757764,              4173801,              2010464,,,,                 96451,                208423,                304874,,                              0,                              0,                 12699,                 98869,                 35803,,                151396,               -158840,,,                124441,,               -100422,                -78829,              1931635,,                469847,              1461788,              1461788,,,,,,,,,                578945,              2040733,,              1470635,                 -8847,,              2007021,                 33712,,                              3.51,,                              3.44,               -114529,,                100422,                517280,             25243227,             18541682,                              0,                              0,                469847,                514891,                 54957,                  2963,,                 19160,                 13026,,                              0,                 96451,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2393,2013年01月01日至2013年09月30日,,,,             18142851,                195213,             17947638,             17947638,,,             13522352,             13522352,              4425286,              4425286,,,                974500,,              1323746,,                572879,              2871125,              1554161,,,,                 66180,                209976,                276156,,                              0,                 97208,                 -6613,                 98164,                 38473,,                131396,               -177438,,                 87525,                 87525,,                -51660,                -40467,              1513694,,                402376,              1111318,              1111318,,,,,,,,,                 47055,              1158373,,              1102994,                  8324,,              1117313,                 41060,,                              2.63,,                              2.60,,,,,,,,,,                310805,               -264473,,,                  1502,                    779,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年01月01日至2013年06月30日,,,,             11107247,                148162,             10959085,             10959085,,,              8263673,              8263673,              2695412,              2695412,,,                582970,,                812320,,                383647,              1778937,                916475,,,,                 38134,                 68378,                106512,,                              0,                 93750,                    869,                 74660,                 42688,,                 50000,                -72729,,,                 50561,,                -26729,                -43507,                872968,,                247720,                625248,                625248,,,,,,,,,                409281,              1034529,,                605994,                 19254,,                973693,                 60836,,                              1.45,,                              1.44,                              0,                              0,                 26729,,,,,,,                417206,                 -9502,,,                  2029,                    452,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年01月01日至2013年03月31日,,,,              5082476,,              5023999,              5023999,,,              3893865,              3893865,              1130134,              1130134,,,                256732,,                355921,,                180960,                793613,                336521,,,,                 13036,                 22040,                 35076,,                              0,                 59593,                  1357,                 54958,,,,                  5992,,,                 26143,,                -37493,                -22568,                313953,,                 89637,                224316,                224316,,,,,,,,,                323504,                547820,,                221997,                  2319,,                521164,                 26656,,                              0.53,,                              0.53,,,                 37493,                 58477,,,,,,                236764,                 85582,,,                  1178,                     20,,,,,,,,,,,,,,,,,,,,,,,,
2393,2012年07月01日至2012年09月30日,,,,              5009401,                 65956,              4943445,              4943445,,,              3802722,              3802722,              1140723,              1140723,,,                294212,,                347404,,                189403,                831019,                309704,,,,                 16642,                 32432,                 49074,,                              0,,                  1708,                 67421,                              0,,,                -91252,,                 33410,                 33410,,                 -2429,                -78017,                231687,,                 59806,                171881,                171881,,,,,,,,,                191399,                363280,,                170198,                  1683,,                373006,                 -9726,,                              0.41,,                              0.41,                 25539,,,,,,,,,                -73911,                266015,,,                   -804,                    -99,,,,,,,,,,,,,,,,,,,,,,,,
2393,2012年04月01日至2012年06月30日,,,,              4794101,                 25580,              4768521,              4768521,,,              3680310,              3680310,              1088211,              1088211,,,                298802,,                380943,,                185299,                865044,                223167,,,,                 33190,                 51741,                 84931,,,                 34428,                -12733,                 21989,                              0,,,                   -294,,,                 34807,,                  1771,                 51601,                274768,,                 82328,                192440,                192440,,,,,,,,,               -750143,               -557703,,                187938,                  4502,,               -566547,                  8844,,                              0.45,,                              0.45,                              0,                  1771,                              0,,,,,,,                 27914,               -778973,,,                    900,                    -16,,,,,,,,,,,,,,,,,,,,,,,,
2393,2012年01月01日至2012年12月31日,,,,             19241690,,             19068181,             19068181,,,             14814357,             14814357,              4253824,              4253824,,,              1218682,,              1423226,,                717354,              3359262,                894562,,,,                 99545,                154607,                254152,,                              0,                              0,                 32429,                177676,                 40559,,                185780,               -372864,,,                138029,,               -122492,               -379233,                515329,,                201404,                313925,                313925,,,,,,,,,               -301068,                 12857,,                318505,                 -4580,,                 42984,                -30127,,                              0.76,,                              0.76,                  1278,,                122492,                173509,             19241690,             14814357,                              0,                              0,                201404,               -222274,                -46958,                -24866,,                -16240,                 -9270,,                              0,                 99545,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2393,2012年01月01日至2012年09月30日,,,,             14044243,                132573,             13911670,             13911670,,,             10885048,             10885048,              3026622,              3026622,,,                855119,,              1047102,,                538333,              2440554,                586068,,,,                 69779,                125813,                195592,,                              0,,                 29214,                 93851,                              0,,,               -101486,,                105813,                105813,,                -37518,                -49225,                536843,,                162365,                374478,                374478,,,,,,,,,               -656947,               -282469,,                385048,                -10570,,               -244388,                -38081,,                              0.92,,                              0.91,                 36849,,,,,,,,,               -233109,               -422430,,,                 -1797,                   -389,,,,,,,,,,,,,,,,,,,,,,,,
2393,2012年01月01日至2012年06月30日,,,,              9034842,                 66617,              8968225,              8968225,,,              7082326,              7082326,              1885899,              1885899,,,                560907,,                699698,,                348930,              1609535,                276364,,,,                 53137,                 93381,                146518,,,                              0,                 27506,                 26430,                              0,,,                -10234,,,                 72403,,                -35089,                 28792,                305156,,                102559,                202597,                202597,,,,,,,,,               -848346,               -645749,,                214850,                -12253,,               -617394,                -28355,,                              0.51,,                              0.51,                 11310,                              0,                 35089,,,,,,,               -159198,               -688445,,,                   -993,                   -290,,,,,,,,,,,,,,,,,,,,,,,,
2393,2012年01月01日至2012年03月31日,,,,              4240741,,              4199704,              4199704,,,              3402016,              3402016,                797688,                797688,,,                262105,,                318755,,                163631,                744491,                 53197,,,,                 19947,                 41640,                 61587,,,                              0,                 40239,                  4441,,,,                 -9940,,,                 37596,,                -36860,                -22809,                 30388,,                 20231,                 10157,                 10157,,,,,,,,,                -98203,                -88046,,                 26912,                -16755,,                -50847,                -37199,,                              0.06,,                              0.05,                 45738,,                 36860,                 41037,,,,,,               -187112,                 90528,,,                 -1893,                   -274,,,,,,,,,,,,,,,,,,,,,,,,
