證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 利息費用,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 當期所得稅費用（利益）
3698,2014年01月01日至2014年03月31日,,,,              3236536,                 14152,              3222384,              3222384,,,              2820912,              2820912,              2820912,                401472,                401472,,,                 79362,,                156202,,                 95699,                331263,                 70209,,,                 17543,,                -11726,,                 42705,,                 -9928,                -46816,                 23393,,                  2333,                 21060,                 21060,,,                 56793,                -10780,                              0,                 46013,                 46013,                 67073,,                 26733,                 -5673,,                 72733,                 -5660,,                              0.05,,                              0.05,,,,,,,
3698,2013年第3季,,,,              3785062,                 89311,              3695751,              3695751,,,              3152418,              3152418,              3152418,                543333,                543333,,,                 74873,,                139864,,                 94921,                309658,                233675,,,                 11660,,                 -9677,,                 37824,,                    218,                -35623,                198052,,                 21157,                176895,                176895,,,,,,,                -51340,                125555,,                182596,                 -5701,,                131315,                 -5760,,                              0.35,,                              0.34,                -44602,                 -6738,,                              0,,,
3698,2013年第2季,,,,              3864641,                 19989,              3844652,              3844652,,,              3174614,              3174614,              3174614,                670038,                670038,,,                 97635,,                135678,,                 84492,                317805,                352233,,,                 11063,,                 31141,,                 39378,,                 -5477,                 -2651,                349582,,                 48981,                300601,                300601,,,,,,,                -29158,                271443,,                306742,                 -6141,,                277552,                 -6109,,                              0.59,,                              0.58,                 11267,                -40425,,                              0,,,
3698,2013年度,,,,             13922938,                171272,             13751666,             13751666,,,             12005060,             12005060,             12005060,              1746606,              1746606,,,                287725,,                558502,,                366137,              1212364,                534242,,,                665397,,                 65061,,                165807,,                -13997,                550654,              1084896,,                137087,                947809,                947809,,,,,,,                 38606,                986415,,                979563,                -31754,,              1018216,                -31801,,                              1.91,,                              1.86,                 60786,                -44293,                 22113,                              0,,,
3698,2013年07月01日至2013年09月30日,,,,              3785062,                 89311,              3695751,              3695751,,,              3152418,              3152418,              3152418,                543333,                543333,,,                 74873,,                139864,,                 94921,                309658,                233675,,,                 11660,,                 -9677,,                 37824,,                    218,                -35623,                198052,,                 21157,                176895,                176895,,,,,,,                -51340,                125555,,                182596,                 -5701,,                131315,                 -5760,,                              0.35,,                              0.34,                -44602,                 -6738,,                              0,                 37824,                    218,                 21157
3698,2013年04月01日至2013年06月30日,,,,              3864641,                 19989,              3844652,              3844652,,,,,              3174614,                670038,                670038,,,                 97635,,                135678,,                 84492,                317805,                352233,,,                 11063,,                 31141,,                 39378,,                 -5477,                 -2651,                349582,,                 48981,                300601,                300601,,,,,,,                -29158,                271443,,                306742,                 -6141,,                277552,                 -6109,,                              0.59,,                              0.58,                 11267,                -40425,,                              0,,,
3698,2013年01月01日至2013年12月31日,,,,             13922938,                171272,             13751666,             13751666,,,             12005060,             12005060,             12005060,              1746606,              1746606,,,                287725,,                558502,,                366137,              1212364,                534242,,,                665397,,                 65061,,                165807,,                -13997,                550654,              1084896,,                137087,                947809,                947809,,,,,,,                 38606,                986415,,                979563,                -31754,,              1018216,                -31801,,                              1.91,,                              1.86,                 60786,                -44293,                 22113,                              0,                165807,                -13997,                137087
3698,2013年01月01日至2013年09月30日,,,,             10560746,                131981,             10428765,             10428765,,,              9018426,              9018426,              9018426,              1410339,              1410339,,,                215226,,                393049,,                269439,                877714,                532625,,,                589528,,                 51444,,                126910,,                 -6905,                507157,              1039782,,                125137,                914645,                914645,,,,,,,                -10784,                903861,,                931475,                -16830,,                920718,                -16857,,                              1.82,,                              1.77,                 30814,                -41598,,                              0,,,
3698,2013年01月01日至2013年06月30日,,,,              6775684,                 42670,              6733014,              6733014,,,              5866008,              5866008,              5866008,                867006,                867006,,,                140353,,                253185,,                174518,                568056,                298950,,,                577868,,                 61121,,                 89086,,                 -7123,                542780,                841730,,                103980,                737750,                737750,,,,,,,                 40556,                778306,,                748879,                -11129,,                789403,                -11097,,                              1.49,,                              1.44,                 75416,                -34860,,                              0,,,
3698,2013年01月01日至2013年03月31日,,,,              2911043,                 22681,              2888362,              2888362,,,              2691394,              2691394,              2691394,                196968,                196968,,,                 42718,,                117507,,                 90026,                250251,                -53283,,,                566805,,                 29980,,                 49708,,                 -1646,                545431,                492148,,                 54999,                437149,                437149,,,,,,,                 69714,                506863,,                442137,                 -4988,,                511851,                 -4988,,                              0.92,,                              0.88,                 64149,                  5565,,                              0,,,
3698,2012年07月01日至2012年09月30日,,,,              2927427,                 33081,              2894346,              2894346,,,              2538488,              2538488,              2538488,                355858,                355858,,,                 75033,,                 78344,,                 74081,                227458,                128400,,,                 25238,,                 -7213,,                 31508,,                  2273,                -11210,                117190,,                 16239,                100951,                100951,,,,,,,                -36194,                 64757,,                100951,                              0,,                 64757,                              0,,                              0.24,,                              0.23,                -36199,                      5,,                              0,                 31508,                  2273,                 16239
3698,2012年04月01日至2012年06月30日,,,,              2653319,                 42662,              2610657,              2610657,,,,,              2216482,                394175,                394175,,,                 78184,,                 83436,,                 77116,                238736,                155439,,,                  5436,,                  2429,,                 29197,,                  1555,                -19777,                135662,,                 10943,                124719,                124719,,,,,,,                 26034,                150753,,                124719,                              0,,                150753,                              0,,                              0.30,,                              0.30,                 26389,                   -355,,                              0,,,
3698,2012年01月01日至2012年12月31日,,,,             10192697,                136915,             10055782,             10055782,,,              8740506,              8740506,              8740506,              1315276,              1315276,,,                304910,,                315707,,                295407,                916024,                399252,,,                 44940,,                 -5487,,                118449,,                 -3151,                -82147,                317105,,                 31997,                285108,                285108,,,,,,,                -62573,                222535,,                285108,                              0,,                222535,                              0,,                              0.67,,                              0.67,                -65053,                   -285,                  2765,                              0,                118449,                 -3151,                 31997
3698,2012年01月01日至2012年09月30日,,,,              7798513,                 99995,              7698518,              7698518,,,              6688081,              6688081,              6688081,              1010437,              1010437,,,                245753,,                233145,,                223715,                702613,                307824,,,                 39481,,                -10743,,                 91161,,                  5283,                -57140,                250684,,                 23494,                227190,                227190,,,,,,,                -44831,                182359,,                227190,                              0,,                182359,                              0,,                              0.54,,                              0.53,                -44681,                   -150,,                              0,                 91161,                  5283,                 23494
3698,2012年01月01日至2012年06月30日,,,,              4871086,                 66914,              4804172,              4804172,,,,,              4149593,                654579,                654579,,,                170720,,                154801,,                149634,                475155,                179424,,,                 14243,,                 -3530,,                 59653,,                  3010,                -45930,                133494,,                  7255,                126239,                126239,,,,,,,                 -8637,                117602,,                126239,                              0,,                117602,                              0,,                              0.30,,                              0.30,                 -8482,                   -155,,                              0,,,
3698,2012年01月01日至2012年03月31日,,,,              2217767,                 24252,              2193515,              2193515,,,,,              1933111,                260404,                260404,,,                 92536,,                 71365,,                 72518,                236419,                 23985,,,                  8807,,                 -5959,,                 30456,,                  1455,                -26153,                 -2168,,                 -3688,                  1520,                  1520,,,,,,,                -34671,                -33151,,                  1520,                              0,,                -33151,                              0,,                              0.00,,                              0.00,                -34871,                    200,,                              0,,,
