證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益
6286,2013年度,,             10728649,,              6596242,              4132407,              4132407,,,                669151,,                424186,,              1537504,              2630841,,                 83997,                 83997,              1585563,,,                 29012,,                 18592,,                    758,                 46846,              1632409,,                268393,              1364016,              1364016,,,,,,                 10663,              1374679,,              1373687,                 -9671,,              1384310,                 -9631,,                              9.25,                              9.25,,                              9.03,                              9.03,                 12470,                    104,                 -2302,                    391
6286,2013年07月01日至2013年09月30日,,              2755055,,              1693386,              1061669,              1061669,,,                172214,,                 98743,,                391239,                662196,,,,                399473,,,                  8208,,                 -1187,,                    194,                  6827,                406300,,                 64980,                341320,                341320,,,,,,                 -5275,                336045,,                344536,                 -3216,,                339282,                 -3237,,                              2.32,                              2.32,,                              2.29,                              2.29,                 -4482,                   -793,,
6286,2013年04月01日至2013年06月30日,,              2792480,,              1702767,              1089713,              1089713,,,                161596,,                122390,,                384918,                668904,,,,                420809,,,                  7141,,                  5708,,                    162,                 12687,                433496,,                 86729,                346767,                346767,,,,,,                  2795,                349562,,                349630,                 -2863,,                352416,                 -2854,,                              2.36,                              2.36,,                              2.30,                              2.30,                  3507,                   -712,,
6286,2013年01月01日至2013年12月31日,,             10728649,,              6596242,              4132407,              4132407,,,                669151,,                424186,,              1537504,              2630841,,                 83997,                 83997,              1585563,,,                 29012,,                 18592,,                    758,                 46846,              1632409,,                268393,              1364016,              1364016,,,,,,                 10663,              1374679,,              1373687,                 -9671,,              1384310,                 -9631,,                              9.25,                              9.25,,                              9.03,                              9.03,                 12470,                    104,                 -2302,                    391
6286,2013年01月01日至2013年09月30日,,              8236418,,              5043742,              3192676,              3192676,,,                488801,,                334169,,              1140161,              1963131,,,                   -123,              1229422,,,                 21610,,                 15276,,                    511,                 36375,              1265797,,                215783,              1050014,              1050014,,,,,,                  6694,              1056708,,              1057253,                 -7239,,              1063920,                 -7212,,                              7.12,                              7.12,,                              6.95,                              6.95,                  7680,                   -986,,
6286,2013年01月01日至2013年06月30日,,              5481363,,              3350356,              2131007,              2131007,,,                316587,,                235426,,                748922,              1300935,,                   -123,                   -123,                829949,,,                 13402,,                 16463,,                    317,                 29548,                859497,,                150803,                708694,                708694,,,,,,                 11969,                720663,,                712717,                 -4023,,                724638,                 -3975,,                              4.80,                              4.80,,                              4.68,                              4.68,                 12162,                   -193,,
6286,2013年01月01日至2013年03月31日,,              2688883,,              1647589,              1041294,              1041294,,,                154991,,                113036,,                364004,                632031,,                   -123,                   -123,                409140,,,                  6261,,                 10755,,                    155,                 16861,                426001,,                 64074,                361927,                361927,,,,,,                  9174,                371101,,                363087,                 -1160,,                372222,                 -1121,,                              2.44,                              2.44,,                              2.40,                              2.40,                  8655,                    519,,
6286,2012年07月01日至2012年09月30日,,              2929770,,              1770772,              1158998,              1158998,,,                154353,,                115934,,                377386,                647673,,,,                511325,,,                  5573,,                 -5549,,                    165,                   -141,                511184,,                 51068,                460116,                460116,,,,,,                 -5821,                454295,,                460235,                   -119,,                454444,                   -149,,                              3.10,                              3.10,,                              3.06,                              3.06,                 -6330,                    509,,
6286,2012年04月01日至2012年06月30日,,              3022328,,              1835136,              1187192,              1187192,,,                152793,,                122817,,                377320,                652930,,,,                534262,,,                  6246,,                  4156,,                    165,                 10237,                544499,,                 57633,                486866,                486866,,,,,,                 -7088,                479778,,                490238,                 -3372,,                483132,                 -3354,,                              3.30,                              3.30,,                              3.24,                              3.24,                  2613,                 -9701,,
6286,2012年01月01日至2012年12月31日,,             11272708,,              6821576,              4451132,              4451132,,,                612640,,                464612,,              1475587,              2552839,,                 -1219,                 -1219,              1897074,,,                 23017,,                -26587,,                    698,                 -4268,              1892806,,                200766,              1692040,              1692040,,,,,,                -38752,              1653288,,              1705896,                -13856,,              1667171,                -13883,,                             11.49,                             11.49,,                             11.24,                             11.24,                -13496,                 -1031,                -29187,                  4962
6286,2012年01月01日至2012年09月30日,,              8623010,,              5219445,              3403565,              3403565,,,                446245,,                343854,,              1126122,              1916221,,,,              1487344,,,                 16886,,                 -5294,,                    482,                 11110,              1498454,,                156934,              1341520,              1341520,,,,,,                 -8621,              1332899,,              1349271,                 -7751,,              1340666,                 -7767,,                              9.08,                              9.08,,                              8.90,                              8.90,                -11571,                  2950,,
6286,2012年01月01日至2012年06月30日,,              5693240,,              3448673,              2244567,              2244567,,,                291892,,                227920,,                748736,              1268548,,,,                976019,,,                 11313,,                    255,,                    317,                 11251,                987270,,                105866,                881404,                881404,,,,,,                 -2800,                878604,,                889036,                 -7632,,                886222,                 -7618,,                              5.99,                              5.99,,                              5.86,                              5.86,                 -5241,                  2441,,
6286,2012年01月01日至2012年03月31日,,              2670912,,              1613537,              1057375,              1057375,,,                139099,,                105103,,                371416,                615618,,,,                441757,,,                  5067,,                 -3901,,                    152,                  1014,                442771,,                 48233,                394538,                394538,,,,,,                  4288,                398826,,                398798,                 -4260,,                403090,                 -4264,,                              2.69,                              2.69,,                              2.64,                              2.64,                 -7854,                 12142,,
