證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）
5305,2014年01月01日至2014年03月31日,,              2424018,,              1868646,                555372,                  1916,                  2030,                555486,,,                108932,,                129328,,                182832,                421092,                134394,,,                 33564,,                  6817,,                 19862,,                 57527,                 78046,                212440,,                 54910,                157530,                157530,,,,                  7030,                  1195,                  5835,,                177019,                 90674,,                -21148,                 23037,                223508,                229343,                386873,,                 73525,                 84005,,                282510,                104363,,                              0.17,,                              0.16,,                              0,,,,,,,,
5305,2013年第3季,,              2682297,,              2072386,                609911,                    149,                              0,                609762,,,                124523,,                143167,,                193747,                461437,                148325,,,                 52156,,                 -7264,,                 19842,,                 73819,                 98869,                247194,,                 66781,                180413,                180413,,,,,,,,,,,,,,                -23694,                156719,,                 91628,                 88785,,                 75385,                 81334,,                              0.21,,                              0.21,,,                -55612,                 38721,,,                -18069,                -11266,,
5305,2013年第2季,,              2517050,,              1918772,                598278,                     22,                              0,                598256,,,                120051,,                132923,,                181621,                434595,                163661,,,                 26300,,                -16021,,                 18674,,                 48439,                 40044,                203705,,                 55097,                148608,                148608,,,,,,,,,,,,,,                214778,                363386,,                 76539,                 72069,,                274042,                 89344,,                              0.17,,                              0.17,,,                152447,                 75917,,,                 11336,                 24922,,
5305,2013年度,,              9610689,,              7492349,              2118340,                  2030,                  1891,              2118201,,,                447856,,                534772,,                727741,              1710369,                407832,,,                167056,,                -36961,,                 76605,,                148851,                202341,                610173,,                185864,                424309,                424309,,,,,,,,,,,,,,                478636,                902945,,                154634,                269675,,                582314,                320631,,                              0.35,,                              0.35,,,                445291,                160211,                -24864,,                -47196,                 54806,,
5305,2013年07月01日至2013年09月30日,,              2682297,,              2072386,                609911,                    149,                              0,                609762,,,                124523,,                143167,,                193747,                461437,                148325,,,                 52156,,                 -7264,,                 19842,,                 73819,                 98869,                247194,,                 66781,                180413,                180413,,,,,,,,,,,,,,                -23694,                156719,,                 91628,                 88785,,                 75385,                 81334,,                              0.21,,                              0.21,,,                -55612,                 38721,,,                -18069,                -11266,                              0.21,                              0.21
5305,2013年04月01日至2013年06月30日,,              2517050,,              1918772,                598278,                     22,                              0,                598256,,,                120051,,                132923,,                181621,                434595,                163661,,,                 26300,,                -16021,,                 18674,,                 48439,                 40044,                203705,,                 55097,                148608,                148608,,,,,,,,,,,,,,                214778,                363386,,                 76539,                 72069,,                274042,                 89344,,                              0.17,,                              0.17,,,                152447,                 75917,,,                 11336,                 24922,                              0.17,                              0.17
5305,2013年01月01日至2013年12月31日,,              9610689,,              7492349,              2118340,                  2030,                  1891,              2118201,,,                447856,,                534772,,                727741,              1710369,                407832,,,                167056,,                -36961,,                 76605,,                148851,                202341,                610173,,                185864,                424309,                424309,,,,,,,,,,,,,,                478636,                902945,,                154634,                269675,,                582314,                320631,,                              0.35,,                              0.35,,,                445291,                160211,                -24864,,                -47196,                 54806,,
5305,2013年01月01日至2013年09月30日,,              7273242,,              5652764,              1620478,                  1880,                  1891,              1620489,,,                343173,,                392267,,                531989,              1267429,                353060,,,                105166,,                -27236,,                 56927,,                113831,                134834,                487894,,                130762,                357132,                357132,,,,,,,,,,,,,,                443395,                800527,,                155000,                202132,,                566298,                234229,,                              0.35,,                              0.35,,,                309366,                175461,,,                  6880,                 48312,,
5305,2013年01月01日至2013年06月30日,,              4590945,,              3580378,              1010567,                  1731,                  1891,              1010727,,,                218650,,                249100,,                338242,                805992,                204735,,,                 53010,,                -19972,,                 37085,,                 40012,                 35965,                240700,,                 63981,                176719,                176719,,,,,,,,,,,,,,                467089,                643808,,                 63372,                113347,,                490913,                152895,,                              0.14,,                              0.14,,,                426565,                136740,,,                -36638,                 59578,,
5305,2013年01月01日至2013年03月31日,,              2073895,,              1661606,                412289,                  1709,                  1891,                412471,,,                 98599,,                116177,,                156621,                371397,                 41074,,,                 26710,,                 -3951,,                 18411,,                 -8427,                 -4079,                 36995,,                  8884,                 28111,                 28111,,,,,,,,,,,,,,                252311,                280422,,                -13167,                 41278,,                216871,                 63551,,                             -0.03,,                             -0.03,,                              0,                271679,                 60823,,,                -45535,                 34656,,
5305,2012年07月01日至2012年09月30日,,              2329588,,              1810092,                519496,                    296,                              0,                519200,,,                103839,,                127681,,                148358,                379878,                139322,,,                 35295,,                 20701,,                 18856,,                 48642,                 85782,                225104,,                 55392,                169712,                169712,,,,,,,,,,,,,,               -183444,                -13732,,                115970,                 53742,,                -51351,                 37619,,                              0.26,,                              0.26,,,               -197108,                -20097,,,                  3607,                -30154,                              0.26,                              0.26
5305,2012年04月01日至2012年06月30日,,              2377313,,              1856873,                520440,                   -704,                              0,                521144,,,                103763,,                126465,,                137277,                367505,                153639,,,                 25581,,                  1127,,                 17548,,                 36330,                 45490,                199129,,                 45806,                153323,                153323,,,,,,,,,,,,,,                -14124,                139199,,                 99480,                 53843,,                 79567,                 59632,,                              0.22,,                              0.22,,,                 91134,                -71591,,,                -23087,                 10580,                              0.22,                              0.22
5305,2012年01月01日至2012年12月31日,,              8635968,,              6914224,              1721744,                  1891,                  2280,              1722133,,,                391773,,                500434,,                551662,              1443869,                278264,,,                155315,,                 16059,,                 73052,,                134303,                232625,                510889,,                134366,                376523,                376523,,,,,,,,,,,,,,               -368657,                  7866,,                201802,                174721,,               -140019,                147885,,                              0.45,,                              0.45,,,               -371177,                -39158,                -34802,,                 14441,                -62039,,
5305,2012年01月01日至2012年09月30日,,              6565543,,              5247783,              1317760,                  1923,                  2280,              1318117,,,                297162,,                369981,,                407171,              1074314,                243803,,,                 89756,,                 21135,,                 54476,,                111564,                167979,                411782,,                103606,                308176,                308176,,,,,,,,,,,,,,               -303147,                  5029,,                177145,                131031,,                -98846,                103875,,                              0.40,,                              0.40,,,               -334176,                 -9693,,,                -13823,                -54545,                              0.40,                              0.40
5305,2012年01月01日至2012年06月30日,,              4235955,,              3437691,                798264,                  1627,                  2280,                798917,,,                193323,,                242300,,                258813,                694436,                104481,,,                 54461,,                    434,,                 35620,,                 62922,                 82197,                186678,,                 48214,                138464,                138464,,,,,,,,,,,,,,               -119703,                 18761,,                 61175,                 77289,,                -47495,                 66256,,                              0.14,,                              0.14,,,               -137068,                 10404,,,                -17430,                -24391,                              0.14,                              0.14
5305,2012年01月01日至2012年03月31日,,              1858642,,              1580818,                277824,                  2331,                  2280,                277773,,,                 89560,,                115835,,                121536,                326931,                -49158,,,                 28880,,                   -693,,                 18072,,                 26592,                 36707,                -12451,,                  2408,                -14859,                -14859,,,,,,,,,,,,,,               -105579,               -120438,,                -38305,                 23446,,               -127062,                  6624,,                             -0.09,,                             -0.09,,,               -206100,                 81995,,,                -16445,                -34971,                             -0.09,                             -0.09
