證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益-後續可能,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 基本每股盈餘,　　 基本每股盈餘合計,　　 其他綜合損益
1439,2014年01月01日至2014年03月31日,,                 74414,,                 72160,                  2254,                  2254,,,                    280,,                  7041,                  7321,                 -5067,,,                  3448,,                 -1399,,                     34,                  2015,                 -3052,,                   -334,                 -2718,                 -2718,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 -2718,,                             -0.03,
1439,2013年第3季,,                119767,,                116424,                  3343,                  3343,,,                  1065,,                  5971,                  7036,                 -3693,,,                  3777,,                    -15,,                     33,                  3729,                     36,,                    -47,                     83,                     83,,,,,,,,,,,,,,,,,,,,,,,,                              0,                     83,,                              0.00,                              0
1439,2013年第2季,,                 91540,,                 91451,                     89,                     89,,,                    155,,                  6548,                  6703,                 -6614,,,                  5813,,                    180,,                     30,                  5963,                   -651,,                    226,                   -877,                   -877,,,,,,,,,,,,,,,,,,,,,,,,                              0,                   -877,,                             -0.01,                              0
1439,2013年度,,                449636,,                438781,                 10855,                 10855,,,                  2027,,                 28659,                 30686,                -19831,,,                 16898,,                  5107,,                    149,                 21856,                  2025,,                    390,                  1635,                  1635,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  1635,,                              0.02,                              0
1439,2013年07月01日至2013年09月30日,,                119767,,                116424,                  3343,                  3343,,,                  1065,,                  5971,                  7036,                 -3693,,,                  3777,,                    -15,,                     33,                  3729,                     36,,                    -47,                     83,                     83,,,,,,,,,,,,,,,,,,,,,,,,                              0,                     83,,                              0.00,                              0
1439,2013年04月01日至2013年06月30日,,                 91540,,                 91451,                     89,                     89,,,                    155,,                  6548,                  6703,                 -6614,,,                  5976,,                     17,,                     30,                  5963,                   -651,,                    226,                   -877,                   -877,,,,,,,,,,,,,,,,,,,,,,,,                              0,                   -877,,                             -0.01,                              0
1439,2013年01月01日至2013年12月31日,,                449636,,                438781,                 10855,                 10855,,,                  2027,,                 28659,                 30686,                -19831,,,                 16898,,                  5107,,                    149,                 21856,                  2025,,                    390,                  1635,                  1635,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  1635,,                              0.02,                              0
1439,2013年01月01日至2013年09月30日,,                340184,,                334365,                  5819,                  5819,,,                  1577,,                 17845,                 19422,                -13603,,,                 13639,,                  2551,,                    121,                 16069,                  2466,,                    624,                  1842,                  1842,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  1842,,                              0.02,                              0
1439,2013年01月01日至2013年06月30日,,                220417,,                217941,                  2476,                  2476,,,                    512,,                 11874,                 12386,                 -9910,,,                  9862,,                  2566,,                     88,                 12340,                  2430,,                    671,                  1759,                  1759,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  1759,,                              0.02,                              0
1439,2013年01月01日至2013年03月31日,,                128877,,                126490,                  2387,                  2387,,,                    357,,                  5326,                  5683,                 -3296,,,                  4049,,                  2386,,                     58,                  6377,                  3081,,                    445,                  2636,                  2636,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  2636,,                              0.03,                              0
1439,2012年07月01日至2012年09月30日,,                159721,,                156926,                  2795,                  2795,,,                    436,,                  5472,                  5908,                 -3113,,,                  3514,,                   -515,,                     48,                  2951,                   -162,,                    269,                   -431,                   -431,,,,,,,,,,,,,,,,,,,,,,,,                              0,                   -431,,                             -0.01,                              0
1439,2012年04月01日至2012年06月30日,,                183986,,                183010,                    976,                    976,,,                  6845,,                  6540,                 13385,                -12409,,,                  4054,,                    585,,                     65,                  4574,                 -7835,,                     26,                 -7861,                 -7861,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 -7861,,                             -0.09,                              0
1439,2012年01月01日至2012年12月31日,,                739989,,                724595,                 15394,                 15394,,,                  7937,,                 27484,                 35421,                -20027,,,                 14442,,                 -1347,,                    177,                 12918,                 -7109,,                  1262,                 -8371,                 -8371,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 -8371,,                             -0.09,                              0
1439,2012年01月01日至2012年09月30日,,                558958,,                547978,                 10980,                 10980,,,                  7576,,                 17071,                 24647,                -13667,,,                 10841,,                 -1625,,                    142,                  9074,                 -4593,,                  1431,                 -6024,                 -6024,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 -6024,,                             -0.07,                              0
1439,2012年01月01日至2012年06月30日,,                399237,,                391052,                  8185,                  8185,,,                  7140,,                 11599,                 18739,                -10554,,,                  7327,,                 -1110,,                     94,                  6123,                 -4431,,                  1162,                 -5593,                 -5593,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 -5593,,                             -0.06,                              0
1439,2012年01月01日至2012年03月31日,,                215251,,                208042,                  7209,                  7209,,,                    295,,                  5059,                  5354,                  1855,,,                  3273,,                 -1695,,                     29,                  1549,                  3404,,                  1136,                  2268,                  2268,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  2268,,                              0.03,                              0
