證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入,　　　　 投資收入合計,　　　 投資收入（投資公司適用）合計,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入,　　　　 營建收入（營建業適用）淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營建工程成本,　　　 營建成本,　　　 營建工程成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 金融資產（負債）出售淨利益,　　　　 採用權益法認列關聯企業及合資之確定福利計畫再衡量數,　　　　 採用權益法認列關聯企業及合資之重估增值,　　　　 採用權益法認列關聯企業及合資之指定損益按公允價值衡量之金融負債信用風險變動影響數,　　　　 採用權益法認列關聯企業及合資之與待出售非流動資產直接相關之權益,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
2915,2014年01月01日至2014年06月30日,,,,              2944150,              2944150,                 26283,                  4170,              2913697,,,,              1805007,,,                 14241,                 14241,                 14241,,                 34157,                 34157,              4767102,,,              2572495,              2572495,,                  4536,                  4536,              2577031,              2190071,              2190071,,,                600703,,                186443,                787146,              1402925,,,                 49634,,                242095,,                125521,,              1588966,              1755174,              3158099,,                 96391,              3061708,              3061708,,,,                   -300,                   -300,,               -142663,              1176997,,              4068671,              5103005,              5102705,              8164413,,              2347689,                714019,,              7645207,                519206,,                              2.64,                              2.64,,                              2.55,                              2.55,              1805007,                   -300,                              0,                              0,                              0,                              0,,,,,
2915,2014年01月01日至2014年03月31日,,,,              1445771,              1445771,                 13655,                  1617,              1430499,,,,              1251998,,,                  7128,                  7128,                  7128,,                 13678,                 13678,              2703303,,,              1252675,              1252675,,                  2287,                  2287,              1254962,              1448341,              1448341,,,                304748,,                101379,                406127,              1042214,,,                 24499,,                -22486,,                 61778,,                627360,                567595,              1609809,,                 54059,              1555750,              1555750,,,,,,,,,,,,              3909495,              5465245,,              1021382,                534368,,              3879851,              1585394,,                              1.15,                              1.15,,                              1.11,                              1.11,,,,,,,              2094301,                288220,,,              1526974
2915,2013年第3季,,,,              1750061,              1750061,                 14344,                    865,              1734852,,,                664907,                664907,,,                136644,                136644,                136644,,                 16613,                 16613,              2553016,,,              1588026,              1588026,,                 92596,                 92596,              1680622,                872394,                872394,,,                302313,,                110200,                412513,                459881,,,                 91380,,                -11663,,                 75279,,              1366657,              1371095,              1830976,,                 26726,              1804250,              1804250,,,,,,,,,,,,             -4801655,             -2997405,,              1548771,                255479,,             -3066610,                 69205,,                              1.95,                              1.95,,                              1.87,                              1.87,,,,,,,               -302257,                110444,,,             -4609842
2915,2013年第2季,,,,              1498990,              1498990,                 12686,                    599,              1485705,,,,                551436,,,                  7529,                  7529,                  7529,,                 18793,                 18793,              2063463,,,              1325036,              1325036,,                  2346,                  2346,              1327382,                736081,                736081,,,                291818,,                 97998,                389816,                346265,,,                 44960,,                    -33,,                 66496,,              1391774,              1370205,              1716470,,                 39952,              1676518,              1676518,,,,,,,,,,,,             -6018002,             -4341484,,              1498444,                178074,,             -4738065,                396581,,                              1.89,                              1.89,,                              1.82,                              1.82,                551436,,,,,,                557508,               -183911,,,             -6391599
2915,2013年度,,,,              5888178,              5888178,                 62865,                  2937,              5822376,,,             70467347,             70467347,,,,                186064,                186064,,,                 70753,             76546540,,,              5176243,              5176243,,                122383,                122383,              5298626,             71247914,             71247914,,,              1216842,,                705750,              1922592,             69325322,,,                207811,,                   -351,,                294583,,              9852896,              9765773,             79091095,,                138557,             78952538,             78952538,,,,,,,,,,,,            -13850653,             65101885,,             43587278,             35365260,,             30214498,             34887387,,                             54.85,                             54.85,,                             50.51,                             50.51,,,,,,,                809392,              1066993,                -11525,,            -15715513
2915,2013年07月01日至2013年09月30日,,,,              1750061,              1750061,                 14344,                    865,              1734852,,,,                664907,,,,                136644,                136644,,,                 16613,              2553016,,,              1588026,              1588026,,                 92596,                 92596,              1680622,                872394,                872394,,,                302313,,                110200,                412513,                459881,,,                 91380,,                -11663,,                 75279,,              1366657,              1371095,              1830976,,                 26726,              1804250,              1804250,,,,,,,,,,,,             -4801655,             -2997405,,              1548771,                255479,,             -3066610,                 69205,,                              1.95,                              1.95,,                              1.87,                              1.87,,,,,,,               -302257,                110444,,,             -4609842
2915,2013年04月01日至2013年06月30日,,,,              1498990,              1498990,                 12686,                    599,              1485705,,,,                551721,,,                  7529,                  7529,                  7529,,                 18793,                 18793,              2063748,,,              1325036,              1325036,,                  2346,                  2346,              1327382,                736366,                736366,,,                291818,,                 97998,                389816,                346550,,,                 44683,,                    771,,                 66496,,              1391287,              1370245,              1716795,,                 39952,              1676843,              1676843,,,,,,,,,,,,             -6017607,             -4340764,,              1498444,                178399,,             -4738065,                397301,,                              1.89,                              1.89,,                              1.82,                              1.82,                551721,,,,,,                558496,               -183911,,,             -6392192
2915,2013年01月01日至2013年12月31日,,,,              5888178,              5888178,                 62865,                  2937,              5822376,,,             70467347,             70467347,,,,                186064,                186064,,,                 70753,             76546540,,,              5176243,              5176243,,                122383,                122383,              5298626,             71247914,             71247914,,,              1216842,,                705750,              1922592,             69325322,,,                207811,,                   -351,,                294583,,              9852896,              9765773,             79091095,,                138557,             78952538,             78952538,,,,,,,,,,,,            -13850653,             65101885,,             43587278,             35365260,,             30214498,             34887387,,                             54.85,                             54.85,,                             50.51,                             50.51,,,,,,,                809392,              1066993,                -11525,,            -15715513
2915,2013年01月01日至2013年09月30日,,,,              4724087,              4724087,                 42190,                  2181,              4679716,,,              2296584,              2296584,,,                178706,                178706,                178706,,                 51925,                 51925,              7206931,,,              4226414,              4226414,,                119657,                119657,              4346071,              2860860,              2860860,,,                894996,,                323124,              1218120,              1642740,,,                151225,,                -14491,,                206078,,              3413313,              3343969,              4986709,,                112742,              4873967,              4873967,,,,,,,,,,,,            -13452991,             -8579024,,              4002031,                871936,,             -9839616,              1260592,,                              5.05,                              5.05,,                              4.85,                              4.85,,,,,,,                597921,              1090616,,,            -15141528
2915,2013年01月01日至2013年06月30日,,,,              2974026,              2974026,                 27846,                  1316,              2944864,,,,              1631677,,,                 42062,                 42062,                 42062,,                 35312,                 35312,              4653915,,,              2638388,              2638388,,                 27061,                 27061,              2665449,              1988466,              1988466,,,                592683,,                212924,                805607,              1182859,,,                 59837,,                 -3632,,                130799,,              2047143,              1972549,              3155408,,                 86016,              3069392,              3069392,,,,,,,,,,,,             -8651731,             -5582339,,              2453260,                616132,,             -6773006,              1190667,,                              3.10,                              3.10,,                              2.99,                              2.99,              1631677,,,,,,                899190,                893754,,,            -10444675
2915,2013年01月01日至2013年03月31日,,,,              1475036,              1475036,                 15160,                    717,              1459159,,,,              1080241,,,                 34533,                 34533,                 34533,,                 16519,                 16519,              2590452,,,              1313352,              1313352,,                 24715,                 24715,              1338067,              1252385,              1252385,,,                300865,,                114926,                415791,                836594,,,                 14877,,                 -3599,,                 64303,,                655369,                602344,              1438938,,                 46064,              1392874,              1392874,,,,,,,,,,,,             -2633729,             -1240855,,                954816,                438058,,             -2034941,                794086,,                              1.20,                              1.20,,                              1.17,                              1.17,,,,,,,                341682,              1077665,,,             -4053076
2915,2012年07月01日至2012年09月30日,,,,              1511186,              1511186,                 16418,                    969,              1493799,,,,                388252,,,,                249790,                249790,,,                119226,              2251067,,,              1471931,              1471931,,                177483,                177483,              1649414,                601653,                601653,,,                323026,,                 90366,                413392,                188261,,,                 15453,,                 69500,,                 58274,,              1291912,              1318591,              1506852,,                 10999,              1495853,              1495853,,,,,,,,,,,,              1860069,              3355922,,              1390193,                105660,,              3455909,                -99987,,                              1.76,                              1.76,,                              1.65,                              1.65,,,,,,,               -343472,                -44273,,,              2247814
2915,2012年04月01日至2012年06月30日,,,,              1672888,              1672888,                 19000,                  1536,              1652352,,,,                444180,,,                 47697,                 47697,                 47697,,                 21075,                 21075,              2165304,,,              1461250,              1461250,,                 26441,                 26441,              1487691,                677613,                677613,,,                284511,,                112903,                397414,                280199,,,                 72506,,                -24524,,                 58685,,                723884,                713181,                993380,,                 18354,                975026,                975026,,,,,,,,,,,,             -1640257,               -665231,,                839133,                135893,,               -886751,                221520,,                              1.06,                              1.06,,                              0.96,                              0.96,                444180,,,,,,                 99027,                167260,,,             -1906544
2915,2012年01月01日至2012年12月31日,,,,              6250758,              6250758,                 71900,                  4581,              6174277,,,              2474435,              2474435,,,,                389858,                389858,,,                199856,              9238426,,,              5570188,              5570188,,                228642,                228642,              5798830,              3439596,              3439596,,,              1213638,,                415692,              1629330,              1810266,,,                185579,,                 -1679,,                238383,,              2572718,              2518235,              4328501,,                 75356,              4253145,              4253145,,,,,,,,,,,,               -690083,              3563062,,              3322511,                930634,,              3013484,                549578,,                              4.20,                              4.20,,                              3.99,                              3.99,,,,,,,               -616627,                764616,                -37427,,               -800645
2915,2012年01月01日至2012年09月30日,,,,              4858949,              4858949,                 56938,                  3013,              4798998,,,,              1762547,,,,                327210,                327210,,,                148661,              7037416,,,              4311510,              4311510,,                226145,                226145,              4537655,              2499761,              2499761,,,                896827,,                279213,              1176040,              1323721,,,                110087,,                 92162,,                177549,,              2244536,              2269236,              3592957,,                 70889,              3522068,              3522068,,,,,,,,,,,,                977108,              4499176,,              2858806,                663262,,              4154721,                344455,,                              3.61,                              3.61,,                              3.41,                              3.41,,,,,,,               -703061,                854436,,,                825733
2915,2012年01月01日至2012年06月30日,,,,              3347763,              3347763,                 40520,                  2044,              3305199,,,,              1374295,,,                 77420,                 77420,                 77420,,                 29435,                 29435,              4786349,,,              2839579,              2839579,,                 48662,                 48662,              2888241,              1898108,              1898108,,,                573801,,                188847,                762648,              1135460,,,                 94634,,                 22662,,                119275,,                952624,                950645,              2086105,,                 59890,              2026215,              2026215,,,,,,,,,,,,               -882961,              1143254,,              1468613,                557602,,                698812,                444442,,                              1.86,                              1.86,,                              1.76,                              1.76,              1374295,,,,,,               -359589,                898709,,,             -1422081
2915,2012年01月01日至2012年03月31日,,,,              1674875,              1674875,                 21520,                    508,              1652847,,,,                930115,,,                 29723,                 29723,                 29723,,                  8360,                  8360,              2621045,,,              1378329,              1378329,,                 22221,                 22221,              1400550,              1220495,              1220495,,,                289290,,                 75944,                365234,                855261,,,                 22128,,                 47186,,                 60590,,                228740,                237464,              1092725,,                 41536,              1051189,              1051189,,,,,,,,,,,,                757296,              1808485,,                629480,                421709,,              1585563,                222922,,                              0.80,                              0.80,,                              0.72,                              0.72,,,,,,,               -458616,                731449,,,                484463
