證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損（損失）迴轉利益淨額,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產淨損益,　　　　 出售不良債權淨損益,　　　　　 出售不良債權淨損益,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入淨額,　　　　 銷貨淨損益,　　　　　 銷貨淨損益,　　　　 營業資產出租淨損益,　　　　　 營業資產出租淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項損益,　　　　　 其他什項損益,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 停業單位損益,　　 停業單位營業稅前損益 ,　　 停業單位資產或處分群組處分損益（稅前）,　　 停業單位資產或處分群組按公允價值減出售成本衡量損益（稅前）,　　 與停業單位損益組成部分相關之所得稅(費用)利益 ,　　 停業單位損益合計,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　 國外營運機構淨投資避險屬有效避險部分之避險工具利益（損失）,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-可能重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 減：重分類調整數─處分國外營運機構財務報表換算之兌換差額,　　　 減：重分類調整數─除列備供出售金融資產未實現損益,　　　 減：重分類調整數─現金流量避險中屬有效避險之避險工具損益,　　　 減：重分類調整數─國外營運機構淨投資避險屬有效避險部分之避險損益,　　　 其他可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　　 本期稅後淨利（損）歸屬於非控制權益,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　　 本期稅後綜合損益總額歸屬於非控制權益,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 本期稅後淨利（損）歸屬於共同控制下前手權益,　　 本期稅後綜合損益總額歸屬於共同控制下前手權益,　　 停業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額
2834,2014年01月01日至2014年03月31日,,,,              6069740,,              2566465,              3503275,,,,                663239,,                 72250,                590989,,                160641,,                     19,,                              0,,                194306,,,,,                   -178,,                 21824,,                 50145,,                    869,,                  1389,,                    -52,,                -40948,                 33049,                979004,              4482279,,                681444,,,              1747216,,                103334,,                731429,              2581979,,              1218856,                 -6396,              1212460,,                              0,                              0,                              0,                              0,                              0,,              1218856,                 -6396,              1212460,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                155489,                -34807,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                -20516,                100166,                100166,,              1339538,                -26912,              1312626,,              1212460,                              0,,              1312626,                              0,,                              0.23,                              0.23,,                              0.23,                              0.23,                              0,                              0,                              0.00,                              0.00,,,,,,
2834,2013年第3季,,,,              5880195,,              2443952,              3436243,,,,                722220,,                 65062,                657158,,                218743,,                  9310,,,,                 40180,,                              0,,,                  4092,,                -31250,,                 41840,,                  1656,,                  2450,,                   -355,,                  3019,                 21452,                946843,              4383086,,                949933,,,              1772156,,                107439,,                800175,              2679770,,                753383,                -70917,                682466,,                              0,                              0,                              0,                              0,                              0,,                753383,                -70917,                682466,,,,,,,,,,,,,,,,,,,,,,,,,,,                866910,                -66961,,,                682466,                              0,,                799949,                              0,,                              0.13,                              0.13,,                              0.13,                              0.13,,,,,                -23270,                136797,,                  3956,                117483,                799949
2834,2013年第2季,,,,              5722867,,              2396260,              3326607,,,,                776046,,                 64364,                711682,,                364904,,                 14454,,,,               -117984,,                              0,,,                124582,,                              0,,                 39748,,                  5138,,                  1990,,                   -263,,                 20615,                191810,              1164866,              4491473,,                887591,,,              1888184,,                106820,,                732190,              2727194,,                876688,                -67460,                809228,,,,,,,,                876688,                -67460,                809228,,,,,,,,,,,,,,,,,,,,,,,,,,,                724038,                -36290,,,                809228,                              0,,                687748,                              0,,                              0.15,                              0.15,,                              0.15,                              0.15,,,,,               -119595,                -33055,,                 31170,               -121480,                687748
2834,2013年度,,,,             23293357,,              9698855,             13594502,,,,,,,              2590002,,                829423,,                 35660,,,,                255354,,                              0,,,                186968,,                -31250,,                162586,,                 13553,,                  8076,,                 -1075,,                 79442,                418300,              4128739,             17723241,,              3000139,,,              7305886,,                439203,,              3121263,             10866352,,              3856750,               -246548,              3610202,,,,,,                              0,,              3856750,               -246548,              3610202,,,,,,,,,,,,,,,,,,,,,,,,,,,              3834365,               -225542,,,              3610202,                              0,,              3608823,                              0,,                              0.68,                              0.68,,                              0.68,                              0.68,                              0,                              0,                              0.00,                              0.00,                -57199,                101179,                -66365,                 21006,                 -1379,              3608823
2834,2013年07月01日至2013年09月30日,,,,              5880195,,              2443952,              3436243,,,,                722220,,                 65062,                657158,,                218743,,                  9310,,,,                 40180,,,,,                  4092,,                -31250,,                 41840,,                  1656,,                  2450,,                   -355,,                  3019,                 21452,                946843,              4383086,,                949933,,,              1772156,,                107439,,                800175,              2679770,,                753383,                -70917,                682466,,,,,,,,                753383,                -70917,                682466,,,,,,,,,,,,,,,,,,,,,,,,,,,                866910,                -66961,,,                682466,                              0,,                799949,                              0,,                              0.13,                              0.13,,                              0.13,                              0.13,,,,,                -23270,                136797,,                  3956,                117483,                799949
2834,2013年04月01日至2013年06月30日,,,,              5722867,,              2396260,              3326607,,,,                776046,,                 64364,                711682,,                364904,,                 14454,,,,               -117984,,,,,                124582,,,,                 39748,,                  5138,,                  1990,,                   -263,,                 20615,                191810,              1164866,              4491473,,                887591,,,              1888184,,                106820,,                732190,              2727194,,                876688,                -67460,                809228,,,,,,,,,                -67460,                809228,,,,,,,,,,,,,,,,,,,,,,,,,,,                724038,                -36290,,,                809228,                              0,,                687748,                              0,,                              0.16,                              0.16,,                              0.16,                              0.16,,,,,               -119595,                -33055,,                 31170,               -121480,                687748
2834,2013年01月01日至2013年12月31日,,,,             23293357,,              9698855,             13594502,,,,,,,              2590002,,                829423,,                 35660,,,,                255354,,,,,                186968,,                -31250,,                162586,,                 13553,,                  8076,,                 -1075,,                 79442,                418300,              4128739,             17723241,,              3000139,,,              7305886,,                439203,,              3121263,             10866352,,              3856750,               -246548,              3610202,,,,,,                              0,,              3856750,               -246548,              3610202,,,,,,,,,,,,,,,,,,,,,,,,,,,              3834365,               -225542,,,              3610202,                              0,,              3608823,                              0,,                              0.71,                              0.71,,                              0.71,                              0.71,                              0,                              0,                              0.00,                              0.00,                -57199,                101179,                -66365,                 21006,                 -1379,              3608823
2834,2013年01月01日至2013年09月30日,,,,             17228848,,              7217682,             10011166,,,,              2140280,,                196045,              1944235,,                675280,,                 31563,,,,                135336,,                              0,,,                128674,,                -31250,,                117842,,                 10622,,                  6933,,                   -784,,                 72611,                304648,              3091062,             13102228,,              2641139,,,              5463965,,                323733,,              2225642,              8013340,,              2447749,               -227563,              2220186,,                              0,                              0,                              0,                              0,                              0,,              2447749,               -227563,              2220186,,,,,,,,,,,,,,,,,,,,,,,,,,,              2488591,               -205084,,,              2220186,                              0,,              2283507,                              0,,                              0.42,                              0.42,,                              0.42,                              0.42,,,,,                -68469,                109311,,                 22479,                 63321,              2283507
2834,2013年01月01日至2013年06月30日,,,,             11348653,,              4773730,              6574923,,,,              1418060,,                130983,              1287077,,                456537,,                 22253,,,,                 95156,,                              0,,,                124582,,                              0,,                 76002,,                  8966,,                  4483,,                   -429,,                 69592,                283196,              2144219,              8719142,,              1691206,,,              3691809,,                216294,,              1425467,              5333570,,              1694366,               -156646,              1537720,,,,,,,,              1694366,               -156646,              1537720,,,,,,,,,,,,,,,,,,,,,,,,,,,              1621681,               -138123,,,              1537720,                              0,,              1483558,                              0,,                              0.29,                              0.29,,                              0.29,                              0.29,,,,,                -45199,                -27486,,                 18523,                -54162,              1483558
2834,2013年01月01日至2013年03月31日,,,,              5625786,,              2377470,              3248316,,,,                642014,,                 66619,                575395,,                 91633,,                  7799,,,,                213140,,,,,                              0,,                              0,,                 36254,,                              0,,                  1845,,                              0,,                 53287,                 91386,                979353,              4227669,,                803615,,,              1803625,,                109474,,                693277,              2606376,,                817678,                -89186,                728492,,                              0,                              0,                              0,                              0,                              0,,                817678,                -89186,                728492,,,,,,,,,,,,,,,,,,,,,,,,,,,                897643,               -101833,,,                728492,                              0,,                795810,                              0,,                              0.14,                              0.14,,                              0.14,                              0.14,,,,,                 74396,                  5569,,                -12647,                 67318,                795810
2834,2012年07月01日至2012年09月30日,,,,              5731254,,              2446494,              3284760,,,,                594414,,                 64759,                529655,,                197094,,                 17995,,,,                 48266,,,,,                              0,,                              0,,                 39452,,                  1345,,                  2376,,                   -600,,                 23375,                 65948,                858958,              4143718,,                501064,,,              1837126,,                112141,,                749667,              2698934,,                943720,                -41379,                902341,,,,,,,,                943720,                -41379,                902341,,,,,,,,,,,,,,,,,,,,,,,,,,,                976632,                -33429,,,                902341,                              0,,                943203,                              0,,                              0.18,                              0.18,,                              0.18,                              0.18,,,,,                -10371,                 43283,,                  7950,                 40862,                943203
2834,2012年04月01日至2012年06月30日,,,,              5786612,,              2475365,              3311247,,,,                638414,,                 57997,                580417,,                 50053,,                  2895,,,,                189801,,,,,                135164,,,,                 33939,,                  3894,,                  1752,,                   -281,,                  2537,                177005,              1000171,              4311418,,                635891,,,              1817369,,                118242,,                756343,              2691954,,                983573,                -72532,                911041,,,,,,,,,                -72532,                911041,,,,,,,,,,,,,,,,,,,,,,,,,,,                992405,                -72532,,,                911041,                              0,,                919873,                              0,,                              0.18,                              0.18,,                              0.18,                              0.18,,,,,                 -2521,                 11353,,                              0,                  8832,                919873
2834,2012年01月01日至2012年12月31日,,,,             22902560,,              9682538,             13220022,,,,,,,              2116573,,                428381,,                 18414,,,,                533402,,,,,                135164,,                              0,,                171011,,                 11247,,                  7906,,                 -1202,,                114871,                438997,              3535767,             16755789,,              2112319,,,              7358010,,                459929,,              3044426,             10862365,,              3781105,                 26915,              3808020,,,,,,                              0,,              3781105,                 26915,              3808020,,,,,,,,,,,,,,,,,,,,,,,,,,,              3595965,                 91958,,,              3808020,                              0,,              3687923,                              0,,                              0.75,                              0.75,,                              0.75,                              0.75,                              0,                              0,                              0.00,                              0.00,                -76819,                197466,               -305787,                 65043,               -120097,              3687923
2834,2012年01月01日至2012年09月30日,,,,             17292360,,              7427882,              9864478,,,,              1812704,,                188524,              1624180,,                389686,,                 18429,,,,                362414,,,,,                135164,,                              0,,                134013,,                  8120,,                  6686,,                 -1049,,                 29369,                312303,              2707012,             12571490,,              1800693,,,              5489704,,                350978,,              2195981,              8036663,,              2734134,               -170601,              2563533,,,,,,,,              2734134,               -170601,              2563533,,,,,,,,,,,,,,,,,,,,,,,,,,,              2834755,               -162651,,,              2563533,                              0,,              2672104,                              0,,                              0.50,                              0.50,,                              0.50,                              0.50,,,,,                -46766,                147387,,                  7950,                108571,              2672104
2834,2012年01月01日至2012年06月30日,,,,             11561106,,              4981388,              6579718,,,,              1218290,,                123765,              1094525,,                192592,,                    434,,,,                314148,,,,,                135164,,,,                 94561,,                  6775,,                  4310,,                   -449,,                  5994,                246355,              1848054,              8427772,,              1299629,,,              3652578,,                238837,,              1446314,              5337729,,              1790414,               -129222,              1661192,,,,,,,,,               -129222,              1661192,,,,,,,,,,,,,,,,,,,,,,,,,,,              1858123,               -129222,,,              1661192,                              0,,              1728901,                              0,,                              0.33,                              0.33,,                              0.33,                              0.33,,,,,                -36395,                104104,,                              0,                 67709,              1728901
2834,2012年01月01日至2012年03月31日,,,,              5774494,,              2506023,              3268471,,,,                579876,,                 65768,                514108,,                142539,,                 -2461,,,,                124347,,,,,,,,,                 60622,,,,                 -1032,,,,                  9760,                 69350,                847883,              4116354,,                663738,,,              1835209,,                120595,,                689971,              2645775,,                806841,                -56690,                750151,,,,,,,,,                -56690,                750151,,,,,,,,,,,,,,,,,,,,,,,,,,,                865718,                -56690,,,                750151,                              0,,                809028,                              0,,                              0.16,                              0.16,,                              0.16,                              0.16,,,,,                -33874,                 92751,,                              0,                 58877,                809028
