證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益-後續可能,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 採用權益法認列關聯企業及合資之確定福利計畫再衡量數,　　　　 採用權益法認列關聯企業及合資之重估增值,　　　　 採用權益法認列關聯企業及合資之指定損益按公允價值衡量之金融負債信用風險變動影響數,　　　　 採用權益法認列關聯企業及合資之與待出售非流動資產直接相關之權益,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 確定福利計畫精算利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 其他綜合損益,　 未實現銷貨（損）益,　 已實現銷貨（損）益
1220,2014年01月01日至2014年03月31日,,                752609,,                676842,                 75767,                 75767,,,                 30672,,                 18206,                 48878,                 26889,,,                  3942,,                   -925,,                  1868,                  1149,                 28038,,                  4260,                 23778,                 23778,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                   -191,                  1639,                              0,                              0,                              0,,                              0,                              0,                    -31,                  1479,                  1479,                 25257,,                 21153,                  2625,,                 22719,                  2538,,                              0.12,,                              0.12,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,
1220,2013年第3季,,                962964,,                868733,                 94231,                 94231,,,                 26590,,                 21730,                 48320,                 45911,,,                  6008,,                 -2036,,                    394,                  3578,                 49489,,                  5929,                 43560,                 43560,,,,,,,,,,,,,,,,,,,,,,,,                 17662,                 61222,,                 33585,                  9975,,                 51288,                  9934,,                              0.19,,                              0.19,,,,,,,                              0,,                              0,,,                    -89,,                 17737,                              0,                              0,                              0,                              0,                              0,,                              0,                    -14,                              0,,
1220,2013年第2季,,                842278,,                804768,                 37510,                 37510,,,                 25618,,                 19386,                 45004,                 -7494,,,                  4981,,                 -3702,,                  1089,                    190,                 -7304,,                  3539,                -10843,                -10843,,,,,,,,,,,,,,,,,,,,,,,,                 -5266,                -16109,,                  6882,                -17725,,                    926,                -17035,,                              0.04,,                              0.04,,,,,,,                              0,,                              0,,,                  1506,,                 -6529,                              0,                              0,                              0,                              0,                              0,,                              0,                    243,                              0,,
1220,2013年度,,              3535821,,              3293454,                242367,                242367,,,                118244,,                 87593,                205837,                 36530,,,                 16422,,                 -1215,,                  3483,                 11724,                 48254,,                  7812,                 40442,                 40442,,,,,,,,,,,,,,,,,,,,,,,,                 26666,                 67108,,                 57271,                -16829,,                 83081,                -15973,,                              0.32,,                              0.32,,,,,,,                              0,,                              0,,                              0,                  1909,                              0,                 24476,                              0,                              0,                              0,                    710,                              0,,                              0,                    429,,,
1220,2013年07月01日至2013年09月30日,,                962964,,                868733,                 94231,                 94231,,,                 26590,,                 21730,                 48320,                 45911,,,                  6008,,                 -2036,,                    394,                  3578,                 49489,,                  5929,                 43560,                 43560,,,,,,,,,,,,,,,,,,,,,,,,                 17662,                 61222,,                 33585,                  9975,,                 51288,                  9934,,                              0.19,,                              0.19,,,,,,,,,,,,                    -89,,                 17737,,,,,,,,                    -14,,,
1220,2013年04月01日至2013年06月30日,,                842278,,                804768,                 37510,                 37510,,,                 25618,,                 19386,                 45004,                 -7494,,,                  4981,,                 -3702,,                  1089,                    190,                 -7304,,                  3539,                -10843,                -10843,,,,,,,,,,,,,,,,,,,,,,,,                 -5266,                -16109,,                  6882,                -17725,,                    926,                -17035,,                              0.04,,                              0.04,,,,,,,,,,,,                  1506,,                 -6529,,,,,,,,                    243,,,
1220,2013年01月01日至2013年12月31日,,              3535821,,              3293454,                242367,                242367,,,                118244,,                 87593,                205837,                 36530,,,                 16422,,                 -1215,,                  3483,                 11724,                 48254,,                  7812,                 40442,                 40442,,,,,,,,,,,,,,,,,,,,,,,,                 26666,                 67108,,                 57271,                -16829,,                 83081,                -15973,,                              0.32,,                              0.32,,,,,,,                              0,,                              0,,                              0,                  1909,,                 24476,,,,                    710,,,,                    429,,,
1220,2013年01月01日至2013年09月30日,,              2615577,,              2404770,                210807,                210807,,,                 85619,,                 61182,                146801,                 64006,,,                 14337,,                 -1336,,                  2084,                 10917,                 74923,,                 10160,                 64763,                 64763,,,,,,,,,,,,,,,,,,,,,,,,                  8736,                 73499,,                 61480,                  3283,,                 69776,                  3723,,                              0.35,,                              0.35,,,,,,,                              0,,                              0,,,                    962,,                  7929,                              0,                              0,                              0,                              0,                              0,,                              0,                    155,                              0,,
1220,2013年01月01日至2013年06月30日,,              1652613,,              1536039,                116574,                116574,,,                 59029,,                 39450,                 98479,                 18095,,,                  8328,,                    700,,                  1690,                  7338,                 25433,,                  4231,                 21202,                 21202,,,,,,,,,,,,,,,,,,,,,,,,                 -8926,                 12276,,                 27895,                 -6693,,                 18487,                 -6211,,                              0.16,,                              0.16,,,,,,,                              0,,                              0,,,                  1052,,                 -9808,                              0,                              0,                              0,                              0,                              0,,                              0,                    170,                              0,,
1220,2013年01月01日至2013年03月31日,,                810335,,                731270,                 79065,                 79065,,,                 33410,,                 20065,                 53475,                 25590,,,                  3347,,                  4402,,                    601,                  7148,                 32738,,                    693,                 32045,                 32045,,,,,,,,,,,,,,,,,,,,,,,,                 -3660,                 28385,,                 21013,                 11032,,                 17561,                 10824,,                              0.12,,                              0.12,,,,,,,                              0,,                              0,,                              0,                   -454,                              0,                 -3279,                              0,                              0,                              0,                              0,                              0,,                              0,                    -73,                              0,,
1220,2012年07月01日至2012年09月30日,,              1038485,,                915783,                122702,                122702,,,                 32624,,                 30329,                 62953,                 59749,,,                  6775,,                  2561,,                    656,                  8680,                 68429,,                  7911,                 60518,                 60518,,,,,,,,,,,,,,,,,,,,,,,,                  9440,                 69958,,                 60262,                    256,,                 70108,                   -150,,                              0.34,,                              0.34,,,,,,,,,,,,                   -886,,                 10183,,,,,,,,                   -143,,,
1220,2012年04月01日至2012年06月30日,,                998653,,                912088,                 86565,                 86565,,,                 31229,,                 22247,                 53476,                 33089,,,                  7319,,                 -4297,,                  1373,                  1649,                 34738,,                  4663,                 30075,                 30075,,,,,,,,,,,,,,,,,,,,,,,,                 -9893,                 20182,,                 30896,                   -821,,                 20720,                   -538,,                              0.17,,                              0.17,,,,,,,,,,,,                    620,,                -10413,,,,,,,,                    100,,,
1220,2012年01月01日至2012年12月31日,,              3749498,,              3402189,                347309,                347309,,,                117272,,                 79809,                197081,                150228,,,                 20478,,                  4540,,                  4716,                 20302,                170530,,                 20697,                149833,                149833,,,,,,,,,,,,,,,,,,,,,,,,                  6584,                156417,,                144905,                  4928,,                152183,                  4234,,                              0.82,,                              0.82,,,,,,,                              0,,                              0,,                              0,                 -1546,,                 10785,,,,                 -3500,,,,                   -845,,,
1220,2012年01月01日至2012年09月30日,,              2862079,,              2580490,                281589,                281589,,,                 87446,,                 71522,                158968,                122621,,,                 18566,,                  7338,,                  3447,                 22457,                145078,,                 17137,                127941,                127941,,,,,,,,,,,,,,,,,,,,,,,,                 13924,                141865,,                121216,                  6725,,                135714,                  6151,,                              0.68,,                              0.68,,,,,,,,,,,,                 -1253,,                 14975,,,,,,,,                   -202,,,
1220,2012年01月01日至2012年06月30日,,              1823594,,              1664707,                158887,                158887,,,                 54822,,                 41193,                 96015,                 62872,,,                 11792,,                  4777,,                  2792,                 13777,                 76649,,                  9226,                 67423,                 67423,,,,,,,,,,,,,,,,,,,,,,,,                  4484,                 71907,,                 60954,                  6469,,                 65606,                  6301,,                              0.34,,                              0.34,,,,,,,,,,,,                   -367,,                  4792,,,,,,,,                    -59,,,
1220,2012年01月01日至2012年03月31日,,                824940,,                748876,                 76064,                 76064,,,                 15903,,                 30378,                 46281,                 29783,,,                  4473,,                  9074,,                  1419,                 12128,                 41911,,                  4564,                 37347,                 37347,,,,,,,,,,,,,,,,,,,,,,,,                 14378,                 51725,,                 30057,                  7290,,                 44886,                  6839,,                              0.17,,                              0.17,,,,,,,,,,,,                   -986,,                 15205,,,,,,,,                   -159,,                              0,                              0
