證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 外幣兌換損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
1582,2014年01月01日至2014年03月31日,,              1980348,,              1562168,                418180,                418180,,,                 57244,,                160343,,                 21354,                238941,                179239,,,,                 10328,                  4452,                 14780,,                              0,                              0,,,,                  2262,,,,                 -2262,,                  2774,                  2774,,,,                  1607,                 11351,                190590,,                 64618,                125972,                125972,,,                 74372,                  1189,                 75561,                 75561,                201533,,                125972,                              0,,                201533,                              0,,                              0.84,,                              0.83,,,,
1582,2013年第3季,,              2526616,,              1971876,                554740,                554740,,,                 65312,,                174535,,                 26981,                266828,                287912,,,,                 22525,                              0,                 22525,,                              0,                   -264,,                              0,                  4666,                 18349,,                              0,                              0,                -23279,,                  1193,                  1193,,                  5202,                              0,                  5202,                  3255,                291167,,                 81431,                209736,                209736,,,,,,                -50172,                159564,,                209736,                              0,,                159564,                              0,,                              1.41,,                              1.39,                -49673,                   -499,,
1582,2013年第2季,,              2415307,,              1901049,                514258,                514258,,,                 62277,,                164334,,                 25262,                251873,                262385,,,,                  4444,                 10021,                 14465,,                              0,                 -1563,,,,                 24593,,                              0,                              0,                -26156,,                  2667,                  2667,,,,                  1463,                -12895,                249490,,                 87292,                162198,                162198,,,,,,                 91502,                253700,,                162198,                              0,,                253700,                              0,,                              1.08,,                              1.07,                 91861,                   -359,,
1582,2013年度,,              9071513,,              7071990,              1999523,              1999523,,,                241821,,                667482,,                100412,              1009715,                989808,,,,                 43398,                 16474,                 59872,,                              0,                 -1374,,                              0,                              0,                 68294,,                              0,                              0,                -69668,,                  6492,                  6492,,,,                 12929,                 -3359,                986449,,                331534,                654915,                654915,,,,,,                258076,                912991,,                654915,                              0,,                912991,                              0,,                              4.43,,                              4.33,                258764,                 -1267,                    697,                    118
1582,2013年07月01日至2013年09月30日,,              2526616,,              1971876,                554740,                554740,,,                 65312,,                174535,,                 26981,                266828,                287912,,,,                 22525,                              0,                 22525,,                              0,                   -264,,                              0,                  4666,                 18349,,,                              0,                -23279,,                  1193,                  1193,,,,                  5202,                  3255,                291167,,                 81431,                209736,                209736,,,,,,                -50172,                159564,,                209736,                              0,,                159564,                              0,,                              1.41,,                              1.39,                -49673,                   -499,,
1582,2013年04月01日至2013年06月30日,,              2415307,,              1901049,                514258,                514258,,,                 62277,,                164334,,                 25262,                251873,                262385,,,,                  4444,                 10021,                 14465,,                              0,                 -1563,,,,                 24593,,,                              0,                -26156,,                  2667,                  2667,,,,                  1463,                -12895,                249490,,                 87292,                162198,                162198,,,,,,                 91502,                253700,,                162198,                              0,,                253700,                              0,,                              1.08,,                              1.07,                 91861,                   -359,,
1582,2013年01月01日至2013年12月31日,,              9071513,,              7071990,              1999523,              1999523,,,                241821,,                667482,,                100412,              1009715,                989808,,,,                 43398,                 16474,                 59872,,                              0,                 -1374,,                              0,                              0,                 68294,,                              0,                              0,                -69668,,                  6492,                  6492,,,,                 12929,                 -3359,                986449,,                331534,                654915,                654915,,,,,,                258076,                912991,,                654915,                              0,,                912991,                              0,,                              4.43,,                              4.33,                258764,                 -1267,                    697,                    118
1582,2013年01月01日至2013年09月30日,,              6897470,,              5387477,              1509993,              1509993,,,                177675,,                496841,,                 76728,                751244,                758749,,,,                 39615,                  6815,                 46430,,                              0,                 -1374,,                              0,                              0,                 54791,,                              0,                              0,                -56165,,                  6506,                  6506,,                  8712,                              0,                  8712,                 -7529,                751220,,                248759,                502461,                502461,,,,,,                181494,                683955,,                502461,                              0,,                683955,                              0,,                              3.42,,                              3.33,                182381,                   -887,,
1582,2013年01月01日至2013年06月30日,,              4370854,,              3415601,                955253,                955253,,,                112363,,                322306,,                 49747,                484416,                470837,,,,                 17090,                 11481,                 28571,,                              0,                 -1110,,,,                 36442,,                              0,                              0,                -37552,,                  5313,                  5313,,,,                  3510,                -10784,                460053,,                167328,                292725,                292725,,,,,,                231666,                524391,,                292725,                              0,,                524391,                              0,,                              2.00,,                              1.95,                232054,                   -388,,
1582,2013年01月01日至2013年03月31日,,              1955547,,              1514552,                440995,                440995,,,                 50086,,                157972,,                 24485,                232543,                208452,,,,                 12646,                  1460,                 14106,,                              0,                    453,,,,                 11849,,,,                -11396,,                  2646,                  2646,,,,                  2047,                  2111,                210563,,                 80036,                130527,                130527,,,,,,                140164,                270691,,                130527,                              0,,                270691,                              0,,                              0.91,,                              0.87,                140193,                    -29,,
1582,2012年07月01日至2012年09月30日,,              2204070,,              1668719,                535351,                535351,,,                 59370,,                166323,,                 28358,                254051,                281300,,,,                 14458,                    558,                 15016,,                  9597,                 13605,,                  7339,                              0,                              0,,,                              0,                 30541,,                 12817,                 12817,,,,                 -4935,                 27805,                309105,,                 99715,                209390,                209390,,,,,,                -99719,                109671,,                209390,                              0,,                109671,                              0,,                              1.53,,                              1.32,                -99719,                              0,,
1582,2012年04月01日至2012年06月30日,,              2149686,,              1653584,                496102,                496102,,,                 56975,,                141096,,                 26913,                224984,                271118,,,,                  9194,                 12570,                 21764,,                 12162,                 13695,,,,                              0,,,                 14610,                 11247,,                  3830,                  3830,,,,                 -6090,                 23091,                294209,,                105868,                188341,                188341,,,,,,                 39856,                228197,,                185131,                  3210,,                224987,                  3210,,                              1.35,,                              1.17,                 39856,                              0,,
1582,2012年01月01日至2012年12月31日,,              8422337,,              6463150,              1959187,              1959187,,,                204742,,                605123,,                101874,                911739,              1047448,,,,                 42431,                  8251,                 50682,,                              0,                 36392,,                              0,                              0,                  3936,,                  3052,                  3052,                 29404,,                 24010,                 24010,,,,                -13247,                 42829,              1090277,,                354618,                735659,                735659,,,,,,               -185356,                550303,,                729416,                  6243,,                544060,                  6243,,                              5.29,,                              4.67,               -184226,                              0,                 -1361,                   -231
1582,2012年01月01日至2012年09月30日,,              6452018,,              4955194,              1496824,              1496824,,,                154435,,                454885,,                 76435,                685755,                811069,,,,                 35025,                  4719,                 39744,,                 23219,                 43348,,                              0,                              0,                              0,,,                  7271,                 59296,,                 22835,                 22835,,,,                -12575,                 63630,                874699,,                285075,                589624,                589624,,,,,,               -177040,                412584,,                583381,                  6243,,                406341,                  6243,,                              4.27,,                              3.63,               -177040,                              0,,
1582,2012年01月01日至2012年06月30日,,              4247948,,              3286475,                961473,                961473,,,                 95065,,                288562,,                 48077,                431704,                529769,,,,                 20567,                  4161,                 24728,,                 13622,                 29743,,,,                              0,,,                 14610,                 28755,,                 10018,                 10018,,,,                 -7640,                 35825,                565594,,                185360,                380234,                380234,,,,,,                -77321,                302913,,                373991,                  6243,,                296670,                  6243,,                              2.74,,                              2.33,                -77321,                              0,,
1582,2012年01月01日至2012年03月31日,,              2098262,,              1632891,                465371,                465371,,,                 48844,,                147466,,                 21164,                217474,                247897,,,,                 11373,                  2345,                 13718,,                  1460,                 16048,,,,                              0,,,,                 17508,,                  6188,                  6188,,,,                 -1550,                 23488,                271385,,                 79492,                191893,                191893,,,,,,               -117177,                 74716,,                188860,                  3033,,                 71683,                  3033,,                              1.38,,                              1.16,               -117177,                              0,,
