證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
1216,2014年01月01日至2014年06月30日,,            211390111,,            145467781,             65922330,             65922330,,,             44944912,,             10460490,,                529729,             55935131,              9987199,,,              2436357,,                434673,,              1228378,,              2119756,              3762408,             13749607,,              2345149,             11404458,             11404458,,,             -1683898,               -228391,,                 69107,             -1843182,             -1843182,              9561276,,              7258373,              4146085,,              6101150,              3460126,,                              1.33,                              1.33,,                              1.33,                              1.33,,,,,,
1216,2014年01月01日至2014年03月31日,,            108631630,,             74481789,             34149841,             34149841,,,             22554852,,              5827722,,                240423,             28622997,              5526844,,,              1190448,,                761074,,                613430,,                852161,              2190253,              7717097,,              1180835,              6536262,              6536262,,,,,,,,               -631163,              5905099,,              4161367,              2374895,,              4039305,              1865794,,                              0.81,                              0.81,,                              0.80,                              0.80,               -450024,               -273363,,,                 92224,
1216,2013年第3季,,            114348014,,             79072813,             35275201,             35275201,,,             24046769,,              6096862,,                234680,             30378311,              4896890,,,              1597917,,              1022591,,                536626,,                654872,              2738754,              7635644,,              1116610,              6519034,              6519034,,,,,,,,             -1608328,              4910706,,              4460268,              2058766,,              2976869,              1933837,,                              0.82,                              0.82,,                              0.82,                              0.82,               -341508,             -1299312,,,                 32492,
1216,2013年第2季,,            106544867,,             73005784,             33539083,             33539083,,,             23416959,,              5478153,,                225017,             29120129,              4418954,,,              1578128,,                816495,,                502789,,                475319,              2367153,              6786107,,              1677596,              5108511,              5108511,,,,,,,,                526315,              5634826,,              2866080,              2242431,,              3410511,              2224315,,                              0.56,                              0.56,,                              0.56,                              0.56,                736621,               -191684,,,                -18622,
1216,2013年度,,            423056211,,            292198739,            130857472,            130857472,,,             90958402,,             20855512,,                955973,            112769887,             18087585,,,              5660721,,              1410380,,              2082438,,              2205913,              7194576,             25282161,,              4542199,             20739962,             20739962,,,,,,,,              2865308,             23605270,,             12764241,              7975721,,             14601200,              9004070,,                              2.34,                              2.34,,                              2.33,                              2.33,              3163881,               -233213,               -295494,,                190083,                -40051
1216,2013年07月01日至2013年09月30日,,            114348014,,             79072813,             35275201,             35275201,,,             24046769,,              6096862,,                234680,             30378311,              4896890,,,              1597917,,              1022591,,                536626,,                654872,              2738754,              7635644,,              1116610,              6519034,              6519034,,,,,,,,             -1608328,              4910706,,              4460268,              2058766,,              2976869,              1933837,,                              0.87,                              0.87,,                              0.86,                              0.86,               -401094,             -1207234,,,,
1216,2013年04月01日至2013年06月30日,,            106544867,,             73005784,             33539083,             33539083,,,             23416959,,              5478153,,                225017,             29120129,              4418954,,,              1578128,,                816495,,                502789,,                475319,              2367153,              6786107,,              1677596,              5108511,              5108511,,,,,,,,                451431,              5559942,,              2866080,              2242431,,              3335627,              2224315,,                              0.59,                              0.59,,                              0.59,                              0.59,                728395,               -276964,,,,
1216,2013年01月01日至2013年12月31日,,            423056211,,            292198739,            130857472,            130857472,,,             90958402,,             20855512,,                955973,            112769887,             18087585,,,              5660721,,              1410380,,              2082438,,              2205913,              7194576,             25282161,,              4542199,             20739962,             20739962,,,,,,,,              2865308,             23605270,,             12764241,              7975721,,             14601200,              9004070,,                              2.48,                              2.48,,                              2.47,                              2.47,              3163881,               -233213,               -295494,,                190083,                -40051
1216,2013年01月01日至2013年09月30日,,            325527671,,            223906742,            101620929,            101620929,,,             69541275,,             16324407,,                680307,             86545989,             15074940,,,              4197074,,              2073822,,              1537472,,              1605925,              6339349,             21414289,,              4036550,             17377739,             17377739,,,,,,,,                568689,             17946428,,             10976532,              6401207,,             11392242,              6554186,,                              2.01,                              2.01,,                              2.00,                              2.00,              1906469,             -1379283,,,                 41503,
1216,2013年01月01日至2013年06月30日,,            211179657,,            144833929,             66345728,             66345728,,,             45494506,,             10227545,,                445627,             56167678,             10178050,,,              2599157,,              1051231,,              1000846,,                951053,              3600595,             13778645,,              2919940,             10858705,             10858705,,,,,,,,              2177017,             13035722,,              6516264,              4342441,,              8415373,              4620349,,                              1.26,                              1.26,,                              1.26,                              1.26,              2247977,                -79971,,,                  9011,
1216,2013年01月01日至2013年03月31日,,            104634790,,             71828145,             32806645,             32806645,,,             22077547,,              4749392,,                220610,             27047549,              5759096,,,              1021029,,                234736,,                498057,,                475734,              1233442,              6992538,,              1242344,              5750194,              5750194,,,,,,,,              1650703,              7400897,,              3650184,              2100010,,              5004863,              2396034,,                              0.71,                              0.71,,                              0.70,                              0.70,              1511356,                111714,,,                 27633,
1216,2012年07月01日至2012年09月30日,,            110882336,,             75881469,             35000867,             35000867,,,             24740676,,              4680694,,                219440,             29640810,              5360057,,,              1227605,,               -559653,,                488900,,                805311,                984363,              6344420,,                725066,              5619354,              5619354,,,,,,,,             -1291289,              4328065,,              3633602,              1985752,,              2713079,              1614986,,                              0.70,                              0.70,,                              0.70,                              0.70,               -875164,               -416125,,,,
1216,2012年04月01日至2012年06月30日,,            100493348,,             68415706,             32077642,             32077642,,,             21734578,,              4868506,,                219247,             26822331,              5255311,,,                817389,,               -218293,,                512448,,                597685,                684333,              5939644,,              1156270,              4783374,              4783374,,,,,,,,               -201482,              4581892,,              3337264,              1446110,,              3420750,              1161142,,                              0.69,                              0.69,,                              0.69,                              0.69,                524918,               -726400,,,,
1216,2012年01月01日至2012年12月31日,,            406046701,,            280318329,            125728372,            125728372,,,             87532008,,             17731110,,                773394,            106036512,             19691860,,,              4179123,,             -4835152,,              2014909,,              2455737,               -215201,             19476659,,              3907880,             15568779,             15568779,,,,,,,,              1018328,             16587107,,              9875085,              5693694,,             10534765,              6052342,,                              1.92,                              1.92,,                              1.91,                              1.91,             -1372647,              3877118,             -1797375,,                -22233,               -333465
1216,2012年01月01日至2012年09月30日,,            308751511,,            211806945,             96944566,             96944566,,,             66543218,,             14235540,,                627356,             81406114,             15538452,,,              3082440,,             -1106002,,              1506218,,              1857980,              2328200,             17866652,,              2898241,             14968411,             14968411,,,,,,,,             -1880182,             13088229,,             10078359,              4890052,,              8799106,              4289123,,                              1.96,                              1.96,,                              1.95,                              1.95,             -1343130,               -537052,,,,
1216,2012年01月01日至2012年06月30日,,            198362109,,            136481820,             61880289,             61880289,,,             41802542,,              9554846,,                407916,             51765304,             10114985,,,              1774094,,               -402198,,              1017318,,              1052669,              1407247,             11522232,,              2173175,              9349057,              9349057,,,,,,,,               -588893,              8760164,,              6444757,              2904300,,              6086027,              2674137,,                              1.33,                              1.33,,                              1.32,                              1.32,               -467966,               -120927,,,,
1216,2012年01月01日至2012年03月31日,,             97868761,,             68066114,             29802647,             29802647,,,             20067964,,              4686340,,                188669,             24942973,              4859674,,,                956705,,               -183905,,                504870,,                454315,                722245,              5581919,,              1016905,              4565014,              4565014,,,,,,,,                263522,              4828536,,              3106824,              1458190,,              3315541,              1512995,,                              0.64,                              0.64,,                              0.63,                              0.63,               -992884,              1256406,,,,
