證券代號,年季,　 營業收入,　　 租賃收入,　　　 租賃收入合計,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入,　　　　 營建收入退回及折讓,　　　　 營建收入（營建業適用）淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 租賃成本,　　　 租賃成本合計,　　 營建工程成本,　　　 營建成本,　　　 營建工程成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 停業單位損益,　　 停業單位損益合計,　　 投資收入（投資公司適用）,　　　 投資收入,　　　　 採用權益法之關聯企業及合資利益之份額,　　　　 投資收入合計,　　　 投資收入（投資公司適用）合計,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）
3703,2014年01月01日至2014年06月30日,,,                133890,,,             11520224,,             11520224,             11520224,,                114478,             11768592,,,                 52955,,             10092180,             10092180,                 12039,             10157174,              1611418,              1611418,,,                180681,,                483866,                664547,                946871,,,                110399,,                   -892,,                134377,,                 30414,                  5544,                952415,,                169874,                782541,                782541,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 54880,               -722274,                     31,,                  8022,               -659341,               -659341,                123200,,                775593,                  6948,,                116107,                  7093,,                              0.88,,,,,,,,,,,,,,,,,,,,,
3703,2014年01月01日至2014年03月31日,,,                 65735,,,              4122644,                              0,              4122644,              4122644,,                 57538,              4245917,,,                 20903,,              3881145,              3881145,                  6148,              3908196,                337721,                337721,,,                 27957,,                239657,                267614,                 70107,,,                  9303,,                 -2202,,                 69369,,                -96622,               -158890,                -88783,,                  8241,                -97024,                -97024,,,,,,,,,,,,,,,,,,,,               -383294,               -480318,,               -101888,                  4864,,               -485307,                  4989,,                             -0.12,,,,                152525,               -537023,                  1204,,                              0,                              0,                              0,,                              0,,,,,,,,,
3703,2013年第3季,,,                 67072,,,              4198484,                              0,              4198484,              4198484,,                 58286,              4323842,,,                 22579,,              3837107,              3837107,                  4674,              3864360,                459482,                459482,,,                 13098,,                173077,                186175,                273307,,,                 16533,,                   -199,,                 85955,,                125212,                 55591,                328898,,                 14990,                313908,                313908,,,,,,,,,,,,,,,,,,,,                247696,                561604,,                300145,                 13763,,                557359,                  4245,,                              0.34,,                              0.34,,               -121423,                371109,                 -1990,,,,,,,,,,,,,,,
3703,2013年第2季,,,                 68297,,,              3820046,                              0,              3820046,              3820046,,                 56921,              3945264,,,                 33477,,              3771179,              3771179,                 35088,              3839744,                105520,                105520,,,                  9842,,                208920,                218762,               -113242,,,                111745,,                -13423,,                 85198,,                121915,                135039,                 21797,,                 84961,                -63164,                -63164,,,,,,,,,,,,,,,,,,,,               -656256,               -719420,,                -65080,                  1916,,               -730249,                 10829,,                             -0.08,,                             -0.08,,               -191205,               -466666,                  1615,,,,,,,,,,,,,,,
3703,2013年度,,,                268268,,,             17495862,                    300,             17495562,             17495562,,                184414,             17948244,,,                112974,,             15871187,             15871187,                 50347,             16034508,              1913736,              1913736,,,                175203,,                849362,              1024565,                889171,,,                167994,,                -13261,,                327494,,                408578,                235817,              1124988,,                186379,                938609,                938609,,,,,,,,,,,,,,,,,,,,                379473,              1318082,,                920401,                 18208,,              1300336,                 17746,,                              1.04,,                              1.04,                408578,               -114713,                478457,                    457,                 18400,                  3128,,,,,,,,,,,,,
3703,2013年07月01日至2013年09月30日,,,                 67072,,,              4198484,                              0,              4198484,              4198484,,                 58286,              4329179,,,                 22579,,              3837107,              3837107,                  4674,              3864360,                464819,                464819,,,                 13098,,                173077,                186175,                278644,,,                 16533,,                   -199,,                 85955,,                119875,                 50254,                328898,,                 14990,                313908,                313908,,,,,,,,,,,,,,,,,,,,                247696,                561604,,                300145,                 13763,,                557359,                  4245,,                              0.36,,                              0.36,,               -121423,                371109,                 -1990,,,,,,,,,                  5337,                  5337,                  5337,,,,
3703,2013年04月01日至2013年06月30日,,,                 68297,,,              3820046,                              0,              3820046,              3820046,,                 56921,              3979357,,,                 33477,,              3771179,              3771179,                 35088,              3839744,                139613,                139613,,,                  9842,,                208920,                218762,                -79149,,,                111745,,                -13423,,                 85198,,                 87822,                100946,                 21797,,                 84961,                -63164,                -63164,,,,,,,,,,,,,,,,,,,,               -656256,               -719420,,                -65080,                  1916,,               -730249,                 10829,,                             -0.08,,                             -0.08,,               -191205,               -466666,                  1615,,,,,,,,,                 34093,                 34093,                 34093,,,,
3703,2013年01月01日至2013年12月31日,,,                268268,,,             17495862,                    300,             17495562,             17495562,,                184414,             17982464,,,                112974,,             15871187,             15871187,                 50347,             16034508,              1947956,              1947956,,,                175203,,                849362,              1024565,                923391,,,                167994,,                -13261,,                327494,,                374358,                201597,              1124988,,                186379,                938609,                938609,,,,,,,,,,,,,,,,,,,,                379473,              1318082,,                920401,                 18208,,              1300336,                 17746,,                              1.09,,                              1.09,                374358,               -114713,                478457,                    457,                 18400,                  3128,,,,,,,                 34220,                 34220,                 34220,,,,
3703,2013年01月01日至2013年09月30日,,,                200253,,,             11076693,                    300,             11076393,             11076393,,                172875,             11449521,,,                 78013,,             10458981,             10458981,                 45587,             10582581,                866940,                866940,,,                 27579,,                613494,                641073,                225867,,,                123207,,                -12720,,                249624,,                261206,                122069,                347936,,                103994,                243942,                243942,,,,,,,,,,,,,,,,,,,,                272533,                516475,,                227867,                 16075,,                500916,                 15559,,                              0.26,,                              0.26,,               -172163,                443809,                    887,,,,,,,,,,,,,,,
3703,2013年01月01日至2013年06月30日,,,                133181,,,              6878209,                    300,              6877909,              6877909,,                114589,              7125679,,,                 55434,,              6659560,              6659560,                 40913,              6755907,                369772,                369772,,,                 14481,,                440417,                454898,                -85126,,,                144360,,                -12521,,                163669,,                135994,                104164,                 19038,,                 89004,                -69966,                -69966,,,,,,,,,,,,,,,,,,,,                 24837,                -45129,,                -72278,                  2312,,                -56443,                 11314,,                             -0.09,,                             -0.09,,                -50740,                 72700,                  2877,,,,,,,,,,,,,,,
3703,2013年01月01日至2013年03月31日,,,                 64884,,,              3058163,                    300,              3057863,              3057863,,                 57668,              3180415,,,                 21957,,              2888381,              2888381,                  5825,              2916163,                264252,                264252,,,                  4639,,                231497,                236136,                 28116,,,                 32615,,                    902,,                 78471,,                 14079,                -30875,                 -2759,,                  4043,                 -6802,                 -6802,,,,,,,,,,,,,,,,,,,,                681093,                674291,,                 -7198,                    396,,                673806,                    485,,                             -0.01,,,,                140465,                539366,                  1262,,                              0,                              0,                              0,,                              0,,,,,,,,,
3703,2012年07月01日至2012年09月30日,,,                 72939,,,              4600863,                              0,              4600863,              4600863,,                 43778,              4809955,,,                 27849,,              4234116,              4234116,                 21921,              4283886,                526069,                526069,,,                  2258,,                388361,                390619,                135450,,,                 24518,,                -30734,,                 74831,,                              0,                -81047,                 54403,,                 40412,                 13991,                 13991,,,,,,,,,,,,,,,,,,,,                 63444,                 77435,,                -11884,                 25875,,                 85481,                 -8046,,                             -0.01,,                             -0.01,,                 22520,                 50563,                 -9639,,,,,,,,,                 92375,                 92375,                 92375,,,,
3703,2012年04月01日至2012年06月30日,,,                 79765,,,              6751827,                      2,              6751825,              6751825,,                 39910,              7031297,,,                 36757,,              5571069,              5571069,                 33014,              5640840,              1390457,              1390457,,,                 57107,,                344240,                401347,                989110,,,                131623,,                -32377,,                 57949,,                              0,                 41297,              1030407,,                243336,                787071,                787071,,,,,,,,,,,,,,,,,,,,               -780077,                  6994,,                681754,                105317,,               -115932,                122926,,                              0.81,,                              0.81,,               -142799,               -637292,                     14,,,,,,,,,                159797,                159797,                159797,,,,
3703,2012年01月01日至2012年12月31日,,,                295578,,,             25601054,                  1171,             25599883,             25599883,,                175674,             26730729,,,                115924,,             22251233,             22251233,                 25557,             22392714,              4338015,              4338015,,,                165249,,              1644744,              1809993,              2528022,,,                231505,,                 11752,,                273720,,                              0,                -30463,              2497559,,                430819,              2066740,              2066740,,,,,,,,,,,,,,,,,,,,               -102405,              1964335,,              1826324,                240416,,              1720149,                244186,,                              2.17,,                              2.17,                              0,               -264421,                192917,                 -2569,                -34135,                 -5803,,,,,,,                659594,                659594,                659594,,,,
3703,2012年01月01日至2012年09月30日,,,                226242,,,             18999690,                  1171,             18998519,             18998519,,                124400,             19743440,,,                 86621,,             16185263,             16185263,                 60589,             16332473,              3410967,              3410967,,,                132077,,              1103483,              1235560,              2175407,,,                178307,,                -48212,,                190877,,                              0,                -60782,              2114625,,                325485,              1789140,              1789140,,,,,,,,,,,,,,,,,,,,                -98050,              1691090,,              1633236,                155904,,              1606705,                 84385,,                              1.94,,                              1.94,,               -211153,                123018,                 -9915,,,,,,,,,                394279,                394279,                394279,,,,
3703,2012年01月01日至2012年06月30日,,,                153303,,,             14398827,                  1171,             14397656,             14397656,,                 80622,             14933485,,,                 58772,,             11951147,             11951147,                 38668,             12048587,              2884898,              2884898,,,                129819,,                715122,                844941,              2039957,,,                171012,,                -34701,,                116046,,                              0,                 20265,              2060222,,                285073,              1775149,              1775149,,,,,,,,,,,,,,,,,,,,               -161494,              1613655,,              1645120,                130029,,              1521224,                 92431,,                              1.96,,                              1.95,,               -233673,                 72455,                   -276,,,,,,,,,                301904,                301904,                301904,,,,
3703,2012年01月01日至2012年03月31日,,,                 73538,,,              7647000,                  1169,              7645831,              7645831,,                 40712,              7902188,,,                 22015,,              6380078,              6380078,                  5654,              6407747,              1494441,              1494441,,,                 72712,,                370882,                443594,              1050847,,,                 39389,,                 -2324,,                 58097,,                              0,                -21032,              1029815,,                 41737,                988078,                988078,,,,,,,,,,,,,,,,,,,,                618583,              1606661,,                963366,                 24712,,              1637156,                -30495,,                              1.15,,                              1.15,,                -90874,                709747,                   -290,,,                              0,                              0,,                              0,,,                142107,                142107,                142107,                              1.15,                              0.00,                              1.15,                              0.00
