證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 投資支出（投資公司適用）,　　　 投資支出（投資公司適用）合計,　　 租賃成本,　　　 租賃成本合計,　　 勞務成本,　　　 勞務成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 繼續營業單位淨利（淨損）,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 投資收入,　　　　 投資收入合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
2201,2014年01月01日至2014年03月31日,,,             22384713,,                 55040,,              1869749,,                527100,,              1288292,             26124894,,,             19606988,,                 21700,,              1476068,,                311729,                522977,             21939462,              4185432,,                   -723,              4184709,,,              1838051,,              1700708,,                 82997,              3621756,                562953,,,,,,                153465,,                -84381,,                 39696,,                579244,                608632,              1171585,,                222362,                949223,                949223,,,                              0,,                     19,                     19,,                 75772,                101962,                      9,,                162079,                339822,                339841,              1289064,,                797855,                151368,,              1142145,                146919,,                              0.55,                              0.55,,                              0.55,                              0.55,,                 55040,,,,,,
2201,2013年第3季,,,             20240964,,                103370,,              1859435,,                498863,,              1138380,             23841012,,,             17701943,,                              0,,              1512604,,                306683,                559913,             20081143,              3759869,,                -28716,              3731153,,,              2273431,,              1757111,,                 84837,              4115379,               -384226,,,,,,                125303,,                -34477,,                 13166,,                930049,              1007709,                623483,,                214404,                409079,                409079,,,,,,,,,,,,,,                -82610,                326469,,                651609,               -242530,,                578383,               -251914,,                              0.45,                              0.45,,                              0.45,                              0.45,,,                -61568,                 88132,                   -247,,,               -108927
2201,2013年第2季,,,             17434976,,                 77067,,              1813806,,                458503,,              1369644,             21153996,,,             15424486,,                              0,,              1433382,,                224633,                595613,             17678114,              3475882,,                 -4049,              3471833,,,              1452033,,              1703462,,                 73271,              3228766,                243067,,,,,,                116558,,                -52326,,                 49980,,              1099045,              1113297,              1356364,,                388839,                967525,                967525,,,,,,,,,,,,,,                624315,              1591840,,                905108,                 62417,,              1426558,                165282,,                              0.62,                              0.62,,                              0.62,                              0.62,,,                311318,               -154597,                    -24,,,                467618
2201,2013年度,,,             78132307,,,,              7313983,,              2134719,,              5232905,             92813914,,,             69032346,,,,              5852794,,              1155543,              2443534,             78484217,             14329697,,                  1637,             14331334,,,              7178441,,              7171654,,                355205,             14705300,               -373966,,,,,,                619680,,                 14580,,                132758,,              3179758,              3681260,              3307294,,              1016226,              2291068,              2291068,,,,,,,,,,,,,,              1830145,              4121213,,              2371183,                -80115,,              4001033,                120180,,                              1.62,                              1.62,,                              1.62,                              1.62,,,                528375,                169069,                   -595,                -66803,,              1200099
2201,2013年07月01日至2013年09月30日,,,             20312773,,                103370,,              1859435,,                498863,,              1138380,             23912821,,,             17403179,,                              0,,              1512604,,                306683,                930486,             20152952,              3759869,,                -28716,              3731153,,,              2273431,,              1757111,,                 84837,              4115379,               -384226,,,,,,                125303,,                -34477,,                 13166,,                930049,              1007709,                623483,,                214404,                409079,                409079,,,,,,,,,,,,,,                -82610,                326469,,                651609,               -242530,,                578383,               -251914,,                              0.45,                              0.45,,                              0.45,                              0.45,,,                -61568,                 88132,                   -247,,,               -108927
2201,2013年04月01日至2013年06月30日,,,             17493199,,                 77067,,              1813806,,                458503,,              1369644,             21212219,,,             15169153,,                              0,,              1433382,,                224633,                946164,             17773332,              3438887,,                 -4049,              3434838,,,              1452033,,              1703462,,                 73271,              3228766,                206072,,,,,,                116558,,                -52326,,                 12985,,              1099045,              1150292,              1356364,,                388839,                967525,                967525,,,,,,,,,,,,,,                624315,              1591840,,                905108,                 62417,,              1426558,                165282,,                              0.62,                              0.62,,                              0.62,                              0.62,,,                311318,               -154597,                    -24,,,                467618
2201,2013年01月01日至2013年12月31日,,,             78535844,,,,              7313983,,              2134719,,              5232905,             93217451,,,             69430611,,,,              5852794,,              1155543,              2443534,             78882482,             14334969,,                  1637,             14336606,,,              7178441,,              7171654,,                355205,             14705300,               -368694,,,,,,                614408,,                 14580,,                132758,,              3179758,              3675988,              3307294,,              1016226,              2291068,              2291068,,,,,,,,,,,,,,              1830145,              4121213,,              2371183,                -80115,,              4001033,                120180,,                              1.62,                              1.62,,                              1.62,                              1.62,,,                528375,                169069,                   -595,                -66803,,              1200099
2201,2013年01月01日至2013年09月30日,,,             54392749,,                187824,,              5466387,,              1433266,,              3639307,             65119533,,,             47168475,,                 17178,,              4391814,,                867146,              1671962,             54116575,             11002958,,                -11037,             10991921,,,              4971582,,              5273577,,                266668,             10511827,                480094,,,,,,                393768,,                 13282,,                106484,,              2726365,              3026931,              3507025,,                811257,              2695768,              2695768,,,,,,,,,,,,,,              1295451,              3991219,,              2660223,                 35545,,              3797470,                193749,,                              1.82,                              1.82,,                              1.82,                              1.82,,,                555520,                 30802,                   -273,,,                709402
2201,2013年01月01日至2013年06月30日,,,             34151785,,                106979,,              3606952,,                934403,,              2500928,             41301047,,,             29466532,,                 39703,,              2879210,,                560463,              1112051,             34057959,              7243088,,                 17679,              7260767,,,              2698151,,              3516466,,                181831,              6396448,                864319,,,,,,                268465,,                 47759,,                 93318,,              1796316,              2019222,              2883541,,                596853,              2286688,              2286688,,,,,,,,,,,,,,              1378061,              3664749,,              2008613,                278075,,              3219086,                445663,,                              1.37,                              1.37,,                              1.37,                              1.37,,,                617088,                -57330,                    -26,,,                818329
2201,2013年01月01日至2013年03月31日,,,             16716809,,                 32037,,              1793146,,                475900,,              1131286,             20149178,,,             14042046,,                 41828,,              1445828,,                335830,                516439,             16381971,              3767207,,                 21728,              3788935,,,              1246118,,              1813004,,                108560,              3167682,                621253,,,,,,                151906,,                100086,,                 43339,,                697271,                905924,              1527177,,                208014,              1319163,              1319163,,,,,,,,,,,,,,                753746,              2072909,,              1103505,                215658,,              1792528,                280381,,                              0.75,                              0.75,,                              0.75,                              0.75,,,                305770,                 97267,                     -1,,,                350710
2201,2012年07月01日至2012年09月30日,,,             16812026,,                 74878,,              1737554,,                437642,,              1288054,             20350154,,,             14283369,,                              0,,              1420592,,                345239,                712988,             16762188,              3587966,,                    325,              3588291,,,              1310675,,              1946973,,                115935,              3373583,                214708,,,,,,                336058,,                 33003,,                 82323,,                499910,                786648,              1001356,,                321846,                679510,                679510,,,,,,,,,,,,,,                 25244,                704754,,                499193,                180317,,                561347,                143407,,                              0.34,                              0.34,,                              0.34,                              0.34,,,               -194038,                 72930,                    205,,,                146147
2201,2012年04月01日至2012年06月30日,,,             15318663,,                  2580,,              1604281,,                446891,,              1329713,             18702128,,,             13046278,,                 15630,,              1393188,,                313706,                629107,             15397909,              3304219,,                 -8106,              3296113,,,              1197897,,              1679432,,                 77942,              2955271,                340842,,,,,,                133439,,               -101041,,                123384,,              1116714,              1025728,              1366570,,                280693,              1085877,              1085877,,,,,,,,,,,,,,               -443628,                642249,,                951159,                134718,,                511545,                130704,,                              0.65,                              0.65,,                              0.65,                              0.65,,,                 98403,               -160980,                 -1145,,,               -379906
2201,2012年01月01日至2012年12月31日,,,             67177175,,,,              6796267,,              1752736,,              4607178,             80333356,,,             57697007,,,,              5594627,,              1343826,              2384487,             67019947,             13313409,,                   -127,             13313282,,,              5075820,,              6824437,,                499291,             12399548,                913734,,,,,,                874722,,                 -6218,,                155170,,              2720566,              3433900,              4347634,,                938607,              3409027,              3409027,,,,,,,,,,,,,,               -623980,              2785047,,              2965991,                443036,,              2517319,                267728,,                              2.03,                              2.03,,                              2.03,                              2.03,,,               -447851,                100436,                    571,                152857,,               -429993
2201,2012年01月01日至2012年09月30日,,,             52579778,,                103263,,              5048815,,              1316752,,              3462167,             62510775,,,             44853437,,                 19243,,              4146635,,                963082,              1818185,             51800582,             10710193,,                 -8347,             10701846,,,              3670997,,              5380681,,                350804,              9402482,              1299364,,,,,,                601512,,                 -8808,,                244596,,              2262359,              2610467,              3909831,,                787760,              3122071,              3122071,,,,,,,,,,,,,,               -728263,              2393808,,              2563596,                558475,,              1908154,                485654,,                              1.75,                              1.75,,                              1.75,                              1.75,,,               -337408,                 47493,                     25,,,               -438373
2201,2012年01月01日至2012年06月30日,,,             35767752,,                 29639,,              3311261,,                879110,,              2174113,             42161875,,,             30570068,,                 20497,,              2726043,,                617843,              1031741,             34966192,              7195683,,                 -8672,              7187011,,,              2360322,,              3433708,,                234869,              6028899,              1158112,,,,,,                265454,,                -41812,,                235729,,              1762449,              1750362,              2908474,,                465914,              2442560,              2442560,,,,,,,,,,,,,,               -753506,              1689054,,              2064402,                378158,,              1346807,                342247,,                              1.41,                              1.41,,                              1.41,                              1.41,,,               -143369,                -25437,                   -180,,,               -584520
2201,2012年01月01日至2012年03月31日,,,             20449089,,                 37166,,              1706980,,                432219,,                844400,             23469854,,,             17523790,,                 14974,,              1332855,,                304137,                402634,             19578390,              3891464,,                   -566,              3890898,,,              1162425,,              1754276,,                156927,              3073628,                817270,,,,,,                132075,,                 59169,,                112345,,                645735,                724634,              1541904,,                185221,              1356683,              1356683,,,,,,,,,,,,,,               -309878,              1046805,,              1113243,                243440,,                835262,                211543,,                              0.76,                              0.76,,                              0.76,                              0.76,,,               -241772,                135994,                    514,,,               -204614
