證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 本期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 當期所得稅費用（利益）,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 利息費用
2383,2014年01月01日至2014年03月31日,,,,              4189595,,,,              3527566,                662029,                662029,,,                225920,,                 86604,,                 48598,                361122,                300907,,,                    738,,                  5272,,                 13667,                 -7657,                293250,,                 43915,                249335,                249335,,,                -22877,                 -3876,                -19001,                -19001,                230334,,                248748,                    587,,                229823,                    511,,                              0.80,,                              0.78,                 43915,,,,,,,,,,,,,,,,,,,
2383,2013年第3季,,,              4506127,              4506127,,,              3778753,              3778753,                727374,                727374,,,                258389,,                 91490,,                 49124,                399003,                328371,,,                    683,,                  6715,,                 13051,                 -5653,                322718,,                 51931,                270787,                270787,,,,,,                -53266,                217521,,                270149,                    638,,                217065,                    456,,                              0.87,,                              0.86,,                -64138,,                -10872,,,,,,,,,,,,,,,,
2383,2013年第2季,,,,              4120156,,,,              3469600,                650556,                650556,,,                219763,,                 83196,,                 55060,                358019,                292537,,,                    897,,                    -47,,                 11194,                -10344,                282193,,                 88119,                194074,                194074,,,,,,                 76778,                270852,,                193469,                    605,,                269978,                    874,,                              0.62,,                              0.62,,                 92448,,                 15670,,,,,,,,,,,,,,,,
2383,2013年度,,,,             16873122,,,,             14327856,              2545266,              2545266,,,                980458,,                340428,,                205102,              1525988,              1019278,,,                  2950,,                 60301,,                 49862,                 13389,              1032667,,                194544,                838123,                838123,,,,,,                245494,              1083617,,                836020,                  2103,,              1080674,                  2943,,                              2.69,,                              2.65,,                289744,                  5859,                 50109,,,,,,,,,,,,,,,,
2383,2013年07月01日至2013年09月30日,,,              4506127,              4506127,,,,              3778753,                727374,                727374,,,                258389,,                 91490,,                 49124,                399003,                328371,,,                  5045,,                  2353,,                 13051,                 -5653,                322718,,                 51931,                270787,                270787,,,,,,                -53266,                217521,,                270149,                    638,,                217065,                    456,,                              0.87,,                              0.86,,                -53266,,,,,                    683,                  4362,                    732,                  4560,                              0,                  2819,                              0,                              0,                    120,,,,,
2383,2013年04月01日至2013年06月30日,,,              4120156,              4120156,,,,              3470864,                649292,                649292,,,                219763,,                 83196,,                 55060,                358019,                291273,,,                  2824,,                   -710,,                 11194,                 -9080,                282193,,                 88119,                194074,                194074,,,,,,                 76778,                270852,,                193469,                    605,,                269978,                    874,,                              0.62,,                              0.62,,                 76778,,,,,                    897,                  1927,                              0,                  6517,                              0,                  6128,                    104,                              0,                    995,,              4162716,                  9233,                 33327,
2383,2013年01月01日至2013年12月31日,,,,             16873122,,,,             14327856,              2545266,              2545266,,,                980458,,                340428,,                205102,              1525988,              1019278,,,                  2950,,                 60301,,                 49862,                 13389,              1032667,,                194544,                838123,                838123,,,,,,                245494,              1083617,,                836020,                  2103,,              1080674,                  2943,,                              2.69,,                              2.65,,                289744,                  5859,                 50109,,,,,,,,,,,,,,,,
2383,2013年01月01日至2013年09月30日,,,             12766790,             12766790,,,             10761556,             10761556,              2005234,              2005234,,,                740596,,                259879,,                153743,              1154218,                851016,,,                  2172,,                 10348,,                 35479,                -22959,                828057,,                174486,                653571,                653571,,,,,,                155275,                808846,,                651982,                  1589,,                806716,                  2130,,                              2.10,,                              2.07,,                186967,,                 31692,,,,,,,,,,,,,,,,
2383,2013年01月01日至2013年06月30日,,,,              8260663,,,,              6982803,              1277860,              1277860,,,                482207,,                168389,,                104619,                755215,                522645,,,                  1489,,                  3633,,                 22428,                -17306,                505339,,                122555,                382784,                382784,,,,,,                208541,                591325,,                381833,                    951,,                589651,                  1674,,                              1.23,,                              1.22,,                251105,,                 42564,,,,,,,,,,,,,,,,
2383,2013年01月01日至2013年03月31日,,,              4140507,              4140507,,,,              3513203,                627304,                627304,,,                262444,,                 85193,,                 49559,                397196,                230108,,,                    592,,                  3680,,                 11234,                 -6962,                223146,,                 34436,                188710,                188710,,,,,,                131763,                320473,,                188364,                    346,,                319673,                    800,,                              0.61,,                              0.60,,                158657,,                 26894,                 34436,,,,,,,,,,,,,,,
2383,2012年07月01日至2012年09月30日,,,              4371373,              4371373,,,,              3565455,                805918,                805918,,,                268271,,                 86263,,                 42243,                396777,                409141,,,                  7206,,                   -946,,                 13322,                 -7062,                402079,,                 53666,                348413,                348413,,,,,,                -35817,                312596,,                347800,                    613,,                312103,                    493,,                              1.16,,                              1.09,,                -35817,,,,,                    569,                  6637,                              0,                              0,                  4044,                              0,                     63,                  4927,                              0,,,,,
2383,2012年04月01日至2012年06月30日,,,              3956744,              3956744,,,,              3360425,                596319,                596319,,,                217555,,                 82807,,                 25114,                325476,                270843,,,                  2460,,                 -6548,,                 11600,                -15688,                255155,,                  4010,                251145,                251145,,,,,,                 14676,                265821,,                250737,                    408,,                265365,                    456,,                              0.84,,                              0.80,,                 14676,,,,,                    986,                  1474,                    529,                              0,                  1593,                  7062,                              0,                  1608,                              0,,              4010713,                 13106,                 40863,
2383,2012年01月01日至2012年12月31日,,,,             15960163,,,,             13294312,              2665851,              2665851,,,                933225,,                342598,,                144412,              1420235,              1245616,,,                  3284,,                 34023,,                 53355,                -16048,              1229568,,                 97118,              1132450,              1132450,,,,,,               -130627,              1001823,,              1130206,                  2244,,                999969,                  1854,,                              3.74,,                              3.52,,               -136952,                -16890,                -23215,,,,,,,,,,,,,,,,
2383,2012年01月01日至2012年09月30日,,,             11869546,             11869546,,,,              9885536,              1984010,              1984010,,,                687934,,                243398,,                 89219,              1020551,                963459,,,                 10930,,                 12545,,                 38964,                -15489,                947970,,                 55014,                892956,                892956,,,,,,               -111284,                781672,,                891221,                  1735,,                780322,                  1350,,                              2.97,,                              2.76,,               -111284,,,,,                  2661,                  8269,                              0,                              0,                 27778,                  4558,                  1120,                  9555,                              0,,,,,
2383,2012年01月01日至2012年06月30日,,,              7498173,              7498173,,,,              6320081,              1178092,              1178092,,,                419663,,                157135,,                 46976,                623774,                554318,,,                  5409,,                 11806,,                 25642,                 -8427,                545891,,                  1348,                544543,                544543,,,,,,                -75467,                469076,,                543421,                  1122,,                468219,                    857,,                              1.81,,                              1.67,,                -75467,,,,,                  2092,                  3317,                              0,                              0,                 23734,                  6243,                  1057,                  4628,                              0,,              7575695,                 18557,                 58965,
2383,2012年01月01日至2012年03月31日,,,              3541429,              3541429,,,,              2959656,                581773,                581773,,,                202108,,                 74328,,                 21862,                298298,                283475,,,                  3768,,                 17535,,                 14042,                  7261,                290736,,                 -2662,                293398,                293398,,,,,,                -90143,                203255,,                292684,                    714,,                202854,                    401,,                              0.98,,                              0.88,,                -90143,,,,,                  1106,                  2662,,                              0,                 21241,                              0,                  1586,                  2120,                              0,,              3564982,                  5451,                 18102,                 14042
