證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
2704,2014年01月01日至2014年03月31日,,                894351,,                518300,                376051,                376051,,,                110215,,                116081,                226296,                149755,,,                  4579,,                    149,,                  6741,,                 -4670,                 -6683,                143072,,                 22799,                120273,                120273,,,                -80056,,                -15797,                 -1835,                -94018,                -94018,                 26255,,                116396,                  3877,,                 22386,                  3869,,                              0.32,,                              0.32,,,,,
2704,2013年第3季,,                772937,,                476755,                296182,                296182,,,                110165,,                128451,                238616,                 57566,,,                 69984,,                 23224,,                  7994,,                  8133,                 93347,                150913,,                  9398,                141515,                141515,,,,,,,,                125069,                266584,,                139983,                  1532,,                265047,                  1537,,                              0.38,,,                117967,,,                 11606,                  4504
2704,2013年第2季,,                742904,,                437921,                304983,                304983,,,                 96775,,                120343,                217118,                 87865,,,                  7321,,                    683,,                 14213,,                 -3818,                -10027,                 77838,,                 27330,                 50508,                 50508,,,,,,,,                107968,                158476,,                 47067,                  3441,,                155012,                  3464,,                              0.13,,,                107187,,,                    184,                   -597
2704,2013年度,,              3214810,,              1913053,              1301757,              1301757,,,                453815,,                476396,                930211,                371546,,,                 93971,,                 24943,,                 49982,,                 -1955,                 66977,                438523,,                 74201,                364322,                364322,,,,,,,,                296459,                660781,,                356106,                  8216,,                652531,                  8250,,                              0.97,,                              0.97,                292036,                  6261,,                  4364,                  6202
2704,2013年07月01日至2013年09月30日,,                772937,,                442417,                330520,                330520,,,                119122,,                153832,                272954,                 57566,,,                 69984,,                 23224,,                  7994,,                  8133,                 93347,                150913,,                  9398,                141515,                141515,,,,,,,,                125069,                266584,,                139983,                  1532,,                265047,                  1537,,                              0.38,,,                117967,,,                 11606,                  4504
2704,2013年04月01日至2013年06月30日,,                742904,,                408953,                333951,                333951,,,                106176,,                139910,                246086,                 87865,,,                  7321,,                    683,,                 14213,,                 -3818,                -10027,                 77838,,                 27330,                 50508,                 50508,,,,,,,,                107968,                158476,,                 47067,                  3441,,                155012,                  3464,,                              0.13,,,                107187,,,                    184,                   -597
2704,2013年01月01日至2013年12月31日,,              3214810,,              1780547,              1434263,              1434263,,,                492921,,                569796,              1062717,                371546,,,                 93971,,                 24943,,                 49982,,                 -1955,                 66977,                438523,,                 74201,                364322,                364322,,,,,,,,                296459,                660781,,                356106,                  8216,,                652531,                  8250,,                              0.97,,                              0.97,                292036,                  6261,,                  4364,                  6202
2704,2013年01月01日至2013年09月30日,,              2340761,,              1389053,                951708,                951708,,,                305051,,                370571,                675622,                276086,,,                 81346,,                 27054,,                 42378,,                  2992,                 69014,                345100,,                 57544,                287556,                287556,,,,,,,,                245416,                532972,,                280520,                  7036,,                525900,                  7072,,                              0.76,,,                254038,,,                 -5460,                  3162
2704,2013年01月01日至2013年06月30日,,              1567824,,                912298,                655526,                655526,,,                194886,,                242120,                437006,                218520,,,                 11362,,                  3830,,                 34384,,                 -5141,                -24333,                194187,,                 48146,                146041,                146041,,,,,,,,                120347,                266388,,                140537,                  5504,,                260853,                  5535,,                              0.38,,,                136071,,,                -17066,                 -1342
2704,2013年01月01日至2013年03月31日,,                824920,,                474377,                350543,                350543,,,                 98111,,                121777,                219888,                130655,,,                  4041,,                  3147,,                 20171,,                 -1323,                -14306,                116349,,                 20816,                 95533,                 95533,,,,,,,,                 12379,                107912,,                 93470,                  2063,,                105841,                  2071,,                              0.26,,                              0.00,                 28884,,,                -17250,                   -745
2704,2012年07月01日至2012年09月30日,,                722125,,                441874,                280251,                280251,,,                118788,,                134043,                252831,                 27420,,,                 92867,,                -11237,,                 20337,,                 13456,                 74749,                102169,,                  8913,                 93256,                 93256,,,,,,,,                 18139,                111395,,                 94919,                 -1663,,                113052,                 -1657,,                              0.26,,,                    537,,,                 18530,                    928
2704,2012年04月01日至2012年06月30日,,                735542,,                393826,                341716,                341716,,,                104069,,                156489,                260558,                 81158,,,                  4705,,                 23948,,                 19510,,                    449,                  9592,                 90750,,                 37323,                 53427,                 53427,,,,,,,,                173411,                226838,,                 53990,                   -563,,                227396,                   -558,,                              0.15,,,                195209,,,                -16691,                  5107
2704,2012年01月01日至2012年12月31日,,              3059144,,              1697686,              1361458,              1361458,,,                455313,,                588753,              1044066,                317392,,,                103969,,                 -9043,,                 79112,,                 12094,                 27908,                345300,,                 80667,                264633,                264633,,,,,,,,                387259,                651892,,                271473,                 -6840,,                658699,                 -6807,,                              0.74,,                              0.74,                360643,                -12099,,                 41244,                  2529
2704,2012年01月01日至2012年09月30日,,              2241538,,              1252517,                989021,                989021,,,                325728,,                431224,                756952,                232069,,,                102841,,                 -7143,,                 58947,,                 13905,                 50656,                282725,,                 68696,                214029,                214029,,,,,,,,                303848,                517877,,                220693,                 -6664,,                524512,                 -6635,,                              0.60,,,                273655,,,                 32694,                  2501
2704,2012年01月01日至2012年06月30日,,              1519413,,                810643,                708770,                708770,,,                206940,,                297181,                504121,                204649,,,                  9974,,                  4094,,                 38610,,                    449,                -24093,                180556,,                 59783,                120773,                120773,,,,,,,,                285709,                406482,,                125774,                 -5001,,                411460,                 -4978,,                              0.34,,,                273118,,,                 14164,                  1573
2704,2012年01月01日至2012年03月31日,,                783871,,                416817,                367054,                367054,,,                102871,,                140692,                243563,                123491,,,                  5269,,                -19854,,                 19100,,                              0,                -33685,                 89806,,                 22460,                 67346,                 67346,,,,,,,,                112298,                179644,,                 71784,                 -4438,,                184064,                 -4420,,                              0.20,,,                 77909,,,                 30855,                 -3534
