證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
1434,2014年01月01日至2014年06月30日,,             25008671,,             22005670,              3003001,              3003001,,,                939052,,                446815,,                 24943,              1410810,              1592191,,,                101139,,                -73554,,                109172,,                 69009,                -12578,              1579613,,                176264,              1403349,              1403349,,,                -69344,               -920922,,                -32733,             -1022999,             -1022999,                380350,,              1284333,                119016,,                247246,                133104,,                              0.83,                             -0.07,                              0.76,,,,
1434,2014年01月01日至2014年03月31日,,             11926770,,             10576897,              1349873,              1349873,,,                429071,,                205507,,                 13191,                647769,                702104,,,                 58100,,                 28168,,                 56254,,                 -1310,                 28704,                730808,,                140294,                590514,                590514,,,,,,,,             -1492651,               -902137,,                540929,                 49585,,               -950668,                 48531,,                              0.32,,                              0.32,                 79896,             -1702758,,                130211
1434,2013年第3季,,             11572619,,             10707156,                865463,                865463,,,                421959,,                194152,,                 12510,                628621,                236842,,,                200730,,                -33307,,                 54269,,                184812,                297966,                534808,,                 95475,                439333,                439333,,,,,,,,                187477,                626810,,                462774,                -23441,,                638036,                -11226,,                              0.26,                              0.02,                              0.28,                -57646,                378632,,               -133509
1434,2013年第2季,,             12674976,,             11285619,              1389357,              1389357,,,                453752,,                210631,,                 10898,                675281,                714076,,,                 59199,,                 40266,,                 55326,,                 79853,                123992,                838068,,                148894,                689174,                689174,,,,,,,,                 20949,                710123,,                676380,                 12794,,                676632,                 33491,,                              0.40,,                              0.40,                 36055,                 -1998,,                -13108
1434,2013年度,,             47461892,,             42892654,              4569238,              4569238,,,              1735661,,                766888,,                 48399,              2550948,              2018290,,,                319315,,                259046,,                215881,,                279162,                641642,              2659932,,                482956,              2176976,              2176976,,,,,,,,               -947539,              1229437,,              2129053,                 47923,,              1181234,                 48203,,                              1.29,                             -0.02,                              1.27,                164919,             -1101495,,                -10963
1434,2013年07月01日至2013年09月30日,,             11572619,,             10707156,                865463,                865463,,,                421959,,                194152,,                 12510,                628621,                236842,,,                200730,,                -33307,,                 54269,,                184812,                297966,                534808,,                 95475,                439333,                439333,,,,,,,,                187477,                626810,,                462774,                -23441,,                638036,                -11226,,                              0.28,,                              0.28,                -57646,                378632,,               -133509
1434,2013年04月01日至2013年06月30日,,             12674976,,             11285619,              1389357,              1389357,,,                453752,,                210631,,                 10898,                675281,                714076,,,                 59199,,                 40266,,                 55326,,                 79853,                123992,                838068,,                148894,                689174,                689174,,,,,,,,                 20949,                710123,,                676380,                 12794,,                676632,                 33491,,                              0.40,,                              0.40,                 36055,                 -1998,,                -13108
1434,2013年01月01日至2013年12月31日,,             47461892,,             42892654,              4569238,              4569238,,,              1735661,,                766888,,                 48399,              2550948,              2018290,,,                319315,,                259046,,                215881,,                279162,                641642,              2659932,,                482956,              2176976,              2176976,,,,,,,,               -947539,              1229437,,              2129053,                 47923,,              1181234,                 48203,,                              1.27,,                              1.27,                164919,             -1101495,,                -10963
1434,2013年01月01日至2013年09月30日,,             35950807,,             32538197,              3412610,              3412610,,,              1288704,,                576386,,                 37041,              1902131,              1510479,,,                308740,,                 78710,,                163975,,                266891,                490366,              2000845,,                346367,              1654478,              1654478,,,,,,,,             -2567929,               -913451,,              1647463,                  7015,,               -941898,                 28447,,                              0.98,                              0.00,                              0.98,                 92375,             -2583266,,                -77038
1434,2013年01月01日至2013年06月30日,,             24378188,,             21831041,              2547147,              2547147,,,                866745,,                382234,,                 24531,              1273510,              1273637,,,                108010,,                112017,,                109706,,                 82079,                192400,              1466037,,                250892,              1215145,              1215145,,,,,,,,             -2755406,             -1540261,,              1184689,                 30456,,             -1579934,                 39673,,                              0.70,,                              0.70,                150021,             -2961898,,                 56471
1434,2013年01月01日至2013年03月31日,,             11703212,,             10545422,              1157790,              1157790,,,                412993,,                171603,,                 13633,                598229,                559561,,,                 48811,,                 71751,,                 54380,,                  2226,                 68408,                627969,,                101998,                525971,                525971,,,,,,,,             -2776355,             -2250384,,                508309,                 17662,,             -2256566,                  6182,,                              0.30,,                              0.30,                113966,             -2959900,,                 69579
1434,2012年07月01日至2012年09月30日,,             12357355,,             11353487,              1003868,              1003868,,,                417153,,                182326,,                 13465,                612944,                390924,,,                922037,,               -103402,,                 55945,,                 94375,                857065,              1247989,,                 59817,              1188172,              1188172,,,,,,,,              2416687,              3604859,,              1167467,                 20705,,              3584492,                 20367,,                              0.69,,                              0.69,                -95177,              2562273,,                -50409
1434,2012年04月01日至2012年06月30日,,             13482130,,             12121348,              1360782,              1360782,,,                437971,,                183907,,                 12644,                634522,                726260,,,                 59344,,                  2604,,                 62663,,                 73298,                 72583,                798843,,                100657,                698186,                698186,,,,,,,,             -4314223,             -3616037,,                648012,                 50174,,             -3640962,                 24925,,                              0.39,,                              0.39,                 38683,             -4374870,,                 21964
1434,2012年01月01日至2012年12月31日,,             50289486,,             45569696,              4719790,              4719790,,,              1695127,,                741714,,                 47108,              2483949,              2235841,,,              1028042,,               -225231,,                243992,,                158961,                717780,              2953621,,                381208,              2572413,              2572413,,,,,,,,             -3184539,               -612126,,              2465000,                107413,,               -699099,                 86973,,                              1.47,,                              1.47,               -159666,             -2933219,,                -91654
1434,2012年01月01日至2012年09月30日,,             38979273,,             35243649,              3735624,              3735624,,,              1289531,,                552727,,                 37815,              1880073,              1855551,,,              1031201,,               -198172,,                188439,,                114380,                758970,              2614521,,                238223,              2376298,              2376298,,,,,,,,             -2389526,                -13228,,              2283529,                 92769,,                -98964,                 85736,,                              1.36,,                              1.36,               -145015,             -2173256,,                -71255
1434,2012年01月01日至2012年06月30日,,             26621918,,             23890162,              2731756,              2731756,,,                872378,,                370401,,                 24350,              1267129,              1464627,,,                109164,,                -94770,,                132494,,                 20005,                -98095,              1366532,,                178406,              1188126,              1188126,,,,,,,,             -4806213,             -3618087,,              1116062,                 72064,,             -3683456,                 65369,,                              0.67,,                              0.67,                -49838,             -4735529,,                -20846
1434,2012年01月01日至2012年03月31日,,             13139788,,             11768814,              1370974,              1370974,,,                434407,,                186494,,                 11706,                632607,                738367,,,                 49820,,                -97374,,                 69831,,                -53293,               -170678,                567689,,                 77749,                489940,                489940,,,,,,,,               -491990,                 -2050,,                468050,                 21890,,                -42494,                 40444,,                              0.28,,                              0.28,                -88521,               -360659,,                -42810
