證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 管理費用,　　　 管理費用合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 其他費用
2618,2013年04月01日至2013年06月30日,,             30295700,,             27140777,              3154923,              3154923,,              2396262,                758661,,,                173801,,               -385436,,                444912,,                 24596,               -631951,                126710,,                192383,                -65673,                -65673,,,,,,,,,,               -296246,               -361919,,               -178700,                113027,,               -495001,                133082,,                             -0.06,,,,,                  6277,               -233698,                -82715,,,,                -13890,
2618,2013年01月01日至2013年12月31日,,            124164451,,            111196719,             12967732,             12967732,,              9497413,              3470319,,,                392009,,               -504219,,              1602331,,                 84560,             -1629981,              1840338,,                560613,              1279725,              1279725,,,,,,,,,,               -279340,              1000385,,                747450,                532275,,                470111,                530274,,                              0.23,,                              0.23,,,                 33420,                 40838,                 12737,               -440282,,                  1485,                -72462,
2618,2013年01月01日至2013年09月30日,,             92620566,,             82634854,              9985712,              9985712,,              7019542,              2966170,,,                298045,,               -612231,,              1244270,,                 71447,             -1487009,              1479161,,                388652,              1090509,              1090509,,,,,,,,,,                 -7640,              1082869,,                675087,                415422,,                670441,                412428,,                              0.21,,                              0.21,,              7019542,                 20419,                -29329,                    963,,,                              0,                   -307,
2618,2013年01月01日至2013年06月30日,,             59375835,,             54074324,              5301511,              5301511,,              4596647,                704864,,,                233487,,               -708822,,                840301,,                 47526,             -1268110,               -563246,,                278322,               -841568,               -841568,,,,,,,,,,               -198212,             -1039780,,             -1095715,                254147,,             -1299289,                259509,,                             -0.34,,                             -0.34,,              4596647,                 63239,               -188072,                -89577,,,                              0,                -16198,
2618,2013年01月01日至2013年03月31日,,             29080135,,             26933547,              2146588,              2146588,,              2200385,                -53797,,,                 59686,,               -323386,,                395389,,                 22930,               -636159,               -689956,,                 85939,               -775895,               -775895,,,,,,,,,,                 98034,               -677861,,               -917015,                141120,,               -804288,                126427,,                             -0.28,,                             -0.28,,              2200385,                 56962,                 45626,                 -6862,,,                              0,                 -2308,                              0
2618,2012年07月01日至2012年09月30日,,             31787371,,             27599685,              4187686,              4187686,,              2091920,              2095766,,,                163507,,                152978,,                459129,,                 23425,               -119219,              1976547,,                173586,              1802961,              1802961,,,,,,,,,,               -332340,              1470621,,              1656148,                146813,,              1325079,                145542,,                              0.51,,,,,                -38623,               -554610,                315036,,,,                 54143,
2618,2012年04月01日至2012年06月30日,,             29762217,,             27103338,              2658879,              2658879,,              2056186,                602693,,,                 42414,,               -196069,,                470211,,                 22566,               -601300,                  1393,,                100342,                -98949,                -98949,,,,,,,,,,               -398797,               -497746,,               -245327,                146378,,               -643499,                145753,,                             -0.07,,,,,                 18271,               -159600,               -310104,,,,                -52636,
2618,2012年01月01日至2012年12月31日,,            120158467,,            109255507,             10902960,             10902960,,              8493810,              2409150,,,                342055,,                646530,,              1784338,,                 81770,               -713983,              1695167,,                499480,              1195687,              1195687,,,,,,,,,,             -1541101,               -345414,,                655200,                540487,,               -826131,                480717,,                              0.20,,                              0.20,,,                -80195,               -925803,                -56600,               -584771,,                   -699,               -106967,
2618,2012年01月01日至2012年09月30日,,             90494185,,             82163239,              8330946,              8330946,,              6172758,              2158188,,,                256467,,                366678,,              1384101,,                 64959,               -695997,              1462191,,                354164,              1108027,              1108027,,,,,,,,,,             -1235661,               -127634,,                696321,                411706,,               -535600,                407966,,                              0.21,,,,,                -70959,             -1216628,                 63969,,,,                 12043,
2618,2012年01月01日至2012年06月30日,,             58706814,,             54563554,              4143260,              4143260,,              4080838,                 62422,,,                 92960,,                213700,,                924972,,                 41534,               -576778,               -514356,,                180578,               -694934,               -694934,,,,,,,,,,               -903321,             -1598255,,               -959827,                264893,,             -1860679,                262424,,                             -0.29,,,,,                -32336,               -662018,               -251067,,,,                -42100,
2618,2012年01月01日至2012年03月31日,,             28944597,,             27460216,              1484381,              1484381,,              2024652,               -540271,,,                 50546,,                409769,,                454761,,                 18968,                 24522,               -515749,,                 80236,               -595985,               -595985,,,,,,,,,,               -504524,             -1100509,,               -714500,                118515,,             -1217180,                116671,,                             -0.22,,,,,                -50607,               -502418,                 59037,,,,                 10536,
