證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 勞務收入,　　　 維修收入,　　　　 維修收入,　　　　 維修收入淨額,　　　 勞務收入合計,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 維修成本,　　　 勞務成本合計,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 利息費用,　　 當期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　　 按攤銷後成本衡量之金融資產利息收入,　　　 股利收入,　　　 處分投資性不動產利益,　　 其他綜合損益,　　　　 無活絡市場債券投資利息收入
4526,2014年01月01日至2014年03月31日,,              1833423,,              1378759,                454664,                454664,,,                132124,,                155198,,                 47259,                334581,                120083,,,                 46221,,                 65336,,                 13464,,                              0,                 98093,                218176,,                 51491,                166685,                166685,,,                  4017,                  2035,                    683,                  5369,                  5369,                172054,,                140744,                 25941,,                145842,                 26212,,                              0.61,,                              0.61,,                              0.61,,                              0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年第3季,,              1991670,,              1494757,                496913,                496913,,,                128489,,                180104,,                 57595,                366188,                130725,,,                 24714,,                -19634,,                 11772,,,                 -6692,                124033,,                 20806,                103227,                103227,,,,,,,                 -9474,                 93753,,                 75621,                 27606,,                 65770,                 27983,,                              0.33,,                              0.33,,                              0.33,,                              0.33,                -14828,                  2833,,                 -2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年第2季,,              2095779,,              1584570,                511209,                511209,,,                139654,,                165940,,                 50030,                355624,                155585,,,                 13013,,                 22096,,                 11582,,,                 23527,                179112,,                 33645,                145467,                145467,,,,,,,                 30394,                175861,,                126909,                 18558,,                153736,                 22125,,                              0.54,,                              0.54,,                              0.54,,                              0.54,                 23711,                 10917,,                  4234,,              1999022,,,                 96757,                 96757,                 96757,,              1518427,              1518427,,                 66143,                 66143,,                  2517,                  2708,                  5225,                    986,                  6802,                              0,                              0,                 29660,                    315,                  1704,                    432,                  1034,                              0,                  4709,                 11582,                 32321,                  1324,,,,,,,,,,
4526,2013年度,,              7606700,,              5827347,              1779353,              1779353,,,                660648,,                522158,,                225113,              1407919,                371434,,,                 74934,,                 79589,,                 49379,,                              0,                105144,                476578,,                106402,                370176,                370176,,,,,,,                 92747,                462923,,                284428,                 85748,,                377110,                 85813,,                              1.23,,                              1.23,,                              1.23,,                              1.23,                 64841,                 42197,                 -3268,                 11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年07月01日至2013年09月30日,,              1991670,,              1494757,                496913,                496913,,,                128489,,                180104,,                 57595,                366188,                130725,,,                 24714,,                -19634,,                 11772,,,                 -6692,                124033,,                 20806,                103227,                103227,,,,,,,                 -9474,                 93753,,                 75621,                 27606,,                 65770,                 27983,,                              0.33,,                              0.33,,                              0.33,,                              0.33,                -14828,                  2833,,                 -2521,,              1871756,,,                119914,                119914,                119914,,              1415519,              1415519,,                 79238,                 79238,,                    852,                  1998,                  2862,                  5530,                 15874,,                              0,                              0,                              0,                  2082,                  1176,                    281,                 22981,                  5214,                 11772,                 31736,                -10930,,              1885071,              1885071,                  5493,                  7822,                     12,                    448,                 12100,                              0,
4526,2013年04月01日至2013年06月30日,,              2095779,,              1584570,                511209,                511209,,,                139654,,                165940,,                 50030,                355624,                155585,,,                 13013,,                 22096,,                 11582,,,                 23527,                179112,,                 33645,                145467,                145467,,,,,,,                 30394,                175861,,                126909,                 18558,,                153736,                 22125,,                              0.56,,                              0.56,,                              0.56,,                              0.56,                 23711,                 10917,,                  4234,,              1999022,,,                 96757,                 96757,                 96757,,              1518427,              1518427,,                 66143,                 66143,,                    295,                  4920,                  5225,                    986,                  6802,,                              0,                 29660,                              0,                  1704,                    432,                  1034,                              0,                  4394,                 11582,                 32321,                  1324,,              2014271,              2014271,                  2087,                 13162,                              0,,                              0,,                     10
4526,2013年01月01日至2013年12月31日,,              7606700,,              5827347,              1779353,              1779353,,,                660648,,                531884,,                225113,              1417645,                361708,,,                 74934,,                 89315,,                 49379,,,                114870,                476578,,                106402,                370176,                370176,,,,,,,                 92747,                462923,,                284428,                 85748,,                377110,                 85813,,                              1.23,,                              1.23,,                              1.23,,                              1.23,                 64841,                 42197,                 -3268,                 11023,,              7175738,,,                430962,                430962,                430962,,              5538722,              5538722,,                288625,                288625,,,,,,,,,,,,,,,,,                106402,,,              7228437,              7228437,                 21914,                 30785,,,,,
4526,2013年01月01日至2013年09月30日,,              5540279,,              4212074,              1328205,              1328205,,,                407684,,                470672,,                154399,              1032755,                295450,,,                 53064,,                 50129,,                 35143,,,                 68050,                363500,,                 76359,                287141,                287141,,,,,,,                 69796,                356937,,                229334,                 57807,,                293993,                 62944,,                              0.99,,                              0.99,,                              0.99,,                              0.99,                 56749,                 22694,,                  9647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年01月01日至2013年06月30日,,              3548609,,              2717317,                831292,                831292,,,                279195,,                290568,,                 96804,                666567,                164725,,,                 28350,,                 69763,,                 23371,,,                 74742,                239467,,                 55553,                183914,                183914,,,,,,,                 79270,                263184,,                153713,                 30201,,                228223,                 34961,,                              0.66,,                              0.66,,                              0.66,,                              0.66,                 71577,                 19861,,                 12168,,              3357614,,,                190995,                190995,                190995,,              2583896,              2583896,,                133421,                133421,,                  4738,                  4865,                  9603,                  2773,                 15974,                              0,                              0,                 76536,                    398,                  2657,                    450,                    374,                              0,                  3690,                 23371,                 49211,                  6342,,,,,,,,,,
4526,2013年01月01日至2013年03月31日,,              1452830,,              1132747,                320083,                320083,,,                139541,,                124628,,                 46774,                310943,                  9140,,,                 15337,,                 47667,,                 11789,,,                 51215,                 60355,,                 21908,                 38447,                 38447,,,,,,,                 48876,                 87323,,                 26804,                 11643,,                 74487,                 12836,,                              0.12,,                              0.12,,                              0.12,,                              0.12,                 47866,                  8944,,                  7934,,              1358592,,,                 94238,                 94238,                 94238,,              1065469,              1065469,,                 67278,                 67278,,                  2221,                  2157,                  4378,                  1787,                  9172,                              0,                    660,                 46876,                  5107,                    953,                     18,,,                  4005,                 11789,                 16890,                  5018,,              1367128,              1367128,                  4719,                  3817,,,,,
4526,2012年07月01日至2012年09月30日,,              1881733,,              1430903,                450830,                450830,,,                114791,,                118020,,                 75761,                308572,                142258,,,                  4371,,                -34933,,                 10966,,,                -41528,                100730,,                 15033,                 85697,                 85697,,,,,,,                 -9569,                 76128,,                 67906,                 17791,,                 58520,                 17608,,                              0.29,,                              0.29,,                              0.29,,                              0.29,                 -7773,                 -3078,,                 -1290,,              1786993,,,                 94740,                 94740,                 94740,,              1353954,              1353954,,                 76949,                 76949,,                    521,                  2507,                  3099,                    659,                   -174,,                    804,                              0,                  1644,                  3183,                    272,                              0,                 33317,                    609,                 10966,                 28099,                -13066,,              1780339,              1780339,                  1519,                 -8173,                     71,                    787,                              0,                     -8,
4526,2012年04月01日至2012年06月30日,,              1770846,,              1373492,                397354,                397354,,,                114663,,                137356,,                 39299,                291318,                106036,,,                 34504,,                 24858,,                 10883,,,                 48479,                154515,,                 84721,                 69794,                 69794,,,,,,,                 -8962,                 60832,,                 47281,                 22513,,                 38226,                 22606,,                              0.21,,                              0.21,,                              0.21,,                              0.21,                  2899,                -11384,,                    477,,              1696872,,,                 73974,                 73974,                 73974,,              1330584,              1330584,,                 42908,                 42908,,                    678,                  1175,                  1888,                    710,                 31906,,                     86,                 25388,                    785,                    288,                  1113,                              0,                              0,                              0,                 10883,                 86739,                 -2018,,              1711532,              1711532,                  6688,                  7972,                              0,,                              0,,                     35
4526,2012年01月01日至2012年12月31日,,              7226461,,              5495831,              1730630,              1730630,,,                511655,,                547602,,                207191,              1266448,                464182,,,                 74157,,                -94893,,                 45006,,,                -65742,                398440,,                 80619,                317821,                317821,,,,,,,                -51904,                265917,,                230582,                 87239,,                179921,                 85996,,                              1.00,,                              1.00,,                              0.99,,                              0.99,                -48271,                 -5170,                 -6493,                 -8030,,              6901797,,,                324664,                324664,                324664,,              5292551,              5292551,,                203280,                203280,,,,,,,,,,,,,,,,,                 80619,,,              6948151,              6948151,                 21861,                 24493,,,,,
4526,2012年01月01日至2012年09月30日,,              5335749,,              4094605,              1241144,              1241144,,,                328995,,                375529,,                148167,                852691,                388453,,,                 52480,,                -55811,,                 34964,,,                -38295,                350158,,                116848,                233310,                233310,,,,,,,                -42261,                191049,,                173463,                 59847,,                132457,                 58592,,                              0.75,,                              0.75,,                              0.75,,                              0.75,                -34904,                -13069,,                 -5720,,              5082598,,,                253151,                253151,                253151,,              3930095,              3930095,,                164510,                164510,,                  1986,                  7996,                 10088,                  1916,                 39689,,                  1432,                              0,                              0,                  3997,                     32,                              0,                 48967,                  4247,                 34964,                140957,                -24109,,              5110680,              5110680,                  8830,                 19252,                    106,                    787,                              0,                     -8,
4526,2012年01月01日至2012年06月30日,,              3454016,,              2663702,                790314,                790314,,,                214204,,                257509,,                 72406,                544119,                246195,,,                 48109,,                -20878,,                 23998,,,                  3233,                249428,,                101815,                147613,                147613,,,,,,,                -32692,                114921,,                105557,                 42056,,                 73937,                 40984,,                              0.47,,                              0.47,,                              0.47,,                              0.47,                -27131,                 -9991,,                 -4430,,              3295605,,,                158411,                158411,                158411,,              2576141,              2576141,,                 87561,                 87561,,                  1465,                  5489,                  6989,                  1257,                 39863,,                    628,                              0,                              0,                    814,                              0,                              0,                 15650,                  5282,                 23998,                112858,                -11043,,              3330341,              3330341,                  7311,                 27425,                              0,,                    240,,                     35
4526,2012年01月01日至2012年03月31日,,              1683170,,              1290210,                392960,                392960,,,                 99541,,                120153,,                 33107,                252801,                140159,,,                 13605,,                -45736,,                 13115,,,                -45246,                 94913,,                 17094,                 77819,                 77819,,,,,,,                -23730,                 54089,,                 58276,                 19543,,                 35711,                 18378,,                              0.26,,                              0.26,,                              0.26,,                              0.26,                -30030,                  1393,,                 -4907,,              1598733,,,                 84437,                 84437,                 84437,,              1245557,              1245557,,                 44653,                 44653,,                  1815,                  3286,                  5101,                    547,                  7957,                  1353,                    542,                              0,                    357,                    526,                              0,,                 41038,                  6424,                 13115,                 26119,                 -9025,,              1618809,              1618809,                    623,                 19453,,,,,
