證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　　 外幣兌換利益,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本合計,　　　 處分不動產、廠房及設備利益
8404,2014年01月01日至2014年03月31日,,                906523,,                620596,                285927,                285927,,,                 77380,,                 48393,,                 34207,                159980,                125947,,,,                  7935,                  2756,                  7387,                 18078,,                              0,                  3053,,,                 -8080,,                  3036,                  3036,                  6962,                132909,,                 40056,                 92853,                 92853,,,,,,                -23968,                -23968,                -23968,                 68885,,                 87136,                  5717,,                 64181,                  4704,,                              0.39,                              0.39,                 -5027,,,,,,,
8404,2013年第3季,,                823416,,                582152,                241264,                241264,,,                 70594,,                 52453,,                 35720,                158767,                 82497,,,,                  9429,                  2697,                  2507,                 14633,,,                  6543,,                  2907,                 -9450,,                  2793,                  2793,                  2390,                 84887,,                 15560,                 69327,                 69327,,,,,,,,                -45250,                 24077,,                 64684,                  4643,,                 22464,                  1613,,,                              0.29,,                -45250,,,                823416,,                582152,
8404,2013年第2季,,                901676,,                613009,                288667,                288667,,,                 66283,,                 48570,,                 39383,                154236,                134431,,,,                  7502,                  2763,                 25317,                 35582,,,                  3540,,                  2224,                 -5764,,                  2277,                  2277,                 27541,                161972,,                 58670,                103302,                103302,,,,,,,,                 66506,                169808,,                 95126,                  8176,,                157508,                 12300,,                              0.43,                              0.43,                              0,                 66506,,,,,,
8404,2013年度,,              3388445,,              2359355,              1029090,              1029090,,,                274562,,                206242,,                136802,                617606,                411484,,,,                 33368,                 11186,                 33234,                 77788,,,                 14680,                  2852,                  8260,                -25792,,                 11411,                 11411,                 40585,                452069,,                136521,                315548,                315548,,,,,,,,                220006,                535554,,                294200,                 21348,,                500639,                 34915,,,                              1.32,,                220050,                    -44,,,,,
8404,2013年07月01日至2013年09月30日,,                823416,,                582152,                241264,                241264,,,                 70594,,                 52453,,                 35720,                158767,                 82497,,,,                  9429,                  2697,                  2506,                 14632,,,                  5762,                    781,                  2907,                 -9449,,                  2793,                  2793,                  2390,                 84887,,                 15560,                 69327,                 69327,,,,,,,,                -45250,                 24077,,                 64684,                  4643,,                 22464,                  1613,,,                              0.29,,                -45250,,,,,,                      1
8404,2013年04月01日至2013年06月30日,,                901676,,                613009,                288667,                288667,,,                 66283,,                 48570,,                 39383,                154236,                134431,,,,                  7502,                  2763,                 25094,                 35359,,,                  3216,                    324,                  2224,                 -5541,,                  2277,                  2277,                 27541,                161972,,                 58670,                103302,                103302,,,,,,,,                 66506,                169808,,                 95126,                  8176,,                157508,                 12300,,                              0.43,                              0.43,,                 66506,,,,,,                    223
8404,2013年01月01日至2013年12月31日,,              3388445,,              2359355,              1029090,              1029090,,,                274562,,                206242,,                136802,                617606,                411484,,,,                 33368,                 11186,                 33234,                 77788,,,                 14680,                  2852,                  8260,                -25792,,                 11411,                 11411,                 40585,                452069,,                136521,                315548,                315548,,,,,,,,                220006,                535554,,                294200,                 21348,,                500639,                 34915,,,                              1.32,,                220050,                    -44,,,,,
8404,2013年01月01日至2013年09月30日,,              2339255,,              1607028,                732227,                732227,,,                196003,,                146415,,                102578,                444996,                287231,,,,                 28598,                  8438,                 29433,                 66469,,,                 14022,,                  7710,                -21732,,                  8348,                  8348,                 36389,                323620,,                 92982,                230638,                230638,,,,,,,,                143910,                374548,,                214930,                 15708,,                350061,                 24487,,,                              0.96,,                143910,,,              2339255,,              1607028,
8404,2013年01月01日至2013年06月30日,,              1515839,,              1024876,                490963,                490963,,,                125409,,                 93962,,                 66858,                286229,                204734,,,,                 19169,                  5741,                 26926,                 51836,,,                  7479,,                  4803,                -12282,,                  5555,                  5555,                 33999,                238733,,                 77422,                161311,                161311,,,,,,,,                189160,                350471,,                150246,                 11065,,                327597,                 22874,,                              0.67,                              0.67,                              0,                189160,,,,,,
8404,2013年01月01日至2013年03月31日,,                614163,,                411867,                202296,                202296,,,                 59126,,                 45392,,                 27475,                131993,                 70303,,,,                 11667,                  2978,                  1609,                 16254,,,                  3939,,                  2579,                 -6518,,                  3278,                  3278,                  6458,                 76761,,                 18752,                 58009,                 58009,,,,,,,,                122654,                180663,,                 55120,                  2889,,                170089,                 10574,,                              0.25,                              0.25,,                122654,,,,,,
8404,2012年07月01日至2012年09月30日,,                725580,,                516054,                209526,                209526,,,                 65590,,                 47360,,                 38683,                151633,                 57893,,,,                 15089,                  3882,                  8798,                 27769,,,                  1820,                 18324,                  1242,                -21386,,                  3562,                  3562,                  2821,                 60714,,                 13517,                 47197,                 47197,,,,,,,,                -31656,                 15541,,                 44245,                  2952,,                 14533,                  1008,,,                              0.19,,                -31656,,,,,,                              0
8404,2012年04月01日至2012年06月30日,,                691613,,                504081,                187532,                187532,,,                 58207,,                 44757,,                 31004,                133968,                 53564,,,,                 12026,                  4055,                  1351,                 17432,,,                  9126,                    388,                  2790,                -12194,,                  4220,                  4220,                  1018,                 54582,,                 10698,                 43884,                 43884,,,,,,,,                 12016,                 55900,,                 40454,                  3430,,                 51716,                  4184,,                              0.18,                              0.18,,                 12016,,,,,,                    110
8404,2012年01月01日至2012年12月31日,,              3060222,,              2195614,                864608,                864608,,,                242159,,                185978,,                140394,                568531,                296077,,,,                 51688,                 15250,                 16229,                 83167,,,                 24202,                 22946,                  7234,                -54382,,                 18086,                 18086,                 10699,                306776,,                 59255,                247521,                247521,,,,,,,,               -143628,                103893,,                233028,                 14493,,                 96545,                  7348,,,                              1.02,,               -118380,                -25248,,,,,
8404,2012年01月01日至2012年09月30日,,              2070592,,              1491462,                579130,                579130,,,                177955,,                133704,,                 96922,                408581,                170549,,,,                 38449,                 11862,                 12243,                 62554,,,                 16582,                 22055,                  4654,                -43090,,                 15128,                 15128,                  4336,                174885,,                 31670,                143215,                143215,,,,,,,,               -118156,                 25059,,                134746,                  8469,,                 23644,                  1415,,,                              0.59,,               -118156,,,,,,                    201
8404,2012年01月01日至2012年06月30日,,              1345012,,                975408,                369604,                369604,,,                112365,,                 86344,,                 58239,                256948,                112656,,,,                 23360,                  7980,                  3445,                 34785,,,                 14762,                  3731,                  3412,                -21704,,                 11566,                 11566,                  1515,                114171,,                 18153,                 96018,                 96018,,,,,,,,                -86500,                  9518,,                 90501,                  5517,,                  9111,                    407,,                              0.39,                              0.39,,                -86500,,,,,,                    201
8404,2012年01月01日至2012年03月31日,,                653399,,                471327,                182072,                182072,,,                 54158,,                 41587,,                 27235,                122980,                 59092,,,,                 11334,                  3925,                  2094,                 17353,,,                  5636,                  3343,                    622,                 -9510,,                  7346,                  7346,                    497,                 59589,,                  7455,                 52134,                 52134,,,,,,,,                -98516,                -46382,,                 50047,                  2087,,                -42605,                 -3777,,                              0.22,                              0.22,,                -98516,,,,,,                     91
