證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 銷貨收入,　　　 銷貨成本,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益,　　 與其他綜合損益組成部分相關之所得稅
6504,2014年01月01日至2014年03月31日,,,,              1264923,                  1427,                  3462,              1260034,              1260034,,,              1003717,              1003717,                256317,                256317,,,                 50138,,                 44776,,                  3310,                 98224,                158093,,,                  5817,,                  7954,                 -2137,                155956,,                 58871,                 97085,                 97085,,,                 -1338,                 -1338,                 -1338,                 95747,,                 97085,                              0,,                 95747,,                              1.34,,                              1.33,,,,,,,
6504,2013年第3季,,,,              1117822,                  9497,                  2606,              1105719,              1105719,,,                889038,                889038,                216681,                216681,,,                 53176,,                 39530,,                  1262,                 93968,                122713,,,                 -5517,,                  7780,                -13297,                109416,,                -14226,                123642,                123642,,,,,                -10383,                113259,,                123642,,,                113259,,                              1.77,,                              1.76,              1117822,                889038,                -14226,                -15838,,,                 -5455
6504,2013年第2季,,,,              1195837,                  2350,                  5011,              1188476,              1188476,,,                934913,                934913,                253563,                253563,,,                 55326,,                 61667,,                  5475,                122468,                131095,,,                  1659,,                  9319,                 -7660,                123435,,                 46372,                 77063,                 77063,,,,,                 21361,                 98424,,                 77063,,,                 98424,,                              1.10,,                              1.10,              1195837,                934913,                 46372,                 25736,,,                  4375
6504,2013年度,,,,              4598740,                 14223,                 16303,              4568214,              4568214,,,              3664921,              3664921,                903293,                903293,,,                197097,,                173807,,                 25856,                396760,                506533,,,                  7192,,                 31485,                -24293,                482240,,                105453,                376787,                376787,,,,,                 77459,                454246,,                376787,,,                454246,,                              5.39,,                              5.34,              4598740,              3664921,                105453,                 84672,                 -1934,                 -5279,                              0
6504,2013年07月01日至2013年09月30日,,,,              1117822,                  9497,                  2606,              1105719,              1105719,,,,                889038,                216681,                216681,,,                 53176,,                 39530,,                  1262,                 93968,                122713,,,                 -5517,,                  7780,                -13297,                109416,,                -14226,                123642,                123642,,,,,                -10383,                113259,,                123642,                              0,,                113259,,                              1.77,,                              1.66,,,,                -15838,,                  5455,
6504,2013年04月01日至2013年06月30日,,,,              1195837,                  2350,                  5011,              1188476,              1188476,,,,                934913,                253563,                253563,,,                 55326,,                 61667,,                  5475,                122468,                131095,,,                  1659,,                  9319,                 -7660,                123435,,                 46372,                 77063,                 77063,,,,,                 21361,                 98424,,                 77063,                              0,,                 98424,,                              1.10,,                              1.10,,,,                 25736,,                 -4375,
6504,2013年01月01日至2013年12月31日,,,,              4598740,                 14223,                 16303,              4568214,              4568214,,,              3664921,              3664921,                903293,                903293,,,                197097,,                173807,,                 25856,                396760,                506533,,,                  7192,,                 31485,                -24293,                482240,,                105453,                376787,                376787,,,,,                 77459,                454246,,                376787,                              0,,                454246,,                              5.39,,                              5.34,,,,                 84672,                 -1934,                 -5279,
6504,2013年01月01日至2013年09月30日,,,,              3290539,                 12538,                 11916,              3266085,              3266085,,,              2607407,              2607407,                658678,                658678,,,                147358,,                145934,,                 12038,                305330,                353348,,,                  2906,,                 27329,                -24423,                328925,,                 65123,                263802,                263802,,,,,                 43578,                307380,,                263802,,,                307380,,                              3.77,,                              3.75,              3290539,              2607407,                 65123,                 49175,,,                  5597
6504,2013年01月01日至2013年06月30日,,,,              2172717,                  3041,                  9310,              2160366,              2160366,,,              1718369,              1718369,                441997,                441997,,,                 94182,,                106404,,                 10776,                211362,                230635,,,                  8423,,                 19549,                -11126,                219509,,                 79349,                140160,                140160,,,,,                 53961,                194121,,                140160,,,                194121,,                              2.01,,                              2.00,              2172717,              1718369,                 79349,                 65013,,,                 11052
6504,2013年01月01日至2013年03月31日,,,,                976880,                    691,                  4299,                971890,                971890,,,                783456,                783456,                188434,                188434,,,                 38856,,                 44737,,                  5301,                 88894,                 99540,,,                  6764,,                 10230,                 -3466,                 96074,,                 32977,                 63097,                 63097,,,,,                 32600,                 95697,,                 63097,                              0,,                 95697,,                              0.98,,                              0.98,,,,                 39277,,                 -6677,
6504,2012年07月01日至2012年09月30日,,,,                894111,                 12257,                    659,                881195,                881195,,,,                704096,                177099,                177099,,,                 39068,,                 40424,,                  5009,                 84501,                 92598,,,                -27606,,                  9666,                -37272,                 55326,,                 14343,                 40983,                 40983,,,,,                -12965,                 28018,,                 40983,                              0,,                 28018,,                              0.67,,                              0.67,,,,                -12965,,                              0,
6504,2012年04月01日至2012年06月30日,,,,                968913,                    474,                  1373,                967066,                967066,,,,                778237,                188829,                188829,,,                 44030,,                 38766,,                  2553,                 85349,                103480,,,                  1280,,                  9121,                 -7841,                 95639,,                 33459,                 62180,                 62180,,,,,                  2897,                 65077,,                 62180,                              0,,                 65077,,                              1.04,,                              1.04,,,,                  2897,,                              0,
6504,2012年01月01日至2012年12月31日,,,,              3721106,                 15083,                  5403,              3700620,              3700620,,,              3020894,              3020894,                679726,                679726,,,                156033,,                164112,,                 18934,                339079,                340647,,,                -28392,,                 39879,                -68271,                272376,,                 74735,                197641,                197641,,,,,                -27521,                170120,,                197641,                              0,,                170120,,                              3.20,,                              3.18,,,,                -32989,                   -169,                  5637,
6504,2012年01月01日至2012年09月30日,,,,              2704910,                 18455,                  3106,              2683349,              2683349,,,,              2190634,                492715,                492715,,,                114712,,                114215,,                 12662,                241589,                251126,,,                -31009,,                 30093,                -61102,                190024,,                 54442,                135582,                135582,,,,,                -32392,                103190,,                135582,                              0,,                103190,,                              2.23,,                              2.22,,,,                -32392,,                              0,
6504,2012年01月01日至2012年06月30日,,,,              1810799,                  6198,                  2447,              1802154,              1802154,,,,              1486538,                315616,                315616,,,                 75644,,                 73791,,                  7653,                157088,                158528,,,                 -3403,,                 20427,                -23830,                134698,,                 40099,                 94599,                 94599,,,,,                -19427,                 75172,,                 94599,                              0,,                 75172,,                              1.58,,                              1.58,,,,                -19427,,                              0,
6504,2012年01月01日至2012年03月31日,,,,                841886,                  5724,                  1074,                835088,                835088,,,,                708301,                126787,                126787,,,                 31614,,                 35025,,                  5100,                 71739,                 55048,,,                 -4683,,                 11306,                -15989,                 39059,,                  6640,                 32419,                 32419,,,,,                -22324,                 10095,,                 32419,                              0,,                 10095,,                              0.54,,                              0.54,,,,                -22324,,                              0,
