證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 處分投資利益,　　　　 金融資產減損損失,　　 國外營運機構財務報表換算之兌換差額,　　 與其他綜合損益組成部分相關之所得稅,　　　 壞帳轉回利益,　　 備供出售金融資產未實現評價損益,　　 研究發展費用,　　　 研究發展費用合計,　　　　 銀行存款利息
8213,2014年01月01日至2014年03月31日,,,,              5617128,                  9074,                149231,              5458823,              5458823,,,              4552624,              4552624,              4552624,                906199,                906199,,,                251341,,                195894,                447235,                458964,,,,                 31778,                 10161,                  9265,                 51204,,                    -56,                              0,                -25171,                  6138,,,,                  1596,                -40745,,                 56686,                 56686,                -46227,                412737,,                 54310,                358427,                358427,,,                -31270,,,                -31270,                -31270,                327157,,                305215,                 53212,,                280927,                 46230,,                              1.13,,                              1.10,                  7784,,,,,,,,,
8213,2013年第3季,,,,              5673562,                  9573,                104806,              5559183,              5559183,,,              4618314,              4618314,              4618314,                940869,                940869,,,                238164,,                219181,                457345,                483524,,,,                 13699,                  8198,                 26944,                 48841,,                -34444,                -13474,                    793,                  1102,,,,                  3318,                -51545,,                 57529,                 57529,                -60233,                423291,,                 71007,                352284,                352284,,,,,,,               -105742,                246542,,                293597,                 58687,,                210458,                 36084,,                              1.16,,                              1.15,,,,               -105742,                              0,                              0,                              0,,,
8213,2013年第2季,,,,              5088379,                  4713,                 80230,              5003436,              5003436,,,,              4168143,              4168143,                835293,                835293,,,                221062,,                267012,                488074,                347219,,,,,,,                 61473,,,,,,,,,,                173554,,,                 56643,                178384,                525603,,                121267,                404336,                404336,,,,,,,                152902,                557238,,                230789,                173547,,                351272,                205966,,                              0.93,,                              0.91,,,,                152902,                              0,,                              0,,,
8213,2013年度,,,,             21343336,                 20019,                386832,             20936485,             20936485,,,,             17368558,             17368558,              3567927,              3567927,,,                894029,,                880595,              1774624,              1793303,,,,                 88608,                 41309,                 64506,                194423,,                116844,                 32615,                              0,                 27084,                              0,                  5855,,                  7781,                108739,,                231950,                231950,                 71212,              1864515,,                333457,              1531058,              1531058,,,,,,,                523770,              2054828,,              1149534,                381524,,              1568890,                485938,,                              4.46,,                              4.34,,                              0,                  7781,                523770,                              0,,,,,
8213,2013年07月01日至2013年09月30日,,,,              5673562,                  9573,                104806,              5559183,              5559183,,,,              4618314,              4618314,                940869,                940869,,,                238164,,                219181,                457345,                483524,,,,                 13699,                  8198,                 26944,                 48841,,                -34444,                -13474,                    793,                  1102,,,,                  3318,                -51545,,                 57529,                 57529,                -60233,                423291,,                 71007,                352284,                352284,,,,,,,               -105742,                246542,,                293597,                 58687,,                210458,                 36084,,                              1.16,,                              1.15,,,                  3318,               -105742,                              0,                              0,,,                              0,
8213,2013年04月01日至2013年06月30日,,,,,,,              5003436,              5003436,,,,              4168143,              4168143,                835293,                835293,,,                221062,,                267012,                488074,                347219,,,,                 15995,                  8718,                 14164,                 61473,,                161551,                 29991,                 -5934,                  8319,,,,                  3735,                173554,,                 56643,                 56643,                178384,                525603,,                121267,                404336,                404336,,,,,,,                152902,                557238,,                230789,                173547,,                351272,                205966,,                              0.93,,                              0.91,,,,                152902,                              0,                 22596,,,                              0,
8213,2013年01月01日至2013年12月31日,,,,             21343336,                 20019,                386832,             20936485,             20936485,,,,             17368558,             17368558,              3567927,              3567927,,,                894029,,                880595,              1774624,              1793303,,,,,,,                194423,,,,,,,,,,                108739,,,                231950,                 71212,              1864515,,                333457,              1531058,              1531058,,,,,,,                523770,              2054828,,              1149534,                381524,,              1568890,                485938,,                              4.46,,                              4.34,,,,                523770,                              0,,,,                              0,
8213,2013年01月01日至2013年09月30日,,,,             15703786,                 14405,                250070,             15439311,             15439311,,,             12821551,             12821551,             12821551,              2617760,              2617760,,,                676078,,                671520,              1347598,              1270162,,,,                 45078,                 24337,                 58404,                139673,,                127544,                 38688,                -20622,                  9689,,,,                  7053,                128868,,                172162,                172162,                 96379,              1366541,,                248918,              1117623,              1117623,,,,,,,                339954,              1457577,,                815023,                302600,,              1088787,                368790,,                              3.22,,                              3.14,,,,                339954,                              0,                 11854,                              0,,,
8213,2013年01月01日至2013年06月30日,,,,             10030224,                  4832,                145264,              9880128,              9880128,,,,              8203237,              8203237,              1676891,              1676891,,,                437914,,                457372,                895286,                781605,,,,,,,                 95865,,,,,,,,,,                180413,,,                114633,                161645,                943250,,                177911,                765339,                765339,,,,,,,                445696,              1211035,,                521426,                243913,,                878329,                332706,,                              2.11,,                              2.05,,,,                445696,                              0,,                              0,,,
8213,2013年01月01日至2013年03月31日,,,,              4941845,                    119,                 65034,              4876692,              4876692,,,,              4035094,              4035094,                841598,                841598,,,                216852,,                196069,                412921,                428677,,,,,,,                 40101,,,,,,,,,,                  6859,,,                 57990,                -11030,                417647,,                 56644,                361003,                361003,,,,,,,                292794,                653797,,                290637,                 70366,,                527057,                126740,,                              1.17,,                              1.15,,,,                292794,                              0,,,,,
8213,2012年07月01日至2012年09月30日,,,,              6064739,                  2751,                133779,              5928209,              5928209,,,,              4695509,              4695509,              1232700,              1232700,,,                284494,,                206689,                492479,                740221,,,,                 20759,                  4045,                  5672,                 30476,,                -41288,                -17526,                  5374,                 14179,,,,                              0,                -67619,,                 58409,                 58409,                -95552,                644669,,                 72809,                571860,                571860,,,,,,,                -91499,                480361,,                472778,                 99082,,                399648,                 80713,,                              2.00,,                              1.97,,,                              0,                -91499,                              0,                              0,,,                  1296,
8213,2012年04月01日至2012年06月30日,,,,,,,              5599792,              5599792,,,,              4604326,              4604326,                995466,                995466,,,                214092,,                185071,                400291,                595175,,,,                 32042,                  5555,                  6742,                 44339,,                 -1256,                 11258,                 -8508,                  2716,,,,                              0,                 -1222,,                 56540,                 56540,                -13423,                581752,,                134135,                447617,                447617,,,,,,,                 34006,                481623,,                356671,                 90946,,                385574,                 96049,,                              1.53,,                              1.51,,,,                 34006,                              0,                              0,,,                  1128,
8213,2012年01月01日至2012年12月31日,,,,             22484063,                  8536,                419222,             22056305,             22056305,,,,             17873055,             17873055,              4183250,              4183250,,,                986000,,                837431,              1828812,              2354438,,,,,,,                133882,,,,,,,,,,                -53316,,,                228332,               -147766,              2206672,,                346774,              1859898,              1859898,,,,,,,               -250131,              1609767,,              1502806,                357092,,              1294268,                315499,,                              6.28,,                              6.12,,,,               -250131,                              0,,,,                  5381,
8213,2012年01月01日至2012年09月30日,,,,             16956914,                  5460,                319314,             16632140,             16632140,,,,             13463211,             13463211,              3168929,              3168929,,,                712163,,                609123,              1325482,              1843447,,,,                 69434,                 15551,                 11472,                 96457,,                -41975,                -16550,                  2545,                 21959,,,,                              0,                -77939,,                170385,                170385,               -151867,              1691580,,                287107,              1404473,              1404473,,,,,,,               -246160,              1158313,,              1136121,                268352,,                931658,                226655,,                              4.80,,                              4.70,,,                              0,               -246160,                              0,                              0,,,                  4196,
8213,2012年01月01日至2012年06月30日,,,,,,,             10703931,             10703931,,,,              8767702,              8767702,              1936229,              1936229,,,                427669,,                402434,                833003,              1103226,,,,                 48675,                 11506,                 15247,                 75428,,                   -687,                    976,                 -2829,                 17227,,,,                              0,                -19767,,                111976,                111976,                -56315,              1046911,,                214298,                832613,                832613,,,,,,,               -154661,                677952,,                663343,                169270,,                532010,                145942,,                              2.85,,                              2.79,,,,               -154661,                              0,                              0,,,                  2900,
8213,2012年01月01日至2012年03月31日,,,,              5191542,                  1915,                 85488,              5104139,              5104139,,,,              4163376,              4163376,                940763,                940763,,,                213577,,                217363,                432712,                508051,,,,                 16633,                  5951,                  8505,                 31089,,                    569,                              0,                  5679,                 14511,,                              0,,,                -18545,,                 55436,                 55436,                -42892,                465159,,                 80163,                384996,                384996,,,,,,,               -188667,                196329,,                306672,                 78324,,                146436,                 49893,,                              1.32,,                              1.29,                 10282,,,               -188667,                              0,,,,                  1772,                 16633
