證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2462,2014年01月01日至2014年03月31日,,                953195,,                825578,                127617,                127617,,,                 40768,,                 52074,,                  6888,                 99730,                 27887,,,                 14127,,                 41010,,                  2777,,                   -509,                 51851,                 79738,,                 12641,                 67097,                 67097,,,                 17506,                   -704,                  2976,                 13826,                 13826,                 80923,,                 67097,,                 80923,,                              0.71,                              0.71,,                              0.61,                              0.61,,,,
2462,2013年第3季,,              1179747,,                987777,                191970,                191970,,,                 38498,,                 57287,,                  6629,                102414,                 89556,,,                  6708,,                -10639,,                  2285,,                    179,                 -6037,                 83519,,                 19028,                 64491,                 64491,,,,,,,                -10934,                 53557,,                 64491,,                 53557,,                              0.74,                              0.74,,                              0.65,                              0.65,                -14634,                  1212,                              0,                 -2488
2462,2013年第2季,,              1082284,,                933186,                149098,                149098,,,                 41466,,                 53310,,                  4901,                 99677,                 49421,,,                  4974,,                 -5634,,                  2018,,                 -2913,                 -5591,                 43830,,                 25679,                 18151,                 18151,,,,,,,                 14081,                 32232,,                 18151,,                 32232,,                              0.21,                              0.21,,                              0.21,                              0.21,                 17100,                   -112,                              0,                  2907
2462,2013年度,,              4521609,,              3841221,                680388,                680388,,,                180116,,                230507,,                 28248,                438871,                241517,,,                 40952,,                  4944,,                  9301,,                 -2911,                 33684,                275201,,                 82673,                192528,                192528,,,,,,,                 54333,                246861,,                192528,,                246861,,                              2.10,                              2.10,,                              1.83,                              1.83,                 60039,                    829,                  4423,                 10958
2462,2013年07月01日至2013年09月30日,,              1179747,,                987777,                191970,                191970,,,                 38498,,                 57287,,                  6629,                102414,                 89556,,,                  6708,,                -10639,,                  2285,,                    179,                 -6037,                 83519,,                 19028,                 64491,                 64491,,,,,,,                -10934,                 53557,,                 64491,,                 53557,,                              0.74,                              0.74,,                              0.65,                              0.65,                -12146,                  1212,,
2462,2013年04月01日至2013年06月30日,,              1082284,,                933186,                149098,                149098,,,                 41466,,                 53310,,                  4901,                 99677,                 49421,,,                  4974,,                 -5634,,                  2018,,                 -2913,                 -5591,                 43830,,                 25679,                 18151,                 18151,,,,,,,                 14081,                 32232,,                 18151,,                 32232,,                              0.21,                              0.21,,                              0.21,                              0.21,                 14193,                   -112,,
2462,2013年01月01日至2013年12月31日,,              4521609,,              3841221,                680388,                680388,,,                180116,,                230507,,                 28248,                438871,                241517,,,                 40952,,                  4944,,                  9301,,                 -2911,                 33684,                275201,,                 82673,                192528,                192528,,,,,,,                 54333,                246861,,                192528,,                246861,,                              2.21,                              2.21,,                              1.91,                              1.91,                 60039,                    829,                  4423,                 10958
2462,2013年01月01日至2013年09月30日,,              3310334,,              2831014,                479320,                479320,,,                115680,,                168119,,                 17080,                300879,                178441,,,                 19791,,                  1155,,                  6361,,                 -3815,                 10770,                189211,,                 55108,                134103,                134103,,,,,,,                 33295,                167398,,                134103,,                167398,,                              1.54,                              1.54,,                              1.36,                              1.36,                 39055,                    879,                              0,                  6639
2462,2013年01月01日至2013年06月30日,,              2130587,,              1843237,                287350,                287350,,,                 77182,,                110832,,                 10451,                198465,                 88885,,,                 13083,,                 11794,,                  4076,,                 -3994,                 16807,                105692,,                 36080,                 69612,                 69612,,,,,,,                 44229,                113841,,                 69612,,                113841,,                              0.80,                              0.80,,                              0.72,                              0.72,                 53689,                   -333,                              0,                  9127
2462,2013年01月01日至2013年03月31日,,              1048303,,                910051,                138252,                138252,,,                 35716,,                 57522,,                  5550,                 98788,                 39464,,,                  8109,,                 17428,,                  2058,,                 -1081,                 22398,                 61862,,                 10401,                 51461,                 51461,,,,,,,                 30148,                 81609,,                 51461,,                 81609,,                              0.59,                              0.59,,                              0.59,                              0.59,                 36589,                   -221,,                  6220
2462,2012年07月01日至2012年09月30日,,              1230809,,              1053886,                176923,                176923,,,                 31274,,                 48376,,                  9387,                 89037,                 87886,,,                  3852,,                  4453,,                  1921,,                  3943,                 10327,                 98213,,                 12524,                 85689,                 85689,,,,,,,                -24300,                 61389,,                 85689,,                 61389,,                              0.98,                              0.98,,                              0.86,                              0.86,                -23396,                   -904,,
2462,2012年04月01日至2012年06月30日,,              1241931,,              1019848,                222083,                222083,,,                 38529,,                 65349,,                  3772,                107650,                114433,,,                 11158,,                 -2339,,                  1661,,                    -47,                  7111,                121544,,                 37523,                 84021,                 84021,,,,,,,                 10803,                 94824,,                 84021,,                 94824,,                              0.96,                              0.96,,                              0.92,                              0.92,                 11561,                   -758,,
2462,2012年01月01日至2012年12月31日,,              4805016,,              4009125,                795891,                795891,,,                131322,,                227139,,                 25221,                383682,                412209,,,                 23927,,                -55135,,                  7054,,                  5709,                -32553,                379656,,                 86411,                293245,                293245,,,,,,,                -38790,                254455,,                293245,,                254455,,                              3.36,                              3.36,,                              3.09,                              3.09,                -46147,                   -375,                   -122,                 -7854
2462,2012年01月01日至2012年09月30日,,              3617443,,              3024474,                592969,                592969,,,                101154,,                166766,,                 23721,                291641,                301328,,,                 18436,,                 -1380,,                  4881,,                  5738,                 17913,                319241,,                 67513,                251728,                251728,,,,,,,                -38133,                213595,,                251728,,                213595,,                              2.89,                              2.89,,                              2.70,                              2.70,                -37996,                   -137,,
2462,2012年01月01日至2012年06月30日,,              2386634,,              1970588,                416046,                416046,,,                 69880,,                118390,,                 14334,                202604,                213442,,,                 14584,,                 -5833,,                  2960,,                  1795,                  7586,                221028,,                 54989,                166039,                166039,,,,,,,                -13833,                152206,,                166039,,                152206,,                              1.91,                              1.91,,                              1.86,                              1.86,                -14600,                    767,,
2462,2012年01月01日至2012年03月31日,,              1144703,,                950740,                193963,                193963,,,                 31351,,                 53041,,                 10562,                 94954,                 99009,,,                  3426,,                 -3494,,                  1299,,                  1842,                    475,                 99484,,                 17466,                 82018,                 82018,,,,,,,                -24636,                 57382,,                 82018,,                 57382,,                              0.94,                              0.94,,                              0.94,                              0.94,                -26161,                  1525,,
