證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營建工程收入,　　　 工程收入,　　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 租金支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費-推銷費用,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 廣告費-推銷費用,　　　 水電瓦斯費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 捐贈-推銷費用,　　　 稅捐-推銷費用,　　　 折舊-推銷費用,　　　 各項攤提-推銷費用,　　　 伙食費-推銷費用,　　　 職工福利-推銷費用,　　　 佣金支出,　　　 訓練費-推銷費用,　　　 進出口費用,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出-管理費用,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 運費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 廣告費-管理費用,　　　 水電瓦斯費-管理費用,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 捐贈-管理費用,　　　 稅捐-管理費用,　　　 呆帳損失,　　　 折舊-管理費用,　　　 各項攤提-管理費用,　　　 伙食費-管理費用,　　　 職工福利-管理費用,　　　 研究發展費用,　　　 訓練費-管理費用,　　　 網路服務費,　　　 保全費,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出-研發費用,　　　 租金支出-研發費用,　　　 文具用品-研發費用,　　　 旅費-研發費用,　　　 運費-研發費用,　　　 郵電費-研發費用,　　　 修繕費-研發費用,　　　 水電瓦斯費-研發費用,　　　 保險費-研發費用,　　　 交際費-研發費用,　　　 捐贈-研發費用,　　　 稅捐-研發費用,　　　 折舊及折耗,　　　 各項攤提-研發費用,　　　 伙食費-研發費用,　　　 職工福利-研發費用,　　　 委託研究費,　　　 訓練費-研發費用,　　　 其他費用-研發費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 壞帳轉回利益,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 減損迴轉利益,　　　　 不動產、廠房及設備減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　 勞務收入,　　　 勞務收入合計,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　 本期所得稅費用（利益）,　　　 運費,　　　 租金支出,　　　 廣告費,　　　 水電瓦斯費,　　　 折舊,　　　 各項攤提,　　　 職工福利,　　　 訓練費,　　　　 其他減損迴轉利益,　　 投資收入（投資公司適用）,　　　 金融資產（負債）出售淨利益,　　　 投資收入,　　　　 投資收入合計,　　　 投資收入（投資公司適用）合計,　　 投資支出（投資公司適用）,　　　 金融資產（負債）出售淨損失,　　　 投資支出（投資公司適用）合計,　　　　 按攤銷後成本衡量之金融資產利息收入,　　　　 無活絡市場債券投資利息收入,　　　　 持有至到期日金融資產利息收入,　　　　 其他利息收入,　　　 權利金收入,　　　 處分投資利益,　　　　 金融資產減損迴轉利益,　　　 外幣兌換損失,　　　　 不動產、廠房及設備減損損失,　　　　 其他減損損失,　　 當期所得稅費用（利益）,　　　　 工程收入退回及折讓,　　　 勞務收入,　　　　 勞務收入,　　　　 勞務收入淨額,　　　 不動產、廠房及設備重估價利益,　　　 手續費支出,　　　　 手續費支出合計,　　　 文具用品,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 停業單位損益,　　 停業單位損益合計,　　　 運輸收入,　　　　 運輸收入淨額,　　　 修繕費
1529,2014年01月01日至2014年03月31日,,,,                 15571,                 15571,,                 15571,,,,,,,                              0,                              0,                 15571,,,                 14219,                 14219,                 14219,                  1352,                  1352,,,                  1591,,                              0,                     37,,                      2,                              0,,,                    130,                     38,,,,,                     28,,,,,,,                    309,                  2208,,                  3651,,                              0,                      2,,                     16,                     47,,,                    377,                     96,,,                              0,,,                     59,,,,,,                  1380,                  6279,,,,                              0,,,,                     45,,,,,,                     17,,,,,,                     67,                    129,                  8616,                 -7264,,,,                     37,                     37,                    784,,                    431,                              0,                  1252,,,,,,                    467,,                     14,,                              0,,,,                  2151,,                  1079,                  1079,,,                    951,                   -951,                  1373,                 -5891,,                     61,                 -5952,                 -5952,                 -5952,,                 -5952,,,                 -5952,,,                             -0.02,                             -0.02,,,                  1698,                     61,                     73,                    459,                              0,                              0,                    172,                              0,                     18,                      2,                    467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年第3季,,,,                 36147,                 36147,                              0,                 36147,,,                  2704,                  2704,                  2704,,,,                 38851,,,                 52925,                 52925,                 52925,                -14074,                -14074,,,                  1240,                     20,                      6,                     30,                     35,                      3,                              0,                      3,                              0,                    128,                     86,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                              0,                              0,                              0,                              0,                 21478,                 23060,,                  3235,                    545,                              0,                              0,                              0,                     79,                     33,                              0,                              0,                    335,                    119,                              0,                              0,                 17058,                    171,                              0,                     59,                     41,                              0,                    -10,                              0,                              0,                  2171,                 23836,,                              0,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                              0,                              0,                              0,                              0,                    156,                              0,                              0,                              0,                              0,                    137,                    766,                  1087,                 47983,                -62057,,,,,                    905,                    792,                     11,                 -1414,                     69,                    363,,                  2847,,,                              0,                              0,                              0,,,                              0,,,                    292,                  2676,,                  1209,                  1209,,                      7,                              0,                      7,                  1837,                -60220,,                    139,                -60359,                -60359,                -60359,,                -60359,                              0,,                -60359,                              0,,                             -0.24,                             -0.24,,                              0,                    122,,,,,,,,,,,,,,,,,,,,,,                    905,,                              0,                              0,                      1,                    292,,,                              0,,                              0,                              0,                              0,,                              0,,,,,,,,
1529,2013年第2季,,,,                 34588,                 34588,                              0,                 34588,,,,,,,,,                 34588,,,                 29718,                 29718,                 29718,                  4870,                  4870,,,                  1315,                    -41,                              0,                     23,                     57,                      3,                      4,                              0,                              0,                    125,                     89,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                     12,                              0,                              0,                              0,                    581,                  2199,,                  3563,                    613,                      1,                              0,                              0,                     70,                      3,                              0,                              0,                    333,                     85,                              0,                    144,                              0,                    172,                      3,                     59,                     45,                              0,                              0,                              0,                              0,                  1199,                  6290,,                     26,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                      3,                              0,                              0,                              0,                              0,                              0,                      2,                              0,                              0,                              0,                      4,                     35,                  8524,                 -3654,,,,                    909,                    909,                    820,,                  1007,                              0,                  2736,,                     81,,,                    292,                    292,                    -77,                              0,,,,,,                    642,,                  1142,                  1142,,,                    476,                   -476,                  1760,                 -1894,,                              0,                 -1894,                 -1894,                 -1894,,                 -1894,,,                 -1894,,,                             -0.01,                             -0.01,,                              0,                     89,,,,,,,,,,,,,,,,,,,,,,,,,,                   -103,,,                              0,,,,,,,,,,,,,,,
1529,2013年度,,,,                125683,                125683,                              0,                125683,,,,,,,,,                125683,,,                106714,                106714,                106714,                 18969,                 18969,,,                  5345,                     20,                              0,                    109,                    173,                     11,                      4,                      5,                              0,                    506,                    291,                              0,                              0,                              0,                              0,                    120,                              0,                              0,                     12,                              0,                              0,                              0,                  5468,                 12064,,                 13355,                  2253,                      5,                      4,                      3,                    329,                    137,                              0,                              0,                  1322,                    350,                              0,                    155,                 38859,                    688,                     35,                    238,                    134,                              0,                     22,                              0,                              0,                  8076,                 65965,,                    296,                              0,                              0,                              0,                     17,                              0,                     17,                              0,                     14,                     15,                              0,                              0,                    167,                              0,                      7,                              0,                  1126,                              0,                    268,                  1927,                 79956,                -60987,,,,                    252,                  3131,                  3306,                              0,                              0,                              0,                  6437,,                  2869,,,,                              0,                              0,,,,,                              0,                 23013,                -19543,,                  4693,                  4693,,,                  1332,                 -1332,                -19131,                -80118,,                  3124,                -83242,                -83242,                -83242,,                -83242,                              0,,                -83242,                              0,,                             -0.33,                             -0.33,,,                    638,,,,,,,,,,,,                              0,,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                  2879,                              0,                              0,                              0,                     37,                 22190,                    823,                  3124,,,,,,,,,,,,,,,
1529,2013年07月01日至2013年09月30日,,,,                 36147,                 36147,,                 36147,,,                  2704,                  2704,                  2704,,,,                 38851,,,                 52925,                 52925,                 52925,                -14074,                -14074,,,                  1240,                     20,                      6,                     30,                     35,                      3,                              0,                      3,                              0,                    128,                     86,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                              0,                              0,                              0,                              0,                 21478,                 23060,,                  3235,                    545,                              0,                              0,                              0,                     79,                     33,                              0,                              0,                    335,                    119,                              0,                              0,                 17058,                    171,                              0,                     59,                     41,                              0,                    -10,                              0,                              0,                  2171,                 23836,,                              0,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                              0,                              0,                              0,                              0,                    156,                              0,                              0,                              0,                              0,                    137,                    766,                  1087,                 47983,                -62057,,,,,                  1697,,                     11,                 -1414,,                    294,,                  2847,,,                   -311,                   -311,                    -69,,,,,,                              0,                  2745,,                  1209,                  1209,,                      7,                              0,                      7,                  1837,                -60220,,                    139,                -60359,                -60359,                -60359,,                -60359,                              0,,                -60359,                              0,,                             -0.24,                             -0.24,,                              0,                    122,,,,,,,,,,,,,,,,,,,,,,                  1697,,                              0,                              0,                      1,                              0,,,                              0,,                              0,                              0,                     19,,                              0,,,,,,,,
1529,2013年04月01日至2013年06月30日,,,,                 34393,                 34393,,                 34393,,,                    195,                    195,                    195,,,,                 34588,,,                 29718,                 29718,                 29718,                  4870,                  4870,,,                  1315,                    -41,                              0,                     23,                     57,                      3,                      4,                              0,                              0,                    125,                     89,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                     12,,,,                    581,                  2199,,                  3563,                    613,                      1,                              0,                              0,                     70,                      3,                              0,                              0,                    333,                     85,                              0,                    144,                              0,                    172,                      3,                     59,                     45,                              0,                              0,                              0,                              0,                  1199,                  6290,,                     26,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                      3,                              0,                              0,                              0,                              0,                              0,                      2,                              0,                              0,                              0,                      4,                     35,                  8524,                 -3654,,,,                    909,                    909,                    820,                              0,                  1007,,                  2736,,                     81,                    103,,                    311,                    388,,                              0,,,,,                    495,                    166,,                  1142,                  1142,,,,,                  1760,                 -1894,,                              0,                 -1894,                 -1894,                 -1894,,                 -1894,                              0,,                 -1894,                              0,,                             -0.01,                             -0.01,,                              0,                     89,,,,,,,,,,                     77,,,,,,,,,,,,,,,                              0,                              0,                     19,                    476,,                              0,,                              0,                              0,,,,,,,,,,                              0,
1529,2013年01月01日至2013年12月31日,,,,                113977,                113977,,                113977,,,                  5269,                  5269,                  5269,,,,                125683,,,                106714,                106714,                106714,                 18969,                 18969,,,                  5345,                     20,                              0,                    109,                    173,                     11,                      4,                      5,                              0,                    506,                    291,                              0,                              0,                              0,                              0,                    120,                              0,                              0,                     12,                              0,                              0,                              0,                  5468,                 12064,,                 13355,                  2253,                      5,                      4,                      3,                    329,                    137,                              0,                              0,                  1322,                    350,                              0,                    155,                 38859,                    688,                     35,                    238,                    134,                              0,                     22,                              0,                              0,                  8076,                 65965,,                    296,                              0,                              0,                              0,                     17,                              0,                     17,                              0,                     14,                     15,                              0,                              0,                    167,                              0,                      7,                              0,                  1126,                              0,                    268,                  1927,                 79956,                -60987,,,,                    252,                  3131,                  3306,                              0,                              0,,                  6437,,                  2869,,,,                              0,,                              0,,,,                              0,                 23013,                -19543,,                  4693,                  4693,,                              0,                  1332,                 -1332,                -19131,                -80118,,                  3124,                -83242,                -83242,                -83242,,                -83242,                              0,,                -83242,                              0,,                             -0.33,                             -0.33,,                  6437,                    638,,,,,,,,,,,,,,,,,,,                              0,                              0,                              0,                  2879,,                              0,                              0,                     37,                 22190,                    823,,,,                  6437,                  6437,,,,,,,,,,,
1529,2013年01月01日至2013年09月30日,,,,                 86127,                 86127,                              0,                 86127,,,                  4507,                  4507,                  4507,,,,                 90634,,,                 97361,                 97361,                 97361,                 -6727,                 -6727,,,                  4100,                     20,                      6,                     83,                    121,                      7,                      4,                      3,                              0,                    377,                    212,                              0,                              0,                              0,                              0,                     89,                              0,                              0,                     12,                              0,                              0,                              0,                 22409,                 27443,,                 10192,                  1665,                      3,                              0,                              0,                    199,                    121,                              0,                              0,                    983,                    248,                              0,                    144,                 17058,                    515,                     35,                    178,                    104,                              0,                              0,                              0,                              0,                  5101,                 36546,,                    267,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                     14,                              0,                              0,                              0,                    156,                              0,                      7,                              0,                              0,                    137,                    781,                  1390,                 65379,                -72106,,,,,                  2347,                  2515,                     11,                              0,                              0,                  4873,,                  2979,,,                              0,                              0,                    376,,,                              0,,,                              0,                  2816,,                  3541,                  3541,,                              0,                    727,                   -727,                  3421,                -68685,,                    139,                -68824,                -68824,                -68824,,                -68824,                              0,,                -68824,                              0,,                             -0.28,                             -0.28,,                              0,                    250,,,,,,,,,,,,,,,,,,,,,,                  2347,,                              0,                              0,                     37,                              0,,,                              0,,                              0,                              0,                              0,,                              0,,,,,,,,
1529,2013年01月01日至2013年06月30日,,,,                 51783,                 51783,                              0,                 51783,,,,,,,,,                 51783,,,                 44436,                 44436,                 44436,                  7347,                  7347,,,                  2860,                              0,                              0,                     53,                     86,                      4,                      4,                              0,                              0,                    249,                    126,                              0,                              0,                              0,                              0,                     58,                              0,                              0,                     12,                              0,                              0,                              0,                    931,                  4383,,                  6957,                  1120,                      3,                              0,                              0,                    120,                     88,                              0,                              0,                    648,                    129,                              0,                    144,                              0,                    344,                     35,                    119,                     63,                              0,                     10,                              0,                              0,                  2930,                 12710,,                    267,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                     14,                              0,                              0,                              0,                              0,                              0,                      7,                              0,                              0,                              0,                     15,                    303,                 17396,                -10049,,,,                  1442,                  1442,                  1723,,                  1414,                              0,                  4579,,                    132,,,                    292,                    292,                    445,                              0,,,,,,                     71,,                  2332,                  2332,,,                    734,                   -734,                  1584,                 -8465,,                              0,                 -8465,                 -8465,                 -8465,,                 -8465,,,                 -8465,,,                             -0.03,                             -0.03,,                              0,                    128,,,,,,,,,,,,,,,,,,,,,,,,,,                     36,,,                              0,,,,,,,,,,,,,,,
1529,2013年01月01日至2013年03月31日,,,,                 17195,                 17195,,                 17195,,,,,,,,,                 17195,,,                 14718,                 14718,                 14718,                  2477,                  2477,,,                  1545,                     41,,                     30,,                      1,,,,                    125,                     37,,,,,                     27,,,,,,,                    349,                  2184,,                  3394,                    507,,                              0,,                     49,                     85,,,                    315,                     45,,,,,,                     59,,,,,,                  1734,                  6420,,                    241,,,,,,                              0,,                     10,,,,                              0,,                      5,,,,                     12,                    268,                  8872,                 -6395,,,,                    533,                    533,                    903,,                    407,,                  1843,,                     51,,,,                              0,,                              0,,,,                              0,                    522,                   -571,,                  1190,                  1190,,,                    258,                   -258,                   -176,                 -6571,,                              0,                 -6571,                 -6571,                 -6571,,                 -6571,,,                 -6571,,,                             -0.03,                             -0.03,,,                     39,,                     29,,,,                    172,                     32,                     17,                      9,                              0,,,,,,,,,,,,,,,                              0,                    139,,                    522,                              0,,,,,,,,                      2,,                              0,,                              0,,,
1529,2012年07月01日至2012年09月30日,,,,                  9934,                  9934,,                  9934,,,                  2940,                  2940,                  2940,,,,                 12874,,,                 20024,                 20024,                 20024,                 -7150,                 -7150,,,                  2517,                    161,                              0,                     75,                     39,                     13,                              0,                              0,                              0,                    188,                     62,                              0,                              0,                     -2,                              0,                     80,                              0,                              0,                              0,                              0,                              0,                              0,                    590,                  3723,,                    570,                    203,                              0,                     37,                              0,                     73,                    219,                   -160,                              0,                      3,                    129,                              0,                    190,                     41,                     91,                     32,                      2,                     20,                              0,                     24,                              0,                              0,                 -3878,                 -2404,,                    188,                              0,                              0,                              0,                              0,                              0,                      8,                              0,                     10,                              0,                              0,                              0,                              0,                              0,                      5,                              0,                              0,                              0,                    188,                    399,                  1718,                 -8868,,,,,                  1314,,                     14,                   -957,,                    371,,                   -341,,,                              0,                              0,                   -786,,,,,,                              0,                  3479,,                  1181,                  1181,,                    785,                              0,                    785,                  3454,                 -5414,,                   -190,                 -5224,                 -5224,                 -5224,,                 -5224,                              0,,                 -5224,                              0,,                             -0.02,                             -0.02,,                              0,                     55,,,,,,,,,,,,,,,,,,,,,,                  1314,,                  2975,                              0,                              0,                              0,,,                              0,,                              0,                              0,                      4,,                              0,,,,,,,,
1529,2012年04月01日至2012年06月30日,,,,                 14007,                 14007,,                 14007,,,                  4846,                  4846,                  4846,,,,                 26929,,,                188324,                188324,                188324,               -161395,               -161395,,,                    256,                   -208,                              0,                     88,                     39,                    -26,                      4,                    -18,                              0,                     75,                     62,                              0,                              0,                     -9,                              0,                     38,                              0,                              0,                      1,,,,                    911,                  1213,,                  6334,                    598,                              0,                      4,                              0,                    214,                     78,                    162,                              0,                    961,                    254,                              0,                     99,                   -332,                    213,                     32,                    167,                     19,                              0,                      2,                              0,                              0,                  7812,                 16617,,                    188,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                      9,                              0,                              0,                              0,                   -246,                              0,                      5,                              0,                              0,                              0,                  1333,                  1289,                 19119,               -180514,,,,                    255,                    255,                    851,                      5,                   -320,,                    791,,                              0,                              0,,                              0,                  3922,,                  9206,,,,,                    976,                 -6287,,                  1185,                  1185,,,,,                 -6681,               -187195,,                    190,               -187385,               -187385,               -187385,,               -187527,                    142,,               -187527,                    142,,                             -0.75,                             -0.75,,                  8076,                    -23,,,,,,,,,,                  1598,,,,,,,,,,,,,,,                  2324,                      4,                     65,                    911,,                              0,,                  8076,                  8076,,,,,,,,,,                              0,
1529,2012年01月01日至2012年12月31日,,,,                 70702,                 70702,,                 70702,,,                 11670,                 11670,                 11670,,,,                 82372,,,                262958,                262958,                262958,               -180586,               -180586,,,                  7366,                    325,                              0,                    368,                    189,                     39,                      4,                      2,                              0,                    604,                    296,                              0,                              0,                              0,                              0,                    242,                              0,                              0,                      5,                              0,                              0,                              0,                  2497,                 11937,,                 12818,                  2748,                      4,                    103,                     63,                    490,                    398,                      2,                              0,                  1477,                    637,                              0,                    300,                              0,                    691,                    128,                    325,                     90,                              0,                     61,                              0,                              0,                  8045,                 28380,,                    738,                              0,                              0,                              0,                              0,                              0,                      9,                              0,                     41,                              0,                              0,                              0,                              0,                              0,                     22,                              0,                  1644,                              0,                     39,                  2493,                 42810,               -223396,,,,                    242,                    873,                  4114,                     52,                  4051,,                  9090,,                              0,,,,                              0,,                  9227,,,,                 34555,                 30733,                -36940,,                  4763,                  4763,,                    531,                              0,                    531,                -32082,               -255478,,                              0,               -255478,               -255478,               -255478,,               -255478,                              0,,               -255478,                              0,,                             -1.02,                             -1.02,,                              0,                     49,,,,,,,,,,,,,,,,,,,                              0,                              0,                              0,                    631,,                  2975,                              0,                      4,                     56,                 -3878,,,,                              0,                              0,,,,,,,,,,,
1529,2012年01月01日至2012年09月30日,,,,                 52285,                 52285,,                 52285,,,                  9848,                  9848,                  9848,,,,                 62133,,,                243946,                243946,                243946,               -181813,               -181813,,,                  5991,                    242,                              0,                    303,                    124,                     35,                      4,                              0,                              0,                    488,                    240,                              0,                              0,                              0,                              0,                    202,                              0,                              0,                      1,                              0,                              0,                              0,                  2017,                  9647,,                 10375,                  1421,                      3,                    103,                     62,                    392,                    338,                      2,                              0,                  1269,                    568,                              0,                    289,                     41,                    485,                     96,                    261,                     56,                              0,                     45,                              0,                              0,                  5851,                 21657,,                    551,                              0,                              0,                              0,                              0,                              0,                      8,                              0,                     31,                              0,                              0,                              0,                              0,                              0,                     16,                              0,                              0,                              0,                  1634,                  2240,                 33544,               -215357,,,,,                  3820,,                     19,                  3723,,                  7562,,                 -9507,,,                              0,                -34555,                 -3415,,,,,,                     61,                -37677,,                  3592,                  3592,,                    296,                              0,                    296,                -33411,               -248768,,                              0,               -248768,               -248768,               -248768,,               -248768,                              0,,               -248768,                              0,,                             -0.01,                             -0.01,,                              0,                     60,,,,,,,,,,,,,,,,,,,,,,                  3820,,                  2975,                -34555,                      4,                     61,,,                              0,,                              0,                              0,                              0,,                              0,,,,,,,,
1529,2012年01月01日至2012年06月30日,,,,                 33688,                 33688,,                 33688,,,                  6908,                  6908,                  6908,,,,                 49259,,,                223922,                223922,                223922,               -174663,               -174663,,,                  3474,                     81,                              0,                    228,                     85,                     22,                      4,                              0,                              0,                    300,                    178,                              0,                              0,                      2,                              0,                    122,                              0,                              0,                      1,,,,                  1427,                  5924,,                  9805,                  1218,                      3,                     66,                     62,                    319,                    119,                    162,                              0,                  1266,                    439,                              0,                     99,                              0,                    394,                     64,                    259,                     36,                              0,                     21,                              0,                              0,                  9729,                 24061,,                    363,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                     21,                              0,                              0,                              0,                              0,                              0,                     11,                              0,                              0,                              0,                  1446,                  1841,                 31826,               -206489,,,,                    477,                    477,                  2029,                      5,                  4680,,                  7191,,                              0,                              0,,                              0,                -31926,,                  9166,,,,,                    554,                -41645,,                  2411,                  2411,,,,,                -36865,               -243354,,                    190,               -243544,               -243544,               -243544,,               -243867,                    323,,               -243867,                    323,,                             -0.98,                             -0.98,,                  8663,                      5,,,,,,,,,,                  2629,,,,,,,,,,,,,,,                -34555,                      4,                     65,                    489,,                              0,,                  8663,                  8663,,,,,,,,,,                              0,
1529,2012年01月01日至2012年03月31日,,,,                 22330,                 22330,,                 22330,,,,,,,,,                 22330,,,                 35598,                 35598,                 35598,                -13268,                -13268,,,                  3218,                    289,,                    140,                     46,                     48,,,,                    225,                    115,,,                     11,,                     84,,,,,,,                    517,                  4711,,                  3471,                    620,,                     61,                     61,                    105,,,,                    305,                    185,,,                    331,                    182,,                     92,,,,,,                  1920,                  7444,,                    175,,,,,,,,                     12,,,,                    246,,                      5,,,,                    114,                    552,                 12707,                -25975,,,,                    222,                    222,                  1178,,                  5000,,                  6400,,                     40,,,,                  4051,,,,,,                 39899,                 39899,                -35780,,                  1226,                  1226,,                    422,                              0,                    422,                -30184,                -56159,,                              0,                -56159,                -56159,                -56159,,                -56340,                    181,,                -56340,                    181,,                             -0.23,                             -0.23,,,                     28,,,,                     18,,,                     32,                     17,                     19,                  1031,,,,,,,,,,,,,,,                  3020,                              0,,                              0,,,,,,,,,                      2,,,,,,,                     41
