證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 繼續營業單位淨利（淨損）,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　　 處分無形資產利益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　　 其他收入－其他,　　 稀釋繼續營業單位淨利（淨損）,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 當期所得稅費用（利益）
1734,2014年01月01日至2014年03月31日,,                679577,,                410726,                268851,                268851,,,                 76980,,                 61646,,                 66663,                205289,                 63562,,,                 17450,,                  3624,,                  4905,                 16169,                 79731,,                 25925,                 53806,                 53806,,,                 -5460,                 50143,                   -735,                 45418,                 45418,                 99224,,                 60912,                 -7106,,                 82474,                 16750,,                              0.38,,,                679577,                  3624,,,,,,,,,,,,,,,,
1734,2013年第3季,,                755871,,                458339,                297532,                297532,,,                 84350,,                 59569,,                 55166,                199085,                 98447,,,                 18410,,                    927,,                  4274,                 15063,                113510,,                 19385,                 94125,                 94125,,,,,,,                -13914,                 80211,,                 89105,                  5020,,                 79161,                  1050,,                              0.55,,,,,                -10676,                 -3238,,,,,,,,,,,,,,
1734,2013年第2季,,                623621,,                395151,                228470,                228470,,,                 78786,,                 54174,,                 46655,                179615,                 48855,,,                  7983,,                 15041,,                  4032,                 18992,                 67847,,                 12958,                 54889,                 54889,,,,,,,                  4697,                 59586,,                 58648,                 -3759,,                 62479,                 -2893,,                              0.39,                              0.39,,,,                  5991,                 -1294,,,,,,,,,,,,,,
1734,2013年度,,              2577907,,              1613625,                964282,                964282,,,                335343,,                240577,,                225852,                801772,                162510,,,                 75849,,                190191,,                 18561,                247479,                409989,,                 85254,                324735,                324735,,,,,,,                 28423,                353158,,                300691,                 24044,,                325055,                 28103,,                              1.86,,,,,                 28209,                 -7354,                  7568,,,,,,,,,,,,,
1734,2013年07月01日至2013年09月30日,,                755871,,                458339,                297532,                297532,,,                 84350,,                 59569,,                 55166,                199085,                 98447,,,                 18410,,                    927,,                  4274,                 15063,                113510,,                 19385,                 94125,                 94125,,,,,,,                -13914,                 80211,,                 89105,                  5020,,                 79161,                  1050,,                              0.60,                              0.60,,                755871,,                -10676,                 -3238,,,                              0.60,,                755871,                755871,,                458339,                458339,                 18410,                              0.60,,,
1734,2013年04月01日至2013年06月30日,,                623621,,                395151,                228470,                228470,,,                 78786,,                 54174,,                 46655,                179615,                 48855,,,                  7966,,                 15058,,                  4032,                 18992,                 67847,,                 12958,                 54889,                 54889,,,,,,,                  4697,                 59586,,                 58648,                 -3759,,                 62479,                 -2893,,                              0.39,,,,,                  5991,                 -1294,,,                              0.39,,,,,,                395151,,,,                              0,                 12958
1734,2013年01月01日至2013年12月31日,,              2577907,,              1613625,                964282,                964282,,,                335343,,                240577,,                225852,                801772,                162510,,,                 75849,,                190191,,                 18561,                247479,                409989,,                 85254,                324735,                324735,,,,,,,                 28423,                353158,,                300691,                 24044,,                325055,                 28103,,                              2.01,,,,,                 28209,                 -7354,                  7568,,                              2.01,,,,,,,,,,,
1734,2013年01月01日至2013年09月30日,,              1864972,,              1169430,                695542,                695542,,,                239138,,                179449,,                143776,                562363,                133179,,,                 39270,,                191513,,                 13573,                217210,                350389,,                 44643,                305746,                305746,,,,,,,                  8464,                314210,,                268101,                 37645,,                275416,                 38794,,                              1.66,,,,,                 12996,                 -4532,,,,,,,,,,,,,,
1734,2013年01月01日至2013年06月30日,,              1109101,,                711091,                398010,                398010,,,                165388,,                109280,,                 88610,                363278,                 34732,,,                 20860,,                190586,,                  9299,                202147,                236879,,                 25258,                211621,                211621,,,,,,,                 22378,                233999,,                178996,                 32625,,                196255,                 37744,,                              1.20,                              1.20,,,,                 23672,                 -1294,,,,,,,,,,,,,,
1734,2013年01月01日至2013年03月31日,,                485480,,                315940,                169540,                169540,,,                 86602,,                 55106,,                 41955,                183663,                -14123,,,                 12877,,                175545,,                  5267,                183155,                169032,,                 12300,                156732,                156732,,,,,,,                 17681,                174413,,                120348,                 36384,,                133776,                 40637,,                              0.81,,,,,                 17681,                              0,,,                              0.81,,,,,,,,,,,
1734,2012年07月01日至2012年09月30日,,                548040,,                339286,                208754,                208754,,,                 73922,,                 49966,,                 40284,                164172,                 44582,,,                 20496,,                 -1486,,                  4046,                 14964,                 59546,,                  3167,                 56379,                 56379,,,,,,,                -13814,                 42565,,                 57087,                   -708,,                 55986,                -13421,,                              0.38,                              0.38,,                548040,,                -13814,                              0,,,                              0.38,,                548040,                548040,,                339286,                339286,                 20496,                              0.38,,,
1734,2012年04月01日至2012年06月30日,,                554038,,                352348,                201690,                201690,,,                 72325,,                 48099,,                 42404,                162828,                 38862,,,                  9805,,                  4756,,                  4066,                 10495,                 49357,,                 14186,                 35171,                 35171,,,,,,,                 12226,                 47397,,                 37863,                 -2692,,                 37930,                  9467,,                              0.25,,,,,                 12226,                              0,,,                              0.25,,,,,,                352348,,,,                              0,                 14186
1734,2012年01月01日至2012年12月31日,,              2086627,,              1312783,                773844,                773844,,,                274657,,                197294,,                175707,                647658,                126186,,,                 58427,,                -19070,,                 17192,                 22165,                148351,,                 37799,                110552,                110552,,,,,,,                -34100,                 76452,,                124378,                -13826,,                100020,                -23568,,                              0.83,,,,,                -24358,                              0,                 -9742,,                              0.83,,,,,,,,,,,
1734,2012年01月01日至2012年09月30日,,              1576636,,                993681,                582955,                582955,,,                204735,,                148777,,                120308,                473820,                109135,,,                 37824,,                  2126,,                 12408,                 27542,                136677,,                 23816,                112861,                112861,,,,,,,                -16470,                 96391,,                117825,                 -4964,,                105500,                 -9109,,                              0.79,                              0.79,,              1576636,,                -16470,                              0,,,                              0.79,,              1576636,              1576636,,                993681,                993681,                 37824,                              0.79,,,
1734,2012年01月01日至2012年06月30日,,              1028596,,                654395,                374201,                374201,,,                142523,,                 87101,,                 80024,                309648,                 64553,,,                 17328,,                  3612,,                  8362,                 12578,                 77131,,                 20649,                 56482,                 56482,,,,,,,                 -2656,                 53826,,                 60738,                 -4256,,                 49514,                  4312,,                              0.41,,,,,                 -2656,                              0,,,                              0.41,,,,,,                654395,,,,                              0,                 20649
1734,2012年01月01日至2012年03月31日,,                474558,,                302047,                172511,                172511,,,                 70198,,                 39002,,                 37620,                146820,                 25691,,,                  7523,,                 -1144,,                  4296,                  2083,                 27774,,                  6463,                 21311,                 21311,,,,,,,                -14882,                  6429,,                 22875,                 -1564,,                 11584,                 -5155,,                              0.15,,,                474558,,                -14882,,,,                              0.15,,                474558,                474558,,                302047,                302047,,,,,
