證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）
2363,2014年01月01日至2014年03月31日,,                 77755,,                 59799,                 17956,                 17956,,,                  5404,,                 22741,,                 59415,                 87560,                -69604,,,                  4517,,                    802,,                -20988,                -15669,                -85273,                -85273,                -85273,,,                    157,                222527,                222684,                222684,                137411,,                -85273,,                137411,,                             -0.14,,                             -0.14,                              0,                              0,,,,,
2363,2013年第3季,,                127534,,                 98152,                 29382,                 29382,,,                  5750,,                 27595,,                 69214,                102559,                -73177,,,                134632,,                   -380,,                -26770,                107482,                 34305,                 34188,                 34188,,,,,,               -581968,               -547780,,                 34188,,               -547780,,                              0.06,,                              0.06,,,,                    117,                   -246,               -581722,
2363,2013年第2季,,                116220,,                104992,                 11228,                 11228,,,                  6088,,                 28081,,                 71270,                105439,                -94211,,,                  3817,,                 52266,,                -29837,                 26246,                -67965,                -67965,                -67965,,,,,,              1050696,                982731,,                -67965,,                982731,,                             -0.11,,                             -0.11,                              0,                              0,,                              0,                  3856,              1046840,
2363,2013年度,,                450746,,                393480,                 57266,                 57266,,,                 26529,,                114090,,                297341,                437960,               -380694,,,                179226,,                 35587,,               -110285,                104528,               -276166,               -286116,               -286116,,,,,,                229332,                -56784,,               -286116,,                -56784,,                             -0.47,,                             -0.47,                              0,                              0,,                  9950,                  7311,                215889,                  6132
2363,2013年07月01日至2013年09月30日,,                127534,,                 98152,                 29382,                 29382,,,                  5750,,                 27595,,                 69214,                102559,                -73177,,,                134632,,                   -380,,                -26770,                107482,                 34305,                 34188,                 34188,,,,,,               -581968,               -547780,,                 34188,,               -547780,,                              0.06,,                              0.06,                              0,                              0,,                    117,                   -246,               -581722,
2363,2013年04月01日至2013年06月30日,,                116220,,                104992,                 11228,                 11228,,,                  6088,,                 28081,,                 71270,                105439,                -94211,,,                  3817,,                 52266,,                -29837,                 26246,                -67965,                -67965,                -67965,,,,,,              1050696,                982731,,                -67965,,                982731,,                             -0.11,,                             -0.11,                              0,                              0,,                              0,                  3856,              1046840,
2363,2013年01月01日至2013年12月31日,,                450746,,                393480,                 57266,                 57266,,,                 26529,,                114090,,                297341,                437960,               -380694,,,                179226,,                 35587,,               -110285,                104528,               -276166,               -286116,               -286116,,,,,,                229332,                -56784,,               -286116,,                -56784,,                             -0.47,,                             -0.47,                              0,                              0,,                  9950,                  7311,                215889,                  6132
2363,2013年01月01日至2013年09月30日,,                355487,,                289064,                 66423,                 66423,,,                 21344,,                 93982,,                238291,                353617,               -287194,,,                141923,,                 51020,,                -84651,                108292,               -178902,               -179043,               -179043,,,,,,                320362,                141319,,               -179043,,                141319,,                             -0.29,,                             -0.29,,,,                    141,                  6600,                313762,
2363,2013年01月01日至2013年06月30日,,                227953,,                190912,                 37041,                 37041,,,                 15594,,                 66387,,                169077,                251058,               -214017,,,                  7291,,                 51400,,                -57881,                    810,               -213207,               -213231,               -213231,,,,,,                902330,                689099,,               -213231,,                689099,,                             -0.35,,                             -0.35,                              0,                              0,,                     24,                  6846,                895484,
2363,2013年01月01日至2013年03月31日,,                111733,,                 85920,                 25813,                 25813,,,                  9506,,                 38306,,                 97807,                145619,               -119806,,,                  3474,,                   -866,,                -28044,                -25436,               -145242,               -145266,               -145266,,,,,,               -148366,               -293632,,               -145266,,               -293632,,                             -0.24,,                             -0.24,                              0,                              0,,                     24,                  2990,               -151356,
2363,2012年07月01日至2012年09月30日,,                194762,,                102097,                 92665,                 92665,,,                 35699,,                 41018,,                243103,                319820,               -227155,,,                165452,,                   -206,,                -15106,                150140,                -77015,                -77120,                -77120,,,,,,               -215766,               -292886,,                -77120,,               -292886,,                             -0.13,,                             -0.13,                              0,                              0,,                    105,                 -1424,               -214342,
2363,2012年04月01日至2012年06月30日,,                130399,,                103340,                 27059,                 27059,,,                 53604,,                 45884,,                281358,                380846,               -353787,,,                 15615,,                    118,,                 -9838,                  5895,               -347892,               -347934,               -347934,,,,,,               -502488,               -850422,,               -334653,,               -837190,,                             -0.53,,                             -0.53,                -13281,                -13232,,                     42,                  1102,               -503590,
2363,2012年01月01日至2012年12月31日,,                594258,,                445437,                148821,                148821,,,                161437,,                180093,,              1100045,              1441575,             -1292754,,,                199217,,               -113587,,                -76693,                  8937,             -1283817,             -1526248,             -1526248,,,,,,               -338992,             -1865240,,             -1496984,,             -1835732,,                             -2.41,,                             -2.41,                -29264,                -29508,,                242431,                 -7139,               -325016,                 -6837
2363,2012年01月01日至2012年09月30日,,                448682,,                326014,                122668,                122668,,,                131993,,                141942,,                795368,              1069303,               -946635,,,                189831,,                  2400,,                -32819,                159412,               -787223,               -787393,               -787393,,,,,,               -163612,               -951005,,               -758129,,               -921497,,                             -1.22,,                             -1.22,                -29264,                -29508,,                    170,                 -7118,               -156494,
2363,2012年01月01日至2012年06月30日,,                253920,,                223917,                 30003,                 30003,,,                 96294,,                100924,,                552265,                749483,               -719480,,,                 24379,,                  2606,,                -17713,                  9272,               -710208,               -710273,               -710273,,,,,,                 52398,               -657875,,               -681009,,               -628367,,                             -1.09,,                             -1.09,                -29264,                -29508,,                     65,                 -5450,                 57848,
2363,2012年01月01日至2012年03月31日,,                123521,,                120577,                  2944,                  2944,,,                 42690,,                 55040,,                270907,                368637,               -365693,,,                  8764,,                  2488,,                 -7875,                  3377,               -362316,               -362339,               -362339,,,,,,                554886,                192547,,               -346356,,                208530,,                             -0.55,,                             -0.55,                -15983,                -15983,,                     23,                 -6552,                561438,
