證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　 與其他綜合損益組成部分相關之所得稅,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　 其他收益及費損淨額,　　 其他收益及費損淨額
3048,2014年01月01日至2014年03月31日,,,             10256113,,                    528,             10256641,,              9827751,                428890,                428890,,,                244105,,                 73030,                317135,                111755,,,                  4728,,                 -4910,                  5477,                -10387,,                 44001,,                  1660,                -48000,                 63755,,                 11079,                 52676,                 52676,,,                 27954,                 -4614,,                  1328,                  4514,                 20154,                 20154,                 72830,,                 52775,                    -99,,                 72828,                      2,,                              0.31,,                              0.30,,,,,,,,,,,,,,,
3048,2013年第3季,,,             10068604,,                  1467,             10070071,,              9643146,                426925,                426925,,,                243234,,                 95395,                338629,                 88296,,,                  7072,,                 -1570,                  4538,                 -6108,,                 22853,,                  3002,                -18887,                 69409,,                 11065,                 58344,                 58344,,,,,,,,,                -24636,                 33708,,                 57977,                    367,,                 33422,                    286,,                              0.34,,                              0.33,,,,                -24355,                              0,,,                   -281,,                              0,,,,,
3048,2013年第2季,,,              7718637,,                    234,              7718871,,              7351406,                367465,                367465,,,                191907,,                119414,                311321,                 56144,,,                  5796,,                   -353,                     29,                 -2179,,                 18341,,                  1397,                -13327,                 42817,,                  7815,                 35002,                 35002,,,,,,,,,                 14633,                 49635,,                 34605,                    397,,                 49216,                    419,,                              0.20,,                              0.20,,,,                 14421,                              0,,,                    212,,                              0,,                  1797,                  1797,,
3048,2013年度,,,             34734192,,                  2564,             34736756,,             33175531,              1561225,              1561225,,,                886947,,                363902,              1250849,                310376,,,                 25811,,,,                -11846,,                 91211,,                 10824,                -66422,                243954,,                 41098,                202856,                202856,,,,,,,,,                 78415,                281271,,                201855,                  1001,,                280034,                  1237,,                              1.17,,                              1.16,,,,                 46058,                 28729,                    513,,                  3202,                    -87,,,,,,
3048,2013年07月01日至2013年09月30日,,,             10068604,,                  1467,             10070071,,              9643146,                426925,                426925,,,                243234,,                 95395,                338629,                 88296,,,                  7072,,,,                 -6108,,                 22853,,                  3002,                -18887,                 69409,,                 11065,                 58344,                 58344,,,,,,,,,                -24636,                 33708,,                 57977,                    367,,                 33422,                    286,,                              0.37,,                              0.37,,,,                -24355,,,,                   -281,,,,,,,
3048,2013年04月01日至2013年06月30日,,,              7718637,,                    234,              7718871,,              7351406,                367465,                367465,,,                191907,,                119414,                311321,                 56144,,,                  5796,,,,                 -2179,,                 18341,,                  1397,                -13327,                 42817,,                  7815,                 35002,                 35002,,,,,,,,,                 14633,                 49635,,                 34605,                    397,,                 49216,                    419,,                              0.22,,                              0.22,,,,                 14421,,,,                    212,,,,,,,                              0
3048,2013年01月01日至2013年12月31日,,,             34734192,,                  2564,             34736756,,             33175531,              1561225,              1561225,,,                886947,,                363902,              1250849,                310376,,,                 25811,,,,                -11846,,                 91211,,                 10824,                -66422,                243954,,                 41098,                202856,                202856,,,,,,,,,                 78415,                281271,,                201855,                  1001,,                280034,                  1237,,                              1.28,,                              1.28,,,,                 46058,                 28729,                    513,,                  3202,                    -87,,,,,,
3048,2013年01月01日至2013年09月30日,,,             24842822,,                  1791,             24844613,,             23716988,              1127625,              1127625,,,                644585,,                278726,                923311,                204314,,,                 15708,,                   -203,                  9037,                 -9240,,                 60406,,                  5908,                -48030,                156284,,                 25433,                130851,                130851,,,,,,,,,                 28795,                159646,,                129621,                  1230,,                158255,                  1391,,                              0.75,,                              0.75,,,,                 26483,                              0,,,                  2312,,                              0,,,,,
3048,2013年01月01日至2013年06月30日,,,             14774218,,                    324,             14774542,,             14073842,                700700,                700700,,,                401351,,                183331,                584682,                116018,,,                  8636,,                  1367,                     32,                 -3132,,                 37553,,                  2906,                -29143,                 86875,,                 14368,                 72507,                 72507,,,,,,,,,                 53431,                125938,,                 71644,                    863,,                124833,                  1105,,                              0.41,,                              0.41,,,,                 50838,                              0,,,                  2593,,                              0,,                  4467,                  4467,,
3048,2013年01月01日至2013年03月31日,,,              7055581,,                     90,              7055671,,              6722436,                333235,                333235,,,                209444,,                 63917,                273361,                 59874,,,                  2840,,,,                   -953,,                 19212,,                  1509,                -15816,                 44058,,                  6553,                 37505,                 37505,,,,,,,,,                 38798,                 76303,,                 37039,                    466,,                 75617,                    686,,                              0.24,,                              0.23,,,,                 36417,                              0,,,                  2381,,                              0,,,,,
3048,2012年07月01日至2012年09月30日,,,              7226366,,                    158,              7226524,,              6882415,                344109,                344109,,,                187816,,                 87819,                275635,                 68474,,,                  4530,,,,                 -3419,,                 15048,,                  1840,                -12097,                 56377,,                  9230,                 47147,                 47147,,,,,,,,,                -28050,                 19097,,                 46637,                    510,,                 18933,                    164,,                              0.31,,                              0.31,,,,                -27241,,,,                   -809,,,,,,,
3048,2012年04月01日至2012年06月30日,,,              6126984,,                  1068,              6128052,,              5812284,                315768,                315768,,,                177170,,                 83390,                260560,                 55208,,,                  5953,,,,                  2842,,                 14655,,                  2069,                 -3791,                 51417,,                  6685,                 44732,                 44732,,,,,,,,,                 13516,                 58248,,                 42682,                  2050,,                 56215,                  2033,,                              0.27,,                              0.27,,,,                 12942,,,,                    574,,,,,,,                              0
3048,2012年01月01日至2012年12月31日,,,             26709806,,                  3221,             26713027,,             25422618,              1290409,              1290409,,,                717288,,                332273,              1049561,                240848,,,                 19873,,,,                 -9543,,                 65202,,                  8719,                -46153,                194695,,                 36346,                158349,                158349,,,,,,,,,                -54715,                103634,,                157015,                  1334,,                102702,                    932,,                              1.00,,                              0.99,,,,                -47813,                              0,                 -5562,,                 -2286,                    946,,,,,,
3048,2012年01月01日至2012年09月30日,,,             18767689,,                  3811,             18771500,,             17826692,                944808,                944808,,,                536077,,                245339,                781416,                163392,,,                 13783,,,,                 -2977,,                 48922,,                  5650,                -32466,                130926,,                 19373,                111553,                111553,,,,,,,,,                -44899,                 66654,,                108223,                  3330,,                 63713,                  2941,,                              0.69,,                              0.68,,,,                -42899,,,,                 -2000,,,,,,,
3048,2012年01月01日至2012年06月30日,,,             11541323,,                  3653,             11544976,,             10944277,                600699,                600699,,,                348261,,                157520,                505781,                 94918,,,                  9253,,,,                    442,,                 33874,,                  3810,                -20369,                 74549,,                 10143,                 64406,                 64406,,,,,,,,,                -16849,                 47557,,                 61586,                  2820,,                 44780,                  2777,,                              0.39,,                              0.39,,,,                -15658,,,,                 -1191,,,,,,,                              0
3048,2012年01月01日至2012年03月31日,,,              5414339,,                  2585,              5416924,,              5131993,                284931,                284931,,,                171091,,                 74130,                245221,                 39710,,,                  3300,,,,                 -2400,,                 19219,,                  1741,                -16578,                 23132,,                  3458,                 19674,                 19674,,,,,,,,,                -30365,                -10691,,                 18904,                    770,,                -11435,                    744,,                              0.12,,                              0.12,,,,                -28600,,,,                 -1765,,,,,,,                              0
