證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2456,2013年度,,              3704934,,              2936808,                768126,                              0,                              0,                768126,,,                204104,,                172919,,                 67044,                444067,                324059,,,                 36469,,                 19479,,                 33986,                 21962,                346021,,                 86504,                259517,,                              0,                259517,,,,,,,,,,,,,,,,                133177,                392694,,                270339,                -10822,,                405919,                -13225,,                              1.82,,                              1.81,,,                127616,                    811,                  5722,                    972
2456,2013年07月01日至2013年09月30日,,                988282,,                786442,                201840,                              0,                              0,                201840,,,                 52552,,                 42771,,                 16552,                111875,                 89965,,,                  6090,,                 -6345,,                  7683,                 -7938,                 82027,,                 14641,                 67386,,                              0,                 67386,,,,,,,,,,,,,,,,                -31900,                 35486,,                 71479,                 -4093,,                 39721,                 -4235,,                              0.49,,                              0.49,,,                -32434,                    534,,
2456,2013年04月01日至2013年06月30日,,                965159,,                758395,                206764,                              0,                              0,                206764,,,                 50744,,                 43258,,                 17413,                111415,                 95349,,,                 11658,,                  8114,,                  7365,                 12407,                107756,,                 33045,                 74711,,                              0,                 74711,,,,,,,,,,,,,,,,                 45004,                119715,,                 76193,                 -1482,,                120911,                 -1196,,                              0.50,,                              0.50,,,                 45311,                   -307,,
2456,2013年01月01日至2013年12月31日,,              3704934,,              2936808,                768126,                              0,                              0,                768126,,,                204104,,                172919,,                 67044,                444067,                324059,,,                 36469,,                 19479,,                 33986,                 21962,                346021,,                 86504,                259517,,                              0,                259517,,,,,,,,,,,,,,,,                133177,                392694,,                270339,                -10822,,                405919,                -13225,,                              1.82,,                              1.81,,,                127616,                    811,                  5722,                    972
2456,2013年01月01日至2013年09月30日,,              2857916,,              2255839,                602077,                              0,                              0,                602077,,,                152521,,                125737,,                 51491,                329749,                272328,,,                 20144,,                  9490,,                 22404,                  7230,                279558,,                 72315,                207243,,                              0,                207243,,,,,,,,,,,,,,,,                 65950,                273193,,                218260,                -11017,,                293010,                -19817,,                              1.44,,                              1.44,,,                 65013,                    937,,
2456,2013年01月01日至2013年06月30日,,              1869634,,              1469397,                400237,                              0,                              0,                400237,,,                 99969,,                 82966,,                 34939,                217874,                182363,,,                 14054,,                 15835,,                 14721,                 15168,                197531,,                 57674,                139857,,                              0,                139857,,,,,,,,,,,,,,,,                 97850,                237707,,                146781,                 -6924,,                253289,                -15582,,                              0.96,,                              0.95,,,                 97447,                    403,,
2456,2013年01月01日至2013年03月31日,,                904475,,                711002,                193473,                              0,                              0,                193473,,,                 49225,,                 39708,,                 17526,                106459,                 87014,,,                  2396,,                  7721,,                  7356,                  2761,                 89775,,                 24629,                 65146,,                              0,                 65146,,,,,,,,,,,,,,,,                 52846,                117992,,                 70588,                 -5442,,                132378,                -14386,,                              0.46,,                              0.46,,,                 52136,                    710,,
2456,2012年07月01日至2012年09月30日,,                936602,,                721175,                215427,                              0,                              0,                215427,,,                 47554,,                 39719,,                 15757,                103030,                112397,,,                  2666,,                 -3907,,                 12155,                -13396,                 99001,,                 12698,                 86303,,                              0,                 86303,,,,,,,,,,,,,,,,                -41307,                 44996,,                 88111,                 -1808,,                 46399,                 -1403,,                              0.57,,                              0.50,,,                -40488,                   -819,,
2456,2012年04月01日至2012年06月30日,,                929104,,                697790,                231314,                              0,                              0,                231314,,,                 47301,,                 39878,,                 13292,                100471,                130843,,,                  2681,,                 -2137,,                 12539,                -11995,                118848,,                 33388,                 85460,,                              0,                 85460,,,,,,,,,,,,,,,,                  8400,                 93860,,                 86939,                 -1479,,                 94913,                 -1053,,                              0.57,,                              0.49,,,                  8836,                   -436,,
2456,2012年01月01日至2012年12月31日,,              3572452,,              2805872,                766580,                              0,                              0,                766580,,,                183080,,                159296,,                 58977,                401353,                365227,,,                 23851,,                -10194,,                 43550,                -29893,                335334,,                 72093,                263241,,                              0,                263241,,,,,,,,,,,,,,,,                -54492,                208749,,                269465,                 -6224,,                215689,                 -6940,,                              1.76,,                              1.58,,,                -60122,                  8288,                 -3202,                   -544
2456,2012年01月01日至2012年09月30日,,              2704002,,              2104203,                599799,                              0,                              0,                599799,,,                134991,,                118359,,                 40541,                293891,                305908,,,                  9940,,                 -8645,,                 35492,                -34197,                271711,,                 57411,                214300,,                              0,                214300,,,,,,,,,,,,,,,,                -82956,                131344,,                217869,                 -3569,,                135062,                 -3718,,                              1.42,,                              1.24,,,                -81987,                   -969,,
2456,2012年01月01日至2012年06月30日,,              1767400,,              1383028,                384372,                              0,                              0,                384372,,,                 87437,,                 78640,,                 24784,                190861,                193511,,,                  7274,,                 -4738,,                 23337,                -20801,                172710,,                 44713,                127997,,                              0,                127997,,,,,,,,,,,,,,,,                -41649,                 86348,,                129758,                 -1761,,                 88663,                 -2315,,                              0.85,,                              0.74,,,                -41499,                   -150,,
2456,2012年01月01日至2012年03月31日,,                838296,,                685238,                153058,                              0,                              0,                153058,,,                 40136,,                 38762,,                 11492,                 90390,                 62668,,,                  4593,,                 -2601,,                 10798,                 -8806,                 53862,,                 11325,                 42537,,                              0,                 42537,,,,,,,,,,,,,,,,                -50049,                 -7512,,                 42819,                   -282,,                 -6250,                 -1262,,                              0.28,,                              0.25,,,                -50335,                    286,,
