證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 重估增值,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之備供出售金融資產未實現損益,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 銷貨成本,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 銷貨折讓,　　　 確定福利計畫之再衡量數,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　　 採用權益法認列關聯企業及合資之國外營運機構財務報表換算之兌換差額,　　　　 採用權益法認列關聯企業及合資之現金流量避險中屬有效避險部分之避險工具利益(損失),　　　　 採用權益法認列關聯企業及合資國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　　 採用權益法認列關聯企業及合資之與待出售非流動資產直接相關之權益,　　　 可能重分類至損益之其他項目,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 重估價之利益（損失）,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 其他綜合損益
1449,2014年01月01日至2014年06月30日,,,,              1635880,              1635880,                 14839,              1621041,              1621041,,,              1593631,              1593631,                 27410,                 27410,,,                 79603,,                 81232,,                 26430,                187265,               -159855,,,                  9111,,                 52434,,                 27777,,                 -2573,                 31195,               -128660,,                  8735,               -137395,               -137395,,,                177874,                              0,                177874,,                  8482,,                 -1562,                 -1562,                              0,                  6920,                184794,                 47399,,               -122678,                -14717,,                 62017,                -14618,,                             -1.11,              1593631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2014年01月01日至2014年03月31日,,,,                777788,                777788,                  7807,                769981,                769981,,,                775688,                775688,                 -5707,                 -5707,,,                 38842,,                 40686,,                 13457,                 92985,                -98692,,,                     62,,                  8654,,                 13705,,                   -988,                 -5977,               -104669,,                    143,               -104812,               -104812,,,,,,,,,,,,,                 -5171,               -109983,,                -91990,                -12822,,                -97189,                -12794,,                             -0.32,                775688,,,,,,,,,,,,,,,,,,,,,,,                 -5171,,,,,,,,
1449,2013年第3季,,,,                874160,                874160,                 10269,                863891,                863891,,,                836396,                836396,                 27495,                 27495,,,                 49951,,                 33488,,                 15203,                 98642,                -71147,,,                    106,,                 17182,,                 13086,,                   -928,                  3274,                -67873,,                 -1051,                -66822,                -66822,,,,,,,,,,,,,                -12373,                -79195,,                -60409,                 -6413,,                -73088,                 -6107,,                             -0.70,                836396,,,,,,,,,,,,,,,,,,,,,,,                -12373,                              0,,,,,,,
1449,2013年第2季,,,,              1035141,              1035141,                  7764,              1027377,              1027377,,,                946188,                946188,                 81189,                 81189,,,                 35997,,                 47190,,                 12467,                 95654,                -14465,,,                  9005,,                 14774,,                 13031,,                 -2585,                  8163,                 -6302,,                  2887,                 -9189,                 -9189,,,,,,,,,,,,,                 23882,                 14693,,                -30032,                 20843,,                 -5822,                 20515,,                             -0.17,                946188,,,,,,,,,,,,,,,,,,,,,,,                 23882,                              0,,,,,,,
1449,2013年度,,,,              3755994,              3755994,                 34858,              3721136,              3721136,,,              3524486,              3524486,                196650,                196650,,,                164291,,                168654,,                 57225,                390170,               -193520,,,                 10772,,                103339,,                 52481,,                  1615,                 63245,               -130275,,                  4184,               -134459,               -134459,,,,,,,,,,,,,                336891,                202432,,               -145864,                 11405,,                188777,                 13655,,                             -1.89,              3524486,,,,,,,,,,,,,,,,,,,,,,                    307,                 36725,                294798,                  5636,,                              0,                    575,,,
1449,2013年07月01日至2013年09月30日,,,,                874160,                874160,,                863891,                863891,,,                838928,                838928,                 24963,                 24963,,,                 49951,,                 33488,,                 15203,                 98642,                -73679,,,                    106,,                 17182,,                 13086,,                   -928,                  3274,                -70405,,                 -1051,                -69354,                -69354,,,,,,,,,,,,,                -12373,                -81727,,                -62941,                 -6413,,                -75620,                 -6107,,                             -0.26,                838928,,,                 10269,,,,,,,,,,,,,,,,,,,,,,,,,                 12373,,                             -0.26,
1449,2013年04月01日至2013年06月30日,,,,              1035141,              1035141,                  7764,              1027377,              1027377,,,                948354,                948354,                 79023,                 79023,,,                 44465,,                 38722,,                 12467,                 95654,                -16631,,,                  9005,,                 14774,,                 13031,,                 -2585,                  8163,                 -8468,,                  2887,                -11355,                -11355,,,,,,,,,,,,,                 16952,                  5597,,                -32198,                 20843,,                -14627,                 20224,,                             -0.18,                948354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 16952
1449,2013年01月01日至2013年12月31日,,,,              3755994,              3755994,                 34858,              3721136,              3721136,,,              3534152,              3534152,                186984,                186984,,,                164291,,                168654,,                 57225,                390170,               -203186,,,                 10772,,                 84741,,                 52481,,                  1615,                 44647,               -158539,,                  2773,               -161312,               -161312,,,,,,,,,,,,,                 42093,               -119219,,               -172717,                 11405,,               -132874,                 13655,,                             -0.79,              3534152,,,,,,,,,,,,,,,,,,,,,,                    307,                 36725,,                  5636,,,                    575,,,
1449,2013年01月01日至2013年09月30日,,,,              2702988,              2702988,                 23063,              2679925,              2679925,,,              2547504,              2547504,                132421,                132421,,,                148811,,                104967,,                 43847,                297625,               -165204,,,                  9271,,                 65143,,                 38978,,                    565,                 36001,               -129203,,                  1850,               -131053,               -131053,,,,,,,,,,,,,                 10370,               -120683,,               -138903,                  7850,,               -128383,                  7700,,                             -1.96,              2547504,,,,,,,,,,,,,,,,,,,,,,,                 10370,                              0,,,,,,,
1449,2013年01月01日至2013年06月30日,,,,              1828828,              1828828,                 12794,              1816034,              1816034,,,              1711108,              1711108,                104926,                104926,,,                 80095,,                 90244,,                 28644,                198983,                -94057,,,                  9165,,                 47961,,                 25892,,                  1493,                 32727,                -61330,,                  2901,                -64231,                -64231,,,,,,,,,,,,,                 29673,                -34558,,                -78494,                 14263,,                -48656,                 14098,,                             -0.44,              1711108,,,,,,,,,,,,,,,,,,,,,,,                 29673,                              0,,,,,,,
1449,2013年01月01日至2013年03月31日,,,,                793687,                793687,                  5030,                788657,                788657,,,                767847,                767847,                 20810,                 20810,,,                 44098,,                 43054,,                 16177,                103329,                -82519,,,                    160,,                 33187,,                 12861,,                  4078,                 24564,                -57955,,                     14,                -57969,                -57969,,,,,,,,,,,,,                  5791,                -52178,,                -51389,                 -6580,,                -45761,                 -6417,,                             -0.29,                767847,,,,,,,,,,,,,,,,,,,,,,,                  5791,,,,,,,,
1449,2012年07月01日至2012年09月30日,,,,                825328,                825328,,                811056,                811056,,,                793433,                793433,                 17623,                 17623,,,                 40808,,                 34087,,                 11693,                 86588,                -68965,,,                    540,,                 56234,,                 26128,,                 -1153,                 29493,                -39472,,                  1617,                -41089,                -41089,,,,,,,,,,,,,                 18827,                -22262,,                -23622,                -17467,,                 -4653,                -17609,,                             -0.15,                793433,,,                 14272,,,,,,,,,,,,,,,,,,,,,,,,,                -18827,,                             -0.15,
1449,2012年04月01日至2012年06月30日,,,,              1147164,              1147164,                 17997,              1129167,              1129167,,,              1081242,              1081242,                 47925,                 47925,,,                 39341,,                 37466,,                 12450,                 89257,                -41332,,,                  8502,,                 26613,,                 26692,,                   -675,                  7748,                -33584,,                    964,                -34548,                -34548,,,,,,,,,,,,,                -36927,                -71475,,                 -4188,                -30360,,                -41115,                -30360,,                             -0.03,              1081242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -36927
1449,2012年01月01日至2012年12月31日,,,,              3935578,              3935578,                 54348,              3881230,              3881230,,,              3763213,              3763213,                118017,                118017,,,                151959,,                141304,,                 47592,                340855,               -222838,,,                  9290,,                161641,,                 93148,,                 -5170,                 72613,               -150225,,                  8975,               -159200,               -159200,,,,,,,,,,,,,                -28961,               -188161,,               -122448,                -36752,,               -150992,                -37169,,                             -0.76,              3763213,,,,,,,,,,,,,,,,,,,,,,                              0,                 -2446,,                -26515,,,                              0,,,
1449,2012年01月01日至2012年09月30日,,,,              2953378,              2953378,,              2907133,              2907133,,,              2800758,              2800758,                106375,                106375,,,                118949,,                115532,,                 35132,                269613,               -163238,,,                  9493,,                144504,,                 79835,,                    800,                 74962,                -88276,,                  3635,                -91911,                -91911,,,,,,,,,,,,,                  6151,                -85760,,                -44461,                -47450,,                -38310,                -47450,,                             -0.29,              2800758,,,                 46245,,,,,,,,,,,,,,,,,,,,,,,,,                 -6151,,                             -0.29,
1449,2012年01月01日至2012年06月30日,,,,              2128050,              2128050,                 31973,              2096077,              2096077,,,              2007325,              2007325,                 88752,                 88752,,,                 78141,,                 81445,,                 23439,                183025,                -94273,,,                  8953,,                 88270,,                 53707,,                  1953,                 45469,                -48804,,                  2018,                -50822,                -50822,,,,,,,,,,,,,                -12676,                -63498,,                -20839,                -29983,,                -33657,                -29841,,                             -0.13,              2007325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -12676
1449,2012年01月01日至2012年03月31日,,,,                980886,                980886,                 13976,                966910,                966910,,,                926083,                926083,                 40827,                 40827,,,                 38800,,                 43979,,                 10989,                 93768,                -52941,,,                    451,,                 61657,,                 27015,,                  2628,                 37721,                -15220,,                  1054,                -16274,                -16274,,,,,,,,,,,,,                 24251,                  7977,,                -16651,                    377,,                  7458,                    519,,                             -0.11,                926083,,,,,,,,,,,,,,,,,,,,,,,                 24251,,,,,,,,
