證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2354,2014年01月01日至2014年03月31日,,             11197965,,              9575847,              1622118,              1622118,,,                135494,,                747307,,                229877,              1112678,                509440,,,                252934,,               -297706,,                 16666,,                 -6080,                -67518,                441922,,                111463,                330459,                330459,,,                642922,                 30910,                673832,                673832,              1004291,,                335760,                 -5301,,              1010112,                 -5821,,                              0.24,                              0.24,,                              0.24,                              0.24,,,,
2354,2013年第3季,,             26668340,,             24550536,              2117804,              2117804,,,                179260,,                630060,,                427263,              1236583,                881221,,,                187267,,                 66423,,                 39654,,                              0,                214036,              1095257,,                 14144,              1081113,              1081113,,,,,,               -778669,                302444,,              1087552,                 -6439,,                310543,                 -8099,,                              0.79,                              0.79,,                              0.79,                              0.79,               -800691,                 22022,,
2354,2013年第2季,,             15275299,,             12826581,              2448718,              2448718,,,                149277,,                462668,,                262597,                874542,              1574176,,,                 76755,,                207323,,                 84362,,                              0,                199716,              1773892,,                890036,                883856,                883856,,,,,,                205912,              1089768,,                890699,                 -6843,,              1094415,                 -4647,,                              0.65,                              0.65,,                              0.65,                              0.65,                667756,               -461844,,
2354,2013年度,,             94598086,,             82550232,             12047854,             12047854,,,                831924,,              2984458,,              1257053,              5073435,              6974419,,,                681478,,                685600,,                161985,,                 -2646,              1202447,              8176866,,              1165661,              7011205,              7011205,,,,,,              1849753,              8860958,,              7027753,                -16548,,              8872938,                -11980,,                              5.14,                              5.14,,                              5.09,                              5.09,              2306755,               -455847,                 -1392,                   -237
2354,2013年07月01日至2013年09月30日,,             26668340,,             24550536,              2117804,              2117804,,,                179260,,                630060,,                427263,              1236583,                881221,,,                187267,,                 66423,,                 39654,,                              0,                214036,              1095257,,                 14144,              1081113,              1081113,,,,,,               -778669,                302444,,              1087552,                 -6439,,                310543,                 -8099,,                              0.83,                              0.83,,                              0.83,                              0.83,               -800691,                 22022,,
2354,2013年04月01日至2013年06月30日,,             15275299,,             12826581,              2448718,              2448718,,,                149277,,                462668,,                262597,                874542,              1574176,,,                 76755,,                207323,,                 84362,,                              0,                199716,              1773892,,                890036,                883856,                883856,,,,,,                205912,              1089768,,                890699,                 -6843,,              1094415,                 -4647,,                              0.69,                              0.69,,                              0.68,                              0.68,                667756,               -461844,,
2354,2013年01月01日至2013年12月31日,,             94598086,,             82550232,             12047854,             12047854,,,                831924,,              2984458,,              1257053,              5073435,              6974419,,,                681478,,                685600,,                161985,,                 -2646,              1202447,              8176866,,              1165661,              7011205,              7011205,,,,,,              1849753,              8860958,,              7027753,                -16548,,              8872938,                -11980,,                              5.39,                              5.39,,                              5.34,                              5.34,              2306755,               -455847,                 -1392,                   -237
2354,2013年01月01日至2013年09月30日,,             64405587,,             56657724,              7747863,              7747863,,,                555395,,              1875563,,                960834,              3391792,              4356071,,,                456511,,                457543,,                146209,,                              0,                767845,              5123916,,              1026923,              4096993,              4096993,,,,,,              1676435,              5773428,,              4116645,                -19652,,              5790652,                -17224,,                              3.01,                              3.01,,                              2.99,                              2.99,              1471472,                204963,,
2354,2013年01月01日至2013年06月30日,,             37737247,,             32107188,              5630059,              5630059,,,                376135,,              1245503,,                533571,              2155209,              3474850,,,                269244,,                391120,,                106555,,                              0,                553809,              4028659,,              1012779,              3015880,              3015880,,,,,,              2455104,              5470984,,              3029093,                -13213,,              5480109,                 -9125,,                              2.22,                              2.22,,                              2.20,                              2.20,              2272163,                182941,,
2354,2013年01月01日至2013年03月31日,,             22461948,,             19280607,              3181341,              3181341,,,                226858,,                782835,,                270974,              1280667,              1900674,,,                192489,,                183797,,                 22193,,                              0,                354093,              2254767,,                122743,              2132024,              2132024,,,,,,              2249192,              4381216,,              2138394,                 -6370,,              4385694,                 -4478,,                              1.65,                              1.65,,                              1.63,                              1.63,              1604407,                644785,,
2354,2012年07月01日至2012年09月30日,,             38232290,,             34906549,              3325741,              3325741,,,                 94904,,                560424,,                352038,              1007366,              2318375,,,                164133,,              2179991,,                 44535,,                    -26,              2299563,              4617938,,                220793,              4397145,              4397145,,,,,,             -1421230,              2975915,,              4401463,                 -4318,,              2982309,                 -6394,,                              3.39,                              3.39,,                              3.38,                              3.38,             -1093953,               -327277,,
2354,2012年04月01日至2012年06月30日,,             18944159,,             16693957,              2250202,              2250202,,,                209990,,                538691,,                162566,                911247,              1338955,,,                207070,,             -2946351,,                 26137,,                -12502,             -2777920,             -1438965,,                573195,             -2012160,             -2012160,,,,,,                108149,             -1904011,,             -2011632,                   -528,,             -1904078,                     67,,                             -1.55,                             -1.55,,                             -1.55,                             -1.55,                486750,               -378601,,
2354,2012年01月01日至2012年12月31日,,            133616593,,            119623394,             13993199,             13993199,,,                841439,,              2916237,,              1121321,              4878997,              9114202,,,                723621,,                185149,,                170667,,                -12465,                725638,              9839840,,              1493564,              8346276,              8346276,,,,,,             -1071856,              7274420,,              8378045,                -31769,,              7306551,                -32131,,                              6.46,                              6.46,,                              6.42,                              6.42,             -1891638,                819996,                   -258,                    -44
2354,2012年01月01日至2012年09月30日,,             77997406,,             69473305,              8524101,              8524101,,,                501699,,              1776599,,                800378,              3078676,              5445425,,,                512564,,                129762,,                118268,,                -12528,                511530,              5956955,,              1032864,              4924091,              4924091,,,,,,             -2210650,              2713441,,              4928937,                 -4846,,              2719768,                 -6327,,                              3.81,                              3.81,,                              3.79,                              3.79,             -1875510,               -335140,,
2354,2012年01月01日至2012年06月30日,,             39765116,,             34566756,              5198360,              5198360,,,                406795,,              1216175,,                448340,              2071310,              3127050,,,                348431,,             -2050229,,                 73733,,                -12502,             -1788033,              1339017,,                812071,                526946,                526946,,,,,,               -789420,               -262474,,                527474,                   -528,,               -262541,                     67,,                              0.41,                              0.41,,                              0.41,                              0.41,               -781557,                 -7863,,
2354,2012年01月01日至2012年03月31日,,             20820957,,             17872799,              2948158,              2948158,,,                196805,,                677484,,                285774,              1160063,              1788095,,,                141361,,                896122,,                 47596,,,                989887,              2777982,,                238876,              2539106,              2539106,,,,,,               -897569,              1641537,,              2539106,                              0,,              1641537,                              0,,                              2.06,                              2.06,,                              2.05,                              2.05,             -1268307,                370738,,
