證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 其他收益及費損淨額,　　 其他收益及費損淨額
1310,2014年01月01日至2014年06月30日,,              9555407,,              9446837,                108570,                108570,,,                 14019,,                129686,,                  3174,                146879,                -38309,,,                 43676,,                348698,,                 16994,,                 19251,                394631,                356322,,                 10750,                345572,,                -30823,                314749,,,                 -1812,                 20449,,                -56765,                -38128,                -38128,                276621,,                325305,                -10556,,                287851,                -11230,,                              0.64,                             -0.03,                              0.61,,                              0.64,                             -0.03,                              0.61,,,,,,,,,,,,,,,,,,,,,,,
1310,2014年01月01日至2014年03月31日,,              5258276,,              5164364,                 93912,                 93912,,,                 15926,,                 69016,,                  2896,                 87838,                  6074,,,                 22451,,                 -3864,,                 10013,,                    853,                  9427,                 15501,,                  2743,                 12758,,,                 12758,,,,,,,,                -88178,                -75420,,                 12311,                    447,,                -77393,                  1973,,,,                              0.02,,,,,,,,,,,,,,,,,              5258276,                  4636,                  3701,,,                -96515,,                              0,                              0,,                              0
1310,2013年第3季,,              5165918,,              4532395,                633523,                633523,,,                  2933,,                 97403,,                  3291,                103627,                529896,,,                 17358,,                  1842,,                 16560,,                  8964,                 11604,                541500,,                 -2481,                543981,,                 -6778,                537203,,,,,,,,                320803,                858006,,                540269,                 -3066,,                863701,                 -5695,,                              1.03,                             -0.01,                              1.02,,                              1.03,                             -0.01,                              1.02,,,,,,,,,,,,,,                 -4842,                 22060,,,                303585,,,,,
1310,2013年第2季,,              5199506,,              4850483,                349023,                349023,,,                 25819,,                 52568,,                    757,                 79144,                269879,,,                 13352,,                -27030,,                 22258,,                 -7339,                -43275,                226604,,                    953,                225651,,                -11807,                213844,,,,,,,,                228269,                442113,,                228646,                -14802,,                452812,                -10699,,,,                              0.46,,,,,,,,,,,,,,,,,,                 -5041,                 39431,,,                193879,,,,,
1310,2013年度,,             20350867,,             18934413,              1416454,              1416454,,,                 54732,,                293194,,                 14744,                362670,              1053784,,,                 58607,,                -91898,,                 71831,,                  7003,                -98119,                955665,,                -92492,              1048157,,                -29514,              1018643,,,,,,,,                728713,              1747356,,              1085976,                -67333,,              1809350,                -61994,,                              2.08,                             -0.03,                              2.05,,                              2.08,                             -0.03,                              2.05,,,,,,,,,,,,,             20350867,                  7195,                106649,                 -5908,,                619939,                   -838,,,,
1310,2013年07月01日至2013年09月30日,,              5523448,,              4877789,                645659,                645659,,,                 11289,,                105726,,                  4531,                121546,                524113,,,                 17899,,                  1524,,                 17269,,                  7891,                 10045,                534158,,                 -3045,                537203,,,                537203,,,,,,,,                320803,                858006,,                540269,                 -3066,,                863701,                 -5695,,,,                              1.07,,,,                              1.07,,,,,,,,,,,,,,                 -4842,                 22060,,,                303585,,,,,
1310,2013年04月01日至2013年06月30日,,              5526378,,              5169193,                357185,                357185,,,                 35945,,                 61469,,                  1164,                 98578,                258607,,,                 13449,,                -26898,,                 23320,,                 -8057,                -44826,                213781,,                    -63,                213844,,,                213844,,,,,,,,                228269,                442113,,                228646,                -14802,,                452812,                -10699,,,,                              0.45,,,,,,,,,,,,,,,,,,                 -5041,                 39431,,,                193879,,,,,
1310,2013年01月01日至2013年12月31日,,             21756532,,             20282879,              1473653,              1473653,,,                 93436,,                329915,,                 20245,                443596,              1030057,,,                 59683,,                -89721,,                 75574,,                  4692,               -100920,                929137,,                -89506,              1018643,,,              1018643,,,,,,,,                728713,              1747356,,              1085976,                -67333,,              1809350,                -61994,,                              2.16,,                              2.16,,,,                              2.16,,,,,,,,,,,,,,                  7195,                106649,                 -5908,,                619939,                   -838,,,,
1310,2013年01月01日至2013年09月30日,,             14908910,,             13789223,              1119687,              1119687,,,                 42466,,                222336,,                 11626,                276428,                843259,,,                 46834,,                -44456,,                 59046,,                   -248,                -56916,                786343,,                 -2539,                788882,,                -12015,                776867,,,,,,,,                644347,              1421214,,                790386,                -13519,,              1429692,                 -8478,,                              1.51,                             -0.01,                              1.50,,                              1.51,                             -0.01,                              1.50,,,,,,,,,,,,,,                  2933,                102970,,,                538444,,,,,
1310,2013年01月01日至2013年06月30日,,              9742992,,              9256828,                486164,                486164,,,                 39533,,                124933,,                  8335,                172801,                313363,,,                 29476,,                -46298,,                 42486,,                 -9212,                -68520,                244843,,                    -58,                244901,,                 -5237,                239664,,,,,,,,                323544,                563208,,                250117,                -10453,,                565991,                 -2783,,,,                              0.50,,,,,,,,,,,,,,,,,,                  7775,                 80910,,,                234859,,,,,
1310,2013年01月01日至2013年03月31日,,              4958708,,              4788389,                170319,                170319,,,                 25974,,                 82525,,                  8810,                117309,                 53018,,,                 16443,,                -17534,,                 21645,,                 -2353,                -25089,                 27929,,                  2109,                 25820,,,                 25820,,,,,,,,                 95275,                121095,,                 21471,                  4349,,                113179,                  7916,,,,                              0.04,,,,,,,,,,,,,,,,,              4958708,                 12816,                 41479,,,                 40980,,                              0,                              0,,                      8
1310,2012年07月01日至2012年09月30日,,              5059915,,              4916897,                143018,                143018,,,                 10349,,                112877,,                 11501,                134727,                  8291,,,                 35370,,                  4325,,                 20919,,                 10100,                 28876,                 37167,,                 10892,                 26275,,,                 26275,,,,,,,,                135778,                162053,,                 33822,                 -7547,,                171938,                 -9885,,,,                              0.07,,,,                              0.07,,,,,,,,,,,,,,                  2533,                -11229,,,                144474,,,,,
1310,2012年04月01日至2012年06月30日,,              4119395,,              4284120,               -164725,               -164725,,,                 49353,,                 57943,,                 10108,                117404,               -282129,,,                 30975,,                -44267,,                 23165,,                -10830,                -47287,               -329416,,                  5598,               -335014,,,               -335014,,,,,,,,               -140416,               -475430,,               -326425,                 -8589,,               -461710,                -13720,,,,                             -0.65,,,,,,,,,,,,,,,,,,                 -1075,                -35749,,,               -103592,,,,,
1310,2012年01月01日至2012年12月31日,,             18696870,,             18757969,                -61099,                -61099,,,                114413,,                363001,,                 42001,                519415,               -580514,,,                106153,,                 81284,,                 87391,,                 -2412,                 97634,               -482880,,                 -9536,               -473344,,,               -473344,,,,,,,,                 23343,               -450001,,               -467422,                 -5922,,               -437132,                -12869,,                             -0.93,,                             -0.93,,,,                             -0.93,,,,,,,,,,,,,,                -10094,                  2509,                  3247,,                 28233,                    552,,,,
1310,2012年01月01日至2012年09月30日,,             14090024,,             14163512,                -73488,                -73488,,,                 86767,,                256264,,                 32239,                375270,               -448758,,,                106189,,                 11766,,                 65065,,                 -9280,                 43610,               -405148,,                 15659,               -420807,,,               -420807,,,,,,,,                111365,               -309442,,               -397590,                -23217,,               -281548,                -27894,,,,                             -0.79,,,,                              0.79,,,,,,,,,,,,,,                 -4775,                 -4984,,,                121124,,,,,
1310,2012年01月01日至2012年06月30日,,              9030109,,              9246615,               -216506,               -216506,,,                 76418,,                143387,,                 20738,                240543,               -457049,,,                 70819,,                  7441,,                 44146,,                -19380,                 14734,               -442315,,                  4767,               -447082,,,               -447082,,,,,,,,                -24413,               -471495,,               -431412,                -15670,,               -453486,                -18009,,,,                             -0.86,,,,,,,,,,,,,,,,,,                 -7308,                  6245,,,                -23350,,,,,
1310,2012年01月01日至2012年03月31日,,              4910714,,              4962495,                -51781,                -51781,,,                 27065,,                 85444,,                 10630,                123139,               -174919,,,                 39843,,                 51708,,                 20981,,                 -8550,                 62020,               -112899,,                   -831,               -112068,,,               -112068,,,,,,,,                116003,                  3935,,               -104987,                 -7081,,                  8224,                 -4289,,,,                             -0.21,,,,,,,,,,,,,,,,,,                 -6233,                 41994,,,                 80242,                              0,,,,                      1
