證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出-推銷費用,　　　 租金支出-推銷費用,　　　 文具用品-推銷費用,　　　 旅費-推銷費用,　　　 運費-推銷費用,　　　 郵電費-推銷費用,　　　 修繕費-推銷費用,　　　 廣告費-推銷費用,　　　 水電瓦斯費-推銷費用,　　　 保險費-推銷費用,　　　 交際費-推銷費用,　　　 捐贈-推銷費用,　　　 稅捐-推銷費用,　　　 折舊-推銷費用,　　　 各項攤提-推銷費用,　　　 伙食費-推銷費用,　　　 職工福利-推銷費用,　　　 佣金支出,　　　 訓練費-推銷費用,　　　 進出口費用,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 其他費用-推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出-管理費用,　　　 租金支出-管理費用,　　　 文具用品-管理費用,　　　 旅費-管理費用,　　　 運費-管理費用,　　　 郵電費-管理費用,　　　 修繕費-管理費用,　　　 廣告費-管理費用,　　　 水電瓦斯費-管理費用,　　　 保險費-管理費用,　　　 交際費-管理費用,　　　 捐贈-管理費用,　　　 稅捐-管理費用,　　　 呆帳損失,　　　 折舊-管理費用,　　　 各項攤提-管理費用,　　　 伙食費-管理費用,　　　 職工福利-管理費用,　　　 研究發展費用,　　　 訓練費-管理費用,　　　 網路服務費,　　　 保全費,　　　 其他費用-管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出-研發費用,　　　 租金支出-研發費用,　　　 文具用品-研發費用,　　　 旅費-研發費用,　　　 運費-研發費用,　　　 郵電費-研發費用,　　　 修繕費-研發費用,　　　 水電瓦斯費-研發費用,　　　 保險費-研發費用,　　　 交際費-研發費用,　　　 捐贈-研發費用,　　　 稅捐-研發費用,　　　 折舊及折耗,　　　 各項攤提-研發費用,　　　 伙食費-研發費用,　　　 職工福利-研發費用,　　　 委託研究費,　　　 訓練費-研發費用,　　　 其他費用-研發費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分無形資產損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入折讓,　　　 其他營業收入淨額,　　　 捐贈,　　　 處分不動產、廠房及設備利益,　　　 銷貨退回,　　　 銷貨折讓
3665,2014年01月01日至2014年03月31日,,,,              1730172,              1730172,              1730172,              1730172,,,              1255028,              1255028,              1255028,                475144,                475144,,,                 37044,                  1174,                    170,                  1432,                 17930,                    515,                    423,                    532,                    611,                  3310,                    606,,                    134,                    467,                    123,                    452,                    740,                  9771,                     13,                  6066,,,                  8252,                 89765,,                103099,                  5573,                    726,                  2194,                    402,                  1599,                  1750,                    254,                  2562,                  6611,                    914,,                  3155,                  1138,                  6247,                  3343,                  1632,                  3463,,                    155,                    291,                     50,                 31173,                176331,,                 24501,                  1394,                     78,                    821,                     81,                    118,                    950,                    409,                    905,                     60,,                     21,                  1635,                    384,                    288,                    506,                     63,                     16,                 15492,                 47722,                313818,                161326,,,,                  2246,                  2246,                  3434,                  5680,,,                  4868,                              0,                    347,                  2873,,,                 39397,,                              0,                              0,                -37749,,                  1064,                  1064,,                      3,                -33130,                128196,,                 30283,                 -2731,                 27552,                100644,                100644,,,                 65543,                 65543,,                -17475,                -17475,                 48068,                148712,,                100644,,                148712,,                              1.20,                              1.20,,                              1.19,                              1.19,,,,,,,,,,,,,
3665,2013年第3季,,,,              1824215,              1824215,              1824215,              1824215,,,              1321286,              1321286,              1321286,                502929,                502929,,,                 14095,                  1117,                    127,                  2503,                 13513,                    522,                    124,                    451,                  1037,                  2771,                    925,                     20,                    136,                    488,                    121,                    486,                    412,                 22003,                     71,                 12271,,,                 10684,                 83877,,                 78861,                  5733,                    533,                  2844,                    333,                  1577,                  1499,                    146,                  3615,                  7940,                  1030,                      5,                 16975,                              0,                  6648,                  2657,                  1823,                  2685,                    221,                  1338,                     74,                      2,                 45860,                182399,,                 21539,                  1455,                     95,                    461,                     45,                     32,                  2490,                    693,                    767,                     19,                              0,                     88,                  1385,                    154,                    383,                    429,                              0,                     24,                 14791,                 44850,                311126,                191803,,,,                  1666,                  1666,                  2918,                  4584,,                 14921,                              0,                 16245,                    625,                    841,                              0,                 20302,                              0,,,,                  9398,,                    910,                    910,,                    234,                 13306,                205109,,,                  1232,                 47133,                157976,                157976,,,,,,,,                -26739,                131237,,                157976,,                131237,,                              1.91,                              1.91,,                              1.88,                              1.88,,                 45901,                -26739,,,,,,,,,,
3665,2013年第2季,,,,              1848697,              1848697,              1848697,              1848697,,,              1287842,              1287842,              1287842,                560855,                560855,,,                 37045,                  1603,                    136,                  2219,                 18662,                    632,                    267,                    101,                    768,                  2879,                    864,                              0,                    195,                    540,                    106,                    449,                    397,                 12278,                     12,                  9264,,,                 15542,                103959,,                 59918,                  6189,                    652,                  3161,                     49,                  1422,                  1306,                    106,                  2533,                  6154,                    590,                    458,                  2956,                    252,                  6925,                  2656,                  2151,                  2083,                              0,                     95,                    627,                      9,                 69232,                169524,,                 18129,                  1517,                     91,                    654,                     38,                     30,                  1322,                    505,                    411,                     14,                              0,                    133,                    800,                     98,                    934,                    732,                     27,                     14,                 11195,                 36644,                310127,                250728,,,,                  2111,                  2111,                  8661,                 10772,,,                              0,                  7613,                  4358,                  1137,                  1605,                 25980,                 14001,,,,                -39468,,                  1498,                  1498,,                    192,                -30002,                220726,,,                 -4916,                 47320,                173406,                173406,,,,,,,,                 54052,                227458,,                173406,,                227458,,                              2.15,                              2.15,,                              2.11,                              2.11,,                 52236,                 54052,,,,,,,,,,
3665,2013年度,,,,              7111881,              7111881,              7111881,              7111881,,,              5153962,              5153962,              5153962,              1957919,              1957919,,,                148069,                  5245,                    659,                  8558,                 85213,                  2269,                    774,                  1979,                  3188,                 11095,                  3671,                    500,                 36288,                  2069,                    896,                  2863,                  2044,                 25077,                    166,                 22136,,,                 38625,                401384,,                287134,                 22227,                  2519,                 12920,                  2047,                  6239,                  5153,                    447,                 11478,                 29367,                  3006,                  2218,                 80298,                  2106,                 25826,                 10672,                  6229,                  9965,,                  2338,                    690,                    298,                 99967,                623144,,                 78797,                  5207,                    291,                  2610,                    251,                    124,                  2526,                  1677,                  2199,                     94,                    121,                    197,                  4391,                    109,                  1107,                  2543,                     88,                     31,                 54651,                157014,              1181542,                776377,,,,                  6925,                  6925,                 19040,                 25965,,                 15505,                              0,                 37125,                 11384,                  4707,                  1599,                 70095,                 41823,,,,                -76978,,                  5235,                  5235,,                    438,                -55810,                720567,,,                   -393,                156998,                563569,                563569,,,,,,,,                165548,                729117,,                563569,,                729117,,                              6.94,                              6.94,,                              6.86,                              6.86,                    438,                157391,                166221,                   -811,                   -138,,,,,,,,
3665,2013年07月01日至2013年09月30日,,,,              1824215,              1824215,              1824215,              1824215,,,              1321286,              1321286,              1321286,                502929,                502929,,,                 14095,                  1117,                    127,                  2503,                 13513,                    522,                    124,                    451,                  1037,                  2771,                    925,                     20,                    136,                    488,                    121,                    486,                    412,                 22003,                     71,                 12271,                              0,                              0,                 10684,                 83877,,                 78861,                  5733,                    533,                  2844,                    333,                  1577,                  1499,                    146,                  3615,                  7940,                  1030,                      5,                 16975,                              0,                  6648,                  2657,                  1823,                  2685,                    221,                  1338,                     74,                      2,                 45860,                182399,,                 21539,                  1455,                     95,                    461,                     45,                     32,                  2490,                    693,                    767,                     19,                              0,                     88,                  1385,                    154,                    383,                    429,                              0,                     24,                 14791,                 44850,                311126,                191803,,,,                  1666,                  1666,                  2918,                  4584,,                 14921,,                 16245,                    625,                    841,                              0,                 20302,                              0,,,,                  9398,,                    910,                    910,,                    234,                 13306,                205109,,,                  1232,                 47133,                157976,                157976,,,,,,,,                -26739,                131237,,                157976,,                131237,,                              2.01,                              2.01,,                              1.98,                              1.98,,                 45901,                -26739,,,,,,,,,,
3665,2013年04月01日至2013年06月30日,,,,              1883328,              1883328,              1848416,              1848697,,,              1287842,              1287842,              1287842,                560855,                560855,,,                 37045,                  1603,                    136,                  2219,                 18662,                    632,                    267,                    101,                    768,                  2879,                    864,,                    195,                    540,                    106,                    449,                    397,                 12278,                     12,                  9264,,,                 15542,                103959,,                 59918,                  6189,                    652,                  3161,                     49,                  1422,                  1306,                    106,                  2533,                  6154,                    590,                    458,                  2956,                    252,                  6925,                  2656,                  2151,                  2083,,                     95,                    627,                      9,                 69232,                169524,,                 18129,                  1517,                     91,                    654,                     38,                     30,                  1322,                    505,                    411,                     14,                              0,                    133,                    800,                     98,                    934,                    732,                     27,                     14,                 11195,                 36644,                310127,                250728,,,,                  2111,                  2111,                  8661,                 10772,,,,                  7613,                  4358,,                  1605,                 25980,                 14001,,,,                -39468,,                  1498,                  1498,,                    192,                -30002,                220726,,,                 -4916,                 47320,                173406,                173406,,,,,,,,                 54052,                227458,,                173406,,                227458,,                              2.26,                              2.26,,                              2.22,                              2.22,,                 52236,                 54052,,,,                    281,,                    281,,                 -1137,                 34131,                    781
3665,2013年01月01日至2013年12月31日,,,,              7111881,              7111881,              7111881,              7111881,,,              5153962,              5153962,              5153962,              1957919,              1957919,,,                148069,                  5245,                    659,                  8558,                 85213,                  2269,                    774,                  1979,                  3188,                 11095,                  3671,                    500,                 36288,                  2069,                    896,                  2863,                  2044,                 25077,                    166,                 22136,,,                 38625,                401384,,                287134,                 22227,                  2519,                 12920,                  2047,                  6239,                  5153,                    447,                 11478,                 29367,                  3006,                  2218,                 80298,                  2106,                 25826,                 10672,                  6229,                  9965,,                  2338,                    690,                    298,                 99967,                623144,,                 78797,                  5207,                    291,                  2610,                    251,                    124,                  2526,                  1677,                  2199,                     94,                    121,                    197,                  4391,                    109,                  1107,                  2543,                     88,                     31,                 54651,                157014,              1181542,                776377,,,,                  6925,                  6925,                 19040,                 25965,,                 15505,,                 37125,                 11384,                  4707,                  1599,                 70095,                 41823,,,,                -76978,,                  5235,                  5235,,                    438,                -55810,                720567,,,                   -393,                156998,                563569,                563569,,,,,,,,                165548,                729117,,                563569,,                729117,,                              7.28,                              7.28,,                              7.07,                              7.07,                    438,                157391,                166221,                   -811,                   -138,,,,,,,,
3665,2013年01月01日至2013年09月30日,,,,              5193541,              5193541,              5193541,              5193541,,,              3710472,              3710472,              3710472,              1483069,              1483069,,,                 85962,                  3983,                    427,                  6654,                 45439,                  1701,                    536,                    719,                  2466,                  7853,                  2376,                     20,                  1282,                  1550,                    327,                  1365,                  1345,                 47251,                     95,                 32112,,,                 23921,                267384,,                217051,                 18120,                  1816,                  8804,                    644,                  4606,                  3789,                    292,                  8918,                 20668,                  2379,                    473,                 36389,                  1630,                 20861,                  7844,                  5472,                  6770,                    221,                  1907,                    788,                     20,                133010,                502472,,                 56034,                  3881,                    238,                  1617,                    184,                     93,                  5124,                  1245,                  2007,                     51,                              0,                   -337,                  2756,                    332,                  1578,                  1594,                     27,                     38,                 38804,                115266,                885122,                597947,,,,                  4921,                  4921,                 14766,                 19687,,                 14921,                              0,                              0,                  8469,                  2292,                  1605,                 48976,                 16648,,,,                -63069,,                  4364,                  4364,,                    426,                -47320,                550627,,,                 -6459,                122448,                428179,                428179,,,,,,,,                 97947,                526126,,                428179,,                526126,,                              5.33,                              5.33,,                              5.14,                              5.14,,                128907,                 97947,,,,,,,,,,
3665,2013年01月01日至2013年06月30日,,,,              3369326,              3369326,              3369326,              3369326,,,              2389186,              2389186,              2389186,                980140,                980140,,,                 71867,                  2866,                    300,                  4151,                 31926,                  1179,                    412,                    268,                  1429,                  5082,                  1451,                              0,                  1146,                  1062,                    206,                    879,                    933,                 25248,                     24,                 19841,,,                 13237,                183507,,                138190,                 12387,                  1283,                  5960,                    311,                  3029,                  2290,                    146,                  5303,                 12728,                  1349,                    468,                 19414,                  1630,                 14213,                  5187,                  3649,                  4085,                              0,                    569,                    714,                     18,                 87150,                320073,,                 34495,                  2426,                    143,                  1156,                    139,                     61,                  2634,                    552,                  1240,                     32,                              0,                   -425,                  1371,                    178,                  1195,                  1165,                     27,                     14,                 24013,                 70416,                573996,                406144,,,,                  3255,                  3255,                 11848,                 15103,,,                              0,                 12449,                  7844,                  1451,                  1605,                 28674,                 45342,,,,                -72467,,                  3454,                  3454,,                    192,                -60626,                345518,,,                 -7691,                 75315,                270203,                270203,,,,,,,,                124686,                394889,,                270203,,                394889,,                              3.41,                              3.41,,                              3.29,                              3.29,,                 83006,                124686,,,,,,,,,,
3665,2013年01月01日至2013年03月31日,,,,              1520590,              1520590,              1520590,              1520629,,,              1101344,              1101344,              1101344,                419285,                419285,,,                 34822,                  1263,                    164,                  1932,                 13264,                    547,                    145,                    167,                    661,                  2203,                    587,,                    951,                    522,                    100,                    430,                    536,                 12970,                     12,                 10577,,,                 -2305,                 79548,,                 78272,                  6198,                    631,                  2799,                    262,                  1607,                    984,                     40,                  2770,                  6574,                    759,,                 16458,                  1378,                  7288,                  2531,                  1498,                  2002,,                    474,                     87,                      9,                 17918,                150549,,                 16366,                    909,                     52,                    502,                    101,                     31,                  1312,                     47,                    829,                     18,,                   -558,                    571,                     80,                    261,                    433,                              0,                              0,                 12818,                 33772,                263869,                155416,,,,                  1144,                  1144,                  3187,                  4331,,,                              0,                  4836,                  3486,,,                  2694,                 31341,,,,                -32999,,                  1956,                  1956,,                              0,                -30624,                124792,,,                 -2775,                 27995,                 96797,                 96797,,,,,,,,                 70634,                167431,,                 96797,,                167431,,                              1.30,                              1.30,,                              1.24,                              1.24,,                 30770,                 70634,,,,                     39,                              0,                     39,                     10,                   -314,,
3665,2012年07月01日至2012年09月30日,,,,              1483166,              1483166,              1483166,              1483166,,,              1091058,              1091058,              1091058,                392108,                392108,,,                 46007,                  1976,                    407,                  4393,                 30022,                    736,                   -133,                  1119,                  1115,                  3815,                  1360,                     82,                     90,                    426,                    220,                   -367,                 -2557,                  3638,                     19,                 -2851,                              0,                              0,                  7227,                 96744,,                123510,                  5287,                    676,                  1924,                    171,                  1243,                  1312,                     59,                  2793,                  6771,                  1056,                              0,                  1032,                              0,                  9621,                  1651,                 -1093,                 10274,                              0,                  1027,                    113,                     69,                 -4385,                163111,,                 16079,                    558,                     17,                    263,                     31,                     65,                     44,                     37,                    289,                     26,                              0,                     18,                    439,                    -79,                     26,                    315,                              0,                     35,                  7775,                 25938,                285793,                106315,,,,                    691,                    691,                  1255,                  1946,,                              0,,                  1135,                  1606,                    854,                              0,                  6195,                              0,,,,                 -7520,,                  3881,                  3881,,                              0,                 -9455,                 96860,,,                    618,                 23007,                 73853,                 73853,,,,,,,,                -34516,                 39337,,                 73853,,                 39337,,                              1.08,                              1.08,,                              0.96,                              0.96,,                 22389,                -34516,,,,,,,,,,
3665,2012年04月01日至2012年06月30日,,,,              1474447,              1474447,              1448324,              1448704,,,              1093074,              1093074,              1093074,                355630,                355630,,,                 29840,                    976,                    454,                  3223,                 25602,                    674,                   -217,                  1075,                    919,                  2153,                  1045,,                    267,                    354,                    373,                    516,                    373,                  2205,                     56,                  4266,,,                  7024,                 81178,,                 78319,                  5184,                    834,                  3219,                   -458,                  1716,                  2019,                     -6,                  2425,                  6254,                    671,                      5,                   -828,                     -4,                  8604,                  1862,                  1781,                  1821,,                    294,                     67,                     64,                 21825,                135668,,                 15400,                    423,                      4,                    144,                     40,                     18,                     44,                    -67,                    674,                      2,                              0,                    -97,                 -2450,                     39,                    239,                    491,                     23,                     10,                  9081,                 24018,                240864,                114766,,,,                  1267,                  1267,                  2549,                  3816,,,,                 -6413,                  2978,,                              0,                 -9175,                  8121,,,,                 -8915,,                  1858,                  1858,,                              0,                 -6957,                107809,,,                   -873,                 22407,                 85402,                 85402,,,,,,,,                 -3012,                 82390,,                 85402,,                 82390,,                              1.28,                              1.28,,                              1.27,                              1.27,,                 23280,                 -3012,,,,                    380,,                    380,,                   -578,                 24780,                  1343
3665,2012年01月01日至2012年12月31日,,,,              5799455,              5799455,              5799455,              5799455,,,              4341761,              4341761,              4341761,              1457694,              1457694,,,                132244,                  5086,                  1361,                 12505,                 91728,                  2788,                    553,                  3425,                  2982,                 10150,                  4564,                     88,                    806,                  2027,                    764,                  1885,                  1478,                 22374,                    109,                 13297,,,                 36587,                346801,,                376047,                 25083,                  5381,                  8696,                  1208,                  6167,                  5932,                    138,                  9952,                 22542,                  3252,                  1501,                  5270,                  1644,                 19538,                  6947,                  6474,                 15464,,                  1736,                    372,                    271,                 78066,                601681,,                 58268,                  1090,                    176,                    704,                    139,                    207,                    146,                    119,                  1710,                     41,                              0,                    126,                  2158,                    295,                  1196,                  1616,                     23,                     45,                 38795,                106854,              1055336,                402358,,,,                  4448,                  4448,                  8896,                 13344,,                              0,,                 25224,                  1993,                  4783,                              0,                 26312,                 28393,,,,                -36257,,                 10582,                 10582,,                              0,                -33495,                368863,,,                 -8078,                 81078,                287785,                287785,,,,,,,,                -83331,                204454,,                287785,,                204454,,                              4.19,                              4.19,,                              3.99,                              3.99,                              0,                 89156,                -83671,                    404,                     64,,,,,,,,
3665,2012年01月01日至2012年09月30日,,,,              4276410,              4276410,              4276410,              4276410,,,              3213248,              3213248,              3213248,              1063162,              1063162,,,                102554,                  3788,                    975,                  9275,                 75593,                  1883,                    406,                  2695,                  2426,                  8241,                  3554,                     82,                    686,                  1134,                    925,                    614,                 -1875,                 11411,                     85,                  4587,                              0,                              0,                 22331,                251370,,                290324,                 15119,                  2192,                  6970,                    312,                  4467,                  4548,                    114,                  7441,                 18192,                  2454,                     23,                  4206,                              0,                 22412,                  4732,                  2119,                 14757,                              0,                  1632,                    246,                    206,                 48951,                451417,,                 42820,                  1238,                     28,                    533,                     91,                    151,                     96,                     91,                  1045,                     30,                              0,                    109,                  1621,                    329,                    321,                    829,                     23,                     45,                 22151,                 71551,                774338,                288824,,,,                  2090,                  2090,                  4855,                  6945,,                              0,,                              0,                  4404,                  2243,                              0,                  1032,                  9557,,,,                -17236,,                  8121,                  8121,,                              0,                -18412,                270412,,,                   -152,                 58556,                211856,                211856,,,,,,,,                -81396,                130460,,                211856,,                130460,,                              3.15,                              3.15,,                              3.01,                              3.01,,                 58708,                -81396,,,,,,,,,,
3665,2012年01月01日至2012年06月30日,,,,              2858508,              2858508,              2792864,              2793244,,,              2122190,              2122190,              2122190,                671054,                671054,,,                 56547,                  1812,                    568,                  4882,                 45571,                  1147,                    539,                  1576,                  1311,                  4426,                  2194,,                    596,                    708,                    705,                    981,                    682,                  7773,                     66,                  7438,,,                 15104,                154626,,                166814,                  9832,                  1516,                  5046,                    141,                  3224,                  3236,                     55,                  4648,                 11421,                  1398,                     23,                  3174,                              0,                 12791,                  3081,                  3212,                  4483,,                    605,                    133,                    137,                 53336,                288306,,                 26741,                    680,                     11,                    270,                     60,                     86,                     52,                     54,                    756,                      4,                              0,                     91,                  1182,                    408,                    295,                    514,                     23,                     10,                 14376,                 45613,                488545,                182509,,,,                  1399,                  1399,                  3600,                  4999,,,,                    197,                  2798,,                              0,                 -5163,                 10889,,,,                 -9716,,                  4240,                  4240,,                              0,                 -8957,                173552,,,                   -770,                 35549,                138003,                138003,,,,,,,,                -46880,                 91123,,                138003,,                 91123,,                              2.07,                              2.07,,                              2.07,                              2.07,,                 36319,                -46880,,,,                    380,,                    380,,                 -1389,                 62911,                  2733
3665,2012年01月01日至2012年03月31日,,,,              1384061,              1384061,              1344540,              1344540,,,              1029116,              1029116,              1029116,                315424,                315424,,,                 26707,                    836,                    114,                  1659,                 19969,                    473,                    756,                    501,                    392,                  2273,                  1149,,                    329,                    354,                    332,                    465,                    309,                  5568,                     10,                  3172,,,                  8080,                 73448,,                 88495,                  4648,                    682,                  1827,                    599,                  1508,                  1217,                     61,                  2223,                  5167,                    727,,                  4002,                      4,                  4187,                  1219,                  1431,                  2662,,                    311,                     66,                     73,                 31511,                152638,,                 11341,                    257,                      7,                    126,                     20,                     68,                      8,                    121,                     82,                      2,,                    188,                  3632,                    369,                     56,                     23,,,                  5295,                 21595,                247681,                 67743,,,,                    132,                    132,                  1051,                  1183,,,,                  6610,                   -180,,,                  4012,                  2768,,,,                   -801,,                  2382,                  2382,,,                 -2000,                 65743,,,                    103,                 13142,                 52601,                 52601,,,,,,,,                -43868,                  8733,,                 52601,,                  8733,,                              0.81,                              0.81,,                              0.81,                              0.81,,                 13039,                -43868,,,,                              0,                              0,                              0,                     18,                   -811,                 38131,                  1390
