證券代號,年季,　 營業收入,　　 營建工程收入,　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 營建工程成本,　　　 工程成本,　　　 營建工程成本合計,　　 勞務成本,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 利息費用
2404,2014年01月01日至2014年03月31日,,,,              1327941,              1327941,,                 61325,              1389266,,,              1034110,              1034110,,                 32503,              1066613,                322653,                322653,,,                 21776,,                 94817,,                 13532,                130125,                192528,,,                 20359,,                  4888,,                              0,,                 14744,                 14744,                 39991,                232519,,                 36698,                195821,                195821,,,                  3451,                 20295,,                    -97,                 23649,                 23649,                219470,,                184950,                 10871,,                208599,                 10871,,                              0.78,,                              0.78,,,,,,,
2404,2013年第3季,,,,              2421369,              2421369,,                 51149,              2472518,,,              2053550,              2053550,,                 28110,              2081660,                390858,                390858,,,                 13694,,                139041,,                 18135,                170870,                219988,,,                194302,,                  9815,,                    336,,                 10105,                 10105,                213886,                433874,,                 73032,                360842,                360842,,,,,,,,                  6908,                367750,,                358804,                  2038,,                365712,                  2038,,                              1.51,,                              1.49,                 -6703,                 15869,,,                 -2258,,
2404,2013年第2季,,,,              3190137,              3190137,,                 33212,              3223349,,,              2682331,              2682331,,                 23454,              2705785,                517564,                517564,,,                 13623,,                131275,,                 14584,                159482,                358082,,,                 11717,,                 12485,,                    407,,                 11889,                 11889,                 35684,                393766,,                 70655,                323111,                323111,,,,,,,,                 18654,                341765,,                322282,                    829,,                340936,                    829,,                              1.36,,                              1.35,                  7011,                 10529,,,                  1114,,
2404,2013年度,,,,             11276145,             11276145,,                168870,             11445015,,,              9556362,              9556362,,                160698,              9717060,              1727955,              1727955,,,                 50179,,                524030,,                 62083,                636292,              1091663,,,                229168,,                 42974,,                  7755,,                 46379,                 46379,                310766,              1402429,,                268245,              1134184,              1134184,,,,,,,,                 23953,              1158137,,              1123228,                 10956,,              1147181,                 10956,,                              4.73,,                              4.67,                 32542,                 15083,                -35153,,                 12550,                  1069,
2404,2013年07月01日至2013年09月30日,,,,              2421369,              2421369,,                 51149,              2472518,,,              2053550,              2053550,,                 28110,              2081660,                390858,                390858,,,                 13694,,                139041,,                 18135,                170870,                219988,,,                194302,,                  9815,,                    336,,                 10105,                 10105,                213886,                433874,,                 73032,                360842,                360842,,,,,,,,                  6908,                367750,,                358804,                  2038,,                365712,                  2038,,                              1.51,,                              1.49,                 -6703,                 15869,,,                 -2258,,
2404,2013年04月01日至2013年06月30日,,,,              3190137,              3190137,,                 33212,              3223349,,,              2682331,              2682331,,                 23454,              2705785,                517564,                517564,,,                 13623,,                131275,,                 14584,                159482,                358082,,,                 11717,,                 12485,,                    407,,                 11889,                 11889,                 35684,                393766,,                 70655,                323111,                323111,,,,,,,,                 18654,                341765,,                322282,                    829,,                340936,                    829,,                              1.36,,                              1.35,                  7011,                 10529,,,                  1114,,
2404,2013年01月01日至2013年12月31日,,,,             11276145,             11276145,,                168870,             11445015,,,              9556362,              9556362,,                160698,              9717060,              1727955,              1727955,,,                 50179,,                524030,,                 62083,                636292,              1091663,,,                229168,,                 42974,,                  7755,,                 46379,                 46379,                310766,              1402429,,                268245,              1134184,              1134184,,,,,,,,                 23953,              1158137,,              1123228,                 10956,,              1147181,                 10956,,                              4.73,,                              4.67,                 32542,                 15083,                -35153,,                 12550,                  1069,
2404,2013年01月01日至2013年09月30日,,,,              8649878,              8649878,,                121024,              8770902,,,              7432414,              7432414,,                 75715,              7508129,              1262773,              1262773,,,                 35676,,                370103,,                 47213,                452992,                809781,,,                212889,,                 38888,,                  1560,,                 30327,                 30327,                280544,              1090325,,                192002,                898323,                898323,,,,,,,,                 55466,                953789,,                893811,                  4512,,                949277,                  4512,,                              3.76,,                              3.70,                 23334,                 26473,,,                  5659,,
2404,2013年01月01日至2013年06月30日,,,,              6228509,              6228509,,                 69875,              6298384,,,              5378864,              5378864,,                 47605,              5426469,                871915,                871915,,,                 21982,,                231062,,                 29078,                282122,                589793,,,                 18587,,                 29073,,                  1224,,                 20222,                 20222,                 66658,                656451,,                118970,                537481,                537481,,,,,,,,                 48558,                586039,,                535007,                  2474,,                583565,                  2474,,                              2.25,,                              2.24,                 30037,                 10604,,,                  7917,,
2404,2013年01月01日至2013年03月31日,,,,              3038372,              3038372,,                 36663,              3075035,,,              2696533,              2696533,,                 24151,              2720684,                354351,                354351,,,                  8359,,                 99787,,                 14494,                122640,                231711,,,                  6870,,                 16588,,                    817,,                  8333,                  8333,                 30974,                262685,,                 48315,                214370,                214370,,,,,,,,                 29904,                244274,,                212725,                  1645,,                242629,                  1645,,                              0.89,,                              0.89,                 23026,                     75,,,                  6803,,                    817
2404,2012年07月01日至2012年09月30日,,,,              2146444,              2146444,,                 36066,              2182510,,,              1915231,              1915231,,                 20125,              1935356,                247154,                247154,,,                 18572,,                 95197,,                 18791,                132560,                114594,,,                 14591,,                 -8259,,                  2593,,                  7366,                  7366,                 11105,                125699,,                 25421,                100278,                100278,,,,,,,,                 -7970,                 92308,,                 99475,                    803,,                 91505,                    803,,                              0.42,,                              0.41,                 -3485,                 -3967,,,                   -518,,
2404,2012年04月01日至2012年06月30日,,,,              1966835,              1966835,,                 53004,              2019839,,,              1665756,              1665756,,                 25723,              1691479,                328360,                328360,,,                 14849,,                 88606,,                 17170,                120625,                207735,,,                  6567,,                   -236,,                  1923,,                 16765,                 16765,                 21173,                228908,,                 50291,                178617,                178617,,,,,,,,                 -7060,                171557,,                177836,                    781,,                170776,                    781,,                              0.75,,                              0.74,                  4303,                -10196,,,                 -1167,,
2404,2012年01月01日至2012年12月31日,,,,              8976404,              8976404,,                186784,              9163188,,,              7865293,              7865293,,                104046,              7969339,              1193849,              1193849,,,                 55425,,                499463,,                 72859,                627747,                566102,,,                 32987,,                  6722,,                  9057,,                 52126,                 52126,                 82778,                648880,,                121501,                527379,                527379,,,,,,,,                -60672,                466707,,                541049,                -13670,,                480377,                -13670,,                              2.28,,                              2.25,                -13635,                -13793,                -31763,,                 -5700,                 -4219,
2404,2012年01月01日至2012年09月30日,,,,              6152472,              6152472,,                140480,              6292952,,,              5356066,              5356066,,                 75110,              5431176,                861776,                861776,,,                 47209,,                382676,,                 55879,                485764,                376012,,,                 27018,,                 39876,,                  7516,,                 34341,                 34341,                 93719,                469731,,                 97967,                371764,                371764,,,,,,,,                -22495,                349269,,                382640,                -10876,,                360145,                -10876,,                              1.61,,                              1.59,                 -9740,                 -9714,,,                 -3041,,
2404,2012年01月01日至2012年06月30日,,,,              4006028,              4006028,,                104414,              4110442,,,              3440835,              3440835,,                 54985,              3495820,                614622,                614622,,,                 28637,,                287479,,                 37088,                353204,                261418,,,                 12427,,                 48135,,                  4923,,                 26975,                 26975,                 82614,                344032,,                 72546,                271486,                271486,,,,,,,,                -14525,                256961,,                283165,                -11679,,                268640,                -11679,,                              1.19,,                              1.18,                 -6255,                 -5747,,,                 -2523,,
2404,2012年01月01日至2012年03月31日,,,,              2039193,              2039193,,                 51410,              2090603,,,              1775079,              1775079,,                 29262,              1804341,                286262,                286262,,,                 13788,,                198873,,                 19918,                232579,                 53683,,,                  5860,,                 48371,,                  3000,,                 10210,                 10210,                 61441,                115124,,                 22255,                 92869,                 92869,,,,,,,,                 -7465,                 85404,,                105329,                -12460,,                 97864,                -12460,,                              0.44,,                              0.44,                -11934,                  4469,,,,,                  3000
