證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 勞務成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 銷貨收入,　　　　 銷貨收入合計
1604,2013年04月01日至2013年06月30日,,,              3049761,,                128766,,                 59831,              3238358,,,              2321250,,                151692,                 39559,              2512501,                725857,                725857,,,                509155,,                102248,,                 29987,                641390,                 84467,,,                 30601,,                 -8708,,                  6345,                  6345,,                 80035,                 95583,                180050,,                   -698,                180748,                180748,,                 14350,                 19865,,,                 34278,,                 68493,                249241,,                177909,                  2839,,                246402,                  2839,,                              0.33,,                              0.33,,
1604,2013年01月01日至2013年12月31日,,,             10242029,,                667918,,                212389,             11122336,,,              8007474,,                908460,                128360,              9044294,              2078042,              2078042,,,              1628657,,                254530,,                146078,              2029265,                 48777,,,                132502,,                159682,,                 28372,                 28372,,                272780,                536592,                585369,,                103520,                481849,                481849,,                 80453,                104244,                -28155,,                 74460,                   -130,                231132,                712981,,                427996,                 53853,,                659205,                 53776,,                              0.80,,                              0.80,,
1604,2013年01月01日至2013年09月30日,,,              7961415,,                520355,,                161969,              8643739,,,              6180206,,                560288,                101909,              6842403,              1801336,              1801336,,,              1400168,,                204626,,                113080,              1717874,                 83462,,,                102692,,                202729,,                 21403,                 21403,,                202953,                486971,                570433,,                   -698,                571131,                571131,,                 49732,                 66759,,,                 49632,,                166123,                737254,,                510981,                 60150,,                677104,                 60150,,                              0.95,,                              0.95,,              7961415
1604,2013年01月01日至2013年06月30日,,,              5649922,,                339123,,                108508,              6097553,,,              4341080,,                375172,                 70912,              4787164,              1310389,              1310389,,,                921640,,                200034,,                 70979,              1192653,                117736,,,                 57184,,                 -2677,,                 17549,                 17549,,                149870,                186828,                304564,,                   -698,                305262,                305262,,                 64645,                 46702,,,                 60346,,                171693,                476955,,                301054,                  4208,,                472747,                  4208,,                              0.56,,                              0.56,,
1604,2013年01月01日至2013年03月31日,,,              2600161,,                210357,,                 48677,              2859195,,,              2019830,,                223480,                 31353,              2274663,                584532,                584532,,,                412485,,                 97786,,                 40992,                551263,                 33269,,,                 26583,,                  6031,,                 11204,                 11204,,                 69835,                 91245,                124514,,                              0,                124514,                124514,,                 50295,                 26837,,,                 26068,,                103200,                227714,,                123145,                  1369,,                226345,                  1369,,                              0.23,,                              0.23,,
1604,2012年07月01日至2012年09月30日,,,              2747946,,                150735,,                170947,              3069628,,,              2169603,,                247677,                 40301,              2457581,                612047,                612047,,,                379117,,                124650,,                 27834,                531601,                 80446,,,                 42155,,                 -8341,,                 10661,                 10661,,                 64902,                 88055,                168501,,                    736,                167765,                167765,,                -42542,                -13562,,,                -30307,,                -86411,                 81354,,                163106,                  4659,,                 76423,                  4931,,                              0.30,,                              0.29,,              2747946
1604,2012年04月01日至2012年06月30日,,,              3203418,,                 74754,,                260648,              3538820,,,              2492164,,                216653,                 43367,              2752184,                786636,                786636,,,                530764,,                 66326,,                 33754,                630844,                155792,,,                 50239,,                -80546,,                 13419,                 13419,,                 71870,                 28144,                183936,,                  4760,                179176,                179176,,                 17542,                185458,,,                  3505,,                206505,                385681,,                176328,                  2848,,                382833,                  2848,,                              0.32,,                              0.32,,
1604,2012年01月01日至2012年12月31日,,,             10917623,,                622597,,                664041,             12204261,,,              8814303,,                907325,                144978,              9866606,              2337655,              2337655,,,              1562015,,                376670,,                157951,              2096636,                241019,,,                173250,,               -166856,,                 49176,                 49176,,                314496,                271714,                512733,,                 21132,                491601,                491601,,                -75610,                201167,                -93819,,                -52614,                -15949,                 -4927,                486674,,                480062,                 11539,,                476356,                 10318,,                              0.87,,                              0.87,,
1604,2012年01月01日至2012年09月30日,,,              8785914,,                450201,,                461117,              9697232,,,              6831964,,                719473,                116798,              7668235,              2028997,              2028997,,,              1264170,,                305665,,                101855,              1671690,                357307,,,                110923,,                -71685,,                 38790,                 38790,,                217479,                217927,                575234,,                 10914,                564320,                564320,,                -80322,                209787,,,                -55282,,                 74183,                638503,,                554747,                  9573,,                628658,                  9845,,                              1.00,,                              1.00,,              8785914
1604,2012年01月01日至2012年06月30日,,,              6037968,,                299466,,                290170,              6627604,,,              4662361,,                471796,                 76497,              5210654,              1416950,              1416950,,,                885053,,                181015,,                 74021,              1140089,                276861,,,                 68768,,                -63344,,                 28129,                 28129,,                152577,                129872,                406733,,                 10178,                396555,                396555,,                -37780,                223349,,,                -24975,,                160594,                557149,,                391641,                  4914,,                552235,                  4914,,                              0.70,,                              0.70,,
1604,2012年01月01日至2012年03月31日,,,              2834550,,                224712,,                 29522,              3088784,,,              2170197,,                255143,                 33130,              2458470,                630314,                630314,,,                354289,,                114689,,                 40267,                509245,                121069,,,                 18529,,                 17202,,                 14710,                 14710,,                 80707,                101728,                222797,,                  5418,                217379,                217379,,                -55322,                 37891,,,                -28480,,                -45911,                171468,,                215313,                  2066,,                169402,                  2066,,                              0.39,,                              0.38,,
