證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 勞務收入,　　　 技術服務收入,　　　　 技術服務收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 技術服務費用,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入合計,　　 其他利益及損失,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 外幣兌換損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 繼續營業單位淨利（淨損）,　　　 處分不動產、廠房及設備利益,　　　 減損損失,　　　　 減損損失合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 壞帳轉回利益
3701,2014年01月01日至2014年06月30日,,,,              6830655,              6830655,              6830655,,,                341118,                341118,              7171773,,,              6069397,,                355509,                355509,              6424906,                746867,                746867,,                938624,               -191757,,,,                 41147,                 40702,                 81849,,               -209939,                  2439,                  9620,                -25435,                 42943,               -239506,,                 56776,                 56776,,                 -9336,               -223769,               -415526,,                 55172,               -470698,               -470698,,,               -117365,                    514,,                     99,               -116752,               -116752,               -587450,,               -269935,               -200763,,               -334827,               -252623,,                             -0.84,,,,,,,,,,
3701,2014年01月01日至2014年03月31日,,,,,,              3061914,,,                208554,                208554,              3270468,,,              2778909,,                191106,                191106,              2970015,                300453,                300453,,                469592,               -169139,,,,                 21967,                 21600,                 43567,,               -192326,                    347,,                -22582,                 55793,               -225884,,                 28391,                 28391,,                 -6782,               -217490,               -386629,,                 15249,               -401878,               -401878,,,,,,,,                -22684,               -424562,,               -220811,               -181067,,               -228078,               -196484,,                             -0.69,                             -0.69,,,,                -22853,                    169,,,,
3701,2013年第3季,,,,              2950365,              2950365,              2950365,,,                175461,                175461,              3125826,,,              2746220,,                128726,                128726,              2874946,                250880,                250880,,                412805,               -161925,,,,                 15098,                 19120,                 34218,,                 -6904,                -45091,,                 -5631,                    539,                 32287,,                 24286,                 24286,,                  7368,                 49587,               -112338,,                  1776,               -114114,               -114114,,,,,,,,                -59724,               -173838,,                -65152,                -48962,,                -89672,                -84166,,                             -0.20,,,,,                -58577,                 -1147,,,                -10992,
3701,2013年第2季,,,,              3217865,              3217865,              3217865,,,                118262,                118262,              3336127,,,              2896071,,                119329,                119329,              3015400,                320727,                320727,,                433101,               -112374,,,,                 13137,                 18621,                 31758,,                 -2064,                  7402,,                 -2257,                 -3327,                 -3882,,                 29205,                 29205,,                 -6470,                 -7799,               -120173,,                 -3643,               -116530,               -116530,,,,,,,,                106338,                -10192,,                -89720,                -26810,,                -32633,                 22441,,                             -0.28,,,,,                106727,                   -389,,,,
3701,2013年度,,,,             12081821,             12081821,             12081821,,,                736855,                736855,             12818676,,,             11175671,,                578097,                578097,             11753768,              1064908,              1064908,,              1694444,               -629536,,,,                 51449,                 86547,                137996,,                 16802,                -77146,,                -19915,,                -12629,,                107958,                107958,,                  3044,                 20453,               -609083,,                 24866,               -633949,               -633949,,,,,,,,                332860,               -301089,,               -396943,               -237006,,               -217055,                -84034,,                             -1.24,                             -1.24,                 -6507,,                119985,                325026,                   -816,                  8650,,,
3701,2013年07月01日至2013年09月30日,,,,              2950365,              2950365,              2950365,,,                175461,                175461,              3125826,,,              2746220,,                128726,                128726,              2874946,                250880,                250880,,                412805,               -161925,,,,                 15098,                 19120,                 34218,,                 -6904,                -49742,,,,                 32287,,                 24286,                 24286,,                  7368,                 49587,               -112338,,                  1776,               -114114,               -114114,,,,,,,,                -59724,               -173838,,                -65152,                -48962,,                -89672,                -84166,,                             -0.20,,                    441,,,                -58577,                 -1147,,,                -10992,
3701,2013年04月01日至2013年06月30日,,,,              3217865,              3217865,              3217865,,,                118262,                118262,              3336127,,,              2896071,,                119329,                119329,              3015400,                320727,                320727,,                433101,               -112374,,,,                 13137,                 18621,                 31758,,                 -2064,                  2380,,,,                 -3882,,                 29205,                 29205,,                 -6470,                 -7799,               -120173,,                 -3643,               -116530,               -116530,,,,,,,,                106338,                -10192,,                -89720,                -26810,,                -32633,                 22441,,                             -0.28,,                    562,,,                106727,                   -389,,,                              0,                              0
3701,2013年01月01日至2013年12月31日,,,,             12081821,             12081821,             12081821,,,                736855,                736855,             12818676,,,             11175671,,                578097,                578097,             11753768,              1064908,              1064908,,              1694444,               -629536,,,,                 51449,                 86547,                137996,,                 16802,                -77146,,                -19915,,                -12629,,                107958,                107958,,                  3044,                 20453,               -609083,,                 24866,               -633949,               -633949,,,,,,,,                332860,               -301089,,               -396943,               -237006,,               -217055,                -84034,,                             -1.24,                             -1.24,                 -6507,,                119985,                325026,                   -816,                  8650,,,
3701,2013年01月01日至2013年09月30日,,,,              8555419,              8555419,              8555419,,,                495486,                495486,              9050905,,,              7887777,,                395262,                395262,              8283039,                767866,                767866,,              1259974,               -492108,,,,                 39163,                 58921,                 98084,,                 -6871,                -33231,,                 -8880,                 -2682,                 26930,,                 85324,                 85324,,                  8213,                 47903,               -444205,,                 -3222,               -440983,               -440983,,,,,,,,                205788,               -235195,,               -297793,               -143190,,               -185611,                -49584,,                             -0.93,,,,,                207639,                 -1851,,,                -10992,
3701,2013年01月01日至2013年06月30日,,,,              5605054,              5605054,              5605054,,,                320025,                320025,              5925079,,,              5141557,,                266536,                266536,              5408093,                516986,                516986,,                847169,               -330183,,,,                 24065,                 39801,                 63866,,                     33,                 11860,,                 -3249,                 -3221,                 -5357,,                 61038,                 61038,,                    845,                 -1684,               -331867,,                 -4998,               -326869,               -326869,,,,,,,,                265512,                -61357,,               -232641,                -94228,,                -95939,                 34582,,                             -0.73,,,,,                266216,                   -704,,,,
3701,2013年01月01日至2013年03月31日,,,,,,              2387189,,,                201763,                201763,              2588952,,,              2245486,,                147207,                147207,              2392693,                196259,                196259,,                414068,               -217809,,,,                 10928,                 21180,                 32108,,                  2097,                  4458,,                   -992,                    106,                 -1475,,                 31833,                 31833,,                  7315,                  6115,               -211694,,                 -1355,               -210339,               -210339,,,,,,,,                159174,                -51165,,               -142921,                -67418,,                -63306,                 12141,,                             -0.45,                             -0.45,,,,                159489,                   -315,,,,
3701,2012年07月01日至2012年09月30日,,,,              3414633,              3414633,              3414633,,,                163308,                163308,              3577941,,,              2969278,,                147836,                147836,              3117114,                460827,                460827,,                513346,                -52519,,,,                  5483,                 20511,                 25994,,                 11241,                -44687,,,,                 61991,,                 32936,                 32936,,                              0,                 55049,                  2530,,                  4484,                 -1954,                 -1954,,,,,,,,                -56728,                -58682,,                 -9645,                  7691,,                -38372,                -20310,,                             -0.03,,                  5848,,,                -56727,                     -1,,,                    215,
3701,2012年04月01日至2012年06月30日,,,,              3331814,              3331814,              3331814,,,                126520,                126520,              3458334,,,              2962282,,                 96300,                 96300,              3058582,                399752,                399752,,                538083,               -138331,,,,                  9762,                 19672,                 29434,,                 -7680,                -27951,,,,                 12260,,                 36195,                 36195,,                 -3358,                  2141,               -136190,,                 15147,               -151337,               -151337,,,,,,,,                -14026,               -165363,,               -117298,                -34039,,               -130978,                -34385,,                             -0.37,,                -13426,,,                -14030,                      4,,,                  5415,                              0
3701,2012年01月01日至2012年12月31日,,,,             13148298,             13148298,             13148298,,,                578312,                578312,             13726610,,,             11931040,,                465992,                465992,             12397032,              1329578,              1329578,,              2007767,               -678189,,,,                 37802,                 81383,                119185,,                 38730,                -32051,,                374982,,               -278212,,                144164,                144164,,                -17704,               -320895,               -999084,,                 29398,             -1028482,             -1028482,,,,,,,,               -187085,             -1215567,,               -625976,               -402506,,               -725857,               -489710,,                             -1.95,                             -1.95,                 79798,,                 53809,               -176941,                   -929,                 -9215,,,
3701,2012年01月01日至2012年09月30日,,,,             10073914,             10073914,             10073914,,,                443561,                443561,             10517475,,,              9003702,,                370926,                370926,              9374628,              1142847,              1142847,,              1505417,               -362570,,,,                 26354,                 59276,                 85630,,                 37049,                -71130,,,,                189102,,                109850,                109850,,                 -3358,                161524,               -201046,,                 26685,               -227731,               -227731,,,,,,,,               -212493,               -440224,,               -181892,                -45839,,               -290958,               -149266,,                             -0.57,,                 75293,,,               -212591,                     98,,,                  5630,
3701,2012年01月01日至2012年06月30日,,,,              6659281,              6659281,              6659281,,,                280253,                280253,              6939534,,,              6034424,,                223090,                223090,              6257514,                682020,                682020,,                992071,               -310051,,,,                 20871,                 38765,                 59636,,                 25808,                -26443,,,,                127111,,                 76914,                 76914,,                 -3358,                106475,               -203576,,                 22201,               -225777,               -225777,,,,,,,,               -155765,               -381542,,               -172247,                -53530,,               -252586,               -128956,,                             -0.54,,                 69445,,,               -155864,                     99,,,                  5415,                              0
3701,2012年01月01日至2012年03月31日,,,,,,              3327467,,,                153733,                153733,              3481200,,,              3072142,,                126790,                126790,              3198932,                282268,                282268,,                472492,               -190224,,,,                 11109,                 19093,                 48706,,                 33488,                  1508,,,,                114851,,                 40719,                 40719,,                              0,                122838,                -67386,,                  7054,                -74440,                -74440,,,,,,,,               -141739,               -216179,,                -54949,                -19491,,               -121608,                -94571,,                             -0.17,                             -0.17,                 82871,,,               -141834,                     95,,,,                 18504
