證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本合計,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　 當期所得稅費用（利益）
9934,2014年01月01日至2014年03月31日,,              4891651,,              3608375,              1283276,              1283276,,,                329723,,                815308,,                 63269,              1208300,                 74976,,,                 20967,,                -24661,,                 21968,,                -12775,                -38437,                 36539,,                 12206,                 24333,                 24333,,,                 73687,                -98873,,,                -10235,                -14951,                -14951,                  9382,,                 27007,                 -2674,,                 12285,                 -2903,,                              0.08,,                              0.07,,,,,,,,,,,,,
9934,2013年第3季,,              4656482,,              3375230,              1281252,              1281252,,,                452147,,                693076,,                 75878,              1221101,                 60151,,,                 28121,,                 -2257,,                 22316,,                 -2507,                  1041,                 61192,,                 16368,                 44824,                 44824,,,,,,,,,                 23101,                 67925,,                 33240,                 11584,,                 75688,                 -7763,,                              0.11,,                              0.10,                 23101,                              0,,                              0,,,,,,,,,
9934,2013年第2季,,              4689381,,              3414772,              1274609,              1274609,,,                454042,,                672923,,                 56110,              1183075,                 91534,,,                 32233,,                -40173,,                 26117,,                   -629,                -34686,                 56848,,                  6002,                 50846,                 50846,,,,,,,,,                104624,                155470,,                 32771,                 18075,,                100896,                 54574,,                              0.11,,                              0.10,                104624,                              0,,                              0,,,,,,,,,
9934,2013年度,,             18814071,,             13808323,              5005748,              5005748,,,              1798690,,              2822728,,                269954,              4891372,                114376,,,                115719,,              1924256,,                 92919,,                 -6736,              1940320,              2054696,,                111737,              1942959,              1942959,,,,,,,,,                376537,              2319496,,              1921609,                 21350,,              2197831,                121665,,                              5.92,,                              4.71,                484171,               -103595,                 -1356,                  2683,,,,,,,,,
9934,2013年07月01日至2013年09月30日,,              4656482,,              3375230,              1281252,              1281252,,,                452147,,                693076,,                 75878,              1221101,                 60151,,,                 28121,,                 -2257,,                 22316,,                 -2507,                  1041,                 61192,,                 16368,                 44824,                 44824,,,,,,,,,                 23101,                 67925,,                 33240,                 11584,,                 75688,                 -7763,,                              0.11,,                              0.10,                 23101,,,,,,              4656482,              4656482,,              3375230,                              0.11,                              0.10,
9934,2013年04月01日至2013年06月30日,,              4689381,,              3414772,              1274609,              1274609,,,                454042,,                672923,,                 56110,              1183075,                 91534,,,                 32233,,                -39965,,                 26325,,                   -629,                -34686,                 56848,,                  6002,                 50846,                 50846,,,,,,,,,                104624,                155470,,                 32771,                 18075,,                100896,                 54574,,                              0.11,,                              0.10,                104624,,,,,,              4689381,              4689381,,              3414772,                              0.11,                              0.10,
9934,2013年01月01日至2013年12月31日,,             18814071,,             13808323,              5005748,              5005748,,,              1798690,,              2822728,,                269954,              4891372,                114376,,,                115719,,              1924256,,                 92919,,                 -6736,              1940320,              2054696,,                111737,              1942959,              1942959,,,,,,,,,                376537,              2319496,,              1921609,                 21350,,              2197831,                121665,,                              6.37,,                              5.07,                484171,               -103595,                 -1356,                  2683,,,,,,,,,
9934,2013年01月01日至2013年09月30日,,             13923118,,             10169368,              3753750,              3753750,,,              1272544,,              2095214,,                202774,              3570532,                183218,,,                 89689,,                -58917,,                 71952,,                 -4245,                -45425,                137793,,                 40346,                 97447,                 97447,,,,,,,,,                298706,                396153,,                 78382,                 19065,,                274208,                121945,,                              0.24,,                              0.24,                298706,                              0,,                              0,,,,,,,,,
9934,2013年01月01日至2013年06月30日,,              9266636,,              6794138,              2472498,              2472498,,,                820397,,              1402138,,                126896,              2349431,                123067,,,                 61568,,                -56660,,                 49636,,                 -1738,                -46466,                 76601,,                 23978,                 52623,                 52623,,,,,,,,,                275605,                328228,,                 45142,                  7481,,                198520,                129708,,                              0.15,,                              0.14,                275605,                              0,,                              0,,,,,,,,,
9934,2013年01月01日至2013年03月31日,,              4577255,,              3379366,              1197889,              1197889,,,                366355,,                729215,,                 70786,              1166356,                 31533,,,                 29335,,                -16487,,                 23519,,                 -1109,                -11780,                 19753,,                 17976,                  1777,                  1777,,,,,,,,,                170981,                172758,,                 12371,                -10594,,                 97624,                 75134,,                              0.04,,                              0.04,                170981,                              0,,                              0,,,,,,,,,
9934,2012年07月01日至2012年09月30日,,              4529015,,              3366849,              1162166,              1162166,,,                431922,,                736346,,                 85433,              1253701,                -91535,,,                 33203,,                -22676,,                 29900,,                   -450,                -19823,               -111358,,                 14432,               -125790,               -125790,,,,,,,,,                -92566,               -218356,,               -108641,                -17149,,               -151827,                -66529,,                             -0.36,,                             -0.36,                -92566,,,,,,              4529015,              4529015,,              3366849,                             -0.36,                             -0.36,
9934,2012年04月01日至2012年06月30日,,              4815453,,              3495533,              1319920,              1319920,,,                443280,,                779595,,                 87990,              1310865,                  9055,,,                 23713,,                 87740,,                 32236,,                  1916,                 81133,                 90188,,                 69932,                 20256,                 20256,,,,,,,,,                 -1325,                 18931,,                 26035,                 -5779,,                 21819,                 -2888,,                              0.09,,                              0.08,                 -1325,,,,,,              4815453,              4815453,,              3495533,                              0.09,                              0.08,
9934,2012年01月01日至2012年12月31日,,             18092887,,             13293942,              4798945,              4798945,,,              1747623,,              2958932,,                319271,              5025826,               -226881,,,                113307,,                -50664,,                119224,,                  2809,                -53772,               -280653,,                 95740,               -376393,               -376393,,,,,,,,,               -369602,               -745995,,               -230847,               -145546,,               -468056,               -277939,,                             -0.77,,                             -0.77,               -349363,                              0,                -23131,                 -2892,,,,,,,,,
9934,2012年01月01日至2012年09月30日,,             13707617,,              9990924,              3716693,              3716693,,,              1320256,,              2190721,,                238898,              3749875,                -33182,,,                 82953,,                 70829,,                 91375,,                  2149,                 64556,                 31374,,                 98908,                -67534,                -67534,,,,,,,,,               -260905,               -328439,,                -19888,                -47646,,               -176451,               -151988,,                             -0.07,,                             -0.07,               -260905,,,,,,             13707617,             13707617,,              9990924,                             -0.07,                             -0.07,
9934,2012年01月01日至2012年06月30日,,              9178602,,              6624075,              2554527,              2554527,,,                888334,,              1454375,,                153465,              2496174,                 58353,,,                 49750,,                 93505,,                 61475,,                  2599,                 84379,                142732,,                 84476,                 58256,                 58256,,,,,,,,,               -168339,               -110083,,                 88753,                -30497,,                -24624,                -85459,,                              0.30,,                              0.26,               -168339,,,,,,              9178602,              9178602,,              6624075,                              0.30,                              0.26,
9934,2012年01月01日至2012年03月31日,,              4363149,,              3128542,              1234607,              1234607,,,                445054,,                674780,,                 65475,              1185309,                 49298,,,                 26037,,                  5765,,                 29239,,                    683,                  3246,                 52544,,                 14544,                 38000,                 38000,,,,,,,,,               -167014,               -129014,,                 62718,                -24718,,                -46443,                -82571,,                              0.21,,                              0.18,               -167014,,,                              0,,,              4363149,              4363149,,              3128542,,,                 14544
