證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
1504,2014年01月01日至2014年03月31日,,             13524627,,             10233565,              3291062,                  9799,                 10330,              3291593,,,              1010917,,                725533,,                366974,              2103424,              1188169,,,                111856,,                  5479,,                 60598,,                 78733,                135470,              1323639,,                372495,                951144,                951144,,,                286988,              1044089,,                   -438,                 28790,              1301849,              1301849,              2252993,,                861255,                 89889,,              2075166,                177827,,                              0.44,                              0.44,,                              0.44,                              0.44,,,,,,
1504,2013年第3季,,             14562674,,             11115111,              3447563,                  2244,                              0,              3445319,,,              1137475,,                756417,,                391703,              2285595,              1159724,,,                303172,,               -101147,,                 65386,,                 54755,                191394,              1351118,,                212501,              1138617,              1138617,,,,,,,,,               -137277,              1001340,,              1038580,                100037,,                910860,                 90480,,                              0.56,                              0.56,,                              0.55,                              0.55,               -257161,                 96317,                              0,,                   -423,                -23990
1504,2013年第2季,,             15023036,,             11548138,              3474898,                 -2896,                              0,              3477794,,,              1083690,,                734539,,                398255,              2216484,              1261310,,,                187690,,                127841,,                 63324,,                 57720,                309927,              1571237,,                410242,              1160995,              1160995,,,,,,,,,               -855181,                305814,,              1040258,                120737,,                269810,                 36004,,                              0.56,                              0.56,,                              0.56,                              0.56,               -186918,               -674941,,,                  1120,                 -5558
1504,2013年度,,             56618537,,             43137921,             13480616,                 10329,                 14439,             13484726,,,              4317858,,              2994129,,              1547145,              8859132,              4625594,,,                858150,,                  3532,,                251706,,                167914,                777890,              5403484,,              1226228,              4177256,              4177256,,,,,,,,,                774035,              4951291,,              3759872,                417384,,              4464419,                486872,,                              2.01,                              2.01,,                              2.00,                              2.00,                 71229,                692905,                  4375,,                  8998,                  3472
1504,2013年07月01日至2013年09月30日,,             14562674,,             11115111,              3447563,                  2244,                              0,              3445319,,,              1137475,,                756417,,                391703,              2285595,              1159724,,,                303172,,               -101147,,                 65386,,                 54755,                191394,              1351118,,                212501,              1138617,              1138617,,,,,,,,,               -137277,              1001340,,              1038580,                100037,,                910860,                 90480,,                              0.56,                              0.56,,                              0.55,                              0.55,               -257161,                 95894,,,,                -23990
1504,2013年04月01日至2013年06月30日,,             15023036,,             11548138,              3474898,                 -2896,                              0,              3477794,,,              1083690,,                734539,,                398255,              2216484,              1261310,,,                187690,,                127841,,                 63324,,                 57720,                309927,              1571237,,                410242,              1160995,              1160995,,,,,,,,,               -855181,                305814,,              1040258,                120737,,                269810,                 36004,,                              0.56,                              0.56,,                              0.56,                              0.56,               -186918,               -673821,,,,                 -5558
1504,2013年01月01日至2013年12月31日,,             56618537,,             43137921,             13480616,                 10329,                 14439,             13484726,,,              4317858,,              2994129,,              1547145,              8859132,              4625594,,,                858150,,                  3532,,                251706,,                167914,                777890,              5403484,,              1226228,              4177256,              4177256,,,,,,,,,                774035,              4951291,,              3759872,                417384,,              4464419,                486872,,                              2.01,                              2.01,,                              2.00,                              2.00,                 71229,                692905,                  4375,,                  8998,                  3472
1504,2013年01月01日至2013年09月30日,,             42851076,,             32762396,             10088680,                 13787,                 14439,             10089332,,,              3159666,,              2219359,,              1138023,              6517048,              3572284,,,                588254,,                 60452,,                191161,,                118520,                576065,              4148349,,                982560,              3165789,              3165789,,,,,,,,,                262619,              3428408,,              2897475,                268314,,              3104182,                324226,,                              1.57,                              1.57,,                              1.56,                              1.56,                 37023,                230230,                              0,,                    697,                  5331
1504,2013年01月01日至2013年06月30日,,             28288402,,             21647285,              6641117,                 11543,                 14439,              6644013,,,              2022191,,              1462942,,                746320,              4231453,              2412560,,,                285082,,                161599,,                125775,,                 63765,                384671,              2797231,,                770059,              2027172,              2027172,,,,,,,,,                399896,              2427068,,              1858895,                168277,,              2193322,                233746,,                              1.01,                              1.01,,                              1.01,                              1.01,                294184,                133913,,,                  1120,                 29321
1504,2013年01月01日至2013年03月31日,,             13265366,,             10099147,              3166219,                 14439,                 14439,              3166219,,,                938501,,                728403,,                348065,              2014969,              1151250,,,                 97392,,                 33758,,                 62451,,                  6045,                 74744,              1225994,,                359817,                866177,                866177,,,,,,,,,              1255077,              2121254,,                818637,                 47540,,              1923512,                197742,,                              0.45,                              0.45,,                              0.45,                              0.45,                481102,                808854,,,                              0,                 34879
1504,2012年07月01日至2012年09月30日,,             12003531,,              9055668,              2947863,                  5308,                              0,              2942555,,,                859668,,                734927,,                325271,              1919866,              1022689,,,                282930,,                 88367,,                 49712,,                -35856,                285729,              1308418,,                300812,              1007606,              1007606,,,,,,,,,                 97683,              1105289,,                970616,                 36990,,              1066781,                 38508,,                              0.53,                              0.53,,                              0.53,                              0.53,                -93534,                186564,,,,                 -4653
1504,2012年04月01日至2012年06月30日,,             12193776,,              9116782,              3076994,                  2525,                              0,              3074469,,,                907730,,                694486,,                353482,              1955698,              1118771,,,                172138,,                 -4756,,                 57386,,                -42360,                 67636,              1186407,,                395339,                791068,                791068,,,,,,,,,               -415913,                375155,,                758593,                 32475,,                346481,                 28674,,                              0.42,                              0.42,,                              0.41,                              0.41,                 51606,               -434990,,,,                 32529
1504,2012年01月01日至2012年12月31日,,             48730193,,             37272745,             11457448,                 14439,                  6952,             11449961,,,              3542855,,              2785013,,              1293035,              7620903,              3829058,,,                831385,,               -141738,,                209757,,                 99794,                579684,              4408742,,              1082296,              3326446,              3326446,,,,,,,,,               -482503,              2843943,,              3079802,                246644,,              2713601,                130342,,                              1.69,                              1.69,,                              1.68,                              1.68,               -526599,                  1453,                              0,,                  4017,                -38626
1504,2012年01月01日至2012年09月30日,,             35762921,,             27042133,              8720788,                 14890,                  6952,              8712850,,,              2632677,,              2070241,,                969169,              5672087,              3040763,,,                551679,,                -18659,,                156487,,                -73218,                303315,              3344078,,                951181,              2392897,              2392897,,,,,,,,,                291087,              2683984,,              2289949,                102948,,              2584200,                 99784,,                              1.26,                              1.26,,                              1.25,                              1.25,               -248177,                521316,,,,                -17948
1504,2012年01月01日至2012年06月30日,,             23759390,,             17986465,              5772925,                  9582,                  6952,              5770295,,,              1773009,,              1335314,,                643898,              3752221,              2018074,,,                268749,,               -107026,,                106775,,                -37362,                 17586,              2035660,,                650369,              1385291,              1385291,,,,,,,,,                193404,              1578695,,              1319333,                 65958,,              1517419,                 61276,,                              0.73,                              0.73,,                              0.72,                              0.72,               -154643,                334752,,,,                -13295
1504,2012年01月01日至2012年03月31日,,             11565614,,              8869683,              2695931,                  7057,                  6952,              2695826,,,                865279,,                640828,,                290416,              1796523,                899303,,,                 96611,,               -102270,,                 49389,,                  4998,                -50050,                849253,,                255030,                594223,                594223,,,,,,,,,                609317,              1203540,,                560740,                 33483,,              1170938,                 32602,,                              0.31,                              0.31,,                              0.31,                              0.31,               -206249,                769742,,,,                -45824
