證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額
2108,2014年01月01日至2014年03月31日,,              1761393,,              1559073,                202320,                202320,,,                 92880,,                 77484,,                 22275,                192639,                  9681,,,                  7862,,                 16553,,                  2842,                 21573,                 31254,,                  4204,                 27050,                 27050,,,                 -9344,                   -191,                 -9535,                 -9535,                 17515,,                 23907,                  3143,,                 14372,                  3143,,                              0.06,                              0.06,,                              0.06,                              0.06,,,,,,
2108,2013年第3季,,              1967791,,              1755035,                212756,                212756,,,                100926,,                 81081,,                 21430,                203437,                  9319,,,                 12471,,                 -9852,,                  2060,                    559,                  9878,,                  2813,                  7065,                  7065,,,,,,                -37361,                -30296,,                  5337,                  1728,,                -31061,                    765,,                              0.01,                              0.01,,                              0.01,                              0.01,                -38535,                  1174,,,,
2108,2013年第2季,,              2202762,,              1903384,                299378,                299378,,,                100543,,                 87479,,                 26410,                214432,                 84946,,,                  6790,,                  9192,,                  1857,                 14125,                 99071,,                  9657,                 89414,                 89414,,,,,,                 56636,                146050,,                 89831,                   -417,,                146161,                   -111,,                              0.22,                              0.22,,                              0.22,                              0.22,                 56084,                    552,,,,
2108,2013年度,,              8534153,,              7346520,              1187633,              1187633,,,                407004,,                337948,,                 96467,                841419,                346214,,,                 35554,,                 23935,,                  8633,                 50856,                397070,,                 71602,                325468,                325468,,,,,,                181859,                507327,,                325038,                    430,,                506545,                    782,,                              0.78,                              0.78,,                              0.78,                              0.78,                176359,                -12498,                 21447,                  3449,,
2108,2013年07月01日至2013年09月30日,,              1967791,,              1755035,                212756,                212756,,,                100926,,                 81081,,                 21430,                203437,                  9319,,,                 12471,,                 -9852,,                  2060,                    559,                  9878,,                  2813,                  7065,                  7065,,,,,,                -37361,                -30296,,                  5337,                  1728,,                -31061,                    765,,                              0.01,                              0.01,,                              0.01,                              0.01,                -38535,                  1174,,,,                              0
2108,2013年04月01日至2013年06月30日,,              2202762,,              1903384,                299378,                299378,,,                100543,,                 87479,,                 26410,                214432,                 84946,,,                  6790,,                  9192,,                  1857,                 14125,                 99071,,                  9657,                 89414,                 89414,,,,,,                 56625,                146039,,                 89831,                   -417,,                146150,                   -111,,                              0.23,                              0.23,,                              0.23,                              0.23,                 56073,                    552,,,,                              0
2108,2013年01月01日至2013年12月31日,,              8534153,,              7346520,              1187633,              1187633,,,                407004,,                337948,,                 96467,                841419,                346214,,,                 35554,,                 23935,,                  8633,                 50856,                397070,,                 71602,                325468,                325468,,,,,,                181859,                507327,,                325038,                    430,,                506545,                    782,,                              0.81,                              0.81,,                              0.81,                              0.81,                176359,                -12498,                 21447,                  3449,,
2108,2013年01月01日至2013年09月30日,,              6603279,,              5711444,                891835,                891835,,,                302031,,                254914,,                 71876,                628821,                263014,,,                 23682,,                 17252,,                  6456,                 34478,                297492,,                 47442,                250050,                250050,,,,,,                118914,                368964,,                247850,                  2200,,                368218,                    746,,                              0.60,                              0.60,,                              0.60,                              0.60,                116023,                  2891,,,,
2108,2013年01月01日至2013年06月30日,,              4635488,,              3956409,                679079,                679079,,,                201105,,                173833,,                 50446,                425384,                253695,,,                 11211,,                 27104,,                  4396,                 33919,                287614,,                 44629,                242985,                242985,,,,,,                156286,                399271,,                242513,                    472,,                399290,                    -19,,                              0.58,                              0.58,,                              0.58,                              0.58,                154569,                  1717,,,,
2108,2013年01月01日至2013年03月31日,,              2432726,,              2053025,                379701,                379701,,,                100562,,                 86354,,                 24036,                210952,                168749,,,                  4421,,                 17912,,                  2539,                 19794,                188543,,                 34972,                153571,                153571,,,,,,                 99650,                253221,,                152682,                    889,,                253129,                     92,,                              0.38,                              0.38,,                              0.38,                              0.38,                 98485,                  1165,,,,
2108,2012年07月01日至2012年09月30日,,              2469110,,              2216123,                252987,                252987,,,                 81141,,                 61111,,                 22654,                164906,                 88081,,,                 10455,,                -10789,,                  1922,                 -1312,                 86769,,                 16927,                 69842,                 69842,,,,,,                -67354,                  2488,,                 69842,                              0,,                  2488,                              0,,                              0.18,                              0.18,,                              0.17,                              0.17,                -69806,                  2452,,,,                    944
2108,2012年04月01日至2012年06月30日,,              2405290,,              2231472,                173818,                173818,,,                 79543,,                 71313,,                 23445,                174301,                   -483,,,                  8227,,                 10031,,                  2229,                 23195,                 22712,,                 -3196,                 25908,                 25908,,,,,,                 19458,                 45366,,                 25908,                              0,,                 45366,                              0,,                              0.06,                              0.06,,                              0.06,                              0.06,                 26405,                 -6947,,,,                  7166
2108,2012年01月01日至2012年12月31日,,             10075175,,              8774365,              1300810,              1300810,,,                400387,,                348331,,                134924,                883642,                417168,,,                100489,,                -22454,,                 12711,                 65324,                482492,,                 96203,                386289,                386289,,,,,,               -190795,                195494,,                364849,                 21440,,                173891,                 21603,,                              0.91,                              0.91,,                              0.91,                              0.91,               -101423,                  7141,               -112538,                -16025,,
2108,2012年01月01日至2012年09月30日,,              7463606,,              6651429,                812177,                812177,,,                241933,,                216540,,                 64289,                522762,                289415,,,                 24130,,                -20529,,                  5010,                 18049,                307464,,                 58435,                249029,                249029,,,,,,               -125345,                123684,,                249029,                              0,,                123684,                              0,,                              0.62,                              0.62,,                              0.62,                              0.62,               -128015,                  2670,,,,                 19458
2108,2012年01月01日至2012年06月30日,,              4994496,,              4435306,                559190,                559190,,,                160792,,                155429,,                 41635,                357856,                201334,,,                 13675,,                 -9740,,                  3088,                 19361,                220695,,                 41508,                179187,                179187,,,,,,                -57991,                121196,,                179187,                              0,,                121196,                              0,,                              0.45,                              0.45,,                              0.45,                              0.45,                -58209,                    218,,,,                 18514
2108,2012年01月01日至2012年03月31日,,              2589206,,              2203834,                385372,                385372,,,                 81249,,                 84116,,                 18190,                183555,                201817,,,                  5448,,                -19771,,                    859,                 -3834,                197983,,                 44704,                153279,                153279,,,,,,                -77449,                 75830,,                153279,                              0,,                 75830,                              0,,                              0.40,                              0.40,,                              0.40,                              0.40,                -84614,                  7165,,,,                 11348
