證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營建工程收入,　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營建工程成本,　　　 工程成本,　　　 營建工程成本合計,　　 勞務成本,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之國外營運機構財務報表換算之兌換差額,　　　　 採用權益法認列關聯企業及合資之備供出售金融資產未實現損益,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　　 工程收入,　　　 銷貨成本,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
9930,2014年01月01日至2014年03月31日,,,              1187668,,,                  3443,                  3443,,                464581,              1655692,,,                886766,,                  3262,                  3262,,                425830,              1315858,                339834,                339834,,,                 34851,,                 46518,,                  5433,                 86802,                253032,,,                  2553,                  2553,,                    736,,                    839,,                  3524,                  5974,                259006,,                 41695,                217311,                217311,,,,,,,,,,,,,,                -14911,,                      7,                 -4387,                 -4380,                -19291,                -19291,                198020,,                213877,                  3434,,                194617,                  3403,,                              0.95,                              0.95,,                              0.94,                              0.94,,,,,,,,,,,
9930,2013年第3季,,,              1029609,,,                  2486,                  2486,,                489064,              1521159,,,                729252,,                  2354,                  2354,,                434297,              1165903,                355256,                355256,,,                 19422,,                 62907,,                  4839,                 87168,                268088,,,                 12152,                 12152,,                     94,,                  1080,,                  2907,                 14073,                282161,,                 45327,                236834,                236834,,,,,,,,,,,,,,,,,,,,                 44665,                281499,,                233354,                  3480,,                277994,                  3505,,                              1.03,                              1.03,,                              1.03,                              1.03,,,,,,,,                 68129,,,                -23464
9930,2013年第2季,,,              1131743,,,                  6970,                  6970,,                477088,              1615801,,,                835411,,                  6367,                  6367,,                426527,              1268305,                347496,                347496,,,                 46646,,                 32520,,                  5899,                 85065,                262431,,,                    690,                    690,,                    618,,                    334,,                 12366,                 13340,                275771,,                 41960,                233811,                233811,,,,,,,,,,,,,,,,,,,,                -19519,                214292,,                230900,                  2911,,                211426,                  2866,,                              1.02,                              1.02,,                              1.02,                              1.02,,,,,,,,                -14572,,,                 -4947
9930,2013年度,,,              4485153,,,                 48718,                 48718,,              1713752,              6247623,,,              3238218,,                 44259,                 44259,,              1584310,              4866787,              1380836,              1380836,,,                148897,,                176885,,                 22146,                347928,              1032908,,,                 16894,                 16894,,                  4813,,                  3339,,                 23107,                 41475,              1074383,,                169581,                904802,                904802,,,,,,,,,,,,,,,,,,,,                 16444,                921246,,                885107,                 19695,,                901581,                 19665,,                              3.92,                              3.92,,                              3.90,                              3.90,,,,              4485153,              4485153,                 48718,              3238218,                 49575,                 -8364,,                -24767
9930,2013年07月01日至2013年09月30日,,,              1029609,,,                  2486,                  2486,,                489064,              1521159,,,                729252,,                  2354,                  2354,,                434297,              1165903,                355256,                355256,,,                 19422,,                 62907,,                  4839,                 87168,                268088,,,                 12152,                 12152,,                     94,,                  1080,,                  2907,                 14073,                282161,,                 45327,                236834,                236834,,,,,,,,,,,,,,,,,,,,                 44665,                281499,,                233354,                  3480,,                277994,                  3505,,                              1.03,                              1.03,,                              1.03,                              1.03,,,,,,,,                 68129,,,                -23464
9930,2013年04月01日至2013年06月30日,,,              1131743,,,                  6970,                  6970,,                477088,              1615801,,,                835411,,                  6367,                  6367,,                426527,              1268305,                347496,                347496,,,                 46646,,                 32520,,                  5899,                 85065,                262431,,,                    690,                    690,,                    618,,                    334,,                 12366,                 13340,                275771,,                 41960,                233811,                233811,,,,,,,,,,,,,,,,,,,,                -19519,                214292,,                230900,                  2911,,                211426,                  2866,,                              1.02,                              1.02,,                              1.02,                              1.02,,,,,,,,                -14572,,,                 -4947
9930,2013年01月01日至2013年12月31日,,,              4485153,,,                 48718,                 48718,,              1713752,              6247623,,,              3238218,,                 44259,                 44259,,              1584310,              4866787,              1380836,              1380836,,,                148897,,                176885,,                 22146,                347928,              1032908,,,                 16894,                 16894,,                  4813,,                  3339,,                 23107,                 41475,              1074383,,                169581,                904802,                904802,,,,,,,,,,,,,,,,,,,,                 16444,                921246,,                885107,                 19695,,                901581,                 19665,,                              3.92,                              3.92,,                              3.90,                              3.90,,                              0,,,,,,                 49575,                 -8364,,                -24767
9930,2013年01月01日至2013年09月30日,,,              3240431,,,                 10371,                 10371,,              1300745,              4551547,,,              2378056,,                  9588,                  9588,,              1190471,              3578115,                973432,                973432,,,                110213,,                127747,,                 16771,                254731,                718701,,,                 13347,                 13347,,                  2147,,                  2091,,                 18960,                 32363,                751064,,                118515,                632549,                632549,,,,,,,,,,,,,,,,,,,,                 18931,                651480,,                623912,                  8637,,                642823,                  8657,,                              2.76,                              2.76,,                              2.75,                              2.75,,,,,,,,                 48046,,,                -29115
9930,2013年01月01日至2013年06月30日,,,              2210822,,,                  7885,                  7885,,                811681,              3030388,,,              1648804,,                  7234,                  7234,,                756174,              2412212,                618176,                618176,,,                 90791,,                 64840,,                 11932,                167563,                450613,,,                  1195,                  1195,,                  2053,,                  1011,,                 16053,                 18290,                468903,,                 73188,                395715,                395715,,,,,,,,,,,,,,,,,,,,                -25734,                369981,,                390558,                  5157,,                364829,                  5152,,                              1.73,                              1.73,,                              1.72,                              1.72,,,,,,,,                -20083,,,                 -5651
9930,2013年01月01日至2013年03月31日,,,              1078836,,,                    915,                    915,,                334593,              1414344,,,                813150,,                    867,                    867,,                329647,              1143664,                270680,                270680,,,                 44145,,                 32320,,                  6033,                 82498,                188182,,,,                    505,,                  1435,,                    677,,                  3687,                  4950,                193132,,                 31228,                161904,                161904,,,,,,,,,,,,,,,,,,,,                 -6215,                155689,,                159658,                  2246,,                153403,                  2286,,                              0.71,                              0.71,,                              0.70,                              0.70,,,,,,,,                 -5511,,,                   -704
9930,2012年07月01日至2012年09月30日,,,                994424,,,                    947,                    947,,                375258,              1370629,,,                771309,,                    897,                    897,,                344939,              1117145,                253484,                253484,,,                 30527,,                 40053,,                  7990,                 78570,                174914,,,                  9639,                  9639,,                     80,,                    747,,                  9945,                 18917,                193831,,                 29051,                164780,                164780,,,,,,,,,,,,,,,,,,,,                  4151,                168931,,                162232,                  2548,,                166428,                  2503,,                              0.72,                              0.72,,                              0.72,                              0.72,,,,,,,,                -26280,,,                 30431
9930,2012年04月01日至2012年06月30日,,,              1028186,,,                    731,                    731,,                384620,              1413537,,,                775642,,                    693,                    693,,                337507,              1113842,                299695,                299695,,,                 30299,,                 39701,,                  8177,                 78177,                221518,,,                  1622,                  1622,,                     25,,                    102,,                    675,                  2220,                223738,,                 31782,                191956,                191956,,,,,,,,,,,,,,,,,,,,                -27085,                164871,,                188871,                  3085,,                161838,                  3033,,                              0.84,                              0.84,,                              0.83,                              0.83,,,,,,,,                -19139,,,                 -7946
9930,2012年01月01日至2012年12月31日,,,              4051473,,,                  2968,                  2968,,              1419685,              5474126,,,              3017637,,                  2812,                  2812,,              1304358,              4324807,              1149319,              1149319,,,                146745,,                192770,,                 32403,                371918,                777401,,,                 15432,                 15432,,                    467,,                  2059,,                 19188,                 33028,                810429,,                126294,                684135,                684135,,,,,,,,,,,,,,,,,,,,                 -9452,                674683,,                671831,                 12304,,                662508,                 12175,,                              2.97,                              2.97,,                              2.96,                              2.96,,                              0,,,,,,                -32897,                 -8569,,                 32014
9930,2012年01月01日至2012年09月30日,,,              2997917,,,                  2060,                  2060,,              1097481,              4097458,,,              2255987,,                  1952,                  1952,,                993513,              3251452,                846006,                846006,,,                 94221,,                123751,,                 24751,                242723,                603283,,,                 12873,                 12873,,                    176,,                  1121,,                 17505,                 29433,                632716,,                 95457,                537259,                537259,,,,,,,,,,,,,,,,,,,,                  5242,                542501,,                529070,                  8189,,                534473,                  8028,,                              2.34,                              2.34,,                              2.33,                              2.33,,,,,,,,                -24497,,,                 29739
9930,2012年01月01日至2012年06月30日,,,              2003493,,,                  1113,                  1113,,                722223,              2726829,,,              1484678,,                  1055,                  1055,,                648574,              2134307,                592522,                592522,,,                 63694,,                 83698,,                 16761,                164153,                428369,,,                  3234,                  3234,,                     96,,                    374,,                  7560,                 10516,                438885,,                 66406,                372479,                372479,,,,,,,,,,,,,,,,,,,,                  1091,                373570,,                366838,                  5641,,                368045,                  5525,,                              1.62,                              1.62,,                              1.62,                              1.62,,,,,,,,                  1783,,,                   -692
9930,2012年01月01日至2012年03月31日,,,                975307,,,                    382,                    382,,                337603,              1313292,,,                709116,,                    362,                    362,,                311067,              1020545,                292747,                292747,,,                 33395,,                 43997,,                  8584,                 85976,                206771,,,,                  1612,,                    151,,                    272,,                  6885,                  8376,                215147,,                 34624,                180523,                180523,,,,,,,,,,,,,,,,,,,,                 28176,                208699,,                177967,                  2556,,                206207,                  2492,,                              0.79,                              0.79,,                              0.78,                              0.78,,,,,,,,                 20922,,,                  7254
