證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 減損損失,　　　　 其他減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本合計,　　 其他費損,　　　 什項支出,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　　 利息收入,　　　　 利息收入合計,　　　 手續費收入,　　　　 手續費收入合計,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 手續費支出,　　　　 手續費支出合計
2464,2014年01月01日至2014年03月31日,,              1527961,,              1286437,                241524,                241524,,,                 50807,,                 58724,,                 47252,                156783,,                    -59,                 84682,,,                  9752,                  9752,,                  3950,,                    895,                    895,                  3055,,                    590,                    590,,                     99,                    -99,                 12118,                 96800,,                 13334,                 13334,                 83466,                 83466,,,                 11815,                 11815,                 11815,                 95281,,                 83474,                     -8,,                 95289,                     -8,,                              0.46,                              0.46,,                              0.46,                              0.46,,,              1552445,              1552445,                 24484,,              1527961,,              1286437,                     59,,,,,,,,,,,,
2464,2013年第3季,,              1699151,,              1433905,                265246,                265246,,,                 63989,,                 72520,,                 49099,                185608,,                    -69,                 79569,,,                  1981,                  1981,,                 -1692,,                 -3232,                 -3232,                  1540,,                  2391,                  2391,,                              0,                              0,                  1130,                 80699,,,                  4488,                 76211,                 76211,,,,,                 -8232,                 67979,,                 76205,                      6,,                 67973,                      6,,                              0.42,                              0.42,,                              0.42,                              0.42,,,              1700101,              1700101,                    693,                    257,              1699151,,              1433905,,,                  4488,                 -8232,,,,,,,,,
2464,2013年第2季,,              1654345,,              1380272,                274073,                274073,,,                 74146,,                 52033,,                 51741,                177920,,                  1785,                 97938,,,                  4073,                  4073,,                  9191,,                    334,                    334,                  8857,,                  1581,                  1581,,                              0,                              0,                 11349,                109287,,,                 14005,                 95282,                 95282,,,,,                 17141,                112423,,                 95272,                     10,,                112413,                     10,,                              0.52,                              0.52,,                              0.52,                              0.52,,,              1664319,              1664319,                  9203,                    771,              1654345,,              1380272,,,                 14005,                 17141,,,,,,,,,
2464,2013年度,,              6591869,,              5521951,              1069918,              1069918,,,                261235,,                262760,,                188933,                712928,,                    494,                357484,,,                 25306,                 25306,,                 29863,,                  9134,                  9134,                 14906,,                  6917,                  6917,,                    263,                   -263,                 33032,                390516,,,                 42902,                347614,                347614,,,,,                 48623,                396237,,                347604,                     10,,                396227,                     10,,                              1.90,                              1.90,,                              1.90,                              1.90,,,              6619435,              6619435,                 26307,                  1259,              6591869,,              5521951,,                  5823,                 42902,                 46821,                  1802,,,,,,,,
2464,2013年07月01日至2013年09月30日,,              1699151,,              1433905,                265246,                265246,,,                 63989,,                 72520,,                 49099,                185608,,                    -69,                 79569,,,                  1981,                  1981,,                 -1692,,                              0,                              0,                  1540,,                  2391,                  2391,,                              0,                              0,                  1130,                 80699,,,                  4488,                 76211,                 76211,,,,,                 -8232,                 67979,,                 76205,                      6,,                 67973,                      6,,                              0.42,                              0.42,,                              0.42,                              0.42,,,              1700101,              1700101,                    693,                    257,              1699151,,              1433905,,                 -3232,                  4488,                 -8232,,,,,,,                              0,,                              0
2464,2013年04月01日至2013年06月30日,,              1654345,,              1380272,                274073,                274073,,,                 74146,,                 52033,,                 51741,                177920,,                  1785,                 97938,,,                  4073,                  4073,,                  9191,,                    334,                    334,                  8857,,                  1581,                  1581,,                              0,                              0,                 11349,                109287,,,                 14005,                 95282,                 95282,,,,,                 17141,                112423,,                 95272,                     10,,                112413,                     10,,                              0.52,                              0.52,,                              0.52,                              0.52,,,              1664319,              1664319,                  9203,                    771,              1654345,,              1380272,,,                 14005,                 17141,,,,,,,,,
2464,2013年01月01日至2013年12月31日,,              6591869,,              5521951,              1069918,              1069918,,,                261235,,                262760,,                188933,                712928,,                    494,                357484,,,                 25306,                 25306,,                 29863,,                  9134,                  9134,                 14906,,                  6917,                  6917,,                    263,                   -263,                 33032,                390516,,,                 42902,                347614,                347614,,,,,                 48623,                396237,,                347604,                     10,,                396227,                     10,,                              1.90,                              1.90,,                              1.90,                              1.90,,,              6619435,              6619435,                 26307,                  1259,              6591869,,              5521951,,                  5823,                 42902,                 46821,                  1802,,,,,,                              0,,                              0
2464,2013年01月01日至2013年09月30日,,              4899329,,              4078236,                821093,                821093,,,                185967,,                191693,,                142066,                519726,,                  1239,                302606,,,                  8148,                  8148,,                 20055,,                  6700,                  6700,                 13355,,                  5818,                  5818,,                    263,                   -263,                 15422,                318028,,,                 31109,                286919,                286919,,,,,                 32303,                319222,,                286908,                     11,,                319211,                     11,,                              1.57,                              1.57,,                              1.57,                              1.57,,,              4926350,              4926350,                 25993,                  1028,              4899329,,              4078236,,,                 31109,                 32303,,,,,,,,,
2464,2013年01月01日至2013年06月30日,,              3200178,,              2644331,                555847,                555847,,,                121978,,                119173,,                 92967,                334118,,                  1308,                223037,,,                  6167,                  6167,,                 21747,,                  9932,                  9932,                 11815,,                  3427,                  3427,,                    263,                   -263,                 14292,                237329,,,                 26621,                210708,                210708,,,,,                 40535,                251243,,                210703,                      5,,                251238,                      5,,                              1.15,                              1.15,,                              1.15,                              1.15,,,              3226249,              3226249,                 25300,                    771,              3200178,,              2644331,,,                 26621,                 40535,,,,,,,,,
2464,2013年01月01日至2013年03月31日,,              1545833,,              1264059,                281774,                281774,,,                 47832,,                 67140,,                 41226,                156198,,                   -477,                125099,,,                  2094,                  2094,,                 12556,,                  9598,                  9598,                  2958,,                  1846,                  1846,,                    263,                   -263,                  2943,                128042,,,                 12616,                115426,                115426,,,,,                 23394,                138820,,                115431,                     -5,,                138825,                     -5,,                              0.63,                              0.63,,                              0.63,                              0.63,,,              1561930,              1561930,                 16097,,              1545833,,              1264059,                    477,,                 12616,                 23394,,,                              0,,                              0,,                              0,,                              0
2464,2012年07月01日至2012年09月30日,,              1343784,,              1148730,                195054,                195054,,,                 58277,,                 44516,,                 56121,                158914,,                   -552,                 35588,,,                  6554,                  6554,,                 -4188,,                              0,                              0,                 -4154,,                  4212,                  4212,,                    966,                   -966,                 -2778,                 32810,,,                  7289,                 25521,                 25521,,,,,                -17113,                  8408,,                 25501,                     20,,                  8388,                     20,,                              0.14,                              0.14,,                              0.14,                              0.14,,,              1389890,              1389890,                 43440,                  2666,              1343784,,              1148730,,                    -34,                  7289,                -17113,,,,,,,                              0,,                              0
2464,2012年04月01日至2012年06月30日,,              1288604,,              1061645,                226959,                226959,,,                 63375,,                 50254,,                 42455,                156084,,                    -16,                 70859,,,                  6086,                  6086,,                  7720,,                  5793,                  5793,                  1927,,                  3627,                  3627,,                    915,                   -915,                  3471,                 74330,,,                 16333,                 57997,                 57997,,,,,                  5781,                 63778,,                 58006,                     -9,,                 63787,                     -9,,                              0.32,                              0.32,,                              0.32,                              0.32,,,              1280041,              1280041,                 -8563,                              0,              1288604,,              1061645,,,                 16333,                  5781,,,,,,,,,
2464,2012年01月01日至2012年12月31日,,              4942205,,              4126114,                816091,                816091,,,                229589,,                206190,,                176486,                612265,,                   -981,                202845,,,                 22953,                 22953,,                 -4489,,                              0,                              0,                -11070,,                 14075,                 14075,,                  3693,                 -3693,                 -5885,                196960,,,                 46655,                150305,                150305,,,,,                -42091,                108214,,                150301,                      4,,                108210,                      4,,                              0.82,                              0.82,,                              0.82,                              0.82,,,              4945395,              4945395,                    110,                  3080,              4942205,,              4126114,,                  6581,                 46655,                -28177,                -13914,,,,,,                              0,,                              0
2464,2012年01月01日至2012年09月30日,,              4090527,,              3467835,                622692,                622692,,,                173210,,                139990,,                133689,                446889,,                 -1006,                174797,,,                 14909,                 14909,,                -11007,,                              0,                              0,                -15619,,                  9423,                  9423,,                  2737,                 -2737,                -12870,                161927,,,                 35480,                126447,                126447,,,,,                -27420,                 99027,,                126439,                      8,,                 99019,                      8,,                              0.69,                              0.69,,                              0.69,                              0.69,,,              4138709,              4138709,                 45516,                  2666,              4090527,,              3467835,,                  4612,                 35480,                -27420,,,,,,,                              0,,                              0
2464,2012年01月01日至2012年06月30日,,              2746743,,              2319105,                427638,                427638,,,                114933,,                 95474,,                 77568,                287975,,                   -454,                139209,,,                  8355,                  8355,,                 -6819,,                  4646,                  4646,                -11465,,                  5211,                  5211,,                  1771,                 -1771,                -10092,                129117,,,                 28191,                100926,                100926,,,,,                -10307,                 90619,,                100938,                    -12,,                 90631,                    -12,,                              0.55,                              0.55,,                              0.55,                              0.55,,,              2748819,              2748819,                  2076,                              0,              2746743,,              2319105,,,                 28191,                -10307,,,,,,,,,
2464,2012年01月01日至2012年03月31日,,              1458139,,              1257460,                200679,                200679,,,                 51558,,                 45220,,                 35113,                131891,,                   -438,                 68350,,,                  2269,                  2269,,                -14539,,                 -1147,                 -1147,                -13392,,                  1584,                  1584,,                    856,                   -856,                -13563,                 54787,,,                 11858,                 42929,                 42929,,,,,                -16088,                 26841,,                 42932,                     -3,,                 26844,                     -3,,                              0.24,                              0.24,,                              0.23,                              0.23,,,              1468778,              1468778,                 10639,,              1458139,,              1257460,                    438,,                 11858,                -16088,,,                              0,,                              0,,                              0,,                              0
