證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 共同控制下前手權益（淨利／損）,　　　 銷貨收入,　　　　 銷貨收入合計,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2034,2014年01月01日至2014年03月31日,,,              6098832,              6098832,,              5527338,                571494,                571494,,,                231328,,                 31217,                262545,                308949,,,,                      3,,                      3,,                 43414,,                 10322,                 33095,                342044,,                 45160,                296884,,                              0,                296884,,,,,,,,,,,,,,,                  1779,                  1779,                  1779,                298663,,                296884,                              0,,                298663,                              0,,                              0.80,,                              0.80,,,,,,
2034,2013年第3季,,,              6047211,              6047211,,              5617214,                429997,                429997,,,                229945,,                 28616,                258561,                171436,,,,                      3,                  5586,                  5589,,                 -6909,,                  9252,                -10572,                160864,,                 25997,                134867,,                              0,                134867,,,,,,,,,,,,,,,,,                 -7475,                127392,,                134867,                              0,,                127392,                              0,,                              0.36,,                              0.36,,,,                 -7475,,
2034,2013年第2季,,,              6252336,              6252336,,              5862437,                389899,                389899,,,                202211,,                 28777,                230988,                158911,,,,                    191,                              0,                    191,,                 26313,,                  9865,                 16639,                175550,,                 14657,                160893,,                              0,                160893,,,,,,,,,,,,,,,,,                  1957,                162850,,                160893,                              0,,                162850,                              0,,                              0.43,,                              0.43,,,,                  1957,,
2034,2013年度,,,             23846654,             23846654,,             22204373,              1642281,              1642281,,,                836244,,                143405,                979649,                662632,,,,                    442,                  5586,                  6028,,                112012,,                 37068,                 80972,                743604,,                 90697,                652907,,                              0,                652907,,,,,,,,,,,,,,,,,                -22875,                630032,,                652907,                              0,,                630032,                              0,,                              1.76,,                              1.76,,,             23846654,                 -1068,                -26273,                 -4466
2034,2013年07月01日至2013年09月30日,,,              6047211,              6047211,,              5617214,                429997,                429997,,,                229945,,                 28616,                258561,                171436,,,,                      3,                  5586,                  5589,,                 -6909,,                  9252,                -10572,                160864,,                 25997,                134867,,                              0,                134867,,,,,,,,,,,,,,,,,                 -7475,                127392,,                134867,                              0,,                127392,                              0,,                              0.36,,                              0.36,,,,                 -7475,,
2034,2013年04月01日至2013年06月30日,,,              6252336,              6252336,,              5862437,                389899,                389899,,,                202211,,                 28777,                230988,                158911,,,,                    191,,                    191,,                 26313,,                  9865,                 16639,                175550,,                 14657,                160893,,                              0,                160893,,,,,,,,,,,,,,,,,                  1957,                162850,,                160893,                              0,,                162850,                              0,,                              0.43,,                              0.43,,,,                  1957,,
2034,2013年01月01日至2013年12月31日,,,             23846654,             23846654,,             22204373,              1642281,              1642281,,,                836244,,                143405,                979649,                662632,,,,                    442,                  5586,                  6028,,                112012,,                 37068,                 80972,                743604,,                 90697,                652907,,                              0,                652907,,,,,,,,,,,,,,,,,                -22875,                630032,,                652907,                              0,,                630032,                              0,,                              1.76,,                              1.76,,,             23846654,                 -1068,                -26273,                 -4466
2034,2013年01月01日至2013年09月30日,,,             17758444,             17758444,,             16526392,              1232052,              1232052,,,                620235,,                 91274,                711509,                520543,,,,                    197,                  5586,                  5783,,                 62580,,                 28729,                 39634,                560177,,                 67877,                492300,,                              0,                492300,,,,,,,,,,,,,,,,,                 -3026,                489274,,                492300,                              0,,                489274,                              0,,                              1.33,,                              1.33,,,,                 -3026,,
2034,2013年01月01日至2013年06月30日,,,             11711234,             11711234,,             10909178,                802056,                802056,,,                390291,,                 62657,                452948,                349108,,,,                    194,                              0,                    194,,                 69488,,                 19476,                 50206,                399314,,                 41880,                357434,,                              0,                357434,,,,,,,,,,,,,,,,,                  4449,                361883,,                357434,                              0,,                361883,                              0,,                              0.97,,                              0.96,,,,                  4449,,
2034,2013年01月01日至2013年03月31日,,,              5458897,              5458897,,              5046741,                412156,                412156,,,                188079,,                 33880,                221959,                190197,,,,                      3,,                      3,,                 43176,,                  9612,                 33567,                223764,,                 27224,                196540,,                              0,                196540,,,,,,,,,,,,,,,,,                  2492,                199032,,                196540,                              0,,                199032,                              0,,                              0.53,,                              0.53,,,,                  2492,,
2034,2012年07月01日至2012年09月30日,,,              6036745,              6036745,,              5654376,                382369,                382369,,,                223329,,                 24798,                248127,                134242,,,,                      3,                  6020,                  6023,,                 -4308,,                  9942,                 -8227,                126015,,                 19497,                106518,,                              0,                106518,,,,,,,,,,,,,,,,,                  1780,                108298,,                106518,                              0,,                108298,                              0,,                              0.29,,                              0.29,,,,                  1780,,
2034,2012年04月01日至2012年06月30日,,,              6181179,              6181179,,              5797228,                383951,                383951,,,                214756,,                 27465,                242221,                141730,,,,                    160,,                    160,,                  4998,,                 10831,                 -5673,                136057,,                 24633,                111424,,                              0,                111424,,,,,,,,,,,,,,,,,                 -6229,                105195,,                111424,                              0,,                105195,                              0,,                              0.30,,                              0.30,,,,                 -6229,,
2034,2012年01月01日至2012年12月31日,,,             24249640,             24249640,,             22899224,              1350416,              1350416,,,                816134,,                114903,                931037,                419379,,,,                    395,                  6020,                  6415,,                -10876,,                 42463,                -46924,                372455,,                 35672,                336783,,                              0,                336783,,,,,,,,,,,,,,,,,                  6336,                343119,,                336783,                              0,,                343119,                              0,,                              0.91,,                              0.91,,,             24249640,                  8365,                 -2445,                   -416
2034,2012年01月01日至2012年09月30日,,,             18808693,             18808693,,             17767468,              1041225,              1041225,,,                628221,,                 77978,                706199,                335026,,,,                    166,                  6020,                  6186,,                -11083,,                 32929,                -37826,                297200,,                 50050,                247150,,                              0,                247150,,,,,,,,,,,,,,,,,                  4627,                251777,,                247150,                              0,,                251777,                              0,,                              0.67,,                              0.67,,,,                  4627,,
2034,2012年01月01日至2012年06月30日,,,             12771948,             12771948,,             12113092,                658856,                658856,,,                404891,,                 53180,                458071,                200785,,,,                    163,,                    163,,                 -6775,,                 22987,                -29599,                171186,,                 30553,                140633,,                              0,                140633,,,,,,,,,,,,,,,,,                  2847,                143480,,                140633,                              0,,                143480,                              0,,                              0.38,,                              0.38,,,,                  2847,,
2034,2012年01月01日至2012年03月31日,,,              6590770,              6590770,,              6315864,                274906,                274906,,,                190135,,                 25714,                215849,                 59057,,,,                      3,,                      3,,                -11774,,                 12157,                -23928,                 35129,,                  5920,                 29209,,                              0,                 29209,,,,,,,,,,,,,,,,,                  9076,                 38285,,                 29209,                              0,,                 38285,                              0,,                              0.08,,                              0.08,,,,                  9076,,
