證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入（營建業適用）淨額,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入,　　　　 勞務收入,　　　　 勞務收入淨額,　　　 運輸收入,　　　　 運輸收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本合計,　　 旅遊服務成本（觀光飯店業適用）,　　　 餐旅服務成本,　　　　 餐旅服務成本合計,　　　 旅遊服務成本（觀光飯店業適用）合計,　　 營建工程成本,　　　 營建成本,　　　 營建工程成本合計,　　 勞務成本,　　　 勞務成本,　　　　 勞務成本,　　　　 勞務成本合計,　　　 運輸成本（海陸運輸業、航空業適用）,　　　　 運輸成本（海陸運輸業、航空業適用）合計,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入合計,　　 其他利益及損失,　　　 什項支出,　　　 減損損失,　　　　 金融資產減損損失,　　　　 不動產、廠房及設備減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換損失,　　　　 其他減損損失,　　 其他營業收入,　　　 其他營業收入淨額,　　 其他營業成本,　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 其他收入－其他,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失
2611,2014年01月01日至2014年03月31日,,,                  5879,,                  3174,,                100881,,,                              0,                              0,,,,                              0,,                216685,                216685,                332869,,,                  5476,,                  1408,,,                 55811,                 55811,,                              0,                              0,,,                              0,                              0,,                198240,                198240,                265107,                 67762,                 67762,,                 79814,                -12052,,,,                  4090,                  3551,,                  7641,,,,,,,                 14589,,                  7995,                  7995,,                   -764,                 13471,                  1419,,                  1469,                    -50,                    -50,,,                -17158,                -17158,                -17158,                -17208,,                  2139,                 -2189,,                -14275,                 -2933,,                              0.01,                              0.01,,                              0.01,                              0.01,,,,,,                  6250,                  4172,,,                              0,                              0,,,,,,,,
2611,2013年第3季,,,                 59337,,                  3299,,                 94024,,,                              0,                              0,,,                              0,                              0,,                249485,                249485,                406145,,,                 57994,,                  1879,,,                 31338,                 31338,,                              0,                              0,,,                              0,                              0,,                224129,                224129,                315340,                 90805,                 90805,,                114389,                -23584,,,,                  4793,                  2515,                 17737,                 25045,,                 -5146,,                              0,                              0,                              0,                  5146,,                  9808,                  9808,,                -16768,                  3615,                -19969,,                  1250,                -21219,                -21219,,,,,                117128,                 95909,,                -17126,                 -4093,,                 97577,                 -1668,,                             -0.10,                             -0.10,,                             -0.10,                             -0.10,,,,,,,,,,,,,,,                117128,,,,
2611,2013年第2季,,,                 68950,,                  3291,,                 91382,,,                 15500,                 15500,,,,,,                248589,                248589,                427712,,,                 62061,,                  1886,,,                 46855,                 46855,,                 10050,                 10050,,,,,,                222114,                222114,                342966,                 84746,                 84746,,                 93159,                 -8413,,,,                  6328,                  4111,                              0,                 10439,,                 -2338,,,                              0,                              0,                  4656,,                  4070,                  4070,,                   -820,                 10205,                  1792,,                 47244,                -45452,                -45452,,,,,                  9562,                -35890,,                -44603,                   -849,,                -33538,                 -2352,,                             -0.25,                             -0.25,,                             -0.25,                             -0.25,                     48,                  1986,                   -284,                              0,,,,,,,,,,,                  9562,,,,
2611,2013年度,,,                210681,,                 12909,,                372782,,,                 15500,                 15500,,,,                              0,,                968703,                968703,              1580575,,,                189446,,                  7283,,,                202619,                202619,,                 10050,                 10050,,,,                              0,,                873452,                873452,              1282850,                297725,                297725,,                357359,                -59634,,,,                 20084,                 15634,                 17737,                 14846,,,,                              0,                              0,                              0,                140414,,                 30079,                 30079,,,                125181,                 65547,,                 54560,                 10987,                 10987,,,,,                 48576,                 59563,,                 21041,                -10054,,                 70176,                -10613,,                              0.12,                              0.12,,                              0.12,                              0.12,,                140414,,,,,,,,,,,                210681,                -38609,                 46615,                  2170,                   -209,,
2611,2013年07月01日至2013年09月30日,,,                 59337,,                  3299,,                 94024,,,                              0,                              0,,,,,,                249485,                249485,                406145,,,                 57994,,                  1879,,,                 31338,                 31338,,                              0,                              0,,,,,,                224129,                224129,                315340,                 90805,                 90805,,                114389,                -23584,,,,                  4793,                  2515,                 17737,                 25045,,                 -5146,,                              0,                              0,                              0,                  5146,,                  9808,                  9808,,                -16768,                  3615,                -19969,,                  1250,                -21219,                -21219,,,,,                117128,                 95909,,                -17126,                 -4093,,                 97577,                 -1668,,                             -0.10,                             -0.10,,                             -0.10,                             -0.10,,,,,,,,,,,,,,,                117128,,,,
2611,2013年04月01日至2013年06月30日,,,                 68950,,                  3291,,                 91382,,,                 15500,                 15500,,,,,,                248589,                248589,                427712,,,                 62061,,                  1886,,,                 46855,                 46855,,                 10050,                 10050,,,,,,                222114,                222114,                342966,                 84746,                 84746,,                 93159,                 -8413,,,,                  6328,                  4111,,                 10439,,                 -2338,,                              0,,                              0,                  4656,,                  4070,                  4070,,                   -820,                 10205,                  1792,,                 47244,                -45452,                -45452,,,,,                  9562,                -35890,,                -44603,                   -849,,                -33538,                 -2352,,                             -0.26,                             -0.26,,                             -0.26,                             -0.26,,,                   -284,,,,,,,,,,,,                  9562,,,                    -48,                 -1986
2611,2013年01月01日至2013年12月31日,,,                210681,,                 12909,,                372782,,,                 15500,                 15500,,,,,,                968703,                968703,              1580575,,,                189446,,                  7283,,,                202619,                202619,,                 10050,                 10050,,,,,,                873452,                873452,              1282850,                297725,                297725,,                357359,                -59634,,,,                 20084,                 15634,                 17737,                155260,,,,                              0,                              0,                              0,                              0,,                 30079,                 30079,,,                125181,                 65547,,                 54560,                 10987,                 10987,,,,,                 48576,                 59563,,                 21041,                -10054,,                 70176,                -10613,,                              0.12,                              0.12,,                              0.12,                              0.12,,,,,,,,,,,,,                210681,                101805,                 46615,                  2170,                   -209,,
2611,2013年01月01日至2013年09月30日,,,                156384,,                  9610,,                269637,,,                 15500,                 15500,,,                              0,                              0,,                721262,                721262,              1172393,,,                136154,,                  5648,,,                132453,                132453,,                 10050,                 10050,,,                              0,                              0,,                647590,                647590,                931895,                240498,                240498,,                280420,                -39922,,,,                 15491,                  9651,                 17737,                 42879,,                -24462,,                              0,                              0,                              0,                 24462,,                 22530,                 22530,,                -17588,                 27223,                -12699,,                 51382,                -64081,                -64081,,,,,                111617,                 47536,,                -53787,                -10294,,                 58640,                -11104,,                             -0.30,                             -0.30,,                             -0.30,                             -0.30,,,,,,,,,,,,,,,                111617,,,,
2611,2013年01月01日至2013年06月30日,,,                 97047,,                  6311,,                175613,,,                 15500,                 15500,,,,,,                471777,                471777,                766248,,,                 78160,,                  3769,,,                101115,                101115,,                 10050,                 10050,,,,,,                423461,                423461,                616555,                149693,                149693,,                166031,                -16338,,,,                 10698,                  7136,                              0,                 17834,,                 -1833,,,                              0,                              0,                 19316,,                 12722,                 12722,,                   -820,                 23608,                  7270,,                 50132,                -42862,                -42862,,,,,                 -5511,                -48373,,                -36661,                 -6201,,                -38937,                 -9436,,                             -0.20,                             -0.20,,                             -0.20,                             -0.20,                  2539,                 14117,                   -827,                              0,,,,,,,,,,,                 -5511,,,,
2611,2013年01月01日至2013年03月31日,,,                 12053,,                  3020,,                 84231,,,                              0,                              0,,,,,,                223188,                223188,                338536,,,                 15227,,                  1883,,,                 54260,                 54260,,                              0,                              0,,,,,,                201347,                201347,                273589,                 64947,                 64947,,                 72872,                 -7925,,,,                  4370,                  3025,,                  7395,,,,,,,                 14660,,                  8652,                  8652,,                              0,                 13403,                  5478,,                  2888,                  2590,                  2590,,,,,                -15073,                -12483,,                  7942,                 -5352,,                 -5399,                 -7084,,                              0.04,                              0.04,,                              0.04,                              0.04,,,,,,                 16044,                    872,,,,,,,,                -15073,,,,
2611,2012年07月01日至2012年09月30日,,,                  7533,,                  3900,,                 82778,,,                  5565,                  5565,,,,,,                251943,                251943,                351719,,,                 87744,,                  1752,,,                 52936,                 52936,,                  2934,                  2934,,,,,,                227380,                227380,                372746,                -21027,                -21027,,                 86096,               -107123,,,,                  7749,                  1846,                  5729,                 15324,,                 -6626,,                              0,                 48892,                 48892,                -42266,,                  9141,                  9141,,                              0,                -36083,               -143206,,                  1277,               -144483,               -144483,,,,,                 -5884,               -150367,,               -121708,                -22775,,               -128353,                -22014,,                             -0.60,                             -0.60,,                             -0.60,                             -0.60,,,,,,,,,,,,,,,                 -5884,,,,
2611,2012年04月01日至2012年06月30日,,,                 15648,,                  3900,,                 87182,,,              2408000,              2408000,,,,,,                256029,                256029,              2770759,,,                 47873,,                  1762,,,                 35749,                 35749,,              1084580,              1084580,,,,,,                232607,                232607,              1402571,              1368188,              1368188,,                240993,              1127195,,,,                  1586,                  3614,,                  5200,,                    684,,                  3551,,                  3551,                 -3486,,                 11475,                 11475,,                              0,                 -9761,              1117434,,                  8130,              1109304,              1109304,,,,,                -12865,              1096439,,              1134482,                -25178,,              1125853,                -29414,,                              5.83,                              5.83,,                              5.80,                              5.80,,,                   -156,,,,,,,,,,,,                -12865,,,                   -184,                   -409
2611,2012年01月01日至2012年12月31日,,,                 48388,,                 15623,,                332940,,,              2438496,              2438496,,,,,,                987388,                987388,              3822835,,,                164435,,                  7109,,,                168663,                168663,,              1100866,              1100866,,,,,,                892331,                892331,              2333404,              1489431,              1489431,,                507110,                982321,,,,                 15401,                 12371,                  5729,                 50091,,,,                 53729,                 57211,                110940,               -110940,,                 45182,                 45182,,,               -106031,                876290,,                 54586,                821704,                821704,,,,,                 10922,                832626,,                961911,               -140207,,                973482,               -140856,,                              4.78,                              4.78,,                              4.76,                              4.76,,,,,,,,,,,,,                 48388,                 16590,                  7592,                  4012,                   -682,,
2611,2012年01月01日至2012年09月30日,,,                 34441,,                 11603,,                248288,,,              2433858,              2433858,,,,,,                747481,                747481,              3475671,,,                143958,,                  5241,,,                134099,                134099,,              1097975,              1097975,,,,,,                677508,                677508,              2058781,              1416890,              1416890,,                413864,              1003026,,,,                  9883,                  7345,                  5729,                 22957,,                 -8212,,                  3551,                 48892,                 52443,                -44231,,                 36248,                 36248,,                              0,                -57522,                945504,,                 10234,                935270,                935270,,,,,                 -9853,                925417,,                994489,                -59219,,                982287,                -56870,,                              4.87,                              4.87,,                              4.85,                              4.85,,,,,,,,,,,,,,,                 -9853,,,,
2611,2012年01月01日至2012年06月30日,,,                 26908,,                  7703,,                165510,,,              2428293,              2428293,,,,,,                495538,                495538,              3123952,,,                 56214,,                  3489,,,                 81163,                 81163,,              1095041,              1095041,,,,,,                450128,                450128,              1686035,              1437917,              1437917,,                327768,              1110149,,,,                  2134,                  5499,,                  7633,,                 -1448,,                  3551,,                  3551,                 -1965,,                 27107,                 27107,,                              0,                -21439,              1088710,,                  8957,              1079753,              1079753,,,,,                 -3969,              1075784,,              1116197,                -36444,,              1110640,                -34856,,                              5.71,                              5.71,,                              5.68,                              5.68,,,                    489,,,,,,,,,,,,                 -3969,,,                     81,                   -708
2611,2012年01月01日至2012年03月31日,,,                  7960,,                  3803,,                 78328,,,                 20293,                 20293,,,,,,                239509,                239509,                353193,,,                  7122,,                  1727,,,                 45414,                 45414,,                 10461,                 10461,,,,,,                217521,                217521,                283464,                 69729,                 69729,,                 86775,                -17046,,,,                    548,                  1885,,                  2433,,,,,,,                  1521,,                 15632,                 15632,,,                -11678,                -28724,,                    827,                -29551,                -29551,,,,,                  8896,                -20655,,                -18285,                -11266,,                -15213,                 -5442,,                             -0.09,                             -0.09,,                             -0.09,                             -0.09,,,,,,                  3300,                  1219,,,,,,,,                  8896,,,,
