證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入,　　　　 勞務收入,　　　　 勞務收入淨額,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 勞務成本,　　　　 勞務成本,　　　　 勞務成本合計,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 管理費用,　　　 其他費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 其他營業收入,　　 本期所得稅費用（利益）,　 其他收益及費損淨額,　　 其他收益,　　 其他費損,　　 其他收益及費損淨額,　　 當期所得稅費用（利益）,　 其他綜合損益(淨額),　　 備供出售金融資產未實現評價損益,　　 其他綜合損益（淨額）,　 停業單位損益,　　 停業單位損益合計,　　 其他綜合損益,　　　 天然氣銷貨成本（天然氣業）,　　 推銷費用,　　　 推銷費用合計
2348,2014年01月01日至2014年03月31日,,,,                              0,                              0,                              0,,,                547830,                547830,                547830,,,                547830,,,                              0,                              0,,,                253844,                253844,                253844,                253844,                293986,                293986,,,                 48774,                 48774,                 48774,                245212,,,                    245,                    245,,,                    196,,                  2173,                  2173,                 -1732,                243480,,,                243480,                243480,                243480,,                243550,                    -70,,                243550,                    -70,,                              2.85,                              2.85,,                              2.84,                              2.84,,,,,,,,,,,,,,,,
2348,2013年第3季,,,,                              0,                              0,                              0,,,                235635,                235635,                235635,,,                235635,,,                              0,                              0,,,                115730,                115730,                115730,                115730,                119905,                119905,,,                 31905,                 31905,                 31905,                 88000,,,                     51,                     51,,                     42,                    -42,,                  2014,                  2014,                 -2005,                 85995,,,                 85995,                 85995,                 85995,,                 86035,                    -40,,                 86035,                    -40,,                              1.01,                              1.01,,                              1.01,                              1.01,,,,,,,,,,,,,,,,
2348,2013年第2季,,,,                              0,                              0,                              0,,,                166623,                166623,                166623,,,                166623,,,                              0,                              0,,,                 68164,                 68164,                 68164,                 68164,                 98459,                 98459,,,                 21319,                 21319,                 21319,                 77140,,,                    224,                    224,,                     25,                    -25,,                    137,                    137,                     62,                 77202,,                              0,                 77202,                 77202,                 77202,,                 77202,                              0,,                 77202,                              0,,                              0.90,                              0.90,,,,,,,,,,                              0,,                              0,                              0,,,,,,
2348,2013年度,,,,                  9473,                  9473,                  9473,,,                863364,                863364,                863364,,                              0,                872837,,,                  9421,                  9421,,,                416704,                416704,                416704,                426125,                446712,                446712,,,,                104087,                104087,                342625,,,                    683,                    683,,,                      9,,                  4991,                  4991,                 -4299,                338326,,                              0,                338326,                338326,                338326,,                338438,                   -112,,                338438,                   -112,,                              4.18,                              4.18,,                              4.18,                              4.18,                              0,,,                              0,                              0,                              0,                              0,,                              0,                              0,,,,,,
2348,2013年07月01日至2013年09月30日,,,,                              0,                              0,                              0,,,                235635,                235635,                235635,,,                235635,,,                              0,                              0,,,                115730,                115730,                115730,                115730,                119905,                119905,,,,                 31905,                 31905,                 88000,,,                     51,                     51,,                     42,                    -42,,                  2014,                  2014,                 -2005,                 85995,,                              0,                 85995,                 85995,                 85995,,                 86035,                    -40,,                 86035,                    -40,,                              1.01,                              1.01,,,,,,,,,,                              0,,                              0,                              0,,,,,,
2348,2013年04月01日至2013年06月30日,,,,                              0,                              0,                              0,,,                166623,                166623,                166623,,,                166623,,,                              0,                              0,,,                 68164,                 68164,                 68164,                 68164,                 98459,                 98459,,,,                     81,                 21319,                 77140,,,                    224,                    224,,                     25,                    -25,,                    137,                    137,                     62,                 77202,,                              0,                 77202,                 77202,                 77202,,                 77202,,,                 77202,,,                              0.90,                              0.90,,,,,,,,,,                              0,,                              0,                              0,,,,,,                 21238
2348,2013年01月01日至2013年12月31日,,,,                  9473,                  9473,                  9473,,,                863364,                863364,                863364,,,                872837,,,,                  9421,,,                416704,                416704,                416704,                426125,                446712,                446712,,,,                104087,                104087,                342625,,,                    683,                    683,,,                      9,,                  4991,                  4991,                 -4299,                338326,,                              0,                338326,                338326,                338326,,                338438,                   -112,,                338438,                   -112,,                              4.18,                              4.18,,,,,,,                              0,                              0,                              0,                              0,,                              0,                              0,,,,                  9421,,
2348,2013年01月01日至2013年09月30日,,,,                  9473,                  9473,                  9473,,,                402258,                402258,                402258,,,                411731,,,                  9421,                  9421,,,                183894,                183894,                183894,                193315,                218416,                218416,,,                 63748,                 63748,                 63748,                154668,,,                    379,                    379,,                     57,                    -57,,                  2151,                  2151,                 -1829,                152839,,,                152839,                152839,                152839,,                152879,                    -40,,                152879,                    -40,,                              1.93,                              1.93,,                              1.93,                              1.93,,,,,,,,,,,,,,,,
2348,2013年01月01日至2013年06月30日,,,,                  9473,                  9473,                  9473,,,                166623,                166623,                166623,,,                176096,,,                  9421,                  9421,,,                 68164,                 68164,                 68164,                 77585,                 98511,                 98511,,,                 31843,                 31843,                 31843,                 66668,,,                    328,                    328,,                     15,                    -15,,                    137,                    137,                    176,                 66844,,                              0,                 66844,                 66844,                 66844,,                 66844,                              0,,                 66844,                              0,,                              0.88,                              0.88,,,,,,,,,,                              0,,                              0,                              0,,,,,,
2348,2013年01月01日至2013年03月31日,,,,                  9473,                  9473,                  9473,,,                              0,                              0,                              0,,,                  9473,,,                  9421,                  9421,,,                              0,                              0,                              0,                  9421,                     52,                     52,,,                 10524,                 10524,                 10524,                -10472,,,                    114,                    114,,,,,                              0,                              0,                    114,                -10358,,,                -10358,                -10358,                -10358,,                -10358,                              0,,                -10358,                              0,,                             -0.16,                             -0.16,,                             -0.16,                             -0.16,,,,,,,,,,                              0,,                              0,                              0,,,
2348,2012年07月01日至2012年09月30日,,,,                 31691,                 31691,                 31691,,,                              0,                              0,                              0,,,                 31691,,,                 31098,                 31098,,,                              0,                              0,                              0,                 31098,                    593,                    593,,,,                  7374,                  7374,                 -6781,,,                     58,                     58,,                 -7704,                  7704,,                     42,                     42,                  7720,                    939,,                              0,                    939,                    939,                  1670,,                    939,                              0,,                  1670,                              0,,                              0.06,                              0.06,,,,,,,,,,                              0,,                    731,                    731,,,,,,
2348,2012年04月01日至2012年06月30日,,,,                 43242,                 43242,                 43242,,,                              0,                              0,                              0,,,                 43242,,,                 42391,                 42391,,,                              0,                              0,                              0,                 42391,                    851,                    851,,,,                  6855,                  6855,                 -6004,,,                    709,                    709,,                578362,               -578362,,                    900,                    900,               -578553,               -584557,,                 95193,               -679750,               -679750,               -124297,,               -679750,,,               -124297,,,                            -65.93,                            -65.93,,,,,,,,,,                 95193,,                555453,                555453,,,,,,                              0
2348,2012年01月01日至2012年12月31日,,,,                134515,                134515,                134515,,,                              0,                              0,                              0,,,                134515,,,,                132045,,,                              0,                              0,                              0,                132045,                  2470,                  2470,,,,                 27514,                 27514,                -25044,,,                  2132,                  2132,,,               -571232,,                  1818,                  1818,               -570918,               -595962,,                 95193,               -691155,               -691155,               -124865,,               -691155,                              0,,               -124865,                              0,,                            -52.32,                            -52.32,,,,,,,                              0,                              0,                              0,                 95193,,                566290,                566290,,,,                132045,,
2348,2012年01月01日至2012年09月30日,,,,                120881,                120881,                120881,,,                              0,                              0,                              0,,,                120881,,,                118594,                118594,,,                              0,                              0,                              0,                118594,                  2287,                  2287,,,,                 21173,                 21173,                -18886,,,                  1321,                  1321,,                571193,               -571193,,                  1818,                  1818,               -571690,               -590576,,                 95193,               -685769,               -685769,               -119479,,               -685769,                              0,,               -119479,                              0,,                            -57.02,                            -57.02,,,,,,,,,,                 95193,,                566290,                566290,,,,,,
2348,2012年01月01日至2012年06月30日,,,,                 89190,                 89190,                 89190,,,                              0,                              0,                              0,,,                 89190,,,                 87496,                 87496,,,                              0,                              0,                              0,                 87496,                  1694,                  1694,,,,                 13799,                 13799,                -12105,,,                  1263,                  1263,,                578897,               -578897,,                  1776,                  1776,               -579410,               -591515,,                 95193,               -686708,               -686708,               -121149,,               -686708,,,               -121149,,,                            -67.19,                            -67.19,,,,,,,,,,                 95193,,                565559,                565559,,,,,,                              0
