證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 租賃收入,　　　 租賃收入合計,　　 營建工程收入,　　　 營建工程收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本合計,　　 營建工程成本,　　　 營建工程成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　 停業單位損益,　　 停業單位損益合計
2910,2014年01月01日至2014年03月31日,,,,                101844,                  9206,                 92638,,                 52813,,                103697,                249148,,,                 35440,,                  5749,,                 71454,                112643,                136505,                              0,                              0,                136505,,                 66718,                 69787,,,                  2295,,                    578,,                  7790,,                    683,                 -4234,                 65553,,                  7557,                 57996,                 57996,,,                 -3346,                 -3346,                 -3346,                 54650,,                 57996,                              0,,                 54650,                              0,,                              0.33,                              0.33,,                              0.33,                              0.33,,,,,,,,,,,
2910,2013年第3季,,,,                 89365,                  4766,                 84599,,                 50217,,                              0,                134816,,,                 32539,,                  5697,,                              0,                 38236,                 96580,                              0,                              0,                 96580,,                 68317,                 28263,,,                  3300,,                  1156,,                  7118,,                    674,                 -1988,                 26275,,                  5751,                 20524,                 20524,,,,,                    787,                 21311,,                 20524,                              0,,                 21311,                              0,,                              0.12,                              0.12,,                              0.12,                              0.12,                    787,,,,,,,,,,
2910,2013年第2季,,,,                135269,                 21105,                114164,,                 49164,,                              0,                163328,,,                 60036,,                  5884,,                              0,                 65920,                 97408,                              0,                              0,                 97408,,                 67963,                 29445,,,                  5281,,                 -2312,,                  3709,,                  1858,                  1118,                 30563,,                  5532,                 25031,                 25031,,,,,                  2403,                 27434,,                 24587,                    444,,                 26990,                    444,,                              0.14,                              0.14,,                              0.14,                              0.14,                  2403,,,,,,,,,,
2910,2013年度,,,,                539179,                 76049,                463130,,                200293,,                              0,                663423,,,                233443,,                 23185,,                              0,                256628,                406795,                              0,                              0,                406795,,                270193,                136602,,,                 12915,,                 -1466,,                 22686,,                  3395,                 -7842,                128760,,                 28931,                 99829,                 99829,,,,,                    324,                100153,,                 99917,                    -88,,                100241,                    -88,,                              0.57,                              0.57,,                              0.57,                              0.57,                    791,                   -562,                    -95,,,,,,,,
2910,2013年07月01日至2013年09月30日,,,,                 89365,                  4766,                 84599,,                 50217,,,                134816,,,                 32539,,                  5697,,,                 38236,                 96580,                              0,                              0,                 96580,,                 68317,                 28263,,,                  3300,,                  1156,,                  7118,,                    674,                 -1988,                 26275,,                  5751,                 20524,                 20524,,,,,                    787,                 21311,,                 20524,                              0,,                 21311,                              0,,                              0.12,                              0.12,,                              0.12,                              0.12,                    787,,,,                              0,,                              0,,                              0,,                              0
2910,2013年04月01日至2013年06月30日,,,,                135269,                 21105,                114164,,                 49164,,,                163328,,,                 60036,,                  5884,,,                 65920,                 97408,                              0,                              0,                 97408,,                 67963,                 29445,,,                  5281,,                 -2312,,                  3709,,                  1858,                  1118,                 30563,,                  5532,                 25031,                 25031,,,,,                  2403,                 27434,,                 24587,                    444,,                 26990,                    444,,                              0.14,                              0.14,,                              0.14,                              0.14,                  2403,,,,,,,,,,
2910,2013年01月01日至2013年12月31日,,,,                539179,                 76049,                463130,,                200293,,,                663423,,,                233443,,                 23185,,,                256628,                406795,                              0,                              0,                406795,,                270193,                136602,,,                 12915,,                 -1466,,                 22686,,                  3395,                 -7842,                128760,,                 28931,                 99829,                 99829,,,,,                    324,                100153,,                 99917,                    -88,,                100241,                    -88,,                              0.57,                              0.57,,                              0.57,                              0.57,                    791,                   -562,                    -95,,,,,,,,
2910,2013年01月01日至2013年09月30日,,,,                325270,                 35199,                290071,,                149816,,                              0,                439887,,,                124509,,                 17272,,                              0,                141781,                298106,                              0,                              0,                298106,,                198265,                 99841,,,                 10671,,                    -86,,                 14376,,                  3201,                   -590,                 99251,,                 18798,                 80453,                 80453,,,,,                -10165,                 70288,,                 80541,                    -88,,                 70376,                    -88,,                              0.46,                              0.46,,                              0.46,                              0.46,                -10165,,,,                              0,,                              0,,                              0,,                              0
2910,2013年01月01日至2013年06月30日,,,,                235905,                 30433,                205472,,                 99599,,                              0,                305071,,,                 91970,,                 11575,,                              0,                103545,                201526,                              0,                              0,                201526,,                129948,                 71578,,,                  7371,,                 -1242,,                  7258,,                  2527,                  1398,                 72976,,                 13047,                 59929,                 59929,,,,,                -10952,                 48977,,                 60017,                    -88,,                 49065,                    -88,,                              0.34,                              0.34,,                              0.34,                              0.34,                -10952,,,,,,,,,,
2910,2013年01月01日至2013年03月31日,,,,                100636,                  9328,                 91308,,                 50435,,                              0,                141743,,,                 31934,,                  5691,,                              0,                 37625,                104118,                              0,                              0,                104118,,                 61985,                 42133,,,                  2090,,                  1070,,                  3549,,                    669,                    280,                 42413,,                  7515,                 34898,                 34898,,,,,                -13355,                 21543,,                 35430,                   -532,,                 22075,                   -532,,                              0.20,                              0.20,,                              0.20,                              0.20,                -13355,,,,,,,,,,
2910,2012年07月01日至2012年09月30日,,,,                 93294,                  7387,                 85907,,                 49127,,,                135034,,,                 29752,,                  5720,,,                 35472,                 99562,                              0,                              0,                 99562,,                 65365,                 34197,,,                  3167,,                  1064,,                  3128,,                    860,                  1963,                 36160,,                  5715,                 30445,                 30445,,,,,                  8539,                 38984,,                 30445,                              0,,                 38984,                              0,,                              0.17,                              0.17,,                              0.17,                              0.17,                  8539,,,,                              0,,                              0,,                              0,,                              0
2910,2012年04月01日至2012年06月30日,,,,                142522,                 19019,                123503,,                 48477,,,                171980,,,                 62557,,                  5976,,,                 68533,                103447,                              0,                              0,                103447,,                 60692,                 42755,,,                  5616,,                -11733,,                  2988,,                  1623,                 -7482,                 35273,,                 23323,                 11950,                 11950,,,,,                 -3203,                  8747,,                 11950,                              0,,                  8747,                              0,,                              0.07,                              0.07,,                              0.07,                              0.07,                 -3203,,,,,,,,,,
2910,2012年01月01日至2012年12月31日,,,,                575919,                 87506,                488413,,                197045,,,                685458,,,                234558,,                 23599,,,                258157,                427301,                              0,                              0,                427301,,                247699,                179602,,,                 16116,,                -10847,,                 12937,,                  3301,                 -4367,                175235,,                 48436,                126799,                126799,,,,,                 10650,                137449,,                127198,                   -399,,                137848,                   -399,,                              0.72,                              0.72,,                              0.72,                              0.72,                 14711,                 -4893,                   -832,,,,,,,,
2910,2012年01月01日至2012年09月30日,,,,                346864,                 36552,                310312,,                147594,,,                457906,,,                124552,,                 17678,,,                142230,                315676,                              0,                              0,                315676,,                185274,                130402,,,                 11022,,                 -8678,,                  8934,,                  3116,                 -3474,                126928,,                 38212,                 88716,                 88716,,,,,                  2080,                 90796,,                 88716,                              0,,                 90796,                              0,,                              0.51,                              0.51,,                              0.51,                              0.51,                  2080,,,,                              0,,                              0,,                              0,,                              0
2910,2012年01月01日至2012年06月30日,,,,                253570,                 29165,                224405,,                 98467,,,                322872,,,                 94800,,                 11958,,,                106758,                216114,                              0,                              0,                216114,,                119909,                 96205,,,                  7855,,                 -9742,,                  5806,,                  2256,                 -5437,                 90768,,                 32497,                 58271,                 58271,,,,,                 -6459,                 51812,,                 58271,                              0,,                 51812,                              0,,                              0.33,                              0.33,,                              0.33,                              0.33,                 -6459,,,,,,,,,,
2910,2012年01月01日至2012年03月31日,,,,                111048,                 10146,                100902,,                 49990,,,                150892,,,                 32243,,                  5982,,,                 38225,                112667,,,                112667,,                 59217,                 53450,,,                  2239,,                  1991,,                  2818,,                    633,                  2045,                 55495,,                  9174,                 46321,                 46321,,,,,                 -3256,                 43065,,                 46321,                              0,,                 43065,                              0,,,                              0.26,,,                              0.26,                 -3256,,,,,,,,,,
