"公司代號","公司名稱","股利所屬年度","權利分派基準日","股票股利-盈餘轉增資配股(元/股)","股票股利-資本公積轉增資配股(元/股)","股票股利-除權交易日","現金股利-盈餘分配之股東現金股利(元/股)","現金股利-法定盈餘公積、資本公積發放之現金(元/股)","現金股利-除息交易日","現金股利-現金股利發放日","現金增資總股數(股)","現金增資認股比率(%)","現金增資認購價(元/股)","公告日期","公告時間","普通股每股面額"
"1315","達新工業","104","2016/07/20","","","",1.10000000,0.0,"2016/07/14","2016/08/10","","","","2016/06/27","17:43:39","新台幣                 10.0000元"
"1319","東陽","104","2016/07/31","","","",1.40000000,0.0,"2016/07/25","2016/08/19","","","","2016/07/07","15:31:30","新台幣                 10.0000元"
"1323","永裕","104","2016/07/05","","","",1.55000000,0.0,"2016/06/29","2016/07/19","","","","2016/06/13","14:43:10","新台幣                 10.0000元"
"1324","地球工業","104","2016/08/28","","","",0.40000000,0.0,"2016/08/22","2016/09/14","","","","2016/08/04","17:32:25","新台幣                 10.0000元"
"1325","恒大","104","2016/07/19","","","",0.70000000,0.0,"2016/07/13","2016/08/10","","","","2016/06/27","17:35:46","新台幣                 10.0000元"
"1326","台化","104","2016/07/12","","","",3.50000000,0.0,"2016/07/06","2016/08/03","","","","2016/06/21","09:56:35","新台幣                 10.0000元"
"1337","再生-KY","104","2016/11/08",0.2000000000,0.0,"2016/11/02",0.30000000,0.0,"2016/11/02","2016/11/30",0,0.000000000,0.00,"2016/10/18","16:28:08","新台幣                 10.0000元"
"1338","廣華-KY","104","2016/07/18","","","",4.50000000,0.0,"2016/07/12","2016/07/29","","","","2016/06/27","09:47:45","新台幣                 10.0000元"
"1339","昭輝","104","2016/08/30","","","",2.00000000,0.0,"2016/08/24","2016/09/14","","","","2016/08/09","11:58:07","新台幣                 10.0000元"
"1340","勝悅-KY","104","2016/08/28","","","",1.00000000,0.0,"2016/08/22","2016/09/26","","","","2016/08/08","09:03:56","新台幣                 10.0000元"
"1402","遠東新","104","2016/07/22","","","",1.00000000,0.0,"2016/07/14","2016/08/12","","","","2016/06/30","17:31:37","新台幣                 10.0000元"
"1409","新纖","104","2016/09/04","","","",0.25000000,0.0,"2016/08/29","2016/09/29","","","","2016/08/12","11:56:35","新台幣                 10.0000元"
"1410","南染","104","2016/07/20","","","",1.30000000,0.0,"2016/07/14","2016/08/10","","","","2016/06/29","16:04:12","新台幣                 10.0000元"
"1414","東和","104","2016/07/22","","","",0.20000000,0.0,"2016/07/14","2016/08/25","","","","2016/06/27","14:50:21","新台幣                 10.0000元"
"1416","廣豐","104","2016/08/02","","","",1.30000000,0.0,"2016/07/27","2016/08/12","","","","2016/07/12","14:03:36","新台幣                 10.0000元"
"1419","新紡","104","2016/08/28","","","",0.34700000,0.0,"2016/08/22","2016/09/14","","","","2016/08/05","16:41:17","新台幣                 10.0000元"
"1434","福懋興業","104","2016/08/01","","","",1.20000000,0.0,"2016/07/26","2016/08/19","","","","2016/07/07","17:52:17","新台幣                 10.0000元"
"1436","華友聯","104","2016/08/28",1.0000000000,0.0,"2016/08/22","","","","",0,0.000000000,0.00,"2016/08/05","17:24:04","新台幣                 10.0000元"
"1439","中和羊毛","104","2016/07/23","","","",0.50000000,0.0,"2016/07/15","2016/08/11","","","","2016/06/30","10:08:53","新台幣                 10.0000元"
"1440","南紡","104","2016/08/15","","","",0.45000000,0.0,"2016/08/09","2016/09/09","","","","2016/07/22","10:28:17","新台幣                 10.0000元"
"1442","名軒","104","2016/09/10",0.9997000000,0.0,"2016/09/02",0.99970000,0.0,"2016/09/02","2016/09/30",0,0.000000000,0.00,"2016/08/18","17:02:09","新台幣                 10.0000元"
"1444","力麗","104","2016/07/11","","","",0.50000000,0.0,"2016/07/05","2016/07/29","","","","2016/06/17","16:15:11","新台幣                 10.0000元"
"1445","大宇紡織","104","2016/07/20","","","",0.50000000,0.0,"2016/07/14","2016/08/12","","","","2016/06/28","11:12:49","新台幣                 10.0000元"
"1446","宏和","104","2016/09/05","","","",0.10000000,0.20000000,"2016/08/30","2016/09/23","","","","2016/08/12","16:16:20","新台幣                 10.0000元"
"1451","年興紡織","104","2016/07/05","","","",1.50000000,0.0,"2016/06/29","2016/07/27","","","","2016/06/14","11:01:25","新台幣                 10.0000元"
"1452","宏益","104","2016/07/21","","","",1.80000000,0.0,"2016/07/14","2016/08/10","","","","2016/06/21","14:32:29","新台幣                 10.0000元"
"1453","大將","104","2016/08/16",0.2000000000,0.0,"2016/08/10",0.0,0.0,"","",0,0.000000000,0.00,"2016/07/22","14:45:22","新台幣                 10.0000元"
"1454","台富","104","2016/07/24","","","",0.50000000,0.0,"2016/07/18","2016/08/18","","","","2016/06/29","14:20:12","新台幣                 10.0000元"
"1455","集盛","104","2016/07/26","","","",0.20000000,0.0,"2016/07/20","2016/08/19","","","","2016/07/04","16:35:52","新台幣                 10.0000元"
"1457","宜進","104","2016/07/17","","","",0.60000000,0.0,"2016/07/11","2016/07/27","","","","2016/06/24","11:25:58","新台幣                 10.0000元"
"1459","聯發紡織","104","2016/07/23","","","",0.0,0.20000000,"2016/07/15","2016/08/05","","","","2016/06/30","09:38:47","新台幣                 10.0000元"
"1460","宏遠","104","2016/07/15","","","",0.80000000,0.0,"2016/07/07","2016/08/05","","","","2016/06/22","09:39:28","新台幣                 10.0000元"
"1463","強盛染整","104","2016/07/19","","","",0.40000000,0.30000000,"2016/07/13","2016/07/29","","","","2016/06/28","14:27:35","新台幣                 10.0000元"
"1464","得力實業","105","2016/03/07",0.0,0.0,"2016/03/01","","","","",30000000,9.291561429,28.00,"2016/02/22","17:09:23","新台幣                 10.0000元"
"1464","得力實業","104","2016/07/25","","","",1.78444374,0.39654305,"2016/07/19","2016/08/17","","","","2016/07/01","17:55:24","新台幣                 10.0000元"
"1465","偉全實業","104","2016/09/14","","","",0.90000000,0.0,"2016/09/08","2016/10/05","","","","2016/08/25","14:16:02","新台幣                 10.0000元"
"1470","大統染","104","2016/08/05","","","",0.60000000,0.0,"2016/07/28","2016/08/25","","","","2016/07/12","17:51:44","新台幣                 10.0000元"
"1473","台南企業","104","2016/05/10","","","",1.19621951,0.0,"2016/05/04","2016/05/25","","","","2016/04/18","15:46:26","新台幣                 10.0000元"
"1474","弘裕","104","2016/07/15","","","",0.50000000,0.0,"2016/07/07","2016/07/29","","","","2016/06/23","10:06:08","新台幣                 10.0000元"
"1476","儒鴻","104","2016/07/18","","","",10.50000000,0.0,"2016/07/12","2016/08/09","","","","2016/06/27","10:24:36","新台幣                 10.0000元"
"1477","聚陽實業","104","2016/08/08",0.0,0.3496931600,"2016/08/02",9.51165509,0.0,"2016/08/02","2016/08/24",0,0.000000000,0.00,"2016/07/13","17:53:43","新台幣                 10.0000元"
"1503","士電","104","2016/08/07","","","",1.50000000,0.0,"2016/08/01","2016/08/30","","","","2016/07/14","14:23:11","新台幣                 10.0000元"
"1504","東元電機","104","2016/07/11","","","",0.80000000,0.0,"2016/07/05","2016/07/29","","","","2016/06/20","09:16:38","新台幣                 10.0000元"
"1507","永大機電","104","2016/07/12","","","",2.70000000,0.0,"2016/07/06","2016/07/28","","","","2016/06/20","10:01:32","新台幣                 10.0000元"
"1513","中興電","104","2016/09/05","","","",1.00000000,0.0,"2016/08/30","2016/09/22","","","","2016/08/12","11:55:43","新台幣                 10.0000元"
"1514","亞力電機","104","2016/08/09","","","",0.48000000,0.0,"2016/08/03","2016/09/05","","","","2016/07/05","15:56:20","新台幣                 10.0000元"
"1515","力山","104","2016/08/25","","","",0.50000000,0.0,"2016/08/18","2016/09/14","","","","2016/07/11","17:11:26","新台幣                 10.0000元"
"1516","川飛","104","2016/10/08",2.5689247045,0.0,"2016/09/30","","","","",0,0.000000000,0.00,"2016/09/12","16:44:51","新台幣                 10.0000元"
"1517","利奇機械","104","2016/09/13","","","",0.50000000,0.0,"2016/09/07","2016/10/07","","","","2016/08/22","17:00:25","新台幣                 10.0000元"
"1519","華城電機","104","2016/07/19","","","",0.60000000,0.0,"2016/07/13","2016/08/10","","","","2016/06/27","17:37:08","新台幣                 10.0000元"
"1521","大億","104","2016/07/10","","","",5.00000000,0.0,"2016/07/04","2016/07/29","","","","2016/06/13","16:41:43","新台幣                 10.0000元"
"1522","堤維西","104","2016/09/04","","","",1.50000000,0.0,"2016/08/29","2016/09/23","","","","2016/08/11","16:21:52","新台幣                 10.0000元"
"1525","江申工業","104","2016/08/01","","","",1.40000000,0.0,"2016/07/26","2016/08/19","","","","2016/07/11","09:47:14","新台幣                 10.0000元"
"1525","江申工業","104","2016/09/19",0.6000000000,0.0,"2016/09/13","","","","",0,0.000000000,0.00,"2016/08/25","12:01:15","新台幣                 10.0000元"
"1526","日馳","104","2016/07/26","","","",0.40000000,0.0,"2016/07/20","2016/08/17","","","","2016/07/01","16:57:59","新台幣                 10.0000元"
"1527","鑽全","104","2016/08/27","","","",3.30000000,0.0,"2016/08/19","2016/09/23","","","","2016/08/05","10:16:29","新台幣                 10.0000元"
"1528","恩德","104","2016/07/03","","","",0.0,0.10000000,"2016/06/27","2016/07/21","","","","2016/06/08","17:00:25","新台幣                 10.0000元"
"1530","亞崴機電","104","2016/08/30",0.5000000000,0.0,"2016/08/24",0.50000000,0.0,"2016/08/24","2016/09/27",0,0.000000000,0.00,"2016/08/09","15:54:12","新台幣                 10.0000元"
"1531","高林股","104","2016/09/04","","","",0.60000000,0.0,"2016/08/29","2016/09/09","","","","2016/08/12","10:46:46","新台幣                 10.0000元"
"1532","勤美","104","2016/07/19","","","",2.10000000,0.0,"2016/07/13","2016/08/01","","","","2016/06/21","17:28:17","新台幣                 10.0000元"
"1533","車王電","104","2016/08/30",0.4000000000,0.0,"2016/08/24",0.10000000,0.0,"2016/08/24","2016/09/14",0,0.000000000,0.00,"2016/08/09","16:41:54","新台幣                 10.0000元"
"1535","中宇","104","2016/07/20","","","",3.00000000,0.0,"2016/07/14","2016/08/15","","","","2016/06/24","17:56:22","新台幣                 10.0000元"
"1536","和大工業","104","2016/07/18","","","",3.20000000,0.0,"2016/07/12","2016/08/03","","","","2016/06/27","15:04:29","新台幣                 10.0000元"
"1537","廣隆光電","104","2016/08/28","","","",7.50000000,0.0,"2016/08/22","2016/09/08","","","","2016/08/05","09:13:05","新台幣                 10.0000元"
"1539","巨庭機械","104","2016/09/09","","","",1.20000000,0.0,"2016/09/01","2016/10/05","","","","2016/08/11","16:07:59","新台幣                 10.0000元"
"1540","喬福機械","104","2016/07/26","","","",1.00000000,0.0,"2016/07/20","2016/08/19","","","","2016/06/30","15:33:00","新台幣                 10.0000元"
"1541","錩泰","104","2016/09/01","","","",3.21185231,0.0,"2016/08/25","2016/09/22","","","","2016/08/09","14:38:41","新台幣                 10.0000元"
"1558","伸興","104","2016/07/09","","","",9.50000000,0.0,"2016/07/01","2016/08/09","","","","2016/06/16","10:10:48","新台幣                 10.0000元"
"1560","中砂","104","2016/07/09","","","",3.70000000,0.0,"2016/07/01","2016/07/22","","","","2016/06/16","11:37:36","新台幣                 10.0000元"
"1568","倉佑","104","2016/07/03","","","",1.00000000,0.0,"2016/06/27","2016/07/15","","","","2016/06/08","17:23:17","新台幣                 10.0000元"
"1582","信錦","104","2016/07/31","","","",4.50000000,0.0,"2016/07/25","2016/08/19","","","","2016/07/07","11:46:59","新台幣                 10.0000元"
"1583","程泰","104","2016/09/09",1.0000000000,0.0,"2016/09/01",0.50000000,0.0,"2016/09/01","2016/09/30",0,0.000000000,0.00,"2016/08/17","14:38:32","新台幣                 10.0000元"
"1589","永冠-KY","104","2016/07/19","","","",8.45401630,0.0,"2016/07/13","2016/08/08","","","","2016/06/28","10:26:32","新台幣                 10.0000元"
"1590","亞德客-KY","104","2016/09/04","","","",4.00000000,0.0,"2016/08/29","2016/09/29","","","","2016/05/27","17:49:46","新台幣                 10.0000元"
"1592","英瑞-KY","104","2016/07/04","","","",1.00000000,0.0,"2016/06/28","2016/08/01","","","","2016/06/13","16:06:32","新台幣                 10.0000元"
"1598","岱宇國際","104","2016/08/10","","","",1.50000000,0.0,"2016/08/04","2016/08/25","","","","2016/07/21","16:30:21","新台幣                 10.0000元"
"1603","華電","104","2016/09/03","","","",0.50000000,0.0,"2016/08/26","2016/09/30","","","","2016/08/10","15:28:37","新台幣                 10.0000元"
"1604","聲寶","104","2016/08/27","","","",1.04106700,0.0,"2016/08/19","2016/09/08","","","","2016/08/03","17:32:07","新台幣                 10.0000元"
"1605","華新","104","2016/10/24","","","",0.21080000,0.0,"2016/10/18","2016/11/11","","","","2016/09/29","17:18:21","新台幣                 10.0000元"
"1612","宏泰","104","2016/07/16","","","",0.26000000,0.0,"2016/07/08","2016/07/29","","","","2016/06/23","14:44:23","新台幣                 10.0000元"
"1614","三洋電","104","2016/07/26","","","",0.80589734,0.0,"2016/07/20","2016/08/12","","","","2016/07/04","15:19:12","新台幣                 10.0000元"
"1615","大山","104","2016/07/05","","","",0.30000000,0.0,"2016/06/29","2016/07/15","","","","2016/06/15","10:32:54","新台幣                 10.0000元"
"1617","榮星電線","104","2016/08/05","","","",0.30000000,0.0,"2016/07/28","2016/08/26","","","","2016/07/06","17:51:19","新台幣                 10.0000元"
"1618","合機公司","104","2016/08/01","","","",0.35000000,0.0,"2016/07/26","2016/09/02","","","","2016/07/12","09:31:44","新台幣                 10.0000元"
"1701","中化","104","2016/07/31","","","",0.60000000,0.0,"2016/07/25","2016/08/17","","","","2016/07/06","14:04:57","新台幣                 10.0000元"
"1702","南僑化工","104","2016/08/01","","","",2.60000000,0.0,"2016/07/26","2016/08/24","","","","2016/07/07","18:33:41","新台幣                 10.0000元"
"1704","榮化","104","2016/08/07","","","",1.50000000,0.0,"2016/08/01","2016/08/30","","","","2016/07/07","10:15:57","新台幣                 10.0000元"
"1707","葡萄王","104","2016/07/24","","","",5.59594464,0.0,"2016/07/18","2016/08/19","","","","2016/07/01","14:41:19","新台幣                 10.0000元"
"1708","東鹼","104","2016/07/22",0.5000000000,0.0,"2016/07/14",0.50000000,0.0,"2016/07/14","2016/09/07",0,0.000000000,0.00,"2016/06/28","17:33:08","新台幣                 10.0000元"
"1709","和益化工","104","2016/08/31","","","",1.17911020,0.0,"2016/08/25","2016/09/26","","","","2016/08/10","14:07:35","新台幣                 10.0000元"
"1710","東聯","104","2016/07/08","","","",0.0,0.50000000,"2016/06/30","2016/07/29","","","","2016/06/13","11:03:40","新台幣                 10.0000元"
"1711","永光化學","104","2016/07/31",0.5000000000,0.0,"2016/07/25",0.50000000,0.0,"2016/07/25","2016/08/29",0,0.000000000,0.00,"2016/07/06","16:06:44","新台幣                 10.0000元"
"1712","興農","104","2016/07/26","","","",0.60000000,0.0,"2016/07/20","2016/08/22","","","","2016/07/01","17:51:05","新台幣                 10.0000元"
"1713","國化","104","2016/08/01","","","",0.41000000,0.0,"2016/07/26","2016/08/24","","","","2016/07/05","14:44:56","新台幣                 10.0000元"
"1714","和桐化學","104","2016/09/10",0.3000000000,0.0,"2016/09/02",0.0,0.0,"","",0,0.000000000,0.00,"2016/08/15","14:39:59","新台幣                 10.0000元"
"1715","萬洲化學","104","2016/08/02","","","",0.50988000,0.0,"2016/07/27","2016/08/18","","","","2016/07/12","09:33:14","新台幣                 10.0000元"
"1717","長興材料","104","2016/07/27",0.8000000000,0.0,"2016/07/21",1.50000000,0.0,"2016/07/21","2016/08/25",0,0.000000000,0.00,"2016/07/06","16:17:31","新台幣                 10.0000元"
"1718","中纖","104","2016/09/28",0.5000000000,0.0,"2016/09/22",0.10000000,0.0,"2016/09/22","2016/11/04",0,0.000000000,0.00,"2016/09/06","09:06:13","新台幣                 10.0000元"
"1720","生達化學","104","2016/08/08","","","",1.00000000,0.50000000,"2016/08/02","2016/08/31","","","","2016/07/15","17:33:33","新台幣                 10.0000元"
"1722","台肥","104","2016/08/23","","","",2.10000000,0.0,"2016/08/17","2016/09/20","","","","2016/08/03","09:57:08","新台幣                 10.0000元"
"1723","中碳","104","2016/07/19","","","",4.50000000,0.0,"2016/07/13","2016/08/04","","","","2016/06/30","10:43:07","新台幣                 10.0000元"
"1724","台硝","104","2016/07/31","","","",1.00000000,0.0,"2016/07/25","2016/08/18","","","","2016/07/07","15:23:27","新台幣                 10.0000元"
"1725","元禎","104","2016/08/08","","","",0.78000000,0.0,"2016/08/02","2016/08/16","","","","2016/07/13","16:30:45","新台幣                 10.0000元"
"1726","永記造漆","104","2016/08/24","","","",3.80000000,0.0,"2016/08/18","2016/09/14","","","","2016/08/03","16:24:05","新台幣                 10.0000元"
"1727","中華化學","104","2016/07/15","","","",0.50000000,0.0,"2016/07/07","2016/08/10","","","","2016/06/23","10:04:16","新台幣                 10.0000元"
"1730","花仙子","105","2016/02/07",0.0,0.0,"2016/02/01","","","","",3500000,5.235487751,30.00,"2016/01/26","09:54:50","新台幣                 10.0000元"
"1730","花仙子","104","2016/08/10","","","",2.00000000,0.0,"2016/08/04","2016/08/31","","","","2016/07/19","17:08:53","新台幣                 10.0000元"
"1731","美吾華","104","2016/07/02","","","",0.50000000,0.0,"2016/06/24","2016/07/29","","","","2016/06/07","09:16:02","新台幣                 10.0000元"
"1733","五鼎","104","2016/07/06","","","",2.24059351,0.0,"2016/06/30","2016/07/27","","","","2016/06/15","17:02:40","新台幣                 10.0000元"
"1734","杏輝藥品","104","2016/09/07",0.4000000000,0.0,"2016/09/01",0.20000000,0.0,"2016/09/01","2016/10/07",0,0.000000000,0.00,"2016/08/16","09:26:06","新台幣                 10.0000元"
"1735","日勝化","104","2016/07/17","","","",1.00000000,0.0,"2016/07/11","2016/07/29","","","","2016/06/24","16:31:20","新台幣                 10.0000元"
"1736","喬山健康","104","2016/09/17","","","",1.00296900,0.0,"2016/09/10","2016/10/07","","","","2016/08/19","14:55:09","新台幣                 10.0000元"
"1737","臺鹽","104","2016/08/23","","","",1.12000000,0.0,"2016/08/17","2016/09/14","","","","2016/08/02","16:14:19","新台幣                 10.0000元"
"1762","中化合成","104","2016/07/30","","","",1.50000000,0.0,"2016/07/22","2016/08/15","","","","2016/07/05","16:09:29","新台幣                 10.0000元"
"1773","勝一化工","104","2016/06/08","","","",3.00000000,0.0,"2016/06/02","2016/07/06","","","","2016/05/18","17:48:43","新台幣                 10.0000元"
"1776","展宇","104","2016/06/21","","","",1.58822341,0.0,"2016/06/15","2016/07/07","","","","2016/05/27","17:57:19","新台幣                 10.0000元"
"1786","科妍","104","2016/07/13","","","",0.50000000,0.0,"2016/07/07","2016/08/05","","","","2016/06/21","14:48:36","新台幣                 10.0000元"
"1789","台灣神隆","104","2016/08/16",0.4000000000,0.0,"2016/08/10",0.30000000,0.0,"2016/08/10","2016/09/14",0,0.000000000,0.00,"2016/07/21","11:38:34","新台幣                 10.0000元"
"1802","台玻","105","2016/08/16",0.0,0.0,"2016/08/10","","","","",400000000,12.758000000,12.88,"2016/08/02","11:07:05","新台幣                 10.0000元"
"1805","寶徠","104","2016/08/01","","","",0.0,0.50000000,"2016/07/26","2016/08/18","","","","2016/07/07","17:51:30","新台幣                 10.0000元"
"1808","潤隆","104","2016/08/28","","","",3.60851052,1.40095114,"2016/08/22","2016/09/14","","","","2016/08/04","16:28:39","新台幣                 10.0000元"
"1809","中釉","104","2016/07/13","","","",0.20000000,0.0,"2016/07/07","2016/07/29","","","","2016/06/22","17:34:59","新台幣                 10.0000元"
"1810","和成","104","2016/08/03","","","",0.20000000,0.0,"2016/07/28","2016/08/25","","","","2016/07/04","15:36:45","新台幣                 10.0000元"
"1817","凱撒衛浴","104","2016/08/15","","","",2.00000000,0.0,"2016/08/09","2016/09/02","","","","2016/07/25","09:35:36","新台幣                 10.0000元"
"1904","正隆","104","2016/07/15","","","",0.60000000,0.0,"2016/07/07","2016/08/10","","","","2016/06/21","16:36:32","新台幣                 10.0000元"
"1905","華紙","104","2016/07/25","","","",0.60000000,0.0,"2016/07/19","2016/08/19","","","","2016/07/05","10:26:04","新台幣                 10.0000元"
"1906","寶隆","104","2016/07/14","","","",0.15000000,0.0,"2016/07/07","2016/07/28","","","","2016/06/22","16:41:27","新台幣                 10.0000元"
"1907","永豐餘","104","2016/07/11","","","",0.30000000,0.0,"2016/07/05","2016/08/02","","","","2016/06/20","15:12:46","新台幣                 10.0000元"
"1909","榮成","104","2016/07/11","","","",1.00000000,0.0,"2016/07/05","2016/07/21","","","","2016/06/20","14:56:45","新台幣                 10.0000元"
"1909","榮成","105","2016/09/23",0.0,0.0,"2016/09/13","","","","",172000000,16.491527582,14.85,"2016/09/14","16:51:11","新台幣                 10.0000元"
"2002","中鋼","104","2016/08/01","","","",0.50000000,0.0,"2016/07/26","2016/08/25","","","","2016/07/06","17:06:18","新台幣                 10.0000元"
"2002A","中鋼特別股","104","2016/08/01","","","",1.40000000,"","2016/07/26","2016/08/25","","","","2016/07/06","17:06:18","新台幣                 10.0000元"
"2006","東和鋼鐵","104","2016/07/25","","","",1.10000000,0.0,"2016/07/19","2016/08/19","","","","2016/07/04","15:23:53","新台幣                 10.0000元"
"2010","春源鋼鐵","104","2016/07/18","","","",0.50000000,0.0,"2016/07/12","2016/08/10","","","","2016/06/27","16:40:09","新台幣                 10.0000元"
"2012","春雨","104","2016/08/31","","","",0.50000000,0.0,"2016/08/25","2016/09/23","","","","2016/08/08","14:55:32","新台幣                 10.0000元"
"2013","中鋼構","104","2016/07/19","","","",0.50000000,0.0,"2016/07/13","2016/08/12","","","","2016/06/20","17:37:17","新台幣                 10.0000元"
"2015","豐興鋼鐵","104","2016/07/03","","","",2.50000000,0.0,"2016/06/27","2016/07/22","","","","2016/06/08","15:09:15","新台幣                 10.0000元"
"2024","志聯工業","104","2016/06/30","","","",0.30000000,0.0,"2016/06/23","2016/07/29","","","","2016/06/04","09:30:39","新台幣                 10.0000元"
